schedule,time_day,dose_uM,effective_exposure,A2780Naive,total_A2780cis,total
Optimized,7.0,0.6231918495664188,0.6427862284375307,1559.8573826693553,599.078974913195,2158.93635758255
Optimized,7.1,0.6968931908272326,0.6497903442403259,1588.5469547640846,616.488669859329,2205.0356246234137
Optimized,7.2,0.6968931908272326,0.6558877811978994,1616.6184105418504,633.664909749053,2250.2833202909032
Optimized,7.3,0.6968931908272326,0.6611959083760236,1644.0545479806271,650.5646239247764,2294.619171905403
Optimized,7.4,0.6968931908272326,0.6658169014810231,1670.840924920376,667.1466986885457,2337.9876236089217
Optimized,7.5,0.6968931908272326,0.6698397096315962,1696.965799150151,683.3722896091409,2380.338088759292
Optimized,7.6,0.6968931908272326,0.6733417675331318,1722.4200501270525,699.2050965699286,2421.625146696981
Optimized,7.7,0.6968931908272326,0.6763904860120264,1747.1970843284596,714.6115982434205,2461.80868257188
Optimized,7.8,0.6968931908272326,0.6790445496011729,1771.2927263487898,729.5612437326432,2500.8539700814326
Optimized,7.9,0.6968931908272326,0.6813550461537385,1794.7050979137118,744.0266001790094,2538.731698092721
Optimized,8.0,0.6968931908272326,0.6833664502290766,1817.4344870005355,757.983456164708,2575.4179431652433
Optimized,8.1,0.8302534112240615,0.7023808845888482,1830.947916578521,769.879345894951,2600.827262473472
Optimized,8.2,0.8302534112240615,0.7189339111315225,1843.9998723052602,781.6699244703902,2625.6697967756504
Optimized,8.3,0.8302534112240615,0.7333441577125218,1856.5983998138067,793.3254221801056,2649.9238219939125
Optimized,8.4,0.8302534112240615,0.7458890059908638,1868.7520842099725,804.8185504806771,2673.5706346906495
Optimized,8.5,0.8302534112240615,0.7568099307260547,1880.46999095745,816.1244762559481,2696.5944672133983
Optimized,8.6,0.8302534112240615,0.766317147906004,1891.7616077346083,827.2207833993094,2718.982391133918
Optimized,8.7,0.8302534112240615,0.7745936611774001,1902.636787623392,838.0874222232396,2740.7242098466318
Optimized,8.8,0.8302534112240615,0.7817987844679529,1913.1056939550926,848.7066474338495,2761.8123413889425
Optimized,8.9,0.8302534112240615,0.7880712086071711,1923.178747100021,859.0629455985136,2782.2416926985343
Optimized,9.0,0.8302534112240615,0.7935316709748077,1932.8665734491567,869.1429531828516,2802.009526632008
Optimized,9.1,0.756717309144191,0.7887660725734278,1947.207283286927,879.2771917811468,2826.484475068074
Optimized,9.2,0.756717309144191,0.7846173782006285,1961.038684116415,888.8933034178349,2849.93198753425
Optimized,9.3,0.756717309144191,0.7810057299774167,1974.3739563164477,897.9937035857752,2872.367659902223
Optimized,9.4,0.756717309144191,0.7778616075822499,1987.2265959973952,906.5826778151778,2893.809273812573
Optimized,9.5,0.756717309144191,0.7751244900600474,1999.6103358772205,914.666227247522,2914.2765631247426
Optimized,9.6,0.756717309144191,0.7727416908592716,2011.5390716329364,922.2519111789949,2933.7909828119314
Optimized,9.7,0.756717309144191,0.7706673436728025,2023.0267938160725,929.3486888410476,2952.3754826571203
Optimized,9.8,0.756717309144191,0.7688615195611401,2034.0875253480788,935.9667624459022,2970.054287793981
Optimized,9.9,0.756717309144191,0.76728945836351,2044.7352645474293,942.1174232736672,2986.8526878210964
Optimized,10.0,0.756717309144191,0.7659208996023696,2054.983933584582,947.812902323037,3002.796835907619
Optimized,10.1,0.7458773432235501,0.7633262725196822,2065.5207337938173,953.089412806889,3018.6101466007062
Optimized,10.2,0.7458773432235501,0.7610675184512926,2075.6638728346506,957.9103010783865,3033.574173913037
Optimized,10.3,0.7458773432235501,0.7591011588246982,2085.4273625192427,962.2910862371274,3047.71844875637
Optimized,10.4,0.7458773432235501,0.7573893433441149,2094.8250006946746,966.2477297305104,3061.072730425185
Optimized,10.5,0.7458773432235501,0.7558991214132267,2103.8703387283626,969.7965099447106,3073.666848673073
Optimized,10.6,0.7458773432235501,0.7546018078718492,2112.5766536263136,972.9539069494678,3085.5305605757812
Optimized,10.7,0.7458773432235501,0.7534724308376254,2120.956924472455,975.7364974628982,3096.693421935353
Optimized,10.8,0.7458773432235501,0.752489251024303,2129.0238128727174,978.1608599484742,3107.1846728211917
Optimized,10.9,0.7458773432235501,0.7516333432839892,2136.789647087777,980.2434896268968,3117.033136714674
Optimized,11.0,0.7458773432235501,0.7508882323185255,2144.266409542643,982.0007230795416,3126.2671326221844
Optimized,11.1,1.2889166558975402,0.8205357086814807,2111.151612302234,983.0088067345413,3094.1604190367752
Optimized,11.2,1.2889166558975402,0.8811673584614096,2079.0985564211087,985.4447696515826,3064.5433260726913
Optimized,11.3,1.2889166558975402,0.9339502753309018,2048.0452373044277,989.1727957131988,3037.2180330176266
Optimized,11.4,1.2889166558975402,0.979900473344049,2017.9348325301642,994.0882311154714,3012.0230636456354
Optimized,11.5,1.2889166558975402,1.0199024441079592,1988.715089416956,1000.1085725210228,2988.8236619379786
Optimized,11.6,1.2889166558975402,1.0547261822894327,1960.3378175653397,1007.1672432897989,2967.5050608551387
Optimized,11.7,1.2889166558975402,1.0850420071793985,1932.7584616205675,1015.209251930085,2947.9677135506527
Optimized,11.8,1.2889166558975402,1.1114334656141422,1905.9357367087443,1024.1881288161483,2930.1238655248926
Optimized,11.9,1.2889166558975402,1.1344085646207083,1879.8313138522033,1034.0637366020753,2913.8950504542786
Optimized,12.0,1.2889166558975402,1.1544095500026503,1854.4095459884181,1044.8006820946325,2899.2102280830504
Optimized,12.1,1.47,1.195262555983869,1815.5763924604066,1056.5592423378478,2872.1356347982546
Optimized,12.2,1.47,1.2308271633531738,1777.7837072981345,1069.696683537475,2847.48039083561
Optimized,12.3,1.47,1.261787952331924,1740.9817998208384,1084.1735320186083,2825.1553318394467
Optimized,12.4,1.47,1.2887408846174497,1705.1249120292575,1099.9543622422339,2805.079274271491
Optimized,12.5,1.47,1.3122047750010775,1670.1708361010285,1117.00674495468,2787.1775810557083
Optimized,12.6,1.47,1.3326312779916416,1636.0805749785857,1135.300369603754,2771.38094458234
Optimized,12.7,1.47,1.3504135816762743,1602.8180401875177,1154.806296974407,2757.624337161925
Optimized,12.8,1.47,1.3658939761656486,1570.3497819817983,1175.4963124448946,2745.8460944266926
Optimized,12.9,1.47,1.3793704423084143,1538.6447476846993,1197.3423600005249,2735.987107685224
Optimized,13.0,1.47,1.3911023875002224,1507.6740647243425,1220.316043787545,2727.9901085118872
Optimized,13.1,1.47,1.4013156389954822,1477.4108453820415,1244.3881885806802,2721.7990339627218
Optimized,13.2,1.47,1.4102067908377278,1447.8300107029079,1269.5284537390553,2717.3584644419634
Optimized,13.3,1.47,1.417946988082298,1418.9081313788306,1295.7049974645454,2714.613128843376
Optimized,13.4,1.47,1.4246852211535228,1390.6232837170596,1322.884189730373,2713.507473447433
Optimized,13.5,1.47,1.4305511937493345,1362.9549190634582,1351.0303732953719,2713.98529235883
Optimized,13.6,1.47,1.4356578194969458,1335.8837452660916,1380.1056728784527,2715.9894181445443
Optimized,13.7,1.47,1.4401033954181026,1309.3916189486254,1410.0698529169288,2719.461471865554
Optimized,13.8,1.47,1.4439734940404618,1283.4614475192943,1440.8802244262863,2724.341671945581
Optimized,13.9,1.47,1.4473426105761815,1258.0770999742226,1472.4916013580196,2730.568701332242
Optimized,14.0,1.47,1.450275596874172,1233.223325667181,1504.8563065492754,2738.079632216456
Constant 1 uM,0.0,0.0,0.0,33.5,33.5,67.0
Constant 1 uM,0.1,1.0,0.12944943670347162,36.49514227116855,33.53677819317268,70.03192046434123
Constant 1 uM,0.2,1.0,0.2421417167440054,39.74522182285888,33.66200999766518,73.40723182052406
Constant 1 uM,0.3,1.0,0.34024604461237473,43.26988264959213,33.87458640208997,77.1444690516821
Constant 1 uM,0.4,1.0,0.4256508224999271,47.08998698786629,34.17404909144759,81.26403607931388
Constant 1 uM,0.5,1.0,0.4999999999980791,51.22764837500372,34.56055546899976,85.78820384400348
Constant 1 uM,0.6,1.0,0.5647247183498382,55.70625891128599,35.03485129296908,90.74111020425508
Constant 1 uM,0.7,1.0,0.6210708583702359,60.55050951089117,35.59824993955763,96.14875945044881
Constant 1 uM,0.8,1.0,0.6701230223046103,65.78640182201781,36.252617436588636,102.03901925860644
Constant 1 uM,0.9,1.0,0.7128254112486041,71.44125039653777,37.0003625169158,108.44161291345358
Constant 1 uM,1.0,1.0,0.7499999999979027,77.54367359797313,37.84443102139649,115.38810461936961
Constant 1 uM,1.1,1.0,0.782362359173911,84.12357165750544,38.78830404070137,122.9118756982068
Constant 1 uM,1.2,1.0,0.8105354291841746,91.2120902255697,39.83599922592775,131.04808945149745
Constant 1 uM,1.3,1.0,0.8350615111513857,98.84156772632767,40.99207472180089,139.83364244812856
Constant 1 uM,1.4,1.0,0.8564127056233807,107.04546480935251,42.2616351847194,149.3070999940719
Constant 1 uM,1.5,1.0,0.8749999999980131,115.85827421293493,43.65033934228988,159.50861355522483
Constant 1 uM,1.6,1.0,0.8911811795859921,125.31540941248402,45.16440853238599,170.47981794487
Constant 1 uM,1.7,1.0,0.9052677145910949,135.4530705315436,46.81063562916094,182.26370616070454
Constant 1 uM,1.8,1.0,0.9175307555746708,146.30808614778724,48.59639372184196,194.9044798696292
Constant 1 uM,1.9,1.0,0.9282063528106396,157.91772983737414,50.5296438606362,208.44737369801035
Constant 1 uM,2.0,1.0,0.9374999999979291,170.3195105728837,52.61894112395543,222.93845169683914
Constant 1 uM,2.1,1.0,0.9455905897918946,183.55093642625042,54.873438193965136,238.42437462021553
Constant 1 uM,2.2,1.0,0.9526338572944248,197.64925143080154,57.30288555508677,254.9521369858883
Constant 1 uM,2.3,1.0,0.9587653777861942,212.65114592590965,59.917627354877666,272.56877328078735
Constant 1 uM,2.4,1.0,0.9641031764041628,228.59244124194342,62.72859189155491,291.32103313349836
Constant 1 uM,2.5,1.0,0.9687499999978334,245.50775017756095,65.74727562078652,311.2550257983475
Constant 1 uM,2.6,1.0,0.9727952948950741,263.3424203006987,68.9857382243608,332.3281585250595
Constant 1 uM,2.7,1.0,0.9763169286464439,281.53904583446274,72.45706523228263,353.9961110667454
Constant 1 uM,2.8,1.0,0.9793826888924484,299.95208747452585,76.1756023444348,376.1276898189607
Constant 1 uM,2.9,1.0,0.9820515882015591,318.53468745873226,80.15662412103315,398.69131157976545
Constant 1 uM,3.0,1.0,0.9843749999985023,337.24323195954565,84.41634727443575,421.6595792339814
Constant 1 uM,3.1,1.0,0.986397647447113,356.0374707449341,88.97196318822742,445.0094339331615
Constant 1 uM,3.2,1.0,0.9881584643228613,374.88055120597033,93.84166859458968,468.72221980056
Constant 1 uM,3.3,1.0,0.9896913444459144,393.73898140046845,99.04469372291952,492.783675123388
Constant 1 uM,3.4,1.0,0.9910257941005118,412.5825360152937,104.60132714380424,517.183863159098
Constant 1 uM,3.5,1.0,0.9921874999990189,431.38411801300066,110.53293643544511,541.9170544484458
Constant 1 uM,3.6,1.0,0.9931988237233546,450.11958736120744,116.8619836950194,566.9815710562268
Constant 1 uM,3.7,1.0,0.9940792321612549,468.76756677285886,123.61203480616396,592.3796015790228
Constant 1 uM,3.8,1.0,0.9948456722228042,487.30923290833283,130.8077612570181,618.1169941653509
Constant 1 uM,3.9,1.0,0.9955128970501226,505.7281000745506,138.47493318280357,644.2030332573542
Constant 1 uM,4.0,1.0,0.9960937499993932,524.0098021469031,146.6404021850133,670.6502043319164
Constant 1 uM,4.1,1.0,0.9965994118615757,542.1418772632569,155.3320723588293,697.4739496220861
Constant 1 uM,4.2,1.0,0.9970396160805388,560.1135588075738,164.57885784502614,724.6924166526
Constant 1 uM,4.3,1.0,0.9974228361113248,577.915575315355,174.4106251167922,752.3262004321473
Constant 1 uM,4.4,1.0,0.9977564485249937,595.5399611885218,184.85811812097873,780.3980793095005
Constant 1 uM,4.5,1.0,0.9980468749996375,612.9798794931677,195.95286432359416,808.9327438167618
Constant 1 uM,4.6,1.0,0.9982997059307364,630.229457616942,207.7270596682669,837.9565172852089
Constant 1 uM,4.7,1.0,0.9985198080402244,647.2836361694776,220.21343045226556,867.4970666217432
Constant 1 uM,4.8,1.0,0.9987114180556232,664.1380312050419,233.4450701668731,897.583101371915
Constant 1 uM,4.9,1.0,0.9988782242624628,680.7888096177277,247.45524944768354,928.2440590654112
Constant 1 uM,5.0,1.0,0.9990234374997892,697.2325773932852,262.2771974466247,959.5097748399098
Constant 1 uM,5.1,1.0,0.9991498529653424,713.4662802866004,277.94385318251153,991.4101334691119
Constant 1 uM,5.2,1.0,0.9992599040200899,729.4871164195916,294.48758576189425,1023.9747021814858
Constant 1 uM,5.3,1.0,0.9993557090277924,745.2924602519972,311.9398827975564,1057.2323430495535
Constant 1 uM,5.4,1.0,0.9994391121312147,760.8797973593863,330.3310068975235,1091.2108042569098
Constant 1 uM,5.5,1.0,0.9995117187498802,776.2466694521416,349.68962076004516,1125.9362902121868
Constant 1 uM,5.6,1.0,0.9995749264826589,791.3906290805112,370.0423821937455,1161.4330112742566
Constant 1 uM,5.7,1.0,0.9996299520100342,806.3092034893472,391.4135112867234,1197.7227147760705
Constant 1 uM,5.8,1.0,0.9996778545138868,820.9998671079113,413.82433296819994,1234.8242000761113
Constant 1 uM,5.9,1.0,0.9997195560655991,835.4600221818347,437.29279932902324,1272.7528215108578
Constant 1 uM,6.0,1.0,0.9997558593749328,849.6869870733121,461.83299727291376,1311.519984346226
Constant 1 uM,6.1,1.0,0.999787463241323,863.677991769793,487.4546483300713,1351.1326400998644
Constant 1 uM,6.2,1.0,0.9998149760050112,877.430180149185,514.1626087406402,1391.5927888898252
Constant 1 uM,6.3,1.0,0.999838927256938,890.9406185498324,541.9563791601745,1432.8969977100069
Constant 1 uM,6.4,1.0,0.9998597780327946,904.2063101856357,570.8296344962986,1475.0359446819343
Constant 1 uM,6.5,1.0,0.9998779296874616,917.2242149305142,600.7697853911859,1517.9940003217002
Constant 1 uM,6.6,1.0,0.9998937316206566,929.9912739723363,631.7575836487158,1561.7488576210521
Constant 1 uM,6.7,1.0,0.9999074880025005,942.5044388052903,663.7667843960451,1606.2712232013355
Constant 1 uM,6.8,1.0,0.9999194636284627,954.7607039927864,696.763877896219,1651.5245818890053
Constant 1 uM,6.9,1.0,0.9999298890163867,966.7571430921558,730.7079036268539,1697.4650467190097
Constant 1 uM,7.0,1.0,0.9999389648437222,978.491934221712,763.577869304207,1742.0698035259188
Constant 1 uM,7.1,1.0,0.9999468658103214,989.98283664108,792.1388040153515,1782.1216406564315
Constant 1 uM,7.2,1.0,0.999953744001245,1001.2322974622251,822.5264109431536,1823.7587084053787
Constant 1 uM,7.3,1.0,0.9999597318142279,1012.2343704524235,854.4992958732241,1866.7336663256478
Constant 1 uM,7.4,1.0,0.9999649445081931,1022.9839492105549,887.8400273108934,1910.8239765214485
Constant 1 uM,7.5,1.0,0.9999694824218608,1033.476708774977,922.3501571929216,1955.8268659678988
Constant 1 uM,7.6,1.0,0.9999734329051605,1043.7090622601168,957.8463293330943,2001.555391593211
Constant 1 uM,7.7,1.0,0.9999768720006224,1053.6781289142218,994.1572844308658,2047.8354133450875
Constant 1 uM,7.8,1.0,0.999979865907114,1063.3817105433825,1031.1216062667736,2094.5033168101563
Constant 1 uM,7.9,1.0,0.9999824722540966,1072.8182737143495,1068.5860804884373,2141.4043542027866
Constant 1 uM,8.0,1.0,0.9999847412109304,1081.986935552855,1106.4045576255744,2188.3914931784293
Constant 1 uM,8.1,1.0,0.9999867164525803,1090.887451311142,1144.4372274876814,2235.3246787988237
Constant 1 uM,8.2,1.0,0.9999884360003111,1099.5202021996247,1182.5502242571445,2282.0704264567694
Constant 1 uM,8.3,1.0,0.9999899329535569,1107.8861822707152,1220.6154914147758,2328.501673685491
Constant 1 uM,8.4,1.0,0.9999912361270481,1115.9869834126555,1258.5108438849234,2374.4978272975786
Constant 1 uM,8.5,1.0,0.999992370605465,1123.8247777601637,1296.120172020239,2419.9449497804026
Constant 1 uM,8.6,1.0,0.9999933582262899,1131.4022970576336,1333.333738655317,2464.7360357129505
Constant 1 uM,8.7,1.0,0.9999942180001553,1138.7228087192498,1370.048526704688,2508.7713354239377
Constant 1 uM,8.8,1.0,0.9999949664767783,1145.7900885175143,1406.1686008173444,2551.9586893348587
Constant 1 uM,8.9,1.0,0.999995618063524,1152.6083899961206,1441.605452495088,2594.2138424912087
Constant 1 uM,9.0,1.0,0.9999961853027324,1159.1824108434164,1476.2783038378636,2635.46071468128
Constant 1 uM,9.1,1.0,0.9999966791131449,1165.5172565780078,1510.114350651505,2675.631607229513
Constant 1 uM,9.2,1.0,0.9999971090000777,1171.6184019878392,1543.0489309680404,2714.66733295588
Constant 1 uM,9.3,1.0,0.9999974832383891,1177.4916508285635,1575.0256099978774,2752.517260826441
Constant 1 uM,9.4,1.0,0.999997809031762,1183.143094327072,1605.9961770680698,2789.139271395142
Constant 1 uM,9.5,1.0,0.9999980926513663,1188.5790690532403,1635.9205541227598,2824.499623176
Constant 1 uM,9.6,1.0,0.9999983395565727,1193.806114719417,1664.7666188096985,2858.572733529116
Constant 1 uM,9.7,1.0,0.999998554500039,1198.8309324456116,1692.509948012391,2891.3408804580026
Constant 1 uM,9.8,1.0,0.9999987416191948,1203.6603439916687,1719.1334898973214,2922.79383388899
Constant 1 uM,9.9,1.0,0.9999989045158811,1208.3012524091716,1744.6271741410087,2952.92842655018
Constant 1 uM,10.0,1.0,0.9999990463256833,1212.7606045085581,1768.9874710155298,2981.7480755240877
Constant 1 uM,10.1,1.0,0.9999991697782863,1217.0453554740961,1792.2169104951747,3009.2622659692706
Constant 1 uM,10.2,1.0,0.9999992772500195,1221.1624358938018,1814.3235725665309,3035.4860084603324
Constant 1 uM,10.3,1.0,0.9999993708095973,1225.1187214056579,1835.3205595536103,3060.439280959268
Constant 1 uM,10.4,1.0,0.9999994522579405,1228.921005097791,1855.2254605869373,3084.1464656847284
Constant 1 uM,10.5,1.0,0.9999995231628417,1232.575972740331,1874.059817428623,3106.6357901689544
Constant 1 uM,10.6,1.0,0.9999995848891433,1236.0901808718775,1891.848599788276,3127.9387806601535
Constant 1 uM,10.7,1.0,0.99999963862501,1239.470037714758,1908.6196970944225,3148.0897348091803
Constant 1 uM,10.8,1.0,0.9999996854047988,1242.7217868511475,1924.4034324814106,3167.125219332558
Constant 1 uM,10.9,1.0,0.9999997261289704,1245.8514935568558,1939.2321035615832,3185.083597118439
Constant 1 uM,11.0,1.0,0.9999997615814209,1248.8650336611533,1953.13955341568,3202.0045870768336
Constant 1 uM,11.1,1.0,0.9999997924445716,1251.768084779086,1966.1607741801338,3217.9288589592197
Constant 1 uM,11.2,1.0,0.9999998193125048,1254.5661197469421,1978.3315446583867,3232.897664405329
Constant 1 uM,11.3,1.0,0.9999998427023994,1257.2644020812568,1989.6881025465877,3246.9525046278445
Constant 1 uM,11.4,1.0,0.9999998630644852,1259.8679832763828,2000.2668511474951,3260.1348344238777
Constant 1 uM,11.5,1.0,0.9999998807907104,1262.3817017545302,2010.10409984978,3272.48580160431
Constant 1 uM,11.6,1.0,0.9999998962222858,1264.8101832845953,2019.2358371687221,3284.0460204533174
Constant 1 uM,11.7,1.0,0.9999999096562524,1267.1578426914402,2027.6975347708433,3294.8553774622833
Constant 1 uM,11.8,1.0,0.9999999213511996,1269.4288866848917,2035.5239806294362,3304.9528673143277
Constant 1 uM,11.9,1.0,0.9999999315322425,1271.6273176470725,2042.7491392692755,3314.3764569163477
Constant 1 uM,12.0,1.0,0.9999999403953551,1273.7569382272518,2049.4060369453264,3323.162975172578
Constant 1 uM,12.1,1.0,0.9999999481111428,1275.8213566047475,2055.5266695505493,3331.348026155297
Constant 1 uM,12.2,1.0,0.9999999548281262,1277.8239922921855,2061.1419310507663,3338.965923342952
Constant 1 uM,12.3,1.0,0.9999999606755999,1279.7680823632988,2066.2815602897367,3346.0496426530353
Constant 1 uM,12.4,1.0,0.9999999657661214,1281.65668800117,2070.9741040856943,3352.630792086864
Constant 1 uM,12.5,1.0,0.9999999701976777,1283.492701274203,2075.246894643306,3358.739595917509
Constant 1 uM,12.6,1.0,0.9999999740555715,1285.2788520579948,2079.1260394251467,3364.404891483142
Constant 1 uM,12.7,1.0,0.9999999774140632,1287.017715031549,2082.636421758162,3369.6541367897116
Constant 1 uM,12.8,1.0,0.9999999803377999,1288.711716685874,2085.8017105881618,3374.513427274036
Constant 1 uM,12.9,1.0,0.9999999828830607,1290.3631422918713,2088.64437793493,3379.0075202268017
Constant 1 uM,13.0,1.0,0.9999999850988389,1291.974142782552,2091.1857227388064,3383.1598655213584
Constant 1 uM,13.1,1.0,0.9999999870277858,1293.5467415119917,2093.44589992394,3386.9926414359315
Constant 1 uM,13.2,1.0,0.9999999887070316,1295.0828408600862,2095.4439536320783,3390.5267944921643
Constant 1 uM,13.3,1.0,0.9999999901689,1296.584228658113,2097.1978537022005,3393.7820823603133
Constant 1 uM,13.4,1.0,0.9999999914415303,1298.0525844153856,2098.7245345848028,3396.7771190001886
Constant 1 uM,13.5,1.0,0.9999999925494194,1299.4894853319279,2100.0399359845674,3399.5294213164952
Constant 1 uM,13.6,1.0,0.9999999935138929,1300.8964120861713,2101.159044621353,3402.055456707524
Constant 1 uM,13.7,1.0,0.9999999943535158,1302.2747543901944,2102.095936586897,3404.3706909770917
Constant 1 uM,13.8,1.0,0.99999999508445,1303.6258163080781,2102.8638198535937,3406.489636161672
Constant 1 uM,13.9,1.0,0.9999999957207653,1304.9508213355284,2103.4750765624785,3408.425897898007
Constant 1 uM,14.0,1.0,0.9999999962747097,1306.250917241124,2103.9413047805833,3410.192222021707
