time,observed,predicted,fixed_day0_anchor,model,pooling_mode,context,cell_line,density,dose,mix,component
2.0,512.5472606666666,491.21406923887196,false,tolerant_context_shift,linked_global,monoculture,A2780Naive,30k,1.0,,total
3.0,810.4685956666666,979.6849620156898,false,tolerant_context_shift,linked_global,monoculture,A2780Naive,30k,1.0,,total
4.0,1072.5972223333333,1474.8457150999086,false,tolerant_context_shift,linked_global,monoculture,A2780Naive,30k,1.0,,total
5.0,1220.3375386666667,1781.2919254048502,false,tolerant_context_shift,linked_global,monoculture,A2780Naive,30k,1.0,,total
6.0,1524.2378856666667,1936.9037903966232,false,tolerant_context_shift,linked_global,monoculture,A2780Naive,30k,1.0,,total
7.0,1784.3173613333336,2008.6371795250263,false,tolerant_context_shift,linked_global,monoculture,A2780Naive,30k,1.0,,total
8.0,1754.768094,2040.3212031932799,false,tolerant_context_shift,linked_global,monoculture,A2780Naive,30k,1.0,,total
9.0,1630.9435183333335,2054.0878779763007,false,tolerant_context_shift,linked_global,monoculture,A2780Naive,30k,1.0,,total
10.0,1765.6959490000002,2060.04843828971,false,tolerant_context_shift,linked_global,monoculture,A2780Naive,30k,1.0,,total
11.0,1797.057716,2062.6388501700303,false,tolerant_context_shift,linked_global,monoculture,A2780Naive,30k,1.0,,total
12.0,1664.883989,2063.774995112228,false,tolerant_context_shift,linked_global,monoculture,A2780Naive,30k,1.0,,total
13.0,1869.5183256666667,2064.2806120321693,false,tolerant_context_shift,linked_global,monoculture,A2780Naive,30k,1.0,,total
14.0,2521.7536263333336,2064.5103189955066,false,tolerant_context_shift,linked_global,monoculture,A2780Naive,30k,1.0,,total
0.0,100.0,100.0,true,tolerant_context_shift,linked_global,monoculture,A2780Naive,30k,1.47,,total
1.0,683.0949846666667,226.14045990642157,false,tolerant_context_shift,linked_global,monoculture,A2780Naive,30k,1.47,,total
2.0,962.59946,491.21406923887196,false,tolerant_context_shift,linked_global,monoculture,A2780Naive,30k,1.47,,total
3.0,1293.4153163333333,974.5645811046254,false,tolerant_context_shift,linked_global,monoculture,A2780Naive,30k,1.47,,total
4.0,1242.3761956666667,1271.9127876837608,false,tolerant_context_shift,linked_global,monoculture,A2780Naive,30k,1.47,,total
5.0,1196.6721066666667,1250.5814679750615,false,tolerant_context_shift,linked_global,monoculture,A2780Naive,30k,1.47,,total
6.0,1151.6981093333334,1123.2996847222096,false,tolerant_context_shift,linked_global,monoculture,A2780Naive,30k,1.47,,total
7.0,908.6366510000001,991.310006329425,false,tolerant_context_shift,linked_global,monoculture,A2780Naive,30k,1.47,,total
8.0,684.2957563333333,880.5195879430839,false,tolerant_context_shift,linked_global,monoculture,A2780Naive,30k,1.47,,total
9.0,451.471335,792.2730511248357,false,tolerant_context_shift,linked_global,monoculture,A2780Naive,30k,1.47,,total
10.0,351.6421293333333,722.4107973937962,false,tolerant_context_shift,linked_global,monoculture,A2780Naive,30k,1.47,,total
11.0,239.04888100000002,666.5750630944913,false,tolerant_context_shift,linked_global,monoculture,A2780Naive,30k,1.47,,total
12.0,153.48256166666667,621.3103636102824,false,tolerant_context_shift,linked_global,monoculture,A2780Naive,30k,1.47,,total
13.0,115.12735333333332,584.0691322555552,false,tolerant_context_shift,linked_global,monoculture,A2780Naive,30k,1.47,,total
14.0,60.396604999999994,553.004411426773,false,tolerant_context_shift,linked_global,monoculture,A2780Naive,30k,1.47,,total
0.0,67.0,67.0,true,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,0.67,,total
1.0,79.832716,109.02229877089167,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,0.67,,total
2.0,136.68186733333332,177.3981926336798,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,0.67,,total
3.0,256.032137,288.6377212679629,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,0.67,,total
4.0,551.4876543333334,469.48599805617056,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,0.67,,total
5.0,932.248611,762.5911090044133,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,0.67,,total
6.0,1630.1435956666667,1231.1603204417438,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,0.67,,total
7.0,2349.2489583333336,1938.0101560005678,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,0.67,,total
8.0,2344.200308666667,2581.369504289535,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,0.67,,total
9.0,3261.814429,3132.1885384333245,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,0.67,,total
10.0,2744.403163333333,3446.332402144287,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,0.67,,total
11.0,3624.0109566666665,3583.011450557018,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,0.67,,total
12.0,2656.8393906666665,3642.346820905435,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,0.67,,total
13.0,3902.5750386666664,3673.661501525656,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,0.67,,total
14.0,2987.771682,3694.0516350762696,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,0.67,,total
0.0,67.0,67.0,true,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,1.0,,total
1.0,82.57476866666666,109.02229877089167,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,1.0,,total
2.0,153.74926733333334,177.3981926336798,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,1.0,,total
3.0,298.6227236666667,288.6377212679629,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,1.0,,total
4.0,584.2937496666667,469.48599805617056,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,1.0,,total
5.0,1028.8575233333333,762.5911090044133,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,1.0,,total
6.0,1728.4681713333332,1231.1603204417438,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,1.0,,total
7.0,2346.5103780000004,1938.0013686176824,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,1.0,,total
8.0,2305.3690973333332,1803.2475457310707,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,1.0,,total
9.0,3049.6326773333335,2261.4212374787026,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,1.0,,total
10.0,3134.858873333333,2765.1836558542554,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,1.0,,total
11.0,3720.5385029999998,3115.763169870253,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,1.0,,total
12.0,2824.6677086666664,3290.2139142440956,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,1.0,,total
13.0,3906.9917053333334,3360.6789544417843,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,1.0,,total
14.0,4011.9759260000005,3386.4989660203755,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,1.0,,total
0.0,67.0,67.0,true,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,1.47,,total
1.0,66.07534733333334,109.02229877089167,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,1.47,,total
2.0,136.019406,177.3981926336798,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,1.47,,total
3.0,262.4119983333333,288.6377212679629,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,1.47,,total
4.0,627.1851849999999,469.48599805617056,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,1.47,,total
5.0,1055.7064813333334,762.5911090044133,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,1.47,,total
6.0,1644.4327546666666,1231.1603204417438,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,1.47,,total
7.0,1888.7926696666666,1937.994696410728,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,1.47,,total
8.0,1640.846373333333,1591.202891393396,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,1.47,,total
9.0,2390.4506556666665,1928.7414297409007,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,1.47,,total
10.0,1885.2126543333334,2285.4409201291746,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,1.47,,total
11.0,2693.7878856666666,2588.8207532183446,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,1.47,,total
12.0,2554.914467666667,2802.613759365153,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,1.47,,total
13.0,3229.3090276666667,2930.3143552369465,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,1.47,,total
14.0,3171.784760666667,2998.219099113344,false,tolerant_context_shift,linked_global,monoculture,A2780cis,20k,1.47,,total
0.0,100.0,100.0,true,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,0.67,,total
1.0,119.12291633333332,162.71810010567594,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,0.67,,total
2.0,208.10995366666666,264.7578071232116,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,0.67,,total
3.0,381.1926696666667,430.6839977247229,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,0.67,,total
4.0,731.6507716666666,699.8550357345412,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,0.67,,total
5.0,1291.6760416666666,1131.9284762432417,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,0.67,,total
6.0,1980.2315586666666,1794.8204598089046,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,0.67,,total
7.0,2670.8478393333335,2653.3541816970123,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,0.67,,total
8.0,2545.009915,3125.6435205976727,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,0.67,,total
9.0,3548.7987266666664,3403.7250918519626,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,0.67,,total
10.0,2897.7104553333334,3538.767539491046,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,0.67,,total
11.0,3797.833449333333,3606.410713970757,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,0.67,,total
12.0,2884.930285666667,3646.26650793007,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,0.67,,total
13.0,4146.366087666666,3673.46305227184,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,0.67,,total
14.0,3326.884761,3693.4890850846077,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,0.67,,total
0.0,100.0,100.0,true,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,1.0,,total
1.0,117.62118066666666,162.71810010567594,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,1.0,,total
2.0,206.52970666666667,264.7578071232116,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,1.0,,total
3.0,392.79753066666666,430.6839977247229,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,1.0,,total
4.0,793.1631946666666,699.8550357345412,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,1.0,,total
5.0,1328.3501159999998,1131.9284762432417,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,1.0,,total
6.0,1947.6582176666668,1794.8204598089046,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,1.0,,total
7.0,2594.510609333334,2653.3409830829287,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,1.0,,total
8.0,2352.0106483333334,2272.8091438894844,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,1.0,,total
9.0,3220.0850306666666,2673.12671703692,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,1.0,,total
10.0,2953.806751666667,3025.9363855412557,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,1.0,,total
11.0,3595.1114196666663,3219.8212806670085,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,1.0,,total
12.0,2534.660455333333,3304.0458119869995,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,1.0,,total
13.0,3853.449228666667,3336.731856753468,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,1.0,,total
14.0,4116.669907333334,3348.8402126267124,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,1.0,,total
0.0,100.0,100.0,true,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,1.47,,total
1.0,73.88472200000001,162.71810010567594,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,1.47,,total
2.0,143.64463766666665,264.7578071232116,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,1.47,,total
3.0,301.875849,430.6839977247229,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,1.47,,total
4.0,670.1066746666667,699.8550357345412,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,1.47,,total
5.0,1170.9108796666667,1131.9284762432417,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,1.47,,total
6.0,1348.3380016666667,1794.8204598089046,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,1.47,,total
7.0,1881.759761,2653.330961654684,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,1.47,,total
8.0,1606.1887733333333,2029.0553109897796,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,1.47,,total
9.0,2421.258526333333,2314.0366123812523,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,1.47,,total
10.0,1957.2380400000002,2561.6704207113085,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,1.47,,total
11.0,2537.103395,2735.6097531021655,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,1.47,,total
12.0,2244.322531,2842.6776857739405,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,1.47,,total
13.0,2827.4429400000004,2902.7842654341403,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,1.47,,total
14.0,3433.938387333333,2934.6789196193545,false,tolerant_context_shift,linked_global,monoculture,A2780cis,30k,1.47,,total
0.0,16.75,16.75,true,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,25-75,sensitive
1.0,99.62333333333333,32.998667842834976,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,25-75,sensitive
2.0,151.64666666666665,64.44550438134792,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,25-75,sensitive
3.0,256.715,123.17989955500768,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,25-75,sensitive
4.0,308.39166666666665,191.01326443450526,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,25-75,sensitive
5.0,458.41,248.81647516544277,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,25-75,sensitive
6.0,443.1983333333333,295.40973435284076,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,25-75,sensitive
7.0,684.745,329.35020580040583,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,25-75,sensitive
8.0,381.4466666666667,348.92772860816126,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,25-75,sensitive
9.0,434.4266666666667,352.07900076047684,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,25-75,sensitive
10.0,381.8066666666667,337.4124084438186,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,25-75,sensitive
11.0,827.9266666666667,307.9737729840932,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,25-75,sensitive
12.0,564.2466666666667,270.7253941042732,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,25-75,sensitive
13.0,1105.2716666666665,232.67578281304017,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,25-75,sensitive
14.0,404.80333333333334,197.86973217218718,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,25-75,sensitive
0.0,50.25,50.25,true,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,25-75,resistant
1.0,88.58666666666666,75.48848583925096,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,25-75,resistant
2.0,143.335,113.40114238949333,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,25-75,resistant
3.0,247.62666666666667,170.33961237374058,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,25-75,resistant
4.0,494.3083333333334,255.77589692606531,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,25-75,resistant
5.0,903.3716666666666,383.68329261218656,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,25-75,resistant
6.0,1360.0966666666666,574.1359227625541,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,25-75,resistant
7.0,2438.3766666666666,853.9398760474144,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,25-75,resistant
8.0,1945.3233333333335,1151.5990431307755,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,25-75,resistant
9.0,3250.286666666667,1549.7623060635858,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,25-75,resistant
10.0,3135.64,2002.4973828773543,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,25-75,resistant
11.0,3987.5866666666666,2429.3943990437074,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,25-75,resistant
12.0,2308.2483333333334,2751.3654758583625,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,25-75,resistant
13.0,3826.773333333333,2953.9054585567696,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,25-75,resistant
14.0,2159.3716666666664,3072.6133754745215,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,25-75,resistant
0.0,33.5,33.5,true,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,50-50,sensitive
1.0,154.28,65.81333484082833,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,50-50,sensitive
2.0,285.20666666666665,127.69885580651584,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,50-50,sensitive
3.0,425.075,240.73990461462571,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,50-50,sensitive
4.0,562.615,364.5102695474632,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,50-50,sensitive
5.0,850.4516666666667,460.76545525247127,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,50-50,sensitive
6.0,932.2550000000001,530.6364662030227,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,50-50,sensitive
7.0,1392.045,576.9943593022018,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,50-50,sensitive
8.0,999.73,601.8850158552015,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,50-50,sensitive
9.0,1287.6316666666664,605.586863168442,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,50-50,sensitive
10.0,1285.185,587.0759696916123,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,50-50,sensitive
11.0,1589.9216666666669,547.751317448107,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,50-50,sensitive
12.0,1183.66,492.7894421941374,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,50-50,sensitive
13.0,1283.0133333333333,430.43537630288023,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,50-50,sensitive
14.0,1010.3066666666667,368.72965536295277,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,50-50,sensitive
0.0,33.5,33.5,true,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,50-50,resistant
1.0,51.281666666666666,50.32558451728456,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,50-50,resistant
2.0,89.81333333333333,75.59961660041286,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,50-50,resistant
3.0,141.95833333333334,113.54648854509998,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,50-50,resistant
4.0,269.67333333333335,170.41666788314825,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,50-50,resistant
5.0,503.14333333333326,255.34544349636147,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,50-50,resistant
6.0,640.2366666666667,381.43103507453344,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,50-50,resistant
7.0,1228.7583333333334,566.6364982504973,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,50-50,resistant
8.0,1159.7433333333333,765.7769178658574,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,50-50,resistant
9.0,2141.5383333333334,1042.1530324895216,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,50-50,resistant
10.0,2331.901666666666,1387.4434117221576,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,50-50,resistant
11.0,3319.126666666667,1778.781832386774,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,50-50,resistant
12.0,1939.1216666666667,2165.308857187307,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,50-50,resistant
13.0,3037.8416666666667,2489.470398777208,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,50-50,resistant
14.0,1923.26,2725.467072086935,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,50-50,resistant
0.0,50.25,50.25,true,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,75-25,sensitive
1.0,216.94833333333335,98.44614587466604,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,75-25,sensitive
2.0,395.03833333333336,189.80189470650083,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,75-25,sensitive
3.0,575.9033333333333,353.130304683393,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,75-25,sensitive
4.0,750.965,523.1681652789076,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,75-25,sensitive
5.0,1098.7666666666667,644.7306144694217,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,75-25,sensitive
6.0,1222.9466666666665,725.5901921799276,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,75-25,sensitive
7.0,1636.885,776.8348741558824,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,75-25,sensitive
8.0,1417.09,806.1092535057741,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,75-25,sensitive
9.0,1830.3733333333337,816.9602745589419,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,75-25,sensitive
10.0,2137.61,809.7095857993089,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,75-25,sensitive
11.0,2132.978333333333,783.9522372492927,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,75-25,sensitive
12.0,1500.195,739.6983006205115,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,75-25,sensitive
13.0,1762.6516666666669,678.7287878794367,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,75-25,sensitive
14.0,1454.5266666666666,605.6550612091206,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,75-25,sensitive
0.0,16.75,16.75,true,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,75-25,resistant
1.0,26.93166666666667,25.162749576398024,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,75-25,resistant
2.0,42.105,37.79907237688641,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,75-25,resistant
3.0,64.44166666666668,56.76418309260998,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,75-25,resistant
4.0,128.0016666666667,85.14147353612688,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,75-25,resistant
5.0,186.15166666666664,127.41296190403176,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,75-25,resistant
6.0,262.3983333333333,190.08225186346561,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,75-25,resistant
7.0,430.875,282.44504091507895,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,75-25,resistant
8.0,525.69,383.28157213092607,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,75-25,resistant
9.0,900.48,527.8319646963018,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,75-25,resistant
10.0,1261.5033333333333,721.5337920679107,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,75-25,resistant
11.0,1896.801666666667,972.3511299366263,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,75-25,resistant
12.0,1271.0700000000004,1281.632759083425,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,75-25,resistant
13.0,2274.6516666666666,1634.88286455759,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,75-25,resistant
14.0,1507.9783333333335,1996.3162977060194,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,20k,1.0,75-25,resistant
0.0,25.0,25.0,true,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,25-75,sensitive
1.0,92.28666666666668,46.73397533806104,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,25-75,sensitive
2.0,166.93666666666667,86.29630160372814,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,25-75,sensitive
3.0,254.01833333333335,155.25091839895524,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,25-75,sensitive
4.0,304.3333333333333,229.05007490808336,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,25-75,sensitive
5.0,467.26833333333326,285.6196976807309,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,25-75,sensitive
6.0,478.9883333333334,323.4418994096802,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,25-75,sensitive
7.0,644.6283333333333,340.69045343813326,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,25-75,sensitive
8.0,433.00666666666666,337.90200576669406,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,25-75,sensitive
9.0,360.13166666666666,317.448230205602,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,25-75,sensitive
10.0,420.3900000000001,283.65428816386054,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,25-75,sensitive
11.0,492.47499999999997,244.02127511617817,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,25-75,sensitive
12.0,788.84,205.13899395971822,false,tolerant_context_shift,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,25-75,sensitive
