time,observed,predicted,fixed_day0_anchor,model,pooling_mode,context,cell_line,density,dose,mix,component
14.0,3231.2383333333332,2556.5474259521116,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,25-75,resistant
0.0,50.0,50.0,true,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,50-50,sensitive
1.0,165.45833333333334,93.1427613236011,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,50-50,sensitive
2.0,282.01500000000004,170.67037476654693,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,50-50,sensitive
3.0,432.8383333333333,302.3477531779766,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,50-50,sensitive
4.0,607.8166666666667,442.9297002225862,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,50-50,sensitive
5.0,879.0050000000001,567.1693412431808,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,50-50,sensitive
6.0,947.1116666666667,684.1228181004093,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,50-50,sensitive
7.0,1412.7849999999999,796.1662596681277,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,50-50,sensitive
8.0,1018.185,904.6004132313745,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,50-50,sensitive
9.0,1172.4866666666667,1007.3103160718483,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,50-50,sensitive
10.0,1294.5683333333334,1094.5800391926402,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,50-50,sensitive
11.0,1082.5033333333333,1159.4965762042723,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,50-50,sensitive
12.0,1456.9150000000002,1201.3999724207074,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,50-50,sensitive
13.0,1700.3266666666666,1225.0993565330534,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,50-50,sensitive
14.0,1370.07,1236.9835388095441,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,50-50,sensitive
0.0,50.0,50.0,true,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,50-50,resistant
1.0,53.36166666666666,75.11142850781303,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,50-50,resistant
2.0,85.83833333333332,112.8227677005547,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,50-50,resistant
3.0,136.93666666666667,169.37857247715533,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,50-50,resistant
4.0,278.0416666666667,253.78998565207328,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,50-50,resistant
5.0,439.5783333333333,378.5409758684705,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,50-50,resistant
6.0,738.2216666666667,559.26458619318,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,50-50,resistant
7.0,1333.6733333333334,810.2158544881408,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,50-50,resistant
8.0,1333.7316666666666,871.6230025758125,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,50-50,resistant
9.0,2235.375,1039.516537605963,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,50-50,resistant
10.0,2239.6666666666665,1257.8482751280812,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,50-50,resistant
11.0,2711.556666666667,1473.904411091097,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,50-50,resistant
12.0,2136.7833333333333,1646.3083996315681,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,50-50,resistant
13.0,3352.3216666666667,1761.4923197798935,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,50-50,resistant
14.0,2315.278333333333,1829.5599233403318,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,50-50,resistant
0.0,75.0,75.0,true,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,75-25,sensitive
1.0,218.08333333333334,139.2314803923752,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,75-25,sensitive
2.0,356.52833333333336,253.20936609454014,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,75-25,sensitive
3.0,545.945,442.19452936900154,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,75-25,sensitive
4.0,755.7766666666666,638.6029362771341,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,75-25,sensitive
5.0,1013.1566666666666,808.5098437231644,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,75-25,sensitive
6.0,1191.6316666666664,965.3855444454775,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,75-25,sensitive
7.0,1758.6866666666667,1113.925506566215,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,75-25,sensitive
8.0,1400.4566666666667,1255.0523501394862,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,75-25,sensitive
9.0,1660.7133333333334,1385.7342545601061,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,75-25,sensitive
10.0,2107.1266666666666,1497.4865898052078,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,75-25,sensitive
11.0,1744.1750000000002,1584.0527348102007,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,75-25,sensitive
12.0,1827.7083333333333,1643.513701991331,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,75-25,sensitive
13.0,1923.9083333333335,1678.4141063429822,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,75-25,sensitive
14.0,1647.07,1694.03822454357,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,75-25,sensitive
0.0,25.0,25.0,true,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,75-25,resistant
1.0,28.45,37.555418029470815,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,75-25,resistant
2.0,45.685,56.40742943909167,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,75-25,resistant
3.0,72.71833333333332,84.65013120137371,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,75-25,resistant
4.0,127.53333333333332,126.64312048951898,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,75-25,resistant
5.0,211.36,188.29146491141327,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,75-25,resistant
6.0,311.8583333333333,276.97405269375105,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,75-25,resistant
7.0,585.2883333333333,400.1977887598424,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,75-25,resistant
8.0,720.1316666666667,430.55052684623706,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,75-25,resistant
9.0,1168.5216666666668,513.8168746864824,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,75-25,resistant
10.0,1358.1716666666664,627.7886944333796,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,75-25,resistant
11.0,1719.3033333333333,755.092085170749,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,75-25,resistant
12.0,1458.7166666666665,879.7562095504161,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,75-25,resistant
13.0,2386.6633333333334,989.8771998202855,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,75-25,resistant
14.0,1738.6666666666667,1080.2477433908962,false,load_scaled,linked_global,coculture,A2780Naive+A2780cis,30k,1.0,75-25,resistant
0.0,67.0,67.0,true,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,0.67,,total
1.0,305.18962200000004,160.16569880835468,false,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,0.67,,total
2.0,465.63738433333333,370.9400629250039,false,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,0.67,,total
3.0,790.214892,800.7108445111509,false,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,0.67,,total
4.0,880.948534,1433.8928894211408,false,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,0.67,,total
5.0,1277.0010803333332,2102.2954969406983,false,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,0.67,,total
6.0,1612.01223,2635.8018498191345,false,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,0.67,,total
7.0,2016.4244216666668,2975.585594991792,false,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,0.67,,total
8.0,2081.411111,3162.244165294319,false,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,0.67,,total
9.0,2395.0547066666663,3256.6810931765813,false,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,0.67,,total
10.0,2537.1984183333334,3302.5464290982663,false,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,0.67,,total
11.0,3073.8874999999994,3324.413905458619,false,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,0.67,,total
12.0,3042.368325666667,3334.763127327431,false,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,0.67,,total
13.0,3537.7463733333334,3339.6506313809014,false,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,0.67,,total
14.0,3458.3808643333336,3341.9593126965,false,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,0.67,,total
0.0,67.0,67.0,true,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,1.0,,total
1.0,164.83707566666666,160.16569880835468,false,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,1.0,,total
2.0,310.328588,370.9400629250039,false,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,1.0,,total
3.0,498.45925933333325,796.9270470133362,false,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,1.0,,total
4.0,690.7097223333334,1245.7182690292843,false,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,1.0,,total
5.0,804.9089893333334,1516.035573014689,false,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,1.0,,total
6.0,1188.2886573333333,1645.8849430243465,false,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,1.0,,total
7.0,1563.5381556666664,1700.9726057820228,false,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,1.0,,total
8.0,1634.130247,1722.3668157578254,false,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,1.0,,total
9.0,1556.192554,1729.8077538452253,false,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,1.0,,total
10.0,1522.992284,1731.8287761797644,false,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,1.0,,total
11.0,1608.247685333333,1731.9189499944112,false,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,1.0,,total
12.0,1500.9281636666667,1731.438783387113,false,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,1.0,,total
13.0,2011.2254243333334,1730.8832768624407,false,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,1.0,,total
14.0,2445.406712666667,1730.4080342666762,false,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,1.0,,total
0.0,67.0,67.0,true,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,1.47,,total
1.0,470.381366,160.16569880835468,false,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,1.47,,total
2.0,658.348264,370.9400629250039,false,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,1.47,,total
3.0,910.885918,792.2572275978242,false,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,1.47,,total
4.0,928.761304,1044.3042589840054,false,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,1.47,,total
5.0,914.7665896666667,986.0736096209048,false,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,1.47,,total
6.0,867.7298226666667,836.6959570914705,false,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,1.47,,total
7.0,681.9129633333333,693.9806076390137,false,load_plus_context_amplitude,linked_global,monoculture,A2780Naive,20k,1.47,,total
