time,observed,predicted,fixed_day0_anchor,model,pooling_mode,density,mix,component
9.0,1168.5216666666668,1351.7412420786118,false,dual_transit_load_scaled,shared,30k,75-25,resistant
10.0,1358.1716666666664,1686.377202343964,false,dual_transit_load_scaled,shared,30k,75-25,resistant
11.0,1719.3033333333333,1931.6001274994208,false,dual_transit_load_scaled,shared,30k,75-25,resistant
12.0,1458.7166666666665,2094.2760295059848,false,dual_transit_load_scaled,shared,30k,75-25,resistant
13.0,2386.6633333333334,2201.0538442821867,false,dual_transit_load_scaled,shared,30k,75-25,resistant
14.0,1738.6666666666667,2275.5799540203748,false,dual_transit_load_scaled,shared,30k,75-25,resistant
0.0,16.75,16.75,true,sensitive_tolerant_transition,shared,20k,25-75,sensitive
1.0,99.62333333333333,29.90461649564579,false,sensitive_tolerant_transition,shared,20k,25-75,sensitive
2.0,151.64666666666665,85.23878283486535,false,sensitive_tolerant_transition,shared,20k,25-75,sensitive
3.0,256.715,233.70615139833544,false,sensitive_tolerant_transition,shared,20k,25-75,sensitive
4.0,308.39166666666665,386.5658982717796,false,sensitive_tolerant_transition,shared,20k,25-75,sensitive
5.0,458.41,530.754190902042,false,sensitive_tolerant_transition,shared,20k,25-75,sensitive
6.0,443.1983333333333,666.1555550301978,false,sensitive_tolerant_transition,shared,20k,25-75,sensitive
7.0,684.745,775.1998940597559,false,sensitive_tolerant_transition,shared,20k,25-75,sensitive
8.0,381.4466666666667,851.2930362765331,false,sensitive_tolerant_transition,shared,20k,25-75,sensitive
9.0,434.4266666666667,903.0666812491073,false,sensitive_tolerant_transition,shared,20k,25-75,sensitive
10.0,381.8066666666667,945.7853105132604,false,sensitive_tolerant_transition,shared,20k,25-75,sensitive
11.0,827.9266666666667,990.6493206939906,false,sensitive_tolerant_transition,shared,20k,25-75,sensitive
12.0,564.2466666666667,1042.080585407094,false,sensitive_tolerant_transition,shared,20k,25-75,sensitive
13.0,1105.2716666666665,1098.846407603609,false,sensitive_tolerant_transition,shared,20k,25-75,sensitive
14.0,404.80333333333334,1155.7969252936075,false,sensitive_tolerant_transition,shared,20k,25-75,sensitive
0.0,50.25,50.25,true,sensitive_tolerant_transition,shared,20k,25-75,resistant
1.0,88.58666666666666,56.962359935423606,false,sensitive_tolerant_transition,shared,20k,25-75,resistant
2.0,143.335,79.9051837781809,false,sensitive_tolerant_transition,shared,20k,25-75,resistant
3.0,247.62666666666667,130.31173756032828,false,sensitive_tolerant_transition,shared,20k,25-75,resistant
4.0,494.3083333333334,230.97269667495146,false,sensitive_tolerant_transition,shared,20k,25-75,resistant
5.0,903.3716666666666,422.25680838694075,false,sensitive_tolerant_transition,shared,20k,25-75,resistant
6.0,1360.0966666666666,749.3149425745316,false,sensitive_tolerant_transition,shared,20k,25-75,resistant
7.0,2438.3766666666666,1214.1950678247683,false,sensitive_tolerant_transition,shared,20k,25-75,resistant
8.0,1945.3233333333335,1722.0582493415054,false,sensitive_tolerant_transition,shared,20k,25-75,resistant
9.0,3250.286666666667,2132.4432607203426,false,sensitive_tolerant_transition,shared,20k,25-75,resistant
10.0,3135.64,2380.4201597942188,false,sensitive_tolerant_transition,shared,20k,25-75,resistant
11.0,3987.5866666666666,2490.735748679093,false,sensitive_tolerant_transition,shared,20k,25-75,resistant
12.0,2308.2483333333334,2513.940687950491,false,sensitive_tolerant_transition,shared,20k,25-75,resistant
13.0,3826.773333333333,2513.90331758701,false,sensitive_tolerant_transition,shared,20k,25-75,resistant
14.0,2159.3716666666664,2513.8659477790493,false,sensitive_tolerant_transition,shared,20k,25-75,resistant
0.0,33.5,33.5,true,sensitive_tolerant_transition,shared,20k,50-50,sensitive
1.0,154.28,58.537259537323145,false,sensitive_tolerant_transition,shared,20k,50-50,sensitive
2.0,285.20666666666665,156.63180327851848,false,sensitive_tolerant_transition,shared,20k,50-50,sensitive
3.0,425.075,388.415600970221,false,sensitive_tolerant_transition,shared,20k,50-50,sensitive
4.0,562.615,579.1032211383226,false,sensitive_tolerant_transition,shared,20k,50-50,sensitive
5.0,850.4516666666667,735.9417470630715,false,sensitive_tolerant_transition,shared,20k,50-50,sensitive
6.0,932.2550000000001,882.2135869641536,false,sensitive_tolerant_transition,shared,20k,50-50,sensitive
7.0,1392.045,1009.032166798959,false,sensitive_tolerant_transition,shared,20k,50-50,sensitive
8.0,999.73,1109.24728067259,false,sensitive_tolerant_transition,shared,20k,50-50,sensitive
9.0,1287.6316666666664,1182.6281405295797,false,sensitive_tolerant_transition,shared,20k,50-50,sensitive
10.0,1285.185,1237.157881866226,false,sensitive_tolerant_transition,shared,20k,50-50,sensitive
11.0,1589.9216666666669,1283.4246126470975,false,sensitive_tolerant_transition,shared,20k,50-50,sensitive
12.0,1183.66,1328.7509637727314,false,sensitive_tolerant_transition,shared,20k,50-50,sensitive
13.0,1283.0133333333333,1375.9868416614802,false,sensitive_tolerant_transition,shared,20k,50-50,sensitive
14.0,1010.3066666666667,1423.9905643990157,false,sensitive_tolerant_transition,shared,20k,50-50,sensitive
0.0,33.5,33.5,true,sensitive_tolerant_transition,shared,20k,50-50,resistant
1.0,51.281666666666666,37.959877787482476,false,sensitive_tolerant_transition,shared,20k,50-50,resistant
2.0,89.81333333333333,53.04859420157956,false,sensitive_tolerant_transition,shared,20k,50-50,resistant
3.0,141.95833333333334,85.19014259291899,false,sensitive_tolerant_transition,shared,20k,50-50,resistant
4.0,269.67333333333335,146.59108308418453,false,sensitive_tolerant_transition,shared,20k,50-50,resistant
5.0,503.14333333333326,260.6258985327231,false,sensitive_tolerant_transition,shared,20k,50-50,resistant
6.0,640.2366666666667,457.9225530794355,false,sensitive_tolerant_transition,shared,20k,50-50,resistant
7.0,1228.7583333333334,759.2160150316078,false,sensitive_tolerant_transition,shared,20k,50-50,resistant
8.0,1159.7433333333333,1140.5663426799085,false,sensitive_tolerant_transition,shared,20k,50-50,resistant
9.0,2141.5383333333334,1520.830192018786,false,sensitive_tolerant_transition,shared,20k,50-50,resistant
10.0,2331.901666666666,1814.8068327959827,false,sensitive_tolerant_transition,shared,20k,50-50,resistant
11.0,3319.126666666667,1992.5825864646729,false,sensitive_tolerant_transition,shared,20k,50-50,resistant
12.0,1939.1216666666667,2073.6254711023334,false,sensitive_tolerant_transition,shared,20k,50-50,resistant
13.0,3037.8416666666667,2091.214900042491,false,sensitive_tolerant_transition,shared,20k,50-50,resistant
14.0,1923.26,2091.183813604651,false,sensitive_tolerant_transition,shared,20k,50-50,resistant
0.0,50.25,50.25,true,sensitive_tolerant_transition,shared,20k,75-25,sensitive
1.0,216.94833333333335,86.24212890997316,false,sensitive_tolerant_transition,shared,20k,75-25,sensitive
2.0,395.03833333333336,220.20541795454307,false,sensitive_tolerant_transition,shared,20k,75-25,sensitive
3.0,575.9033333333333,511.0478925668566,false,sensitive_tolerant_transition,shared,20k,75-25,sensitive
4.0,750.965,715.8400492827446,false,sensitive_tolerant_transition,shared,20k,75-25,sensitive
5.0,1098.7666666666667,872.0619108618528,false,sensitive_tolerant_transition,shared,20k,75-25,sensitive
6.0,1222.9466666666665,1023.7548219230655,false,sensitive_tolerant_transition,shared,20k,75-25,sensitive
7.0,1636.885,1169.6573371401078,false,sensitive_tolerant_transition,shared,20k,75-25,sensitive
8.0,1417.09,1303.7595287524548,false,sensitive_tolerant_transition,shared,20k,75-25,sensitive
9.0,1830.3733333333337,1417.676480780548,false,sensitive_tolerant_transition,shared,20k,75-25,sensitive
10.0,2137.61,1506.427534440331,false,sensitive_tolerant_transition,shared,20k,75-25,sensitive
11.0,2132.978333333333,1572.1001433779277,false,sensitive_tolerant_transition,shared,20k,75-25,sensitive
12.0,1500.195,1621.4548122380781,false,sensitive_tolerant_transition,shared,20k,75-25,sensitive
13.0,1762.6516666666669,1661.2794081183006,false,sensitive_tolerant_transition,shared,20k,75-25,sensitive
14.0,1454.5266666666666,1696.016330890228,false,sensitive_tolerant_transition,shared,20k,75-25,sensitive
0.0,16.75,16.75,true,sensitive_tolerant_transition,shared,20k,75-25,resistant
1.0,26.93166666666667,18.972821742365277,false,sensitive_tolerant_transition,shared,20k,75-25,resistant
2.0,42.105,26.426965746455743,false,sensitive_tolerant_transition,shared,20k,75-25,resistant
3.0,64.44166666666668,41.93083611850482,false,sensitive_tolerant_transition,shared,20k,75-25,resistant
4.0,128.0016666666667,70.72834486390175,false,sensitive_tolerant_transition,shared,20k,75-25,resistant
5.0,186.15166666666664,123.95923676455733,false,sensitive_tolerant_transition,shared,20k,75-25,resistant
6.0,262.3983333333333,218.35460563062145,false,sensitive_tolerant_transition,shared,20k,75-25,resistant
7.0,430.875,373.3414623947522,false,sensitive_tolerant_transition,shared,20k,75-25,resistant
8.0,525.69,598.6698719238772,false,sensitive_tolerant_transition,shared,20k,75-25,resistant
9.0,900.48,875.4022510355117,false,sensitive_tolerant_transition,shared,20k,75-25,resistant
10.0,1261.5033333333333,1153.0163162833226,false,sensitive_tolerant_transition,shared,20k,75-25,resistant
11.0,1896.801666666667,1378.8488673855115,false,sensitive_tolerant_transition,shared,20k,75-25,resistant
12.0,1271.0700000000004,1529.7925860583896,false,sensitive_tolerant_transition,shared,20k,75-25,resistant
13.0,2274.6516666666666,1612.8907951670187,false,sensitive_tolerant_transition,shared,20k,75-25,resistant
14.0,1507.9783333333335,1647.3927351194943,false,sensitive_tolerant_transition,shared,20k,75-25,resistant
0.0,25.0,25.0,true,sensitive_tolerant_transition,shared,30k,25-75,sensitive
1.0,92.28666666666668,39.20229366915497,false,sensitive_tolerant_transition,shared,30k,25-75,sensitive
2.0,166.93666666666667,92.28111326206668,false,sensitive_tolerant_transition,shared,30k,25-75,sensitive
3.0,254.01833333333335,217.8080963493473,false,sensitive_tolerant_transition,shared,30k,25-75,sensitive
4.0,304.3333333333333,324.0987543120341,false,sensitive_tolerant_transition,shared,30k,25-75,sensitive
5.0,467.26833333333326,409.1829960409968,false,sensitive_tolerant_transition,shared,30k,25-75,sensitive
6.0,478.9883333333334,476.8361428406209,false,sensitive_tolerant_transition,shared,30k,25-75,sensitive
7.0,644.6283333333333,516.9453523183964,false,sensitive_tolerant_transition,shared,30k,25-75,sensitive
8.0,433.00666666666666,531.2429049876193,false,sensitive_tolerant_transition,shared,30k,25-75,sensitive
9.0,360.13166666666666,532.012281535703,false,sensitive_tolerant_transition,shared,30k,25-75,sensitive
10.0,420.3900000000001,531.5442368106327,false,sensitive_tolerant_transition,shared,30k,25-75,sensitive
11.0,492.47499999999997,536.1761499512445,false,sensitive_tolerant_transition,shared,30k,25-75,sensitive
12.0,788.84,547.4223027595115,false,sensitive_tolerant_transition,shared,30k,25-75,sensitive
13.0,1077.7166666666667,564.6239819410622,false,sensitive_tolerant_transition,shared,30k,25-75,sensitive
14.0,921.545,586.0470041619117,false,sensitive_tolerant_transition,shared,30k,25-75,sensitive
0.0,75.0,75.0,true,sensitive_tolerant_transition,shared,30k,25-75,resistant
1.0,87.41333333333334,84.8851792300086,false,sensitive_tolerant_transition,shared,30k,25-75,resistant
2.0,146.07000000000002,118.42450821443148,false,sensitive_tolerant_transition,shared,30k,25-75,resistant
3.0,261.51,191.05495195201155,false,sensitive_tolerant_transition,shared,30k,25-75,resistant
4.0,490.7949999999999,333.54633632303694,false,sensitive_tolerant_transition,shared,30k,25-75,resistant
5.0,872.2133333333333,598.2156983401499,false,sensitive_tolerant_transition,shared,30k,25-75,resistant
6.0,1398.1966666666667,1033.094628359083,false,sensitive_tolerant_transition,shared,30k,25-75,resistant
7.0,2656.3349999999996,1610.4815410991728,false,sensitive_tolerant_transition,shared,30k,25-75,resistant
8.0,2187.6316666666667,2184.255950957445,false,sensitive_tolerant_transition,shared,30k,25-75,resistant
9.0,3209.313333333333,2605.746967844529,false,sensitive_tolerant_transition,shared,30k,25-75,resistant
10.0,3193.9033333333336,2847.399776381634,false,sensitive_tolerant_transition,shared,30k,25-75,resistant
11.0,3624.1133333333332,2961.853427461081,false,sensitive_tolerant_transition,shared,30k,25-75,resistant
12.0,2743.473333333334,3004.3078917084636,false,sensitive_tolerant_transition,shared,30k,25-75,resistant
13.0,3918.6783333333333,3010.181918952594,false,sensitive_tolerant_transition,shared,30k,25-75,resistant
14.0,3231.2383333333332,3010.1371718378387,false,sensitive_tolerant_transition,shared,30k,25-75,resistant
0.0,50.0,50.0,true,sensitive_tolerant_transition,shared,30k,50-50,sensitive
1.0,165.45833333333334,77.06577606021645,false,sensitive_tolerant_transition,shared,30k,50-50,sensitive
2.0,282.01500000000004,172.67107977274082,false,sensitive_tolerant_transition,shared,30k,50-50,sensitive
3.0,432.8383333333333,376.1048658972878,false,sensitive_tolerant_transition,shared,30k,50-50,sensitive
4.0,607.8166666666667,515.5634755177167,false,sensitive_tolerant_transition,shared,30k,50-50,sensitive
5.0,879.0050000000001,616.8116685075722,false,sensitive_tolerant_transition,shared,30k,50-50,sensitive
6.0,947.1116666666667,704.4058092269493,false,sensitive_tolerant_transition,shared,30k,50-50,sensitive
7.0,1412.7849999999999,770.6276731315547,false,sensitive_tolerant_transition,shared,30k,50-50,sensitive
8.0,1018.185,811.2681142204639,false,sensitive_tolerant_transition,shared,30k,50-50,sensitive
9.0,1172.4866666666667,830.849103902009,false,sensitive_tolerant_transition,shared,30k,50-50,sensitive
10.0,1294.5683333333334,840.0779066227066,false,sensitive_tolerant_transition,shared,30k,50-50,sensitive
11.0,1082.5033333333333,848.571470345079,false,sensitive_tolerant_transition,shared,30k,50-50,sensitive
12.0,1456.9150000000002,861.2644320643295,false,sensitive_tolerant_transition,shared,30k,50-50,sensitive
13.0,1700.3266666666666,879.3289383911394,false,sensitive_tolerant_transition,shared,30k,50-50,sensitive
14.0,1370.07,902.0352049654553,false,sensitive_tolerant_transition,shared,30k,50-50,sensitive
0.0,50.0,50.0,true,sensitive_tolerant_transition,shared,30k,50-50,resistant
1.0,53.36166666666666,56.5512013356341,false,sensitive_tolerant_transition,shared,30k,50-50,resistant
2.0,85.83833333333332,78.51169094088083,false,sensitive_tolerant_transition,shared,30k,50-50,resistant
3.0,136.93666666666667,124.49118792360595,false,sensitive_tolerant_transition,shared,30k,50-50,resistant
4.0,278.0416666666667,210.8167165599213,false,sensitive_tolerant_transition,shared,30k,50-50,resistant
5.0,439.5783333333333,368.86089717695927,false,sensitive_tolerant_transition,shared,30k,50-50,resistant
6.0,738.2216666666667,636.2711221688722,false,sensitive_tolerant_transition,shared,30k,50-50,resistant
7.0,1333.6733333333334,1028.636920462387,false,sensitive_tolerant_transition,shared,30k,50-50,resistant
8.0,1333.7316666666666,1494.7518119005222,false,sensitive_tolerant_transition,shared,30k,50-50,resistant
9.0,2235.375,1924.1104851582895,false,sensitive_tolerant_transition,shared,30k,50-50,resistant
10.0,2239.6666666666665,2232.9117890675675,false,sensitive_tolerant_transition,shared,30k,50-50,resistant
11.0,2711.556666666667,2413.463742898526,false,sensitive_tolerant_transition,shared,30k,50-50,resistant
12.0,2136.7833333333333,2500.634858348806,false,sensitive_tolerant_transition,shared,30k,50-50,resistant
13.0,3352.3216666666667,2530.7420265720352,false,sensitive_tolerant_transition,shared,30k,50-50,resistant
14.0,2315.278333333333,2532.674218279109,false,sensitive_tolerant_transition,shared,30k,50-50,resistant
0.0,75.0,75.0,true,sensitive_tolerant_transition,shared,30k,75-25,sensitive
1.0,218.08333333333334,113.89576585503983,false,sensitive_tolerant_transition,shared,30k,75-25,sensitive
2.0,356.52833333333336,245.6355875501191,false,sensitive_tolerant_transition,shared,30k,75-25,sensitive
3.0,545.945,506.1823152967911,false,sensitive_tolerant_transition,shared,30k,75-25,sensitive
4.0,755.7766666666666,659.0124981442877,false,sensitive_tolerant_transition,shared,30k,75-25,sensitive
5.0,1013.1566666666666,765.1060284474449,false,sensitive_tolerant_transition,shared,30k,75-25,sensitive
6.0,1191.6316666666664,868.6860153129121,false,sensitive_tolerant_transition,shared,30k,75-25,sensitive
7.0,1758.6866666666667,966.9861429307246,false,sensitive_tolerant_transition,shared,30k,75-25,sensitive
8.0,1400.4566666666667,1052.7586862125193,false,sensitive_tolerant_transition,shared,30k,75-25,sensitive
9.0,1660.7133333333334,1118.9581974578086,false,sensitive_tolerant_transition,shared,30k,75-25,sensitive
10.0,2107.1266666666666,1164.423356662025,false,sensitive_tolerant_transition,shared,30k,75-25,sensitive
11.0,1744.1750000000002,1194.6027035671666,false,sensitive_tolerant_transition,shared,30k,75-25,sensitive
12.0,1827.7083333333333,1216.9732576811039,false,sensitive_tolerant_transition,shared,30k,75-25,sensitive
13.0,1923.9083333333335,1237.024987528201,false,sensitive_tolerant_transition,shared,30k,75-25,sensitive
14.0,1647.07,1257.4527161007554,false,sensitive_tolerant_transition,shared,30k,75-25,sensitive
0.0,25.0,25.0,true,sensitive_tolerant_transition,shared,30k,75-25,resistant
1.0,28.45,28.256942277841965,false,sensitive_tolerant_transition,shared,30k,75-25,resistant
2.0,45.685,39.05962862965643,false,sensitive_tolerant_transition,shared,30k,75-25,resistant
3.0,72.71833333333332,61.07839891871188,false,sensitive_tolerant_transition,shared,30k,75-25,resistant
4.0,127.53333333333332,101.24493202833085,false,sensitive_tolerant_transition,shared,30k,75-25,resistant
5.0,211.36,174.8537058428769,false,sensitive_tolerant_transition,shared,30k,75-25,resistant
6.0,311.8583333333333,304.05753247652,false,sensitive_tolerant_transition,shared,30k,75-25,resistant
7.0,585.2883333333333,512.2952876914411,false,sensitive_tolerant_transition,shared,30k,75-25,resistant
8.0,720.1316666666667,804.8731791904952,false,sensitive_tolerant_transition,shared,30k,75-25,resistant
9.0,1168.5216666666668,1145.3862559852892,false,sensitive_tolerant_transition,shared,30k,75-25,resistant
10.0,1358.1716666666664,1464.237533085406,false,sensitive_tolerant_transition,shared,30k,75-25,resistant
11.0,1719.3033333333333,1705.7697540908425,false,sensitive_tolerant_transition,shared,30k,75-25,resistant
12.0,1458.7166666666665,1857.8355716182848,false,sensitive_tolerant_transition,shared,30k,75-25,resistant
13.0,2386.6633333333334,1938.2402215165896,false,sensitive_tolerant_transition,shared,30k,75-25,resistant
14.0,1738.6666666666667,1970.955085703395,false,sensitive_tolerant_transition,shared,30k,75-25,resistant
0.0,16.75,16.75,true,dual_constant_kill,partial_5pct,20k,25-75,sensitive
1.0,99.62333333333333,24.702959547087776,false,dual_constant_kill,partial_5pct,20k,25-75,sensitive
2.0,151.64666666666665,59.529561935063406,false,dual_constant_kill,partial_5pct,20k,25-75,sensitive
3.0,256.715,144.3097614649542,false,dual_constant_kill,partial_5pct,20k,25-75,sensitive
4.0,308.39166666666665,297.21592654194893,false,dual_constant_kill,partial_5pct,20k,25-75,sensitive
5.0,458.41,505.90221965696134,false,dual_constant_kill,partial_5pct,20k,25-75,sensitive
6.0,443.1983333333333,720.2861028629455,false,dual_constant_kill,partial_5pct,20k,25-75,sensitive
7.0,684.745,883.8330598197653,false,dual_constant_kill,partial_5pct,20k,25-75,sensitive
8.0,381.4466666666667,971.7561361770756,false,dual_constant_kill,partial_5pct,20k,25-75,sensitive
9.0,434.4266666666667,995.9449649688248,false,dual_constant_kill,partial_5pct,20k,25-75,sensitive
10.0,381.8066666666667,982.2153282657042,false,dual_constant_kill,partial_5pct,20k,25-75,sensitive
11.0,827.9266666666667,951.4108115541637,false,dual_constant_kill,partial_5pct,20k,25-75,sensitive
12.0,564.2466666666667,915.2381565200054,false,dual_constant_kill,partial_5pct,20k,25-75,sensitive
13.0,1105.2716666666665,879.030360468392,false,dual_constant_kill,partial_5pct,20k,25-75,sensitive
14.0,404.80333333333334,844.8423692972597,false,dual_constant_kill,partial_5pct,20k,25-75,sensitive
0.0,50.25,50.25,true,dual_constant_kill,partial_5pct,20k,25-75,resistant
1.0,88.58666666666666,56.96989846858818,false,dual_constant_kill,partial_5pct,20k,25-75,resistant
2.0,143.335,80.05512301984702,false,dual_constant_kill,partial_5pct,20k,25-75,resistant
3.0,247.62666666666667,131.8548552959054,false,dual_constant_kill,partial_5pct,20k,25-75,resistant
4.0,494.3083333333334,238.9003475058482,false,dual_constant_kill,partial_5pct,20k,25-75,resistant
5.0,903.3716666666666,442.44102305386826,false,dual_constant_kill,partial_5pct,20k,25-75,resistant
6.0,1360.0966666666666,776.8624854568186,false,dual_constant_kill,partial_5pct,20k,25-75,resistant
7.0,2438.3766666666666,1219.243918015368,false,dual_constant_kill,partial_5pct,20k,25-75,resistant
8.0,1945.3233333333335,1671.3543560355824,false,dual_constant_kill,partial_5pct,20k,25-75,resistant
9.0,3250.286666666667,2034.8669204921857,false,dual_constant_kill,partial_5pct,20k,25-75,resistant
10.0,3135.64,2283.3400289888486,false,dual_constant_kill,partial_5pct,20k,25-75,resistant
11.0,3987.5866666666666,2443.591486009083,false,dual_constant_kill,partial_5pct,20k,25-75,resistant
12.0,2308.2483333333334,2550.3891550087524,false,dual_constant_kill,partial_5pct,20k,25-75,resistant
13.0,3826.773333333333,2627.60856465404,false,dual_constant_kill,partial_5pct,20k,25-75,resistant
14.0,2159.3716666666664,2688.333720136434,false,dual_constant_kill,partial_5pct,20k,25-75,resistant
0.0,33.5,33.5,true,dual_constant_kill,partial_5pct,20k,50-50,sensitive
1.0,154.28,48.4929207732701,false,dual_constant_kill,partial_5pct,20k,50-50,sensitive
2.0,285.20666666666665,111.10509404251776,false,dual_constant_kill,partial_5pct,20k,50-50,sensitive
3.0,425.075,248.5702656512163,false,dual_constant_kill,partial_5pct,20k,50-50,sensitive
4.0,562.615,467.41195337565927,false,dual_constant_kill,partial_5pct,20k,50-50,sensitive
5.0,850.4516666666667,733.0451789123241,false,dual_constant_kill,partial_5pct,20k,50-50,sensitive
6.0,932.2550000000001,983.9085114845284,false,dual_constant_kill,partial_5pct,20k,50-50,sensitive
7.0,1392.045,1168.9913287315967,false,dual_constant_kill,partial_5pct,20k,50-50,sensitive
8.0,999.73,1270.2114103544452,false,dual_constant_kill,partial_5pct,20k,50-50,sensitive
9.0,1287.6316666666664,1298.5788291926983,false,dual_constant_kill,partial_5pct,20k,50-50,sensitive
10.0,1285.185,1277.9683805359084,false,dual_constant_kill,partial_5pct,20k,50-50,sensitive
11.0,1589.9216666666669,1231.1532736606712,false,dual_constant_kill,partial_5pct,20k,50-50,sensitive
12.0,1183.66,1173.8686076613938,false,dual_constant_kill,partial_5pct,20k,50-50,sensitive
13.0,1283.0133333333333,1114.9587741580572,false,dual_constant_kill,partial_5pct,20k,50-50,sensitive
14.0,1010.3066666666667,1058.63697649205,false,dual_constant_kill,partial_5pct,20k,50-50,sensitive
0.0,33.5,33.5,true,dual_constant_kill,partial_5pct,20k,50-50,resistant
1.0,51.281666666666666,37.969698475185474,false,dual_constant_kill,partial_5pct,20k,50-50,resistant
2.0,89.81333333333333,53.231035103759346,false,dual_constant_kill,partial_5pct,20k,50-50,resistant
3.0,141.95833333333334,86.87909839634105,false,dual_constant_kill,partial_5pct,20k,50-50,resistant
4.0,269.67333333333335,154.24285889040632,false,dual_constant_kill,partial_5pct,20k,50-50,resistant
5.0,503.14333333333326,277.78689518053153,false,dual_constant_kill,partial_5pct,20k,50-50,resistant
6.0,640.2366666666667,478.2864098073918,false,dual_constant_kill,partial_5pct,20k,50-50,resistant
7.0,1228.7583333333334,757.0914950449593,false,dual_constant_kill,partial_5pct,20k,50-50,resistant
8.0,1159.7433333333333,1083.8295550180276,false,dual_constant_kill,partial_5pct,20k,50-50,resistant
9.0,2141.5383333333334,1408.6261416375382,false,dual_constant_kill,partial_5pct,20k,50-50,resistant
10.0,2331.901666666666,1691.4997187833444,false,dual_constant_kill,partial_5pct,20k,50-50,resistant
11.0,3319.126666666667,1918.5309535309661,false,dual_constant_kill,partial_5pct,20k,50-50,resistant
12.0,1939.1216666666667,2095.4044251990717,false,dual_constant_kill,partial_5pct,20k,50-50,resistant
13.0,3037.8416666666667,2234.3372081459356,false,dual_constant_kill,partial_5pct,20k,50-50,resistant
14.0,1923.26,2346.381160526132,false,dual_constant_kill,partial_5pct,20k,50-50,resistant
0.0,50.25,50.25,true,dual_constant_kill,partial_5pct,20k,75-25,sensitive
1.0,216.94833333333335,71.59444549010165,false,dual_constant_kill,partial_5pct,20k,75-25,sensitive
2.0,395.03833333333336,157.8190069265748,false,dual_constant_kill,partial_5pct,20k,75-25,sensitive
3.0,575.9033333333333,334.21955978164686,false,dual_constant_kill,partial_5pct,20k,75-25,sensitive
4.0,750.965,593.9495791635042,false,dual_constant_kill,partial_5pct,20k,75-25,sensitive
5.0,1098.7666666666667,889.3618597759132,false,dual_constant_kill,partial_5pct,20k,75-25,sensitive
6.0,1222.9466666666665,1159.1212875258982,false,dual_constant_kill,partial_5pct,20k,75-25,sensitive
7.0,1636.885,1361.8512538197613,false,dual_constant_kill,partial_5pct,20k,75-25,sensitive
8.0,1417.09,1485.4215687199492,false,dual_constant_kill,partial_5pct,20k,75-25,sensitive
9.0,1830.3733333333337,1537.621557491046,false,dual_constant_kill,partial_5pct,20k,75-25,sensitive
10.0,2137.61,1534.7122564951587,false,dual_constant_kill,partial_5pct,20k,75-25,sensitive
11.0,2132.978333333333,1494.3337205803691,false,dual_constant_kill,partial_5pct,20k,75-25,sensitive
12.0,1500.195,1431.995457447499,false,dual_constant_kill,partial_5pct,20k,75-25,sensitive
13.0,1762.6516666666669,1359.5509245825672,false,dual_constant_kill,partial_5pct,20k,75-25,sensitive
14.0,1454.5266666666666,1284.9574500202225,false,dual_constant_kill,partial_5pct,20k,75-25,sensitive
0.0,16.75,16.75,true,dual_constant_kill,partial_5pct,20k,75-25,resistant
1.0,26.93166666666667,18.980037607135355,false,dual_constant_kill,partial_5pct,20k,75-25,resistant
2.0,42.105,26.554672037678415,false,dual_constant_kill,partial_5pct,20k,75-25,resistant
3.0,64.44166666666668,43.032890111697434,false,dual_constant_kill,partial_5pct,20k,75-25,resistant
4.0,128.0016666666667,75.35867103528429,false,dual_constant_kill,partial_5pct,20k,75-25,resistant
5.0,186.15166666666664,133.69729708512222,false,dual_constant_kill,partial_5pct,20k,75-25,resistant
6.0,262.3983333333333,229.33360406005602,false,dual_constant_kill,partial_5pct,20k,75-25,resistant
7.0,430.875,370.8651042582062,false,dual_constant_kill,partial_5pct,20k,75-25,resistant
8.0,525.69,560.1372646515957,false,dual_constant_kill,partial_5pct,20k,75-25,resistant
9.0,900.48,789.431728246914,false,dual_constant_kill,partial_5pct,20k,75-25,resistant
10.0,1261.5033333333333,1041.8223135134515,false,dual_constant_kill,partial_5pct,20k,75-25,resistant
11.0,1896.801666666667,1296.0439048650105,false,dual_constant_kill,partial_5pct,20k,75-25,resistant
12.0,1271.0700000000004,1533.7222457158832,false,dual_constant_kill,partial_5pct,20k,75-25,resistant
13.0,2274.6516666666666,1744.208451066362,false,dual_constant_kill,partial_5pct,20k,75-25,resistant
14.0,1507.9783333333335,1924.6886019735623,false,dual_constant_kill,partial_5pct,20k,75-25,resistant
0.0,25.0,25.0,true,dual_constant_kill,partial_5pct,30k,25-75,sensitive
1.0,92.28666666666668,32.95074991907431,false,dual_constant_kill,partial_5pct,30k,25-75,sensitive
2.0,166.93666666666667,66.35782195484178,false,dual_constant_kill,partial_5pct,30k,25-75,sensitive
3.0,254.01833333333335,138.55294575251835,false,dual_constant_kill,partial_5pct,30k,25-75,sensitive
4.0,304.3333333333333,255.16975890106914,false,dual_constant_kill,partial_5pct,30k,25-75,sensitive
5.0,467.26833333333326,400.37508951470693,false,dual_constant_kill,partial_5pct,30k,25-75,sensitive
6.0,478.9883333333334,536.3017040180036,false,dual_constant_kill,partial_5pct,30k,25-75,sensitive
7.0,644.6283333333333,626.4245553563982,false,dual_constant_kill,partial_5pct,30k,25-75,sensitive
8.0,433.00666666666666,660.8284617696509,false,dual_constant_kill,partial_5pct,30k,25-75,sensitive
9.0,360.13166666666666,654.2667003554799,false,dual_constant_kill,partial_5pct,30k,25-75,sensitive
