time,observed,pred_theta_logistic_hill_kill,pred_pkpd_inhibition,pred_lotka_volterra_hill_competition
5.0,385.35,NaN,NaN,NaN
5.0,1123.51,NaN,NaN,NaN
5.0,884.22,NaN,NaN,NaN
5.0,1138.11,NaN,NaN,NaN
5.0,376.61,NaN,NaN,NaN
5.0,499.81,NaN,NaN,NaN
5.0,585.97,NaN,NaN,NaN
5.0,614.19,NaN,NaN,NaN
5.0,381.04,NaN,NaN,NaN
5.0,561.24,NaN,NaN,NaN
5.0,138.15,NaN,NaN,NaN
5.0,331.89,NaN,NaN,NaN
5.0,180.92,NaN,NaN,NaN
5.0,138.18,NaN,NaN,NaN
5.0,158.26,NaN,NaN,NaN
5.0,169.51,NaN,NaN,NaN
5.0,315.68,NaN,NaN,NaN
5.0,644.05,NaN,NaN,NaN
5.0,291.72,NaN,NaN,NaN
5.0,480.37,NaN,NaN,NaN
5.0,467.46,NaN,NaN,NaN
5.0,551.18,NaN,NaN,NaN
5.0,869.57,NaN,NaN,NaN
5.0,655.95,NaN,NaN,NaN
5.0,782.79,NaN,NaN,NaN
5.0,865.45,NaN,NaN,NaN
5.0,825.49,NaN,NaN,NaN
5.0,1103.46,NaN,NaN,NaN
5.0,718.3,NaN,NaN,NaN
5.0,1536.53,NaN,NaN,NaN
5.0,641.15,NaN,NaN,NaN
5.0,1252.07,NaN,NaN,NaN
5.0,979.9,NaN,NaN,NaN
5.0,1464.65,NaN,NaN,NaN
5.0,986.27,NaN,NaN,NaN
5.0,1231.74,NaN,NaN,NaN
5.0,564.58,NaN,NaN,NaN
5.0,928.62,NaN,NaN,NaN
5.0,533.08,NaN,NaN,NaN
5.0,988.99,NaN,NaN,NaN
5.0,456.3,NaN,NaN,NaN
5.0,592.92,NaN,NaN,NaN
5.0,386.59,NaN,NaN,NaN
5.0,410.08,NaN,NaN,NaN
5.0,384.38,NaN,NaN,NaN
5.0,407.2,NaN,NaN,NaN
5.0,123.87,NaN,NaN,NaN
5.0,345.19,NaN,NaN,NaN
5.0,129.47,NaN,NaN,NaN
5.0,190.94,NaN,NaN,NaN
5.0,227.39,NaN,NaN,NaN
5.0,251.3,NaN,NaN,NaN
5.0,579.55,NaN,NaN,NaN
5.0,740.93,NaN,NaN,NaN
5.0,306.35,NaN,NaN,NaN
5.0,454.99,NaN,NaN,NaN
5.0,249.79,NaN,NaN,NaN
5.0,472.0,NaN,NaN,NaN
5.0,1014.99,NaN,NaN,NaN
5.0,1258.85,NaN,NaN,NaN
5.0,717.69,NaN,NaN,NaN
5.0,685.04,NaN,NaN,NaN
5.0,819.02,NaN,NaN,NaN
5.0,778.44,NaN,NaN,NaN
5.0,675.64,NaN,NaN,NaN
5.0,1525.37,NaN,NaN,NaN
5.0,764.46,NaN,NaN,NaN
5.0,939.97,NaN,NaN,NaN
5.0,892.82,NaN,NaN,NaN
5.0,1280.68,NaN,NaN,NaN
5.0,458.41,NaN,NaN,NaN
5.0,467.27,NaN,NaN,NaN
5.0,315.68,NaN,NaN,NaN
5.0,644.05,NaN,NaN,NaN
5.0,291.72,NaN,NaN,NaN
5.0,480.37,NaN,NaN,NaN
5.0,467.46,NaN,NaN,NaN
5.0,551.18,NaN,NaN,NaN
5.0,579.55,NaN,NaN,NaN
5.0,740.93,NaN,NaN,NaN
5.0,306.35,NaN,NaN,NaN
5.0,454.99,NaN,NaN,NaN
5.0,249.79,NaN,NaN,NaN
5.0,472.0,NaN,NaN,NaN
5.0,903.37,NaN,NaN,NaN
5.0,872.21,NaN,NaN,NaN
5.0,668.41,NaN,NaN,NaN
5.0,1220.63,NaN,NaN,NaN
5.0,385.35,NaN,NaN,NaN
5.0,1123.51,NaN,NaN,NaN
5.0,884.22,NaN,NaN,NaN
5.0,1138.11,NaN,NaN,NaN
5.0,986.27,NaN,NaN,NaN
5.0,1231.74,NaN,NaN,NaN
5.0,564.58,NaN,NaN,NaN
5.0,928.62,NaN,NaN,NaN
5.0,533.08,NaN,NaN,NaN
5.0,988.99,NaN,NaN,NaN
5.0,850.45,NaN,NaN,NaN
5.0,879.0,NaN,NaN,NaN
5.0,869.57,NaN,NaN,NaN
5.0,655.95,NaN,NaN,NaN
5.0,782.79,NaN,NaN,NaN
5.0,865.45,NaN,NaN,NaN
5.0,825.49,NaN,NaN,NaN
5.0,1103.46,NaN,NaN,NaN
5.0,1014.99,NaN,NaN,NaN
5.0,1258.85,NaN,NaN,NaN
5.0,717.69,NaN,NaN,NaN
5.0,685.04,NaN,NaN,NaN
5.0,819.02,NaN,NaN,NaN
5.0,778.44,NaN,NaN,NaN
5.0,503.14,NaN,NaN,NaN
5.0,439.58,NaN,NaN,NaN
5.0,376.61,NaN,NaN,NaN
5.0,499.81,NaN,NaN,NaN
5.0,585.97,NaN,NaN,NaN
5.0,614.19,NaN,NaN,NaN
5.0,381.04,NaN,NaN,NaN
5.0,561.24,NaN,NaN,NaN
5.0,456.3,NaN,NaN,NaN
5.0,592.92,NaN,NaN,NaN
5.0,386.59,NaN,NaN,NaN
5.0,410.08,NaN,NaN,NaN
5.0,384.38,NaN,NaN,NaN
5.0,407.2,NaN,NaN,NaN
5.0,1098.77,NaN,NaN,NaN
5.0,1013.16,NaN,NaN,NaN
5.0,718.3,NaN,NaN,NaN
5.0,1536.53,NaN,NaN,NaN
5.0,641.15,NaN,NaN,NaN
5.0,1252.07,NaN,NaN,NaN
5.0,979.9,NaN,NaN,NaN
5.0,1464.65,NaN,NaN,NaN
5.0,675.64,NaN,NaN,NaN
5.0,1525.37,NaN,NaN,NaN
5.0,764.46,NaN,NaN,NaN
5.0,939.97,NaN,NaN,NaN
5.0,892.82,NaN,NaN,NaN
5.0,1280.68,NaN,NaN,NaN
5.0,186.15,NaN,NaN,NaN
5.0,211.36,NaN,NaN,NaN
5.0,138.15,NaN,NaN,NaN
5.0,331.89,NaN,NaN,NaN
5.0,180.92,NaN,NaN,NaN
5.0,138.18,NaN,NaN,NaN
5.0,158.26,NaN,NaN,NaN
5.0,169.51,NaN,NaN,NaN
5.0,123.87,NaN,NaN,NaN
5.0,345.19,NaN,NaN,NaN
5.0,129.47,NaN,NaN,NaN
5.0,190.94,NaN,NaN,NaN
5.0,227.39,NaN,NaN,NaN
5.0,251.3,NaN,NaN,NaN
6.0,1360.1,NaN,NaN,NaN
6.0,640.24,NaN,NaN,NaN
6.0,262.4,NaN,NaN,NaN
6.0,443.2,NaN,NaN,NaN
6.0,932.26,NaN,NaN,NaN
6.0,1222.95,NaN,NaN,NaN
6.0,1398.2,NaN,NaN,NaN
6.0,738.22,NaN,NaN,NaN
6.0,311.86,NaN,NaN,NaN
6.0,478.99,NaN,NaN,NaN
6.0,947.11,NaN,NaN,NaN
6.0,1191.63,NaN,NaN,NaN
6.0,1150.47,NaN,NaN,NaN
6.0,1713.55,NaN,NaN,NaN
6.0,817.22,NaN,NaN,NaN
6.0,1654.23,NaN,NaN,NaN
6.0,1141.51,NaN,NaN,NaN
6.0,1683.6,NaN,NaN,NaN
6.0,570.06,NaN,NaN,NaN
6.0,637.82,NaN,NaN,NaN
6.0,746.0,NaN,NaN,NaN
6.0,737.47,NaN,NaN,NaN
6.0,494.87,NaN,NaN,NaN
6.0,655.2,NaN,NaN,NaN
6.0,226.55,NaN,NaN,NaN
6.0,379.09,NaN,NaN,NaN
6.0,218.28,NaN,NaN,NaN
6.0,291.96,NaN,NaN,NaN
6.0,244.25,NaN,NaN,NaN
6.0,214.26,NaN,NaN,NaN
6.0,341.26,NaN,NaN,NaN
6.0,548.79,NaN,NaN,NaN
6.0,331.68,NaN,NaN,NaN
6.0,406.92,NaN,NaN,NaN
6.0,442.35,NaN,NaN,NaN
6.0,588.19,NaN,NaN,NaN
6.0,1010.65,NaN,NaN,NaN
6.0,824.71,NaN,NaN,NaN
6.0,791.2,NaN,NaN,NaN
6.0,797.06,NaN,NaN,NaN
6.0,990.02,NaN,NaN,NaN
6.0,1179.89,NaN,NaN,NaN
6.0,743.31,NaN,NaN,NaN
6.0,1740.37,NaN,NaN,NaN
6.0,681.52,NaN,NaN,NaN
6.0,1404.44,NaN,NaN,NaN
6.0,1120.78,NaN,NaN,NaN
6.0,1647.26,NaN,NaN,NaN
6.0,1597.01,NaN,NaN,NaN
6.0,1764.44,NaN,NaN,NaN
6.0,1015.31,NaN,NaN,NaN
6.0,1496.51,NaN,NaN,NaN
6.0,1036.59,NaN,NaN,NaN
6.0,1479.32,NaN,NaN,NaN
6.0,776.01,NaN,NaN,NaN
6.0,1076.77,NaN,NaN,NaN
6.0,614.56,NaN,NaN,NaN
6.0,711.11,NaN,NaN,NaN
6.0,626.92,NaN,NaN,NaN
6.0,623.96,NaN,NaN,NaN
6.0,181.75,NaN,NaN,NaN
6.0,513.51,NaN,NaN,NaN
6.0,231.37,NaN,NaN,NaN
6.0,270.06,NaN,NaN,NaN
6.0,407.39,NaN,NaN,NaN
6.0,267.07,NaN,NaN,NaN
6.0,694.76,NaN,NaN,NaN
6.0,587.05,NaN,NaN,NaN
6.0,335.97,NaN,NaN,NaN
6.0,455.88,NaN,NaN,NaN
6.0,354.51,NaN,NaN,NaN
6.0,445.76,NaN,NaN,NaN
6.0,989.56,NaN,NaN,NaN
6.0,1366.27,NaN,NaN,NaN
6.0,825.52,NaN,NaN,NaN
6.0,650.61,NaN,NaN,NaN
6.0,973.31,NaN,NaN,NaN
6.0,877.4,NaN,NaN,NaN
6.0,814.7,NaN,NaN,NaN
6.0,1783.84,NaN,NaN,NaN
6.0,834.53,NaN,NaN,NaN
6.0,1168.54,NaN,NaN,NaN
6.0,1088.1,NaN,NaN,NaN
6.0,1460.08,NaN,NaN,NaN
6.0,443.2,NaN,NaN,NaN
6.0,478.99,NaN,NaN,NaN
6.0,341.26,NaN,NaN,NaN
6.0,548.79,NaN,NaN,NaN
6.0,331.68,NaN,NaN,NaN
6.0,406.92,NaN,NaN,NaN
6.0,442.35,NaN,NaN,NaN
6.0,588.19,NaN,NaN,NaN
6.0,694.76,NaN,NaN,NaN
6.0,587.05,NaN,NaN,NaN
6.0,335.97,NaN,NaN,NaN
6.0,455.88,NaN,NaN,NaN
6.0,354.51,NaN,NaN,NaN
6.0,445.76,NaN,NaN,NaN
6.0,1360.1,NaN,NaN,NaN
6.0,1398.2,NaN,NaN,NaN
6.0,1150.47,NaN,NaN,NaN
6.0,1713.55,NaN,NaN,NaN
6.0,817.22,NaN,NaN,NaN
6.0,1654.23,NaN,NaN,NaN
6.0,1141.51,NaN,NaN,NaN
6.0,1683.6,NaN,NaN,NaN
6.0,1597.01,NaN,NaN,NaN
6.0,1764.44,NaN,NaN,NaN
6.0,1015.31,NaN,NaN,NaN
6.0,1496.51,NaN,NaN,NaN
6.0,1036.59,NaN,NaN,NaN
6.0,1479.32,NaN,NaN,NaN
6.0,932.26,NaN,NaN,NaN
6.0,947.11,NaN,NaN,NaN
6.0,1010.65,NaN,NaN,NaN
6.0,824.71,NaN,NaN,NaN
6.0,791.2,NaN,NaN,NaN
6.0,797.06,NaN,NaN,NaN
6.0,990.02,NaN,NaN,NaN
6.0,1179.89,NaN,NaN,NaN
6.0,989.56,NaN,NaN,NaN
6.0,1366.27,NaN,NaN,NaN
6.0,825.52,NaN,NaN,NaN
6.0,650.61,NaN,NaN,NaN
6.0,973.31,NaN,NaN,NaN
6.0,877.4,NaN,NaN,NaN
6.0,640.24,NaN,NaN,NaN
6.0,738.22,NaN,NaN,NaN
6.0,570.06,NaN,NaN,NaN
6.0,637.82,NaN,NaN,NaN
6.0,746.0,NaN,NaN,NaN
6.0,737.47,NaN,NaN,NaN
6.0,494.87,NaN,NaN,NaN
6.0,655.2,NaN,NaN,NaN
6.0,776.01,NaN,NaN,NaN
6.0,1076.77,NaN,NaN,NaN
6.0,614.56,NaN,NaN,NaN
6.0,711.11,NaN,NaN,NaN
6.0,626.92,NaN,NaN,NaN
6.0,623.96,NaN,NaN,NaN
6.0,1222.95,NaN,NaN,NaN
6.0,1191.63,NaN,NaN,NaN
6.0,743.31,NaN,NaN,NaN
6.0,1740.37,NaN,NaN,NaN
6.0,681.52,NaN,NaN,NaN
6.0,1404.44,NaN,NaN,NaN
6.0,1120.78,NaN,NaN,NaN
6.0,1647.26,NaN,NaN,NaN
6.0,814.7,NaN,NaN,NaN
6.0,1783.84,NaN,NaN,NaN
6.0,834.53,NaN,NaN,NaN
6.0,1168.54,NaN,NaN,NaN
6.0,1088.1,NaN,NaN,NaN
6.0,1460.08,NaN,NaN,NaN
6.0,262.4,NaN,NaN,NaN
6.0,311.86,NaN,NaN,NaN
6.0,226.55,NaN,NaN,NaN
6.0,379.09,NaN,NaN,NaN
6.0,218.28,NaN,NaN,NaN
6.0,291.96,NaN,NaN,NaN
6.0,244.25,NaN,NaN,NaN
6.0,214.26,NaN,NaN,NaN
6.0,181.75,NaN,NaN,NaN
6.0,513.51,NaN,NaN,NaN
6.0,231.37,NaN,NaN,NaN
6.0,270.06,NaN,NaN,NaN
6.0,407.39,NaN,NaN,NaN
6.0,267.07,NaN,NaN,NaN
7.0,2438.38,NaN,NaN,NaN
7.0,1228.76,NaN,NaN,NaN
7.0,430.88,NaN,NaN,NaN
7.0,684.74,NaN,NaN,NaN
7.0,1392.04,NaN,NaN,NaN
7.0,1636.88,NaN,NaN,NaN
7.0,2656.33,NaN,NaN,NaN
7.0,1333.67,NaN,NaN,NaN
7.0,585.29,NaN,NaN,NaN
7.0,644.63,NaN,NaN,NaN
7.0,1412.78,NaN,NaN,NaN
7.0,1758.69,NaN,NaN,NaN
7.0,2023.8,NaN,NaN,NaN
7.0,3043.39,NaN,NaN,NaN
7.0,1861.08,NaN,NaN,NaN
7.0,2794.42,NaN,NaN,NaN
7.0,2011.39,NaN,NaN,NaN
7.0,2896.18,NaN,NaN,NaN
7.0,920.3,NaN,NaN,NaN
7.0,1525.67,NaN,NaN,NaN
7.0,1132.89,NaN,NaN,NaN
7.0,1502.02,NaN,NaN,NaN
7.0,1025.73,NaN,NaN,NaN
7.0,1265.94,NaN,NaN,NaN
7.0,377.25,NaN,NaN,NaN
7.0,551.14,NaN,NaN,NaN
7.0,273.54,NaN,NaN,NaN
7.0,533.88,NaN,NaN,NaN
7.0,420.72,NaN,NaN,NaN
7.0,428.72,NaN,NaN,NaN
7.0,512.49,NaN,NaN,NaN
7.0,1034.76,NaN,NaN,NaN
7.0,340.64,NaN,NaN,NaN
7.0,698.29,NaN,NaN,NaN
7.0,559.95,NaN,NaN,NaN
7.0,962.34,NaN,NaN,NaN
7.0,1149.46,NaN,NaN,NaN
7.0,1363.61,NaN,NaN,NaN
7.0,1231.47,NaN,NaN,NaN
7.0,1473.09,NaN,NaN,NaN
7.0,1345.83,NaN,NaN,NaN
7.0,1788.81,NaN,NaN,NaN
7.0,1206.71,NaN,NaN,NaN
7.0,2271.41,NaN,NaN,NaN
7.0,598.48,NaN,NaN,NaN
7.0,1952.3,NaN,NaN,NaN
7.0,1641.55,NaN,NaN,NaN
7.0,2150.86,NaN,NaN,NaN
7.0,2760.22,NaN,NaN,NaN
7.0,3119.24,NaN,NaN,NaN
7.0,2121.22,NaN,NaN,NaN
7.0,3022.58,NaN,NaN,NaN
7.0,2011.04,NaN,NaN,NaN
7.0,2903.71,NaN,NaN,NaN
7.0,1292.16,NaN,NaN,NaN
7.0,1845.22,NaN,NaN,NaN
7.0,1120.31,NaN,NaN,NaN
7.0,1559.67,NaN,NaN,NaN
7.0,1114.0,NaN,NaN,NaN
7.0,1070.68,NaN,NaN,NaN
7.0,542.65,NaN,NaN,NaN
7.0,876.55,NaN,NaN,NaN
7.0,418.97,NaN,NaN,NaN
7.0,537.81,NaN,NaN,NaN
7.0,570.1,NaN,NaN,NaN
7.0,565.65,NaN,NaN,NaN
7.0,953.49,NaN,NaN,NaN
7.0,914.91,NaN,NaN,NaN
7.0,377.09,NaN,NaN,NaN
7.0,527.16,NaN,NaN,NaN
7.0,437.56,NaN,NaN,NaN
7.0,657.56,NaN,NaN,NaN
7.0,1408.62,NaN,NaN,NaN
7.0,1870.94,NaN,NaN,NaN
7.0,1248.11,NaN,NaN,NaN
7.0,1327.15,NaN,NaN,NaN
7.0,1420.2,NaN,NaN,NaN
7.0,1201.69,NaN,NaN,NaN
7.0,1536.86,NaN,NaN,NaN
7.0,2290.97,NaN,NaN,NaN
7.0,1138.44,NaN,NaN,NaN
7.0,2044.31,NaN,NaN,NaN
7.0,1349.02,NaN,NaN,NaN
7.0,2192.52,NaN,NaN,NaN
7.0,684.74,NaN,NaN,NaN
7.0,644.63,NaN,NaN,NaN
7.0,512.49,NaN,NaN,NaN
7.0,1034.76,NaN,NaN,NaN
7.0,340.64,NaN,NaN,NaN
7.0,698.29,NaN,NaN,NaN
7.0,559.95,NaN,NaN,NaN
7.0,962.34,NaN,NaN,NaN
7.0,953.49,NaN,NaN,NaN
7.0,914.91,NaN,NaN,NaN
7.0,377.09,NaN,NaN,NaN
7.0,527.16,NaN,NaN,NaN
7.0,437.56,NaN,NaN,NaN
7.0,657.56,NaN,NaN,NaN
7.0,2438.38,NaN,NaN,NaN
7.0,2656.33,NaN,NaN,NaN
7.0,2023.8,NaN,NaN,NaN
7.0,3043.39,NaN,NaN,NaN
7.0,1861.08,NaN,NaN,NaN
7.0,2794.42,NaN,NaN,NaN
7.0,2011.39,NaN,NaN,NaN
7.0,2896.18,NaN,NaN,NaN
7.0,2760.22,NaN,NaN,NaN
7.0,3119.24,NaN,NaN,NaN
7.0,2121.22,NaN,NaN,NaN
7.0,3022.58,NaN,NaN,NaN
7.0,2011.04,NaN,NaN,NaN
7.0,2903.71,NaN,NaN,NaN
7.0,1392.04,NaN,NaN,NaN
7.0,1412.78,NaN,NaN,NaN
7.0,1149.46,NaN,NaN,NaN
7.0,1363.61,NaN,NaN,NaN
7.0,1231.47,NaN,NaN,NaN
7.0,1473.09,NaN,NaN,NaN
7.0,1345.83,NaN,NaN,NaN
7.0,1788.81,NaN,NaN,NaN
7.0,1408.62,NaN,NaN,NaN
7.0,1870.94,NaN,NaN,NaN
7.0,1248.11,NaN,NaN,NaN
7.0,1327.15,NaN,NaN,NaN
7.0,1420.2,NaN,NaN,NaN
7.0,1201.69,NaN,NaN,NaN
7.0,1228.76,NaN,NaN,NaN
7.0,1333.67,NaN,NaN,NaN
7.0,920.3,NaN,NaN,NaN
7.0,1525.67,NaN,NaN,NaN
7.0,1132.89,NaN,NaN,NaN
7.0,1502.02,NaN,NaN,NaN
7.0,1025.73,NaN,NaN,NaN
7.0,1265.94,NaN,NaN,NaN
7.0,1292.16,NaN,NaN,NaN
7.0,1845.22,NaN,NaN,NaN
7.0,1120.31,NaN,NaN,NaN
7.0,1559.67,NaN,NaN,NaN
7.0,1114.0,NaN,NaN,NaN
7.0,1070.68,NaN,NaN,NaN
7.0,1636.88,NaN,NaN,NaN
7.0,1758.69,NaN,NaN,NaN
7.0,1206.71,NaN,NaN,NaN
7.0,2271.41,NaN,NaN,NaN
7.0,598.48,NaN,NaN,NaN
7.0,1952.3,NaN,NaN,NaN
7.0,1641.55,NaN,NaN,NaN
7.0,2150.86,NaN,NaN,NaN
7.0,1536.86,NaN,NaN,NaN
7.0,2290.97,NaN,NaN,NaN
7.0,1138.44,NaN,NaN,NaN
7.0,2044.31,NaN,NaN,NaN
7.0,1349.02,NaN,NaN,NaN
7.0,2192.52,NaN,NaN,NaN
7.0,430.88,NaN,NaN,NaN
7.0,585.29,NaN,NaN,NaN
7.0,377.25,NaN,NaN,NaN
7.0,551.14,NaN,NaN,NaN
7.0,273.54,NaN,NaN,NaN
7.0,533.88,NaN,NaN,NaN
7.0,420.72,NaN,NaN,NaN
7.0,428.72,NaN,NaN,NaN
7.0,542.65,NaN,NaN,NaN
7.0,876.55,NaN,NaN,NaN
7.0,418.97,NaN,NaN,NaN
7.0,537.81,NaN,NaN,NaN
7.0,570.1,NaN,NaN,NaN
7.0,565.65,NaN,NaN,NaN
8.0,1945.32,NaN,NaN,NaN
8.0,1159.74,NaN,NaN,NaN
8.0,525.69,NaN,NaN,NaN
8.0,381.45,NaN,NaN,NaN
8.0,999.73,NaN,NaN,NaN
8.0,1417.09,NaN,NaN,NaN
8.0,2187.63,NaN,NaN,NaN
8.0,1333.73,NaN,NaN,NaN
8.0,720.13,NaN,NaN,NaN
8.0,433.01,NaN,NaN,NaN
8.0,1018.18,NaN,NaN,NaN
8.0,1400.46,NaN,NaN,NaN
8.0,1868.99,NaN,NaN,NaN
8.0,2499.77,NaN,NaN,NaN
8.0,1885.62,NaN,NaN,NaN
8.0,2184.0,NaN,NaN,NaN
8.0,1474.24,NaN,NaN,NaN
8.0,1759.32,NaN,NaN,NaN
8.0,1192.51,NaN,NaN,NaN
8.0,1195.98,NaN,NaN,NaN
8.0,1232.31,NaN,NaN,NaN
8.0,1344.68,NaN,NaN,NaN
8.0,1041.35,NaN,NaN,NaN
8.0,951.63,NaN,NaN,NaN
8.0,439.24,NaN,NaN,NaN
8.0,678.44,NaN,NaN,NaN
8.0,341.19,NaN,NaN,NaN
8.0,469.91,NaN,NaN,NaN
8.0,779.39,NaN,NaN,NaN
8.0,445.97,NaN,NaN,NaN
8.0,293.17,NaN,NaN,NaN
8.0,604.26,NaN,NaN,NaN
8.0,260.64,NaN,NaN,NaN
8.0,469.48,NaN,NaN,NaN
8.0,305.52,NaN,NaN,NaN
8.0,355.61,NaN,NaN,NaN
8.0,1073.88,NaN,NaN,NaN
8.0,888.26,NaN,NaN,NaN
8.0,831.81,NaN,NaN,NaN
8.0,978.51,NaN,NaN,NaN
8.0,1192.12,NaN,NaN,NaN
8.0,1033.8,NaN,NaN,NaN
8.0,747.95,NaN,NaN,NaN
8.0,1653.05,NaN,NaN,NaN
8.0,1012.7,NaN,NaN,NaN
8.0,1460.75,NaN,NaN,NaN
8.0,1798.82,NaN,NaN,NaN
8.0,1829.27,NaN,NaN,NaN
8.0,2340.34,NaN,NaN,NaN
8.0,2462.81,NaN,NaN,NaN
8.0,1810.96,NaN,NaN,NaN
8.0,2476.31,NaN,NaN,NaN
8.0,1881.08,NaN,NaN,NaN
8.0,2154.29,NaN,NaN,NaN
8.0,1693.11,NaN,NaN,NaN
8.0,1637.46,NaN,NaN,NaN
8.0,1226.67,NaN,NaN,NaN
8.0,1367.23,NaN,NaN,NaN
8.0,1143.34,NaN,NaN,NaN
8.0,934.58,NaN,NaN,NaN
8.0,562.87,NaN,NaN,NaN
8.0,1032.41,NaN,NaN,NaN
8.0,620.39,NaN,NaN,NaN
8.0,448.08,NaN,NaN,NaN
8.0,997.73,NaN,NaN,NaN
8.0,659.31,NaN,NaN,NaN
8.0,766.78,NaN,NaN,NaN
8.0,588.31,NaN,NaN,NaN
8.0,299.65,NaN,NaN,NaN
8.0,368.35,NaN,NaN,NaN
8.0,255.8,NaN,NaN,NaN
8.0,319.15,NaN,NaN,NaN
8.0,1124.35,NaN,NaN,NaN
8.0,1485.13,NaN,NaN,NaN
8.0,665.33,NaN,NaN,NaN
8.0,945.35,NaN,NaN,NaN
8.0,1077.49,NaN,NaN,NaN
8.0,811.46,NaN,NaN,NaN
8.0,1063.92,NaN,NaN,NaN
8.0,1846.53,NaN,NaN,NaN
8.0,1114.2,NaN,NaN,NaN
8.0,1382.28,NaN,NaN,NaN
8.0,1242.05,NaN,NaN,NaN
8.0,1753.76,NaN,NaN,NaN
8.0,381.45,NaN,NaN,NaN
8.0,433.01,NaN,NaN,NaN
8.0,293.17,NaN,NaN,NaN
8.0,604.26,NaN,NaN,NaN
8.0,260.64,NaN,NaN,NaN
8.0,469.48,NaN,NaN,NaN
8.0,305.52,NaN,NaN,NaN
8.0,355.61,NaN,NaN,NaN
8.0,766.78,NaN,NaN,NaN
8.0,588.31,NaN,NaN,NaN
8.0,299.65,NaN,NaN,NaN
8.0,368.35,NaN,NaN,NaN
8.0,255.8,NaN,NaN,NaN
8.0,319.15,NaN,NaN,NaN
8.0,1945.32,NaN,NaN,NaN
8.0,2187.63,NaN,NaN,NaN
8.0,1868.99,NaN,NaN,NaN
8.0,2499.77,NaN,NaN,NaN
8.0,1885.62,NaN,NaN,NaN
8.0,2184.0,NaN,NaN,NaN
8.0,1474.24,NaN,NaN,NaN
8.0,1759.32,NaN,NaN,NaN
8.0,2340.34,NaN,NaN,NaN
8.0,2462.81,NaN,NaN,NaN
8.0,1810.96,NaN,NaN,NaN
8.0,2476.31,NaN,NaN,NaN
8.0,1881.08,NaN,NaN,NaN
8.0,2154.29,NaN,NaN,NaN
8.0,999.73,NaN,NaN,NaN
8.0,1018.18,NaN,NaN,NaN
8.0,1073.88,NaN,NaN,NaN
8.0,888.26,NaN,NaN,NaN
8.0,831.81,NaN,NaN,NaN
8.0,978.51,NaN,NaN,NaN
8.0,1192.12,NaN,NaN,NaN
8.0,1033.8,NaN,NaN,NaN
8.0,1124.35,NaN,NaN,NaN
8.0,1485.13,NaN,NaN,NaN
8.0,665.33,NaN,NaN,NaN
8.0,945.35,NaN,NaN,NaN
8.0,1077.49,NaN,NaN,NaN
8.0,811.46,NaN,NaN,NaN
8.0,1159.74,NaN,NaN,NaN
8.0,1333.73,NaN,NaN,NaN
8.0,1192.51,NaN,NaN,NaN
8.0,1195.98,NaN,NaN,NaN
8.0,1232.31,NaN,NaN,NaN
8.0,1344.68,NaN,NaN,NaN
8.0,1041.35,NaN,NaN,NaN
8.0,951.63,NaN,NaN,NaN
8.0,1693.11,NaN,NaN,NaN
8.0,1637.46,NaN,NaN,NaN
8.0,1226.67,NaN,NaN,NaN
8.0,1367.23,NaN,NaN,NaN
8.0,1143.34,NaN,NaN,NaN
8.0,934.58,NaN,NaN,NaN
8.0,1417.09,NaN,NaN,NaN
8.0,1400.46,NaN,NaN,NaN
8.0,747.95,NaN,NaN,NaN
8.0,1653.05,NaN,NaN,NaN
8.0,1012.7,NaN,NaN,NaN
8.0,1460.75,NaN,NaN,NaN
8.0,1798.82,NaN,NaN,NaN
8.0,1829.27,NaN,NaN,NaN
8.0,1063.92,NaN,NaN,NaN
8.0,1846.53,NaN,NaN,NaN
8.0,1114.2,NaN,NaN,NaN
8.0,1382.28,NaN,NaN,NaN
8.0,1242.05,NaN,NaN,NaN
8.0,1753.76,NaN,NaN,NaN
8.0,525.69,NaN,NaN,NaN
8.0,720.13,NaN,NaN,NaN
8.0,439.24,NaN,NaN,NaN
8.0,678.44,NaN,NaN,NaN
8.0,341.19,NaN,NaN,NaN
8.0,469.91,NaN,NaN,NaN
8.0,779.39,NaN,NaN,NaN
8.0,445.97,NaN,NaN,NaN
8.0,562.87,NaN,NaN,NaN
8.0,1032.41,NaN,NaN,NaN
8.0,620.39,NaN,NaN,NaN
8.0,448.08,NaN,NaN,NaN
8.0,997.73,NaN,NaN,NaN
8.0,659.31,NaN,NaN,NaN
9.0,3250.29,NaN,NaN,NaN
9.0,2141.54,NaN,NaN,NaN
9.0,900.48,NaN,NaN,NaN
9.0,434.43,NaN,NaN,NaN
9.0,1287.63,NaN,NaN,NaN
9.0,1830.37,NaN,NaN,NaN
9.0,3209.31,NaN,NaN,NaN
9.0,2235.38,NaN,NaN,NaN
9.0,1168.52,NaN,NaN,NaN
9.0,360.13,NaN,NaN,NaN
9.0,1172.49,NaN,NaN,NaN
9.0,1660.71,NaN,NaN,NaN
9.0,2978.66,NaN,NaN,NaN
9.0,3791.99,NaN,NaN,NaN
9.0,3117.18,NaN,NaN,NaN
9.0,3697.8,NaN,NaN,NaN
9.0,2369.25,NaN,NaN,NaN
9.0,3546.84,NaN,NaN,NaN
9.0,2186.31,NaN,NaN,NaN
9.0,2338.93,NaN,NaN,NaN
9.0,2158.75,NaN,NaN,NaN
9.0,2666.06,NaN,NaN,NaN
9.0,1633.02,NaN,NaN,NaN
9.0,1866.16,NaN,NaN,NaN
