time,observed,pred_theta_logistic_hill_kill,pred_pkpd_inhibition,pred_lotka_volterra_hill_competition
9.0,799.61,NaN,NaN,NaN
9.0,1218.2,NaN,NaN,NaN
9.0,547.93,NaN,NaN,NaN
9.0,954.66,NaN,NaN,NaN
9.0,1150.68,NaN,NaN,NaN
9.0,731.8,NaN,NaN,NaN
9.0,277.87,NaN,NaN,NaN
9.0,716.9,NaN,NaN,NaN
9.0,312.21,NaN,NaN,NaN
9.0,520.7,NaN,NaN,NaN
9.0,330.55,NaN,NaN,NaN
9.0,448.33,NaN,NaN,NaN
9.0,1323.14,NaN,NaN,NaN
9.0,1151.6,NaN,NaN,NaN
9.0,983.27,NaN,NaN,NaN
9.0,1377.34,NaN,NaN,NaN
9.0,1363.16,NaN,NaN,NaN
9.0,1527.28,NaN,NaN,NaN
9.0,1090.22,NaN,NaN,NaN
9.0,2234.26,NaN,NaN,NaN
9.0,1322.61,NaN,NaN,NaN
9.0,2109.75,NaN,NaN,NaN
9.0,1936.86,NaN,NaN,NaN
9.0,2288.54,NaN,NaN,NaN
9.0,3345.38,NaN,NaN,NaN
9.0,3447.36,NaN,NaN,NaN
9.0,2696.17,NaN,NaN,NaN
9.0,3690.3,NaN,NaN,NaN
9.0,2762.83,NaN,NaN,NaN
9.0,3313.84,NaN,NaN,NaN
9.0,2761.39,NaN,NaN,NaN
9.0,2725.99,NaN,NaN,NaN
9.0,2075.85,NaN,NaN,NaN
9.0,2429.94,NaN,NaN,NaN
9.0,1626.82,NaN,NaN,NaN
9.0,1792.26,NaN,NaN,NaN
9.0,1004.43,NaN,NaN,NaN
9.0,1697.54,NaN,NaN,NaN
9.0,1033.03,NaN,NaN,NaN
9.0,822.24,NaN,NaN,NaN
9.0,1428.51,NaN,NaN,NaN
9.0,1025.38,NaN,NaN,NaN
9.0,598.89,NaN,NaN,NaN
9.0,490.88,NaN,NaN,NaN
9.0,284.12,NaN,NaN,NaN
9.0,263.5,NaN,NaN,NaN
9.0,241.87,NaN,NaN,NaN
9.0,281.53,NaN,NaN,NaN
9.0,1236.87,NaN,NaN,NaN
9.0,1576.86,NaN,NaN,NaN
9.0,735.69,NaN,NaN,NaN
9.0,1237.63,NaN,NaN,NaN
9.0,1125.47,NaN,NaN,NaN
9.0,1122.4,NaN,NaN,NaN
9.0,1415.67,NaN,NaN,NaN
9.0,2097.47,NaN,NaN,NaN
9.0,1289.12,NaN,NaN,NaN
9.0,1872.06,NaN,NaN,NaN
9.0,1218.6,NaN,NaN,NaN
9.0,2071.36,NaN,NaN,NaN
9.0,434.43,NaN,NaN,NaN
9.0,360.13,NaN,NaN,NaN
9.0,277.87,NaN,NaN,NaN
9.0,716.9,NaN,NaN,NaN
9.0,312.21,NaN,NaN,NaN
9.0,520.7,NaN,NaN,NaN
9.0,330.55,NaN,NaN,NaN
9.0,448.33,NaN,NaN,NaN
9.0,598.89,NaN,NaN,NaN
9.0,490.88,NaN,NaN,NaN
9.0,284.12,NaN,NaN,NaN
9.0,263.5,NaN,NaN,NaN
9.0,241.87,NaN,NaN,NaN
9.0,281.53,NaN,NaN,NaN
9.0,3250.29,NaN,NaN,NaN
9.0,3209.31,NaN,NaN,NaN
9.0,2978.66,NaN,NaN,NaN
9.0,3791.99,NaN,NaN,NaN
9.0,3117.18,NaN,NaN,NaN
9.0,3697.8,NaN,NaN,NaN
9.0,2369.25,NaN,NaN,NaN
9.0,3546.84,NaN,NaN,NaN
9.0,3345.38,NaN,NaN,NaN
9.0,3447.36,NaN,NaN,NaN
9.0,2696.17,NaN,NaN,NaN
9.0,3690.3,NaN,NaN,NaN
9.0,2762.83,NaN,NaN,NaN
9.0,3313.84,NaN,NaN,NaN
9.0,1287.63,NaN,NaN,NaN
9.0,1172.49,NaN,NaN,NaN
9.0,1323.14,NaN,NaN,NaN
9.0,1151.6,NaN,NaN,NaN
9.0,983.27,NaN,NaN,NaN
9.0,1377.34,NaN,NaN,NaN
9.0,1363.16,NaN,NaN,NaN
9.0,1527.28,NaN,NaN,NaN
9.0,1236.87,NaN,NaN,NaN
9.0,1576.86,NaN,NaN,NaN
9.0,735.69,NaN,NaN,NaN
9.0,1237.63,NaN,NaN,NaN
9.0,1125.47,NaN,NaN,NaN
9.0,1122.4,NaN,NaN,NaN
9.0,2141.54,NaN,NaN,NaN
9.0,2235.38,NaN,NaN,NaN
9.0,2186.31,NaN,NaN,NaN
9.0,2338.93,NaN,NaN,NaN
9.0,2158.75,NaN,NaN,NaN
9.0,2666.06,NaN,NaN,NaN
9.0,1633.02,NaN,NaN,NaN
9.0,1866.16,NaN,NaN,NaN
9.0,2761.39,NaN,NaN,NaN
9.0,2725.99,NaN,NaN,NaN
9.0,2075.85,NaN,NaN,NaN
9.0,2429.94,NaN,NaN,NaN
9.0,1626.82,NaN,NaN,NaN
9.0,1792.26,NaN,NaN,NaN
9.0,1830.37,NaN,NaN,NaN
9.0,1660.71,NaN,NaN,NaN
9.0,1090.22,NaN,NaN,NaN
9.0,2234.26,NaN,NaN,NaN
9.0,1322.61,NaN,NaN,NaN
9.0,2109.75,NaN,NaN,NaN
9.0,1936.86,NaN,NaN,NaN
9.0,2288.54,NaN,NaN,NaN
9.0,1415.67,NaN,NaN,NaN
9.0,2097.47,NaN,NaN,NaN
9.0,1289.12,NaN,NaN,NaN
9.0,1872.06,NaN,NaN,NaN
9.0,1218.6,NaN,NaN,NaN
9.0,2071.36,NaN,NaN,NaN
9.0,900.48,NaN,NaN,NaN
9.0,1168.52,NaN,NaN,NaN
9.0,799.61,NaN,NaN,NaN
9.0,1218.2,NaN,NaN,NaN
9.0,547.93,NaN,NaN,NaN
9.0,954.66,NaN,NaN,NaN
9.0,1150.68,NaN,NaN,NaN
9.0,731.8,NaN,NaN,NaN
9.0,1004.43,NaN,NaN,NaN
9.0,1697.54,NaN,NaN,NaN
9.0,1033.03,NaN,NaN,NaN
9.0,822.24,NaN,NaN,NaN
9.0,1428.51,NaN,NaN,NaN
9.0,1025.38,NaN,NaN,NaN
10.0,3135.64,NaN,NaN,NaN
10.0,2331.9,NaN,NaN,NaN
10.0,1261.5,NaN,NaN,NaN
10.0,381.81,NaN,NaN,NaN
10.0,1285.18,NaN,NaN,NaN
10.0,2137.61,NaN,NaN,NaN
10.0,3193.9,NaN,NaN,NaN
10.0,2239.67,NaN,NaN,NaN
10.0,1358.17,NaN,NaN,NaN
10.0,420.39,NaN,NaN,NaN
10.0,1294.57,NaN,NaN,NaN
10.0,2107.13,NaN,NaN,NaN
10.0,3186.39,NaN,NaN,NaN
10.0,3962.61,NaN,NaN,NaN
10.0,3114.14,NaN,NaN,NaN
10.0,2893.22,NaN,NaN,NaN
10.0,2870.19,NaN,NaN,NaN
10.0,2787.29,NaN,NaN,NaN
10.0,2473.31,NaN,NaN,NaN
10.0,2615.98,NaN,NaN,NaN
10.0,2335.18,NaN,NaN,NaN
10.0,2726.83,NaN,NaN,NaN
10.0,1777.8,NaN,NaN,NaN
10.0,2062.31,NaN,NaN,NaN
10.0,1341.27,NaN,NaN,NaN
10.0,1668.26,NaN,NaN,NaN
10.0,958.8,NaN,NaN,NaN
10.0,1153.48,NaN,NaN,NaN
10.0,1289.14,NaN,NaN,NaN
10.0,1158.07,NaN,NaN,NaN
10.0,242.47,NaN,NaN,NaN
10.0,654.57,NaN,NaN,NaN
10.0,346.38,NaN,NaN,NaN
10.0,339.0,NaN,NaN,NaN
10.0,420.44,NaN,NaN,NaN
10.0,287.98,NaN,NaN,NaN
10.0,1175.11,NaN,NaN,NaN
10.0,1139.45,NaN,NaN,NaN
10.0,1009.05,NaN,NaN,NaN
10.0,1355.26,NaN,NaN,NaN
10.0,1418.16,NaN,NaN,NaN
10.0,1614.08,NaN,NaN,NaN
10.0,1663.42,NaN,NaN,NaN
10.0,2640.13,NaN,NaN,NaN
10.0,1512.52,NaN,NaN,NaN
10.0,2737.6,NaN,NaN,NaN
10.0,1950.82,NaN,NaN,NaN
10.0,2321.17,NaN,NaN,NaN
10.0,3237.98,NaN,NaN,NaN
10.0,3866.81,NaN,NaN,NaN
10.0,2750.03,NaN,NaN,NaN
10.0,3380.54,NaN,NaN,NaN
10.0,2500.28,NaN,NaN,NaN
10.0,3427.78,NaN,NaN,NaN
10.0,2766.78,NaN,NaN,NaN
10.0,2752.49,NaN,NaN,NaN
10.0,1988.76,NaN,NaN,NaN
10.0,2358.55,NaN,NaN,NaN
10.0,1778.8,NaN,NaN,NaN
10.0,1792.62,NaN,NaN,NaN
10.0,1307.32,NaN,NaN,NaN
10.0,1958.94,NaN,NaN,NaN
10.0,1198.2,NaN,NaN,NaN
10.0,1209.02,NaN,NaN,NaN
10.0,1636.24,NaN,NaN,NaN
10.0,839.31,NaN,NaN,NaN
10.0,526.07,NaN,NaN,NaN
10.0,747.57,NaN,NaN,NaN
10.0,326.62,NaN,NaN,NaN
10.0,361.47,NaN,NaN,NaN
10.0,266.75,NaN,NaN,NaN
10.0,293.86,NaN,NaN,NaN
10.0,1340.22,NaN,NaN,NaN
10.0,1738.44,NaN,NaN,NaN
10.0,1040.66,NaN,NaN,NaN
10.0,1276.07,NaN,NaN,NaN
10.0,1289.6,NaN,NaN,NaN
10.0,1082.42,NaN,NaN,NaN
10.0,2139.07,NaN,NaN,NaN
10.0,2999.54,NaN,NaN,NaN
10.0,1373.63,NaN,NaN,NaN
10.0,2515.53,NaN,NaN,NaN
10.0,1564.67,NaN,NaN,NaN
10.0,2050.32,NaN,NaN,NaN
10.0,381.81,NaN,NaN,NaN
10.0,420.39,NaN,NaN,NaN
10.0,242.47,NaN,NaN,NaN
10.0,654.57,NaN,NaN,NaN
10.0,346.38,NaN,NaN,NaN
10.0,339.0,NaN,NaN,NaN
10.0,420.44,NaN,NaN,NaN
10.0,287.98,NaN,NaN,NaN
10.0,526.07,NaN,NaN,NaN
10.0,747.57,NaN,NaN,NaN
10.0,326.62,NaN,NaN,NaN
10.0,361.47,NaN,NaN,NaN
10.0,266.75,NaN,NaN,NaN
10.0,293.86,NaN,NaN,NaN
10.0,3135.64,NaN,NaN,NaN
10.0,3193.9,NaN,NaN,NaN
10.0,3186.39,NaN,NaN,NaN
10.0,3962.61,NaN,NaN,NaN
10.0,3114.14,NaN,NaN,NaN
10.0,2893.22,NaN,NaN,NaN
10.0,2870.19,NaN,NaN,NaN
10.0,2787.29,NaN,NaN,NaN
10.0,3237.98,NaN,NaN,NaN
10.0,3866.81,NaN,NaN,NaN
10.0,2750.03,NaN,NaN,NaN
10.0,3380.54,NaN,NaN,NaN
10.0,2500.28,NaN,NaN,NaN
10.0,3427.78,NaN,NaN,NaN
10.0,1285.18,NaN,NaN,NaN
10.0,1294.57,NaN,NaN,NaN
10.0,1175.11,NaN,NaN,NaN
10.0,1139.45,NaN,NaN,NaN
10.0,1009.05,NaN,NaN,NaN
10.0,1355.26,NaN,NaN,NaN
10.0,1418.16,NaN,NaN,NaN
10.0,1614.08,NaN,NaN,NaN
10.0,1340.22,NaN,NaN,NaN
10.0,1738.44,NaN,NaN,NaN
10.0,1040.66,NaN,NaN,NaN
10.0,1276.07,NaN,NaN,NaN
10.0,1289.6,NaN,NaN,NaN
10.0,1082.42,NaN,NaN,NaN
10.0,2331.9,NaN,NaN,NaN
10.0,2239.67,NaN,NaN,NaN
10.0,2473.31,NaN,NaN,NaN
10.0,2615.98,NaN,NaN,NaN
10.0,2335.18,NaN,NaN,NaN
10.0,2726.83,NaN,NaN,NaN
10.0,1777.8,NaN,NaN,NaN
10.0,2062.31,NaN,NaN,NaN
10.0,2766.78,NaN,NaN,NaN
10.0,2752.49,NaN,NaN,NaN
10.0,1988.76,NaN,NaN,NaN
10.0,2358.55,NaN,NaN,NaN
10.0,1778.8,NaN,NaN,NaN
10.0,1792.62,NaN,NaN,NaN
10.0,2137.61,NaN,NaN,NaN
10.0,2107.13,NaN,NaN,NaN
10.0,1663.42,NaN,NaN,NaN
10.0,2640.13,NaN,NaN,NaN
10.0,1512.52,NaN,NaN,NaN
10.0,2737.6,NaN,NaN,NaN
10.0,1950.82,NaN,NaN,NaN
10.0,2321.17,NaN,NaN,NaN
10.0,2139.07,NaN,NaN,NaN
10.0,2999.54,NaN,NaN,NaN
10.0,1373.63,NaN,NaN,NaN
10.0,2515.53,NaN,NaN,NaN
10.0,1564.67,NaN,NaN,NaN
10.0,2050.32,NaN,NaN,NaN
10.0,1261.5,NaN,NaN,NaN
10.0,1358.17,NaN,NaN,NaN
10.0,1341.27,NaN,NaN,NaN
10.0,1668.26,NaN,NaN,NaN
10.0,958.8,NaN,NaN,NaN
10.0,1153.48,NaN,NaN,NaN
10.0,1289.14,NaN,NaN,NaN
10.0,1158.07,NaN,NaN,NaN
10.0,1307.32,NaN,NaN,NaN
10.0,1958.94,NaN,NaN,NaN
10.0,1198.2,NaN,NaN,NaN
10.0,1209.02,NaN,NaN,NaN
10.0,1636.24,NaN,NaN,NaN
10.0,839.31,NaN,NaN,NaN
11.0,3987.59,NaN,NaN,NaN
11.0,3319.13,NaN,NaN,NaN
11.0,1896.8,NaN,NaN,NaN
11.0,827.93,NaN,NaN,NaN
11.0,1589.92,NaN,NaN,NaN
11.0,2132.98,NaN,NaN,NaN
11.0,3624.11,NaN,NaN,NaN
11.0,2711.56,NaN,NaN,NaN
11.0,1719.3,NaN,NaN,NaN
11.0,492.48,NaN,NaN,NaN
11.0,1082.5,NaN,NaN,NaN
11.0,1744.18,NaN,NaN,NaN
11.0,3880.37,NaN,NaN,NaN
11.0,4374.83,NaN,NaN,NaN
11.0,3926.77,NaN,NaN,NaN
11.0,4063.04,NaN,NaN,NaN
11.0,3728.17,NaN,NaN,NaN
11.0,3952.34,NaN,NaN,NaN
11.0,3189.72,NaN,NaN,NaN
11.0,3536.23,NaN,NaN,NaN
11.0,3122.0,NaN,NaN,NaN
11.0,3935.72,NaN,NaN,NaN
11.0,2937.44,NaN,NaN,NaN
11.0,3193.65,NaN,NaN,NaN
11.0,2199.51,NaN,NaN,NaN
11.0,2262.82,NaN,NaN,NaN
11.0,1427.46,NaN,NaN,NaN
11.0,1896.38,NaN,NaN,NaN
11.0,1845.35,NaN,NaN,NaN
11.0,1749.29,NaN,NaN,NaN
11.0,512.15,NaN,NaN,NaN
11.0,2087.25,NaN,NaN,NaN
11.0,583.83,NaN,NaN,NaN
11.0,637.42,NaN,NaN,NaN
11.0,600.77,NaN,NaN,NaN
11.0,546.14,NaN,NaN,NaN
11.0,1388.18,NaN,NaN,NaN
11.0,1661.72,NaN,NaN,NaN
11.0,1009.84,NaN,NaN,NaN
11.0,1814.85,NaN,NaN,NaN
11.0,1569.71,NaN,NaN,NaN
11.0,2095.23,NaN,NaN,NaN
11.0,1845.98,NaN,NaN,NaN
11.0,2343.35,NaN,NaN,NaN
11.0,1663.22,NaN,NaN,NaN
11.0,2807.89,NaN,NaN,NaN
11.0,1741.06,NaN,NaN,NaN
11.0,2396.37,NaN,NaN,NaN
11.0,3714.65,NaN,NaN,NaN
11.0,3718.08,NaN,NaN,NaN
11.0,3238.08,NaN,NaN,NaN
11.0,3809.81,NaN,NaN,NaN
11.0,3280.18,NaN,NaN,NaN
11.0,3983.88,NaN,NaN,NaN
11.0,3227.32,NaN,NaN,NaN
11.0,3204.06,NaN,NaN,NaN
11.0,2595.23,NaN,NaN,NaN
11.0,2804.05,NaN,NaN,NaN
11.0,2289.33,NaN,NaN,NaN
11.0,2149.35,NaN,NaN,NaN
11.0,1686.73,NaN,NaN,NaN
11.0,2099.37,NaN,NaN,NaN
11.0,1765.41,NaN,NaN,NaN
11.0,1512.84,NaN,NaN,NaN
11.0,1991.49,NaN,NaN,NaN
11.0,1259.98,NaN,NaN,NaN
11.0,867.05,NaN,NaN,NaN
11.0,672.07,NaN,NaN,NaN
11.0,339.18,NaN,NaN,NaN
11.0,429.63,NaN,NaN,NaN
11.0,303.6,NaN,NaN,NaN
11.0,343.32,NaN,NaN,NaN
11.0,1254.02,NaN,NaN,NaN
11.0,1446.48,NaN,NaN,NaN
11.0,804.05,NaN,NaN,NaN
11.0,1017.35,NaN,NaN,NaN
11.0,1046.08,NaN,NaN,NaN
11.0,927.04,NaN,NaN,NaN
11.0,1807.76,NaN,NaN,NaN
11.0,2222.32,NaN,NaN,NaN
11.0,1307.92,NaN,NaN,NaN
11.0,2036.88,NaN,NaN,NaN
11.0,1130.64,NaN,NaN,NaN
11.0,1959.53,NaN,NaN,NaN
11.0,827.93,NaN,NaN,NaN
11.0,492.48,NaN,NaN,NaN
11.0,512.15,NaN,NaN,NaN
11.0,2087.25,NaN,NaN,NaN
11.0,583.83,NaN,NaN,NaN
11.0,637.42,NaN,NaN,NaN
11.0,600.77,NaN,NaN,NaN
11.0,546.14,NaN,NaN,NaN
11.0,867.05,NaN,NaN,NaN
11.0,672.07,NaN,NaN,NaN
11.0,339.18,NaN,NaN,NaN
11.0,429.63,NaN,NaN,NaN
11.0,303.6,NaN,NaN,NaN
11.0,343.32,NaN,NaN,NaN
11.0,3987.59,NaN,NaN,NaN
11.0,3624.11,NaN,NaN,NaN
11.0,3880.37,NaN,NaN,NaN
11.0,4374.83,NaN,NaN,NaN
11.0,3926.77,NaN,NaN,NaN
11.0,4063.04,NaN,NaN,NaN
11.0,3728.17,NaN,NaN,NaN
11.0,3952.34,NaN,NaN,NaN
11.0,3714.65,NaN,NaN,NaN
11.0,3718.08,NaN,NaN,NaN
11.0,3238.08,NaN,NaN,NaN
11.0,3809.81,NaN,NaN,NaN
11.0,3280.18,NaN,NaN,NaN
11.0,3983.88,NaN,NaN,NaN
11.0,1589.92,NaN,NaN,NaN
11.0,1082.5,NaN,NaN,NaN
11.0,1388.18,NaN,NaN,NaN
11.0,1661.72,NaN,NaN,NaN
11.0,1009.84,NaN,NaN,NaN
11.0,1814.85,NaN,NaN,NaN
11.0,1569.71,NaN,NaN,NaN
11.0,2095.23,NaN,NaN,NaN
11.0,1254.02,NaN,NaN,NaN
11.0,1446.48,NaN,NaN,NaN
11.0,804.05,NaN,NaN,NaN
11.0,1017.35,NaN,NaN,NaN
11.0,1046.08,NaN,NaN,NaN
11.0,927.04,NaN,NaN,NaN
11.0,3319.13,NaN,NaN,NaN
11.0,2711.56,NaN,NaN,NaN
11.0,3189.72,NaN,NaN,NaN
11.0,3536.23,NaN,NaN,NaN
11.0,3122.0,NaN,NaN,NaN
11.0,3935.72,NaN,NaN,NaN
11.0,2937.44,NaN,NaN,NaN
11.0,3193.65,NaN,NaN,NaN
11.0,3227.32,NaN,NaN,NaN
11.0,3204.06,NaN,NaN,NaN
11.0,2595.23,NaN,NaN,NaN
11.0,2804.05,NaN,NaN,NaN
11.0,2289.33,NaN,NaN,NaN
11.0,2149.35,NaN,NaN,NaN
11.0,2132.98,NaN,NaN,NaN
11.0,1744.18,NaN,NaN,NaN
11.0,1845.98,NaN,NaN,NaN
11.0,2343.35,NaN,NaN,NaN
11.0,1663.22,NaN,NaN,NaN
11.0,2807.89,NaN,NaN,NaN
11.0,1741.06,NaN,NaN,NaN
11.0,2396.37,NaN,NaN,NaN
11.0,1807.76,NaN,NaN,NaN
11.0,2222.32,NaN,NaN,NaN
11.0,1307.92,NaN,NaN,NaN
11.0,2036.88,NaN,NaN,NaN
11.0,1130.64,NaN,NaN,NaN
11.0,1959.53,NaN,NaN,NaN
11.0,1896.8,NaN,NaN,NaN
11.0,1719.3,NaN,NaN,NaN
11.0,2199.51,NaN,NaN,NaN
11.0,2262.82,NaN,NaN,NaN
11.0,1427.46,NaN,NaN,NaN
11.0,1896.38,NaN,NaN,NaN
11.0,1845.35,NaN,NaN,NaN
11.0,1749.29,NaN,NaN,NaN
11.0,1686.73,NaN,NaN,NaN
11.0,2099.37,NaN,NaN,NaN
11.0,1765.41,NaN,NaN,NaN
11.0,1512.84,NaN,NaN,NaN
11.0,1991.49,NaN,NaN,NaN
11.0,1259.98,NaN,NaN,NaN
12.0,2308.25,NaN,NaN,NaN
12.0,1939.12,NaN,NaN,NaN
12.0,1271.07,NaN,NaN,NaN
12.0,564.25,NaN,NaN,NaN
12.0,1183.66,NaN,NaN,NaN
12.0,1500.2,NaN,NaN,NaN
12.0,2743.47,NaN,NaN,NaN
12.0,2136.78,NaN,NaN,NaN
12.0,1458.72,NaN,NaN,NaN
12.0,788.84,NaN,NaN,NaN
12.0,1456.92,NaN,NaN,NaN
12.0,1827.71,NaN,NaN,NaN
12.0,2258.33,NaN,NaN,NaN
12.0,1850.97,NaN,NaN,NaN
12.0,2110.3,NaN,NaN,NaN
12.0,2293.85,NaN,NaN,NaN
12.0,1792.31,NaN,NaN,NaN
12.0,3543.73,NaN,NaN,NaN
12.0,1887.6,NaN,NaN,NaN
12.0,2459.1,NaN,NaN,NaN
12.0,2862.58,NaN,NaN,NaN
12.0,1700.97,NaN,NaN,NaN
12.0,1353.14,NaN,NaN,NaN
12.0,1371.34,NaN,NaN,NaN
12.0,1811.13,NaN,NaN,NaN
12.0,1433.29,NaN,NaN,NaN
12.0,994.77,NaN,NaN,NaN
12.0,998.27,NaN,NaN,NaN
12.0,1671.44,NaN,NaN,NaN
12.0,717.52,NaN,NaN,NaN
12.0,450.46,NaN,NaN,NaN
12.0,486.72,NaN,NaN,NaN
12.0,413.37,NaN,NaN,NaN
12.0,594.88,NaN,NaN,NaN
12.0,320.43,NaN,NaN,NaN
12.0,1119.62,NaN,NaN,NaN
12.0,930.57,NaN,NaN,NaN
12.0,1588.22,NaN,NaN,NaN
12.0,1710.01,NaN,NaN,NaN
12.0,871.56,NaN,NaN,NaN
12.0,860.76,NaN,NaN,NaN
12.0,1140.84,NaN,NaN,NaN
12.0,1216.56,NaN,NaN,NaN
12.0,1892.56,NaN,NaN,NaN
12.0,941.1,NaN,NaN,NaN
12.0,1996.35,NaN,NaN,NaN
12.0,1830.39,NaN,NaN,NaN
12.0,1124.21,NaN,NaN,NaN
12.0,2294.91,NaN,NaN,NaN
12.0,3075.27,NaN,NaN,NaN
12.0,3151.04,NaN,NaN,NaN
12.0,2309.79,NaN,NaN,NaN
12.0,2225.61,NaN,NaN,NaN
12.0,3404.22,NaN,NaN,NaN
12.0,2336.94,NaN,NaN,NaN
12.0,1961.45,NaN,NaN,NaN
12.0,2346.35,NaN,NaN,NaN
12.0,2764.93,NaN,NaN,NaN
12.0,1625.98,NaN,NaN,NaN
12.0,1785.05,NaN,NaN,NaN
12.0,1596.83,NaN,NaN,NaN
12.0,1601.31,NaN,NaN,NaN
12.0,1409.37,NaN,NaN,NaN
12.0,1038.25,NaN,NaN,NaN
12.0,1784.33,NaN,NaN,NaN
12.0,1322.21,NaN,NaN,NaN
12.0,812.28,NaN,NaN,NaN
12.0,1186.32,NaN,NaN,NaN
12.0,834.22,NaN,NaN,NaN
12.0,651.02,NaN,NaN,NaN
12.0,541.65,NaN,NaN,NaN
12.0,707.55,NaN,NaN,NaN
12.0,1455.12,NaN,NaN,NaN
12.0,1319.8,NaN,NaN,NaN
12.0,1450.18,NaN,NaN,NaN
12.0,1850.43,NaN,NaN,NaN
12.0,1242.6,NaN,NaN,NaN
12.0,1423.36,NaN,NaN,NaN
12.0,1835.36,NaN,NaN,NaN
12.0,2484.61,NaN,NaN,NaN
12.0,1330.43,NaN,NaN,NaN
12.0,1791.71,NaN,NaN,NaN
12.0,1437.85,NaN,NaN,NaN
12.0,2086.29,NaN,NaN,NaN
12.0,564.25,NaN,NaN,NaN
12.0,788.84,NaN,NaN,NaN
12.0,450.46,NaN,NaN,NaN
12.0,486.72,NaN,NaN,NaN
12.0,413.37,NaN,NaN,NaN
12.0,594.88,NaN,NaN,NaN
12.0,320.43,NaN,NaN,NaN
12.0,1119.62,NaN,NaN,NaN
12.0,812.28,NaN,NaN,NaN
12.0,1186.32,NaN,NaN,NaN
12.0,834.22,NaN,NaN,NaN
12.0,651.02,NaN,NaN,NaN
12.0,541.65,NaN,NaN,NaN
12.0,707.55,NaN,NaN,NaN
12.0,2308.25,NaN,NaN,NaN
12.0,2743.47,NaN,NaN,NaN
12.0,2258.33,NaN,NaN,NaN
12.0,1850.97,NaN,NaN,NaN
12.0,2110.3,NaN,NaN,NaN
12.0,2293.85,NaN,NaN,NaN
12.0,1792.31,NaN,NaN,NaN
12.0,3543.73,NaN,NaN,NaN
12.0,2294.91,NaN,NaN,NaN
12.0,3075.27,NaN,NaN,NaN
12.0,3151.04,NaN,NaN,NaN
12.0,2309.79,NaN,NaN,NaN
12.0,2225.61,NaN,NaN,NaN
12.0,3404.22,NaN,NaN,NaN
12.0,1183.66,NaN,NaN,NaN
12.0,1456.92,NaN,NaN,NaN
12.0,930.57,NaN,NaN,NaN
12.0,1588.22,NaN,NaN,NaN
12.0,1710.01,NaN,NaN,NaN
12.0,871.56,NaN,NaN,NaN
12.0,860.76,NaN,NaN,NaN
12.0,1140.84,NaN,NaN,NaN
12.0,1455.12,NaN,NaN,NaN
12.0,1319.8,NaN,NaN,NaN
12.0,1450.18,NaN,NaN,NaN
12.0,1850.43,NaN,NaN,NaN
12.0,1242.6,NaN,NaN,NaN
12.0,1423.36,NaN,NaN,NaN
12.0,1939.12,NaN,NaN,NaN
12.0,2136.78,NaN,NaN,NaN
12.0,1887.6,NaN,NaN,NaN
12.0,2459.1,NaN,NaN,NaN
12.0,2862.58,NaN,NaN,NaN
12.0,1700.97,NaN,NaN,NaN
12.0,1353.14,NaN,NaN,NaN
12.0,1371.34,NaN,NaN,NaN
12.0,2336.94,NaN,NaN,NaN
12.0,1961.45,NaN,NaN,NaN
12.0,2346.35,NaN,NaN,NaN
12.0,2764.93,NaN,NaN,NaN
12.0,1625.98,NaN,NaN,NaN
12.0,1785.05,NaN,NaN,NaN
12.0,1500.2,NaN,NaN,NaN
12.0,1827.71,NaN,NaN,NaN
12.0,1216.56,NaN,NaN,NaN
12.0,1892.56,NaN,NaN,NaN
12.0,941.1,NaN,NaN,NaN
12.0,1996.35,NaN,NaN,NaN
12.0,1830.39,NaN,NaN,NaN
12.0,1124.21,NaN,NaN,NaN
12.0,1835.36,NaN,NaN,NaN
12.0,2484.61,NaN,NaN,NaN
12.0,1330.43,NaN,NaN,NaN
12.0,1791.71,NaN,NaN,NaN
12.0,1437.85,NaN,NaN,NaN
12.0,2086.29,NaN,NaN,NaN
12.0,1271.07,NaN,NaN,NaN
12.0,1458.72,NaN,NaN,NaN
12.0,1811.13,NaN,NaN,NaN
12.0,1433.29,NaN,NaN,NaN
12.0,994.77,NaN,NaN,NaN
12.0,998.27,NaN,NaN,NaN
12.0,1671.44,NaN,NaN,NaN
12.0,717.52,NaN,NaN,NaN
12.0,1596.83,NaN,NaN,NaN
12.0,1601.31,NaN,NaN,NaN
12.0,1409.37,NaN,NaN,NaN
12.0,1038.25,NaN,NaN,NaN
12.0,1784.33,NaN,NaN,NaN
12.0,1322.21,NaN,NaN,NaN
13.0,3826.77,NaN,NaN,NaN
13.0,3037.84,NaN,NaN,NaN
13.0,2274.65,NaN,NaN,NaN
13.0,1105.27,NaN,NaN,NaN
13.0,1283.01,NaN,NaN,NaN
13.0,1762.65,NaN,NaN,NaN
13.0,3918.68,NaN,NaN,NaN
13.0,3352.32,NaN,NaN,NaN
13.0,2386.66,NaN,NaN,NaN
13.0,1077.72,NaN,NaN,NaN
13.0,1700.33,NaN,NaN,NaN
13.0,1923.91,NaN,NaN,NaN
13.0,3468.8,NaN,NaN,NaN
13.0,4202.84,NaN,NaN,NaN
13.0,3603.66,NaN,NaN,NaN
13.0,4128.95,NaN,NaN,NaN
13.0,3174.64,NaN,NaN,NaN
13.0,4381.75,NaN,NaN,NaN
13.0,2999.52,NaN,NaN,NaN
13.0,3297.68,NaN,NaN,NaN
13.0,3202.26,NaN,NaN,NaN
13.0,3469.21,NaN,NaN,NaN
