time,observed,predicted,fixed_day0_anchor,model,pooling_mode,cell_line,density
11.0,4153.039699,3518.2543269628272,false,allee_growth,independent_diagnostic,A2780Naive,20k
12.0,3981.5291666666667,3518.2543269628272,false,allee_growth,independent_diagnostic,A2780Naive,20k
13.0,4213.666204,3518.2543269628272,false,allee_growth,independent_diagnostic,A2780Naive,20k
14.0,4195.749691333333,3518.2543269628272,false,allee_growth,independent_diagnostic,A2780Naive,20k
0.0,100.0,100.0,true,allee_growth,independent_diagnostic,A2780Naive,30k
1.0,246.85030866666668,3190.922790663274,false,allee_growth,independent_diagnostic,A2780Naive,30k
2.0,386.6241513333334,3190.922790663274,false,allee_growth,independent_diagnostic,A2780Naive,30k
3.0,921.0547066666668,3190.922790663274,false,allee_growth,independent_diagnostic,A2780Naive,30k
4.0,1594.845139,3190.922790663274,false,allee_growth,independent_diagnostic,A2780Naive,30k
5.0,2628.855208333333,3190.922790663274,false,allee_growth,independent_diagnostic,A2780Naive,30k
6.0,3034.912075666667,3190.922790663274,false,allee_growth,independent_diagnostic,A2780Naive,30k
7.0,3462.9069443333333,3190.922790663274,false,allee_growth,independent_diagnostic,A2780Naive,30k
8.0,3405.0643130000003,3190.922790663274,false,allee_growth,independent_diagnostic,A2780Naive,30k
9.0,3755.2344136666666,3190.922790663274,false,allee_growth,independent_diagnostic,A2780Naive,30k
10.0,3652.791281,3190.922790663274,false,allee_growth,independent_diagnostic,A2780Naive,30k
11.0,4085.137268666667,3190.922790663274,false,allee_growth,independent_diagnostic,A2780Naive,30k
12.0,4010.5481483333333,3190.922790663274,false,allee_growth,independent_diagnostic,A2780Naive,30k
13.0,4137.956713,3190.922790663274,false,allee_growth,independent_diagnostic,A2780Naive,30k
14.0,4169.734799333333,3190.922790663274,false,allee_growth,independent_diagnostic,A2780Naive,30k
0.0,67.0,67.0,true,logistic_growth,shared,A2780cis,20k
1.0,67.71979166666667,120.687490718565,false,logistic_growth,shared,A2780cis,20k
2.0,107.027392,215.01629160057595,false,logistic_growth,shared,A2780cis,20k
3.0,202.73946733333332,375.84622970218453,false,logistic_growth,shared,A2780cis,20k
4.0,377.4440583333333,636.5046449221003,false,logistic_growth,shared,A2780cis,20k
5.0,752.2716819999999,1026.1175124023453,false,logistic_growth,shared,A2780cis,20k
6.0,1296.4337189999999,1543.3231383673049,false,logistic_growth,shared,A2780cis,20k
7.0,2096.342901,2131.533940472431,false,logistic_growth,shared,A2780cis,20k
8.0,3102.8925926666666,2693.5943278051386,false,logistic_growth,shared,A2780cis,20k
9.0,3584.2155863333332,3148.0689218537264,false,logistic_growth,shared,A2780cis,20k
10.0,3430.9415896666665,3468.4667994207307,false,logistic_growth,shared,A2780cis,20k
11.0,4001.2577933333328,3673.1382325578097,false,logistic_growth,shared,A2780cis,20k
12.0,3726.2816356666667,3795.7674769963364,false,logistic_growth,shared,A2780cis,20k
13.0,4170.573688,3866.438657390115,false,logistic_growth,shared,A2780cis,20k
14.0,3349.448611,3906.256552009408,false,logistic_growth,shared,A2780cis,20k
16.0,3744.941358,3940.638911988686,false,logistic_growth,shared,A2780cis,20k
18.0,4091.923804,3951.063004325055,false,logistic_growth,shared,A2780cis,20k
0.0,100.0,100.0,true,logistic_growth,shared,A2780cis,30k
1.0,80.43985333333335,178.91392213431615,false,logistic_growth,shared,A2780cis,30k
2.0,140.19456033333336,315.0138642250419,false,logistic_growth,shared,A2780cis,30k
3.0,246.1790123333333,539.8459517091328,false,logistic_growth,shared,A2780cis,30k
4.0,504.2686343333333,886.088416289522,false,logistic_growth,shared,A2780cis,30k
5.0,917.9230323333333,1365.6162222104758,false,logistic_growth,shared,A2780cis,30k
6.0,1707.4850310000002,1940.5845967059108,false,logistic_growth,shared,A2780cis,30k
7.0,2472.925848666667,2521.9103106829452,false,logistic_growth,shared,A2780cis,30k
8.0,3185.559259,3016.6633724706676,false,logistic_growth,shared,A2780cis,30k
9.0,3761.654668333333,3379.6636278004626,false,logistic_growth,shared,A2780cis,30k
10.0,3510.291435333333,3618.0194069458917,false,logistic_growth,shared,A2780cis,30k
11.0,4178.483796333333,3763.3306119051776,false,logistic_growth,shared,A2780cis,30k
12.0,3520.712191666667,3847.942538607921,false,logistic_growth,shared,A2780cis,30k
13.0,4140.540624666667,3895.8983504655994,false,logistic_growth,shared,A2780cis,30k
14.0,3732.035031,3922.6634296563257,false,logistic_growth,shared,A2780cis,30k
16.0,3716.145640666667,3945.6290953753246,false,logistic_growth,shared,A2780cis,30k
18.0,3651.252237666666,3952.565372591255,false,logistic_growth,shared,A2780cis,30k
0.0,67.0,67.0,true,logistic_growth,partial_5pct,A2780cis,20k
1.0,67.71979166666667,121.13539212770563,false,logistic_growth,partial_5pct,A2780cis,20k
2.0,107.027392,216.5609701176976,false,logistic_growth,partial_5pct,A2780cis,20k
3.0,202.73946733333332,379.6700998359953,false,logistic_growth,partial_5pct,A2780cis,20k
4.0,377.4440583333333,644.3262976211063,false,logistic_growth,partial_5pct,A2780cis,20k
5.0,752.2716819999999,1039.4856932742557,false,logistic_growth,partial_5pct,A2780cis,20k
6.0,1296.4337189999999,1561.8688387499897,false,logistic_growth,partial_5pct,A2780cis,20k
7.0,2096.342901,2151.5180468980425,false,logistic_growth,partial_5pct,A2780cis,20k
8.0,3102.8925926666666,2709.3322614580406,false,logistic_growth,partial_5pct,A2780cis,20k
9.0,3584.2155863333332,3155.4913072506733,false,logistic_growth,partial_5pct,A2780cis,20k
10.0,3430.9415896666665,3466.833954546284,false,logistic_growth,partial_5pct,A2780cis,20k
11.0,4001.2577933333328,3663.987065902057,false,logistic_growth,partial_5pct,A2780cis,20k
12.0,3726.2816356666667,3781.2565359058863,false,logistic_growth,partial_5pct,A2780cis,20k
13.0,4170.573688,3848.4291841524328,false,logistic_growth,partial_5pct,A2780cis,20k
14.0,3349.448611,3886.0775356256263,false,logistic_growth,partial_5pct,A2780cis,20k
16.0,3744.941358,3918.382954237803,false,logistic_growth,partial_5pct,A2780cis,20k
18.0,4091.923804,3928.09480851495,false,logistic_growth,partial_5pct,A2780cis,20k
0.0,100.0,100.0,true,logistic_growth,partial_5pct,A2780cis,30k
1.0,80.43985333333335,178.1764026048653,false,logistic_growth,partial_5pct,A2780cis,30k
2.0,140.19456033333336,312.543211474167,false,logistic_growth,partial_5pct,A2780cis,30k
3.0,246.1790123333333,534.000281918665,false,logistic_growth,partial_5pct,A2780cis,30k
4.0,504.2686343333333,874.9225184311603,false,logistic_growth,partial_5pct,A2780cis,30k
5.0,917.9230323333333,1348.298380406072,false,logistic_growth,partial_5pct,A2780cis,30k
6.0,1707.4850310000002,1919.3903832498,false,logistic_growth,partial_5pct,A2780cis,30k
7.0,2472.925848666667,2502.2377761245143,false,logistic_growth,partial_5pct,A2780cis,30k
8.0,3185.559259,3003.861043008539,false,logistic_growth,partial_5pct,A2780cis,30k
9.0,3761.654668333333,3376.0506733243346,false,logistic_growth,partial_5pct,A2780cis,30k
10.0,3510.291435333333,3622.909226976028,false,logistic_growth,partial_5pct,A2780cis,30k
11.0,4178.483796333333,3774.693613796584,false,logistic_growth,partial_5pct,A2780cis,30k
12.0,3520.712191666667,3863.712221257936,false,logistic_growth,partial_5pct,A2780cis,30k
13.0,4140.540624666667,3914.4789406336963,false,logistic_growth,partial_5pct,A2780cis,30k
14.0,3732.035031,3942.96970448643,false,logistic_growth,partial_5pct,A2780cis,30k
16.0,3716.145640666667,3967.583248493881,false,logistic_growth,partial_5pct,A2780cis,30k
18.0,3651.252237666666,3975.08754424732,false,logistic_growth,partial_5pct,A2780cis,30k
0.0,67.0,67.0,true,logistic_growth,independent_diagnostic,A2780cis,20k
1.0,67.71979166666667,121.77479634263408,false,logistic_growth,independent_diagnostic,A2780cis,20k
2.0,107.027392,218.82037468423258,false,logistic_growth,independent_diagnostic,A2780cis,20k
3.0,202.73946733333332,385.46094712503526,false,logistic_growth,independent_diagnostic,A2780cis,20k
4.0,377.4440583333333,656.7955932461435,false,logistic_growth,independent_diagnostic,A2780cis,20k
5.0,752.2716819999999,1062.5394528192337,false,logistic_growth,independent_diagnostic,A2780cis,20k
6.0,1296.4337189999999,1598.0984052236056,false,logistic_growth,independent_diagnostic,A2780cis,20k
7.0,2096.342901,2199.506847835039,false,logistic_growth,independent_diagnostic,A2780cis,20k
8.0,3102.8925926666666,2763.718189206536,false,logistic_growth,independent_diagnostic,A2780cis,20k
9.0,3584.2155863333332,3210.4709802231655,false,logistic_growth,independent_diagnostic,A2780cis,20k
10.0,3430.9415896666665,3519.0613555266464,false,logistic_growth,independent_diagnostic,A2780cis,20k
11.0,4001.2577933333328,3712.6498914628964,false,logistic_growth,independent_diagnostic,A2780cis,20k
12.0,3726.2816356666667,3826.8526595432613,false,logistic_growth,independent_diagnostic,A2780cis,20k
13.0,4170.573688,3891.794471763301,false,logistic_growth,independent_diagnostic,A2780cis,20k
14.0,3349.448611,3927.954698990203,false,logistic_growth,independent_diagnostic,A2780cis,20k
16.0,3744.941358,3958.732564452848,false,logistic_growth,independent_diagnostic,A2780cis,20k
18.0,4091.923804,3967.882010519467,false,logistic_growth,independent_diagnostic,A2780cis,20k
0.0,100.0,100.0,true,logistic_growth,independent_diagnostic,A2780cis,30k
1.0,80.43985333333335,176.9972209678485,false,logistic_growth,independent_diagnostic,A2780cis,30k
2.0,140.19456033333336,308.5232626661774,false,logistic_growth,independent_diagnostic,A2780cis,30k
3.0,246.1790123333333,524.1897019780753,false,logistic_growth,independent_diagnostic,A2780cis,30k
4.0,504.2686343333333,855.1622353218984,false,logistic_growth,independent_diagnostic,A2780cis,30k
5.0,917.9230323333333,1314.7938926712393,false,logistic_growth,independent_diagnostic,A2780cis,30k
6.0,1707.4850310000002,1871.8176963670824,false,logistic_growth,independent_diagnostic,A2780cis,30k
7.0,2472.925848666667,2445.4327629805834,false,logistic_growth,independent_diagnostic,A2780cis,30k
8.0,3185.559259,2945.13463348448,false,logistic_growth,independent_diagnostic,A2780cis,30k
9.0,3761.654668333333,3320.8444512977253,false,logistic_growth,independent_diagnostic,A2780cis,30k
10.0,3510.291435333333,3573.225422338625,false,logistic_growth,independent_diagnostic,A2780cis,30k
11.0,4178.483796333333,3730.184763459087,false,logistic_growth,independent_diagnostic,A2780cis,30k
12.0,3520.712191666667,3823.166757973775,false,logistic_growth,independent_diagnostic,A2780cis,30k
13.0,4140.540624666667,3876.6694856901477,false,logistic_growth,independent_diagnostic,A2780cis,30k
14.0,3732.035031,3906.9412938445207,false,logistic_growth,independent_diagnostic,A2780cis,30k
16.0,3716.145640666667,3933.362364389764,false,logistic_growth,independent_diagnostic,A2780cis,30k
18.0,3651.252237666666,3941.5333844431893,false,logistic_growth,independent_diagnostic,A2780cis,30k
0.0,67.0,67.0,true,gompertz_growth,shared,A2780cis,20k
1.0,67.71979166666667,175.45997261717835,false,gompertz_growth,shared,A2780cis,20k
2.0,107.027392,368.03921306545186,false,gompertz_growth,shared,A2780cis,20k
3.0,202.73946733333332,650.7939203342189,false,gompertz_growth,shared,A2780cis,20k
4.0,377.4440583333333,1009.0767894044834,false,gompertz_growth,shared,A2780cis,20k
5.0,752.2716819999999,1414.1404937037669,false,gompertz_growth,shared,A2780cis,20k
6.0,1296.4337189999999,1833.4617188346813,false,gompertz_growth,shared,A2780cis,20k
7.0,2096.342901,2238.987243426131,false,gompertz_growth,shared,A2780cis,20k
8.0,3102.8925926666666,2611.1129778327145,false,gompertz_growth,shared,A2780cis,20k
9.0,3584.2155863333332,2939.0432684984944,false,gompertz_growth,shared,A2780cis,20k
10.0,3430.9415896666665,3219.15120556823,false,gompertz_growth,shared,A2780cis,20k
11.0,4001.2577933333328,3452.7289917693925,false,gompertz_growth,shared,A2780cis,20k
12.0,3726.2816356666667,3643.9338951056534,false,gompertz_growth,shared,A2780cis,20k
13.0,4170.573688,3798.237711486973,false,gompertz_growth,shared,A2780cis,20k
14.0,3349.448611,3921.4030573626374,false,gompertz_growth,shared,A2780cis,20k
16.0,3744.941358,4095.5437569074256,false,gompertz_growth,shared,A2780cis,20k
18.0,4091.923804,4202.271583610007,false,gompertz_growth,shared,A2780cis,20k
0.0,100.0,100.0,true,gompertz_growth,shared,A2780cis,30k
1.0,80.43985333333335,238.78525117553326,false,gompertz_growth,shared,A2780cis,30k
2.0,140.19456033333336,466.52103816903235,false,gompertz_growth,shared,A2780cis,30k
3.0,246.1790123333333,781.0536118514148,false,gompertz_growth,shared,A2780cis,30k
4.0,504.2686343333333,1161.1668518336128,false,gompertz_growth,shared,A2780cis,30k
5.0,917.9230323333333,1575.459304472321,false,gompertz_growth,shared,A2780cis,30k
6.0,1707.4850310000002,1992.3747891246285,false,gompertz_growth,shared,A2780cis,30k
7.0,2472.925848666667,2386.869644155529,false,gompertz_growth,shared,A2780cis,30k
8.0,3185.559259,2742.8317638926906,false,gompertz_growth,shared,A2780cis,30k
9.0,3761.654668333333,3052.4752924785284,false,gompertz_growth,shared,A2780cis,30k
10.0,3510.291435333333,3314.333006690891,false,gompertz_growth,shared,A2780cis,30k
11.0,4178.483796333333,3531.017720510082,false,gompertz_growth,shared,A2780cis,30k
12.0,3520.712191666667,3707.345728829337,false,gompertz_growth,shared,A2780cis,30k
13.0,4140.540624666667,3848.9957988344204,false,gompertz_growth,shared,A2780cis,30k
14.0,3732.035031,3961.664366399789,false,gompertz_growth,shared,A2780cis,30k
16.0,3716.145640666667,4120.38825733307,false,gompertz_growth,shared,A2780cis,30k
18.0,3651.252237666666,4217.346155899397,false,gompertz_growth,shared,A2780cis,30k
0.0,67.0,67.0,true,gompertz_growth,partial_5pct,A2780cis,20k
1.0,67.71979166666667,174.97520506555193,false,gompertz_growth,partial_5pct,A2780cis,20k
2.0,107.027392,366.49115475930256,false,gompertz_growth,partial_5pct,A2780cis,20k
3.0,202.73946733333332,647.6739717654748,false,gompertz_growth,partial_5pct,A2780cis,20k
4.0,377.4440583333333,1004.188231085703,false,gompertz_growth,partial_5pct,A2780cis,20k
5.0,752.2716819999999,1407.672095318934,false,gompertz_growth,partial_5pct,A2780cis,20k
6.0,1296.4337189999999,1825.894086796957,false,gompertz_growth,partial_5pct,A2780cis,20k
7.0,2096.342901,2230.9267773046804,false,gompertz_growth,partial_5pct,A2780cis,20k
8.0,3102.8925926666666,2603.142726205702,false,gompertz_growth,partial_5pct,A2780cis,20k
9.0,3584.2155863333332,2931.6316722558217,false,gompertz_growth,partial_5pct,A2780cis,20k
10.0,3430.9415896666665,3212.6189193275613,false,gompertz_growth,partial_5pct,A2780cis,20k
11.0,4001.2577933333328,3447.2555969700315,false,gompertz_growth,partial_5pct,A2780cis,20k
12.0,3726.2816356666667,3639.584529043015,false,gompertz_growth,partial_5pct,A2780cis,20k
13.0,4170.573688,3794.9952333187184,false,gompertz_growth,partial_5pct,A2780cis,20k
14.0,3349.448611,3919.1975424803695,false,gompertz_growth,partial_5pct,A2780cis,20k
16.0,3744.941358,4095.102321169486,false,gompertz_growth,partial_5pct,A2780cis,20k
18.0,4091.923804,4203.151626311618,false,gompertz_growth,partial_5pct,A2780cis,20k
0.0,100.0,100.0,true,gompertz_growth,partial_5pct,A2780cis,30k
1.0,80.43985333333335,238.82798953832437,false,gompertz_growth,partial_5pct,A2780cis,30k
2.0,140.19456033333336,466.59058497239477,false,gompertz_growth,partial_5pct,A2780cis,30k
3.0,246.1790123333333,781.0513604943516,false,gompertz_growth,partial_5pct,A2780cis,30k
4.0,504.2686343333333,1160.9125971319338,false,gompertz_growth,partial_5pct,A2780cis,30k
5.0,917.9230323333333,1574.7322750364488,false,gompertz_growth,partial_5pct,A2780cis,30k
6.0,1707.4850310000002,1990.966796145088,false,gompertz_growth,partial_5pct,A2780cis,30k
7.0,2472.925848666667,2384.6249096479787,false,gompertz_growth,partial_5pct,A2780cis,30k
8.0,3185.559259,2739.663847529173,false,gompertz_growth,partial_5pct,A2780cis,30k
9.0,3761.654668333333,3048.364498526978,false,gompertz_growth,partial_5pct,A2780cis,30k
10.0,3510.291435333333,3309.3126619358973,false,gompertz_growth,partial_5pct,A2780cis,30k
11.0,4178.483796333333,3525.1569495168073,false,gompertz_growth,partial_5pct,A2780cis,30k
12.0,3520.712191666667,3700.7335118663505,false,gompertz_growth,partial_5pct,A2780cis,30k
13.0,4140.540624666667,3841.728531710497,false,gompertz_growth,partial_5pct,A2780cis,30k
14.0,3732.035031,3953.8372329139524,false,gompertz_growth,partial_5pct,A2780cis,30k
16.0,3716.145640666667,4111.698190238521,false,gompertz_growth,partial_5pct,A2780cis,30k
18.0,3651.252237666666,4208.069926583559,false,gompertz_growth,partial_5pct,A2780cis,30k
0.0,67.0,67.0,true,gompertz_growth,independent_diagnostic,A2780cis,20k
1.0,67.71979166666667,173.20572025191234,false,gompertz_growth,independent_diagnostic,A2780cis,20k
2.0,107.027392,361.0850554797269,false,gompertz_growth,independent_diagnostic,A2780cis,20k
3.0,202.73946733333332,637.3580927730081,false,gompertz_growth,independent_diagnostic,A2780cis,20k
4.0,377.4440583333333,989.1363650289516,false,gompertz_growth,independent_diagnostic,A2780cis,20k
5.0,752.2716819999999,1389.6029581298337,false,gompertz_growth,independent_diagnostic,A2780cis,20k
6.0,1296.4337189999999,1807.5148100784113,false,gompertz_growth,independent_diagnostic,A2780cis,20k
7.0,2096.342901,2215.161814283795,false,gompertz_growth,independent_diagnostic,A2780cis,20k
8.0,3102.8925926666666,2592.5147807227386,false,gompertz_growth,independent_diagnostic,A2780cis,20k
9.0,3584.2155863333332,2927.9357995927894,false,gompertz_growth,independent_diagnostic,A2780cis,20k
10.0,3430.9415896666665,3216.859095704966,false,gompertz_growth,independent_diagnostic,A2780cis,20k
11.0,4001.2577933333328,3459.7457626484397,false,gompertz_growth,independent_diagnostic,A2780cis,20k
12.0,3726.2816356666667,3660.1196723331427,false,gompertz_growth,independent_diagnostic,A2780cis,20k
13.0,4170.573688,3823.02834105042,false,gompertz_growth,independent_diagnostic,A2780cis,20k
14.0,3349.448611,3953.9901814274094,false,gompertz_growth,independent_diagnostic,A2780cis,20k
16.0,3744.941358,4140.962983767881,false,gompertz_growth,independent_diagnostic,A2780cis,20k
18.0,4091.923804,4257.021586570555,false,gompertz_growth,independent_diagnostic,A2780cis,20k
0.0,100.0,100.0,true,gompertz_growth,independent_diagnostic,A2780cis,30k
1.0,80.43985333333335,241.62925523373218,false,gompertz_growth,independent_diagnostic,A2780cis,30k
2.0,140.19456033333336,474.68273873529995,false,gompertz_growth,independent_diagnostic,A2780cis,30k
3.0,246.1790123333333,795.8905004240706,false,gompertz_growth,independent_diagnostic,A2780cis,30k
4.0,504.2686343333333,1182.0671866550651,false,gompertz_growth,independent_diagnostic,A2780cis,30k
5.0,917.9230323333333,1600.0200483320425,false,gompertz_growth,independent_diagnostic,A2780cis,30k
6.0,1707.4850310000002,2017.2500106911668,false,gompertz_growth,independent_diagnostic,A2780cis,30k
7.0,2472.925848666667,2408.7012084493845,false,gompertz_growth,independent_diagnostic,A2780cis,30k
8.0,3185.559259,2758.8922647794548,false,gompertz_growth,independent_diagnostic,A2780cis,30k
9.0,3761.654668333333,3060.94207388411,false,gompertz_growth,independent_diagnostic,A2780cis,30k
10.0,3510.291435333333,3314.280244341218,false,gompertz_growth,independent_diagnostic,A2780cis,30k
11.0,4178.483796333333,3522.255406958084,false,gompertz_growth,independent_diagnostic,A2780cis,30k
12.0,3520.712191666667,3690.2093621612457,false,gompertz_growth,independent_diagnostic,A2780cis,30k
13.0,4140.540624666667,3824.148189853617,false,gompertz_growth,independent_diagnostic,A2780cis,30k
14.0,3732.035031,3929.9369883227505,false,gompertz_growth,independent_diagnostic,A2780cis,30k
16.0,3716.145640666667,4077.5401904478313,false,gompertz_growth,independent_diagnostic,A2780cis,30k
18.0,3651.252237666666,4166.568278799818,false,gompertz_growth,independent_diagnostic,A2780cis,30k
0.0,67.0,67.0,true,theta_logistic_growth,shared,A2780cis,20k
1.0,67.71979166666667,109.02229881330159,false,theta_logistic_growth,shared,A2780cis,20k
2.0,107.027392,177.39819286358667,false,theta_logistic_growth,shared,A2780cis,20k
3.0,202.73946733333332,288.63772227625844,false,theta_logistic_growth,shared,A2780cis,20k
4.0,377.4440583333333,469.4859983737662,false,theta_logistic_growth,shared,A2780cis,20k
5.0,752.2716819999999,762.5911132619583,false,theta_logistic_growth,shared,A2780cis,20k
6.0,1296.4337189999999,1231.160291952263,false,theta_logistic_growth,shared,A2780cis,20k
7.0,2096.342901,1938.0113695111534,false,theta_logistic_growth,shared,A2780cis,20k
8.0,3102.8925926666666,2804.22449320638,false,theta_logistic_growth,shared,A2780cis,20k
9.0,3584.2155863333332,3452.527043199816,false,theta_logistic_growth,shared,A2780cis,20k
10.0,3430.9415896666665,3712.1002109956353,false,theta_logistic_growth,shared,A2780cis,20k
11.0,4001.2577933333328,3781.882951373352,false,theta_logistic_growth,shared,A2780cis,20k
12.0,3726.2816356666667,3798.178082539353,false,theta_logistic_growth,shared,A2780cis,20k
13.0,4170.573688,3801.8480259619896,false,theta_logistic_growth,shared,A2780cis,20k
14.0,3349.448611,3802.6677106559055,false,theta_logistic_growth,shared,A2780cis,20k
16.0,3744.941358,3802.8911519453723,false,theta_logistic_growth,shared,A2780cis,20k
18.0,4091.923804,3802.9022548659786,false,theta_logistic_growth,shared,A2780cis,20k
0.0,100.0,100.0,true,theta_logistic_growth,shared,A2780cis,30k
1.0,80.43985333333335,162.71810016786236,false,theta_logistic_growth,shared,A2780cis,30k
2.0,140.19456033333336,264.7578074599843,false,theta_logistic_growth,shared,A2780cis,30k
3.0,246.1790123333333,430.68399884277983,false,theta_logistic_growth,shared,A2780cis,30k
4.0,504.2686343333333,699.8550363241604,false,theta_logistic_growth,shared,A2780cis,30k
5.0,917.9230323333333,1131.9284956501751,false,theta_logistic_growth,shared,A2780cis,30k
6.0,1707.4850310000002,1794.8204115744823,false,theta_logistic_growth,shared,A2780cis,30k
7.0,2472.925848666667,2653.3558963616447,false,theta_logistic_growth,shared,A2780cis,30k
8.0,3185.559259,3368.7652979533996,false,theta_logistic_growth,shared,A2780cis,30k
9.0,3761.654668333333,3686.08801692592,false,theta_logistic_growth,shared,A2780cis,30k
10.0,3510.291435333333,3775.5602850742557,false,theta_logistic_growth,shared,A2780cis,30k
11.0,4178.483796333333,3796.740594175614,false,theta_logistic_growth,shared,A2780cis,30k
12.0,3520.712191666667,3801.526292223905,false,theta_logistic_growth,shared,A2780cis,30k
13.0,4140.540624666667,3802.595942248632,false,theta_logistic_growth,shared,A2780cis,30k
14.0,3732.035031,3802.8344412566917,false,theta_logistic_growth,shared,A2780cis,30k
16.0,3716.145640666667,3802.8994288863714,false,theta_logistic_growth,shared,A2780cis,30k
18.0,3651.252237666666,3802.902657867061,false,theta_logistic_growth,shared,A2780cis,30k
0.0,67.0,67.0,true,theta_logistic_growth,partial_5pct,A2780cis,20k
1.0,67.71979166666667,108.87378336306992,false,theta_logistic_growth,partial_5pct,A2780cis,20k
2.0,107.027392,176.91617302145974,false,theta_logistic_growth,partial_5pct,A2780cis,20k
3.0,202.73946733333332,287.4691287160532,false,theta_logistic_growth,partial_5pct,A2780cis,20k
4.0,377.4440583333333,466.9996729303017,false,theta_logistic_growth,partial_5pct,A2780cis,20k
5.0,752.2716819999999,757.8316097192424,false,theta_logistic_growth,partial_5pct,A2780cis,20k
6.0,1296.4337189999999,1223.5343228129484,false,theta_logistic_growth,partial_5pct,A2780cis,20k
7.0,2096.342901,1931.009515615724,false,theta_logistic_growth,partial_5pct,A2780cis,20k
8.0,3102.8925926666666,2808.270347327702,false,theta_logistic_growth,partial_5pct,A2780cis,20k
9.0,3584.2155863333332,3460.6041090957274,false,theta_logistic_growth,partial_5pct,A2780cis,20k
10.0,3430.9415896666665,3709.6667742678856,false,theta_logistic_growth,partial_5pct,A2780cis,20k
11.0,4001.2577933333328,3772.1856565904277,false,theta_logistic_growth,partial_5pct,A2780cis,20k
12.0,3726.2816356666667,3785.816401630184,false,theta_logistic_growth,partial_5pct,A2780cis,20k
13.0,4170.573688,3788.689469876131,false,theta_logistic_growth,partial_5pct,A2780cis,20k
14.0,3349.448611,3789.2906316311423,false,theta_logistic_growth,partial_5pct,A2780cis,20k
16.0,3744.941358,3789.4424772133643,false,theta_logistic_growth,partial_5pct,A2780cis,20k
18.0,4091.923804,3789.4490113858697,false,theta_logistic_growth,partial_5pct,A2780cis,20k
0.0,100.0,100.0,true,theta_logistic_growth,partial_5pct,A2780cis,30k
1.0,80.43985333333335,162.3495569834595,false,theta_logistic_growth,partial_5pct,A2780cis,30k
2.0,140.19456033333336,263.56449893615076,false,theta_logistic_growth,partial_5pct,A2780cis,30k
3.0,246.1790123333333,427.8087734142715,false,theta_logistic_growth,partial_5pct,A2780cis,30k
4.0,504.2686343333333,693.8484587321423,false,theta_logistic_growth,partial_5pct,A2780cis,30k
5.0,917.9230323333333,1121.0827237610065,false,theta_logistic_growth,partial_5pct,A2780cis,30k
6.0,1707.4850310000002,1780.6279081291846,false,theta_logistic_growth,partial_5pct,A2780cis,30k
7.0,2472.925848666667,2648.789255920041,false,theta_logistic_growth,partial_5pct,A2780cis,30k
8.0,3185.559259,3380.492863248733,false,theta_logistic_growth,partial_5pct,A2780cis,30k
9.0,3761.654668333333,3696.743712998408,false,theta_logistic_growth,partial_5pct,A2780cis,30k
10.0,3510.291435333333,3780.90615314693,false,theta_logistic_growth,partial_5pct,A2780cis,30k
11.0,4178.483796333333,3799.5901951496717,false,theta_logistic_growth,partial_5pct,A2780cis,30k
12.0,3520.712191666667,3803.553382634012,false,theta_logistic_growth,partial_5pct,A2780cis,30k
13.0,4140.540624666667,3804.385707773652,false,theta_logistic_growth,partial_5pct,A2780cis,30k
14.0,3732.035031,3804.5601341539364,false,theta_logistic_growth,partial_5pct,A2780cis,30k
16.0,3716.145640666667,3804.6043304312984,false,theta_logistic_growth,partial_5pct,A2780cis,30k
18.0,3651.252237666666,3804.6062454717635,false,theta_logistic_growth,partial_5pct,A2780cis,30k
0.0,67.0,67.0,true,theta_logistic_growth,independent_diagnostic,A2780cis,20k
1.0,67.71979166666667,111.65417627936853,false,theta_logistic_growth,independent_diagnostic,A2780cis,20k
2.0,107.027392,186.05267568144126,false,theta_logistic_growth,independent_diagnostic,A2780cis,20k
3.0,202.73946733333332,309.92153219897557,false,theta_logistic_growth,independent_diagnostic,A2780cis,20k
4.0,377.4440583333333,515.6226537317367,false,theta_logistic_growth,independent_diagnostic,A2780cis,20k
5.0,752.2716819999999,853.9923479715816,false,theta_logistic_growth,independent_diagnostic,A2780cis,20k
6.0,1296.4337189999999,1392.043788590826,false,theta_logistic_growth,independent_diagnostic,A2780cis,20k
7.0,2096.342901,2157.5723672347553,false,theta_logistic_growth,independent_diagnostic,A2780cis,20k
8.0,3102.8925926666666,2972.827385863991,false,theta_logistic_growth,independent_diagnostic,A2780cis,20k
9.0,3584.2155863333332,3504.394716802646,false,theta_logistic_growth,independent_diagnostic,A2780cis,20k
10.0,3430.9415896666665,3719.520764904953,false,theta_logistic_growth,independent_diagnostic,A2780cis,20k
11.0,4001.2577933333328,3786.239782469586,false,theta_logistic_growth,independent_diagnostic,A2780cis,20k
12.0,3726.2816356666667,3804.9998004973727,false,theta_logistic_growth,independent_diagnostic,A2780cis,20k
13.0,4170.573688,3810.122201797478,false,theta_logistic_growth,independent_diagnostic,A2780cis,20k
14.0,3349.448611,3811.5095104047455,false,theta_logistic_growth,independent_diagnostic,A2780cis,20k
16.0,3744.941358,3811.985639983277,false,theta_logistic_growth,independent_diagnostic,A2780cis,20k
18.0,4091.923804,3812.021185269392,false,theta_logistic_growth,independent_diagnostic,A2780cis,20k
0.0,100.0,100.0,true,theta_logistic_growth,independent_diagnostic,A2780cis,30k
