Model,Time,Prediction
logistic_growth,1.0,246.85030866666668
logistic_growth,1.013013013013013,249.21486352672278
logistic_growth,1.026026026026026,251.60053606887698
logistic_growth,1.039039039039039,254.00748544792782
logistic_growth,1.052052052052052,256.4358714502579
logistic_growth,1.065065065065065,258.8858544844896
logistic_growth,1.078078078078078,261.35759557184446
logistic_growth,1.0910910910910911,263.85125633619816
logistic_growth,1.1041041041041042,266.3669989938285
logistic_growth,1.117117117117117,268.90498634285217
logistic_growth,1.13013013013013,271.46538175234457
logistic_growth,1.1431431431431431,274.04834915114344
logistic_growth,1.1561561561561562,276.6540530163183
logistic_growth,1.1691691691691692,279.28265836132175
logistic_growth,1.182182182182182,281.93433072380657
logistic_growth,1.1951951951951951,284.60923615310134
logistic_growth,1.2082082082082082,287.3075411973417
logistic_growth,1.2212212212212212,290.02941289025546
logistic_growth,1.2342342342342343,292.7750187376149
logistic_growth,1.2472472472472473,295.54452670330204
logistic_growth,1.2602602602602602,298.338105195058
logistic_growth,1.2732732732732732,301.15592304983704
logistic_growth,1.2862862862862863,303.9981495187938
logistic_growth,1.2992992992992993,306.8649542519109
logistic_growth,1.3123123123123124,309.75650728225406
logistic_growth,1.3253253253253254,312.67297900984016
logistic_growth,1.3383383383383383,315.61454018513604
logistic_growth,1.3513513513513513,318.5813618921436
logistic_growth,1.3643643643643644,321.5736155310999
logistic_growth,1.3773773773773774,324.59147280081123
logistic_growth,1.3903903903903905,327.6351056805476
logistic_growth,1.4034034034034033,330.7046864115804
logistic_growth,1.4164164164164164,333.80038747826796
logistic_growth,1.4294294294294294,336.92238158873516
logistic_growth,1.4424424424424425,340.07084165518035
logistic_growth,1.4554554554554555,343.24594077370836
logistic_growth,1.4684684684684686,346.4478522038078
logistic_growth,1.4814814814814814,349.6767493473457
logistic_growth,1.4944944944944945,352.93280572713604
logistic_growth,1.5075075075075075,356.21619496512716
logistic_growth,1.5205205205205206,359.52709076008927
logistic_growth,1.5335335335335336,362.86566686494075
logistic_growth,1.5465465465465464,366.23209706356835
logistic_growth,1.5595595595595595,369.62655514720257
logistic_growth,1.5725725725725725,373.0492148904045
logistic_growth,1.5855855855855856,376.5002500265309
logistic_growth,1.5985985985985987,379.97983422283085
logistic_growth,1.6116116116116117,383.48814105501816
logistic_growth,1.6246246246246245,387.02534398138215
logistic_growth,1.6376376376376376,390.5916163165059
logistic_growth,1.6506506506506506,394.1871312044417
logistic_growth,1.6636636636636637,397.81206159151617
logistic_growth,1.6766766766766767,401.46658019859075
logistic_growth,1.6896896896896898,405.1508594928527
logistic_growth,1.7027027027027026,408.8650716592081
logistic_growth,1.7157157157157157,412.60938857112103
