model,parameter,environments_fit,value_mean,value_sd,value_min,value_max,observed_span,coefficient_of_variation,lower_bound,upper_bound,bound_range_fraction,minimum_boundary_margin_fraction,near_optimization_bound,stability_class
stage2_direct_context_scaling,log_cis_context_scale,3,0.9344638809839143,3.4342859050260815e-5,0.9344242252660795,0.9344837088428317,5.948357675222837e-5,3.675140339731546e-5,-3.0,3.0,9.913929458704729e-6,0.3442527151928614,false,tight
stage2_direct_context_scaling,log_naive_context_scale,3,0.3604865599166778,1.3596465467777923e-5,0.3604787099936799,0.36050225976267347,2.3549768993547104e-5,3.771698304347487e-5,-3.0,3.0,3.924961498924517e-6,0.4399162900395544,false,tight
stage2_plus_asymmetric_competition,alpha_CN,3,0.6399405865738577,0.0014620731678580186,0.6385294977777982,0.641448801050685,0.0029193032728868085,0.0022847014215581028,0.0,4.0,0.0007298258182217021,0.15963237444444955,false,tight
stage2_plus_asymmetric_competition,alpha_NC,3,0.45507386630485236,0.001137140752193274,0.45378258321696663,0.45592573607310977,0.002143152856143138,0.0024988047795992474,0.0,4.0,0.0005357882140357845,0.11344564580424166,false,tight
stage2_plus_asymmetric_competition_death,alpha_CN,3,0.8965020855752801,0.3940194103716313,0.668656179454591,1.35147632223919,0.6828201427845989,0.4395075223040796,0.0,4.0,0.17070503569614973,0.16716404486364775,false,moderate
stage2_plus_asymmetric_competition_death,alpha_NC,3,1.3333348719753737,2.3093997440901513,3.4241569175942926e-7,3.999999999808211,3.9999996573925194,1.732047809316432,0.0,4.0,0.9999999143481298,4.7947201764486636e-11,true,broad
stage2_plus_asymmetric_competition_death,death_cis,3,0.02950335916330475,0.05110114725132639,3.157292989865006e-8,0.08850988140615883,0.08850984983322893,1.7320450518354606,0.0,1.0,0.08850984983322893,3.157292989865006e-8,true,tight
stage2_plus_asymmetric_competition_death,death_naive,3,0.13014311414061647,0.11270730790710456,7.163167789757098e-12,0.1953356604716739,0.19533566046451073,0.8660259027252649,0.0,1.0,0.19533566046451073,7.163167789757098e-12,true,moderate
