source_file,Day,Well,mean_value,n_tiles,n_channels
measure_25-75A2780cisIC50tre1uM_5000Thres.csv,9,A6,3447.36,3,1
measure_25-75A2780cisIC50tre1uM_5000Thres.csv,9,B3,2696.17,3,1
measure_25-75A2780cisIC50tre1uM_5000Thres.csv,9,B6,3690.3,3,1
measure_25-75A2780cisIC50tre1uM_5000Thres.csv,9,C3,2762.83,3,1
measure_25-75A2780cisIC50tre1uM_5000Thres.csv,9,C6,3313.84,3,1
measure_25-75A2780cisIC50tre1uM_5000Thres.csv,10,A3,3237.98,3,1
measure_25-75A2780cisIC50tre1uM_5000Thres.csv,10,A6,3866.81,3,1
measure_25-75A2780cisIC50tre1uM_5000Thres.csv,10,B3,2750.03,3,1
measure_25-75A2780cisIC50tre1uM_5000Thres.csv,10,B6,3380.54,3,1
measure_25-75A2780cisIC50tre1uM_5000Thres.csv,10,C3,2500.28,3,1
measure_25-75A2780cisIC50tre1uM_5000Thres.csv,10,C6,3427.78,3,1
measure_25-75A2780cisIC50tre1uM_5000Thres.csv,11,A3,3714.65,3,1
measure_25-75A2780cisIC50tre1uM_5000Thres.csv,11,A6,3718.08,3,1
measure_25-75A2780cisIC50tre1uM_5000Thres.csv,11,B3,3238.08,3,1
measure_25-75A2780cisIC50tre1uM_5000Thres.csv,11,B6,3809.81,3,1
measure_25-75A2780cisIC50tre1uM_5000Thres.csv,11,C3,3280.18,3,1
measure_25-75A2780cisIC50tre1uM_5000Thres.csv,11,C6,3983.88,3,1
measure_25-75A2780cisIC50tre1uM_5000Thres.csv,12,A3,2294.91,3,1
measure_25-75A2780cisIC50tre1uM_5000Thres.csv,12,A6,3075.27,3,1
measure_25-75A2780cisIC50tre1uM_5000Thres.csv,12,B3,3151.04,3,1
measure_25-75A2780cisIC50tre1uM_5000Thres.csv,12,B6,2309.79,3,1
measure_25-75A2780cisIC50tre1uM_5000Thres.csv,12,C3,2225.61,3,1
measure_25-75A2780cisIC50tre1uM_5000Thres.csv,12,C6,3404.22,3,1
measure_25-75A2780cisIC50tre1uM_5000Thres.csv,13,A3,3946.4,3,1
measure_25-75A2780cisIC50tre1uM_5000Thres.csv,13,A6,4139.24,3,1
measure_25-75A2780cisIC50tre1uM_5000Thres.csv,13,B3,3674.58,3,1
measure_25-75A2780cisIC50tre1uM_5000Thres.csv,13,B6,3989.53,3,1
measure_25-75A2780cisIC50tre1uM_5000Thres.csv,13,C3,3426.96,3,1
measure_25-75A2780cisIC50tre1uM_5000Thres.csv,13,C6,4335.36,3,1
measure_25-75A2780cisIC50tre1uM_5000Thres.csv,14,A3,2747.04,3,1
measure_25-75A2780cisIC50tre1uM_5000Thres.csv,14,A6,3590.48,3,1
measure_25-75A2780cisIC50tre1uM_5000Thres.csv,14,B3,3352.66,3,1
measure_25-75A2780cisIC50tre1uM_5000Thres.csv,14,B6,3158.12,3,1
measure_25-75A2780cisIC50tre1uM_5000Thres.csv,14,C3,2893.22,3,1
measure_25-75A2780cisIC50tre1uM_5000Thres.csv,14,C6,3645.91,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,1,A2,57.84,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,1,A5,77.8,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,1,B2,40.79,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,1,B5,44.62,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,1,C2,50.18,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,1,C5,48.94,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,2,A2,97.96,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,2,A5,131.42,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,2,B2,67.35,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,2,B5,61.6,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,2,C2,82.46,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,2,C5,74.24,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,3,A2,166.8,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,3,A5,186.38,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,3,B2,112.61,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,3,B5,98.43,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,3,C2,132.48,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,3,C5,124.92,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,4,A2,287.73,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,4,A5,364.46,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,4,B2,245.39,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,4,B5,249.38,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,4,C2,242.09,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,4,C5,279.2,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,5,A2,456.3,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,5,A5,592.92,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,5,B2,386.59,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,5,B5,410.08,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,5,C2,384.38,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,5,C5,407.2,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,6,A2,776.01,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,6,A5,1076.77,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,6,B2,614.56,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,6,B5,711.11,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,6,C2,626.92,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,6,C5,623.96,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,7,A2,1292.16,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,7,A5,1845.22,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,7,B2,1120.31,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,7,B5,1559.67,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,7,C2,1114.0,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,7,C5,1070.68,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,8,A2,1693.11,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,8,A5,1637.46,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,8,B2,1226.67,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,8,B5,1367.23,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,8,C2,1143.34,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,8,C5,934.58,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,9,A2,2761.39,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,9,A5,2725.99,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,9,B2,2075.85,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,9,B5,2429.94,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,9,C2,1626.82,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,9,C5,1792.26,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,10,A2,2766.78,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,10,A5,2752.49,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,10,B2,1988.76,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,10,B5,2358.55,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,10,C2,1778.8,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,10,C5,1792.62,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,11,A2,3227.32,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,11,A5,3204.06,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,11,B2,2595.23,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,11,B5,2804.05,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,11,C2,2289.33,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,11,C5,2149.35,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,12,A2,2336.94,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,12,A5,1961.45,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,12,B2,2346.35,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,12,B5,2764.93,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,12,C2,1625.98,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,12,C5,1785.05,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,13,A2,3481.45,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,13,A5,3332.59,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,13,B2,3441.56,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,13,B5,3714.91,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,13,C2,2852.41,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,13,C5,3291.01,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,14,A2,2067.81,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,14,A5,2346.81,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,14,B2,2372.42,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,14,B5,2694.58,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,14,C2,2162.17,3,1
measure_50-50A2780cisIC50tre1uM_5000Thres.csv,14,C5,2247.88,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,1,A1,22.75,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,1,A4,40.76,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,1,B1,21.93,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,1,B4,21.05,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,1,C1,30.99,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,1,C4,33.22,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,2,A1,36.74,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,2,A4,77.33,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,2,B1,23.82,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,2,B4,42.73,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,2,C1,35.64,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,2,C4,57.85,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,3,A1,55.87,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,3,A4,120.95,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,3,B1,47.97,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,3,B4,57.86,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,3,C1,64.33,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,3,C4,89.33,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,4,A1,88.81,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,4,A4,203.49,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,4,B1,77.08,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,4,B4,88.22,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,4,C1,130.93,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,4,C4,176.67,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,5,A1,123.87,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,5,A4,345.19,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,5,B1,129.47,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,5,B4,190.94,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,5,C1,227.39,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,5,C4,251.3,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,6,A1,181.75,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,6,A4,513.51,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,6,B1,231.37,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,6,B4,270.06,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,6,C1,407.39,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,6,C4,267.07,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,7,A1,542.65,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,7,A4,876.55,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,7,B1,418.97,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,7,B4,537.81,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,7,C1,570.1,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,7,C4,565.65,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,8,A1,562.87,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,8,A4,1032.41,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,8,B1,620.39,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,8,B4,448.08,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,8,C1,997.73,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,8,C4,659.31,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,9,A1,1004.43,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,9,A4,1697.54,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,9,B1,1033.03,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,9,B4,822.24,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,9,C1,1428.51,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,9,C4,1025.38,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,10,A1,1307.32,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,10,A4,1958.94,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,10,B1,1198.2,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,10,B4,1209.02,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,10,C1,1636.24,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,10,C4,839.31,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,11,A1,1686.73,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,11,A4,2099.37,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,11,B1,1765.41,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,11,B4,1512.84,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,11,C1,1991.49,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,11,C4,1259.98,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,12,A1,1596.83,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,12,A4,1601.31,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,12,B1,1409.37,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,12,B4,1038.25,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,12,C1,1784.33,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,12,C4,1322.21,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,13,A1,2378.01,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,13,A4,2804.32,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,13,B1,2737.72,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,13,B4,2248.9,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,13,C1,2318.55,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,13,C4,1832.48,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,14,A1,1673.08,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,14,A4,1623.01,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,14,B1,1958.88,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,14,B4,1633.13,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,14,C1,1766.64,3,1
measure_75-25A2780cisIC50tre1uM_5000Thres.csv,14,C4,1777.26,3,1
