Image,Area µm^2
25-75_A2780_20and30_IC50treat_Day1_TXR_Tile-0_A3.tif,6350
25-75_A2780_20and30_IC50treat_Day1_TXR_Tile-0_A6.tif,22468.7
25-75_A2780_20and30_IC50treat_Day1_TXR_Tile-0_B3.tif,6743.1
25-75_A2780_20and30_IC50treat_Day1_TXR_Tile-0_B6.tif,11029.4
25-75_A2780_20and30_IC50treat_Day1_TXR_Tile-0_C3.tif,17054.3
25-75_A2780_20and30_IC50treat_Day1_TXR_Tile-0_C6.tif,13619.8
25-75_A2780_20and30_IC50treat_Day1_TXR_Tile-1_A3.tif,14759.5
25-75_A2780_20and30_IC50treat_Day1_TXR_Tile-1_A6.tif,20747.3
25-75_A2780_20and30_IC50treat_Day1_TXR_Tile-1_B3.tif,8490.3
25-75_A2780_20and30_IC50treat_Day1_TXR_Tile-1_B6.tif,25798.1
25-75_A2780_20and30_IC50treat_Day1_TXR_Tile-1_C3.tif,14024.6
25-75_A2780_20and30_IC50treat_Day1_TXR_Tile-1_C6.tif,18095
25-75_A2780_20and30_IC50treat_Day1_TXR_Tile-2_A3.tif,13533.4
25-75_A2780_20and30_IC50treat_Day1_TXR_Tile-2_A6.tif,11543.9
25-75_A2780_20and30_IC50treat_Day1_TXR_Tile-2_B3.tif,10047.1
25-75_A2780_20and30_IC50treat_Day1_TXR_Tile-2_B6.tif,10183.2
25-75_A2780_20and30_IC50treat_Day1_TXR_Tile-2_C3.tif,11904.5
25-75_A2780_20and30_IC50treat_Day1_TXR_Tile-2_C6.tif,21832.8
25-75_A2780_20and30_IC50treat_Day1_TXR_Tile-3_A3.tif,7589.3
25-75_A2780_20and30_IC50treat_Day1_TXR_Tile-3_A6.tif,25943.8
25-75_A2780_20and30_IC50treat_Day1_TXR_Tile-3_B3.tif,6285.5
25-75_A2780_20and30_IC50treat_Day1_TXR_Tile-3_B6.tif,20313.1
25-75_A2780_20and30_IC50treat_Day1_TXR_Tile-3_C3.tif,6950.8
25-75_A2780_20and30_IC50treat_Day1_TXR_Tile-3_C6.tif,11401.2
25-75_A2780_20and30_IC50treat_Day1_TXR_Tile-4_A3.tif,15628.6
25-75_A2780_20and30_IC50treat_Day1_TXR_Tile-4_A6.tif,14167.3
