cell_line,r,K,IC50,n,SSR
A2780cis,0.7154804323554526,3914.898263966259,439.94385770355564,0.3626217463041689,1.3829875533946082e6
A2780Naive,0.7704052120028306,4068.5937140536134,0.8256235694188452,2.7581229488433454,2.18603173848328e6
