time,count,source_file,condition,density,cell_line,dose,mix
2.0,63.15,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,38.09,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,35.38,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,40.78,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,49.42,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,92.46,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,211.48,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,80.04,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,174.55,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,166.78,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,184.57,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,313.38,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,288.5,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,264.4,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,209.58,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,266.82,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,368.56,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,211.67,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,518.45,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,194.72,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,424.05,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,390.67,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,630.67,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,164.06,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,216.72,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,75.24,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,155.96,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,102.43,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,162.01,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,97.96,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,131.42,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,67.35,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,61.6,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,82.46,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,74.24,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,36.74,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,77.33,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,23.82,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,42.73,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,35.64,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,57.85,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,257.16,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,254.4,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,73.11,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,160.9,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,77.14,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,178.91,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,239.28,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,448.49,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,259.12,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,213.81,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,289.76,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,241.63,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,278.21,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,576.76,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,238.37,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,312.22,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,297.74,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,435.87,combined_well_day_averages.csv,coculture_treated,,,0.0,
2.0,151.65,measure_25-75A2780IC50tre1uM_2000Thres_day_averages.csv,coculture_treated,,,0.0,
2.0,166.94,measure_25-75A2780IC50tre1uM_2000Thres_day_averages.csv,coculture_treated,,,0.0,
2.0,92.46,measure_25-75A2780IC50tre1uM_2000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,211.48,measure_25-75A2780IC50tre1uM_2000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,80.04,measure_25-75A2780IC50tre1uM_2000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,174.55,measure_25-75A2780IC50tre1uM_2000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,166.78,measure_25-75A2780IC50tre1uM_2000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,184.57,measure_25-75A2780IC50tre1uM_2000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,257.16,measure_25-75A2780IC50tre1uM_2000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,254.4,measure_25-75A2780IC50tre1uM_2000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,73.11,measure_25-75A2780IC50tre1uM_2000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,160.9,measure_25-75A2780IC50tre1uM_2000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,77.14,measure_25-75A2780IC50tre1uM_2000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,178.91,measure_25-75A2780IC50tre1uM_2000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,143.34,measure_25-75A2780cisIC50tre1uM_5000Thres_day_averages.csv,coculture_treated,,,0.0,
2.0,146.07,measure_25-75A2780cisIC50tre1uM_5000Thres_day_averages.csv,coculture_treated,,,0.0,
2.0,102.11,measure_25-75A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,215.7,measure_25-75A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,44.89,measure_25-75A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,157.62,measure_25-75A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,158.26,measure_25-75A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,181.43,measure_25-75A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,164.06,measure_25-75A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,216.72,measure_25-75A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,coculture_treated,,,0.0,
