time,count,source_file,component,density,mix,replicate
13.0,504.87,measure_25-75A2780IC50tre1uM_2000Thres_well_day_averages.csv,sensitive,20k,25-75,1
13.0,1434.1,measure_25-75A2780IC50tre1uM_2000Thres_well_day_averages.csv,sensitive,20k,25-75,2
13.0,432.46,measure_25-75A2780IC50tre1uM_2000Thres_well_day_averages.csv,sensitive,20k,25-75,3
13.0,873.51,measure_25-75A2780IC50tre1uM_2000Thres_well_day_averages.csv,sensitive,20k,25-75,4
13.0,485.45,measure_25-75A2780IC50tre1uM_2000Thres_well_day_averages.csv,sensitive,20k,25-75,5
13.0,2901.24,measure_25-75A2780IC50tre1uM_2000Thres_well_day_averages.csv,sensitive,20k,25-75,6
14.0,177.04,measure_25-75A2780IC50tre1uM_2000Thres_well_day_averages.csv,sensitive,20k,25-75,1
14.0,763.04,measure_25-75A2780IC50tre1uM_2000Thres_well_day_averages.csv,sensitive,20k,25-75,2
14.0,386.31,measure_25-75A2780IC50tre1uM_2000Thres_well_day_averages.csv,sensitive,20k,25-75,3
14.0,295.73,measure_25-75A2780IC50tre1uM_2000Thres_well_day_averages.csv,sensitive,20k,25-75,4
14.0,458.47,measure_25-75A2780IC50tre1uM_2000Thres_well_day_averages.csv,sensitive,20k,25-75,5
14.0,348.23,measure_25-75A2780IC50tre1uM_2000Thres_well_day_averages.csv,sensitive,20k,25-75,6
1.0,48.04,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,1
1.0,47.14,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,2
1.0,64.3,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,3
1.0,31.31,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,4
1.0,49.51,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,5
1.0,67.39,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,6
2.0,76.37,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,1
2.0,101.03,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,2
2.0,107.36,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,3
2.0,76.32,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,4
2.0,73.06,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,5
2.0,104.74,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,6
3.0,117.85,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,1
3.0,137.34,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,2
3.0,166.49,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,3
3.0,134.9,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,4
3.0,109.99,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,5
3.0,185.18,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,6
4.0,193.85,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,1
4.0,245.25,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,2
4.0,350.56,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,3
4.0,266.88,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,4
4.0,226.95,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,5
4.0,334.55,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,6
5.0,376.61,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,1
5.0,499.81,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,2
5.0,585.97,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,3
5.0,614.19,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,4
5.0,381.04,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,5
5.0,561.24,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,6
6.0,570.06,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,1
6.0,637.82,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,2
6.0,746.0,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,3
6.0,737.47,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,4
6.0,494.87,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,5
6.0,655.2,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,6
7.0,920.3,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,1
7.0,1525.67,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,2
7.0,1132.89,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,3
7.0,1502.02,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,4
7.0,1025.73,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,5
7.0,1265.94,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,6
8.0,1192.51,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,1
8.0,1195.98,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,2
8.0,1232.31,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,3
8.0,1344.68,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,4
8.0,1041.35,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,5
8.0,951.63,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,6
9.0,2186.31,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,1
9.0,2338.93,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,2
9.0,2158.75,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,3
9.0,2666.06,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,4
9.0,1633.02,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,5
9.0,1866.16,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,6
10.0,2473.31,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,1
10.0,2615.98,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,2
10.0,2335.18,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,3
10.0,2726.83,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,4
10.0,1777.8,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,5
10.0,2062.31,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,6
11.0,3189.72,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,1
11.0,3536.23,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,2
11.0,3122.0,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,3
11.0,3935.72,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,4
11.0,2937.44,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,5
11.0,3193.65,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,6
12.0,1887.6,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,1
12.0,2459.1,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,2
12.0,2862.58,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,3
12.0,1700.97,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,4
12.0,1353.14,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,5
12.0,1371.34,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,6
13.0,2999.52,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,resistant,20k,50-50,1
