cell_line,model,pooling_mode,eligible_for_inheritance,diagnostic_model,bic,ssr,scaled_ssr,n_parameters,n_points,n_densities,n_mixes,n_monoculture_trajectories,n_coculture_component_trajectories,inherited_timing_hypothesis,parameter_scope,initial_condition_strategy,residual_scaling,boundary_issue,params,delta_bic,rank
A2780Naive+A2780cis,load_plus_tolerant_growth_context,linked_global,true,false,-1257.2697136820505,4.1975637123141505e7,6.038959438846162,16,336,2,3,12,12,cis_onset_only,one intrinsic lineage-specific drug vector shared across monoculture and coculture,fixed day-zero density totals; coculture split by nominal mix and inherited cis tolerant fraction,trajectory peak across combined 24-trajectory objective,true,"(names = [:naive_emax, :naive_ec50_effect, :naive_hill_n, :naive_lambda, :naive_log_contrast_density, :cis_emax_sensitive, :cis_emax_tolerant, :cis_f_tolerant0, :cis_log_contrast_density, :naive_t_onset, :cis_t_onset, :beta_naive, :beta_cis, :log_cis_tolerant_context, :cis_tolerant_logit_shift, :log_cis_tolerant_growth_context], values = [4.728100570548113, 1.625856539504498, 1.7426644196675973, 0.842774282785131, -0.048777971888491096, 4.999999999999977, 0.30372697362778217, 0.6756249137099752, 0.0480147139608418, 2.8726408785264996, 6.919734099916775, -2.922103713243805, -0.28833207316744547, -3.972508696570258, 2.981332725076694, 0.22678933788669742], package_api = ""GrowthParameterEstimation.run_joint_fit + profile_joint_fit_bounds_two_sided"")",0.0,1
A2780Naive+A2780cis,load_plus_tolerant_context,linked_global,true,false,-1163.325166178724,6.18700937207997e7,8.1265901283414,15,336,2,3,12,12,cis_onset_only,one intrinsic lineage-specific drug vector shared across monoculture and coculture,fixed day-zero density totals; coculture split by nominal mix and inherited cis tolerant fraction,trajectory peak across combined 24-trajectory objective,false,"(names = [:naive_emax, :naive_ec50_effect, :naive_hill_n, :naive_lambda, :naive_log_contrast_density, :cis_emax_sensitive, :cis_emax_tolerant, :cis_f_tolerant0, :cis_log_contrast_density, :naive_t_onset, :cis_t_onset, :beta_naive, :beta_cis, :log_cis_tolerant_context, :cis_tolerant_logit_shift], values = [4.728100359204826, 1.6865542615313882, 1.7677804897311458, 0.8713187002618826, -0.04879016416942501, 4.801417681714612, 0.2997397964285721, 0.679807814550987, 0.04879016393158886, 2.8073548448219743, 6.999966455939119, -2.2231142625188207, 0.1914909282359245, -3.677039280002909, 2.775780567147711], package_api = ""GrowthParameterEstimation.run_joint_fit"")",93.94454750332648,2
A2780Naive+A2780cis,fully_free_context_diagnostic,linked_global,false,true,-1114.3003693478718,6.45700098253384e7,8.329960670704752,22,336,2,3,12,12,cis_onset_only,separate monoculture and coculture intrinsic drug vectors; diagnostic only,fixed day-zero density totals; coculture split by nominal mix and inherited cis tolerant fraction,trajectory peak across combined 24-trajectory objective,false,"(names = [:naive_emax, :naive_ec50_effect, :naive_hill_n, :naive_lambda, :naive_log_contrast_density, :cis_emax_sensitive, :cis_emax_tolerant, :cis_f_tolerant0, :cis_log_contrast_density, :naive_t_onset, :cis_t_onset, :coculture_naive_emax, :coculture_naive_ec50_effect, :coculture_naive_hill_n, :coculture_naive_lambda, :coculture_naive_log_contrast_density, :coculture_cis_emax_sensitive, :coculture_cis_emax_tolerant, :coculture_cis_f_tolerant0, :coculture_cis_log_contrast_density, :coculture_naive_t_onset, :coculture_cis_t_onset], values = [4.990766617846501, 1.673721110473777, 1.760438878485924, 0.8666412574715198, -0.048775836740994616, 4.999967044153557, 0.2967709086000505, 0.6762867252376584, 0.04849986130427591, 2.795111172792256, 6.9078695393669, 4.794785755226713, 1.6823252723616564, 2.466921829475639, 1.4443463392132878, -0.04877566571798786, 4.999821566679498, 0.004603269782540149, 0.9210228294215367, 0.048767099949203016, 2.8049121623944444, 6.82848392357909], package_api = ""GrowthParameterEstimation.run_joint_fit"")",142.9693443341787,3
A2780Naive+A2780cis,load_scaled,linked_global,true,false,-1082.1808519964836,8.795570624758402e7,10.710965329846985,13,336,2,3,12,12,cis_onset_only,one intrinsic lineage-specific drug vector shared across monoculture and coculture,fixed day-zero density totals; coculture split by nominal mix and inherited cis tolerant fraction,trajectory peak across combined 24-trajectory objective,false,"(names = [:naive_emax, :naive_ec50_effect, :naive_hill_n, :naive_lambda, :naive_log_contrast_density, :cis_emax_sensitive, :cis_emax_tolerant, :cis_f_tolerant0, :cis_log_contrast_density, :naive_t_onset, :cis_t_onset, :beta_naive, :beta_cis], values = [4.728100359204826, 1.6827070135031201, 1.781739787346478, 0.8791194855607738, -0.04879016416943182, 4.999999999999977, 0.29923934231683363, 0.6804378652623848, 0.04879016416943182, 2.8079363699125155, 6.999426402460227, -2.0308156841219542, -1.929844814661544], package_api = ""GrowthParameterEstimation.run_joint_fit"")",175.08886168556683,4
A2780Naive+A2780cis,subpopulation_load_scaled,linked_global,true,false,-1051.8379476230746,9.578752583797386e7,11.522036810271889,14,336,2,3,12,12,cis_onset_only,one intrinsic lineage-specific drug vector shared across monoculture and coculture,fixed day-zero density totals; coculture split by nominal mix and inherited cis tolerant fraction,trajectory peak across combined 24-trajectory objective,false,"(names = [:naive_emax, :naive_ec50_effect, :naive_hill_n, :naive_lambda, :naive_log_contrast_density, :cis_emax_sensitive, :cis_emax_tolerant, :cis_f_tolerant0, :cis_log_contrast_density, :naive_t_onset, :cis_t_onset, :beta_naive, :beta_cis_sensitive, :beta_cis_tolerant], values = [4.728100359204826, 1.688272629321273, 1.7714402910834364, 0.8690000458833359, -0.04879016416943182, 4.999999999999977, 0.2987339834216421, 0.6774069815860801, 0.04879016416905486, 2.824790570582262, 6.999908285188359, -1.910348149624401, 0.6232527957061111, -1.256473433374361], package_api = ""GrowthParameterEstimation.run_joint_fit"")",205.43176605897588,5
