cell_line,winning_model,winning_pooling_mode,winning_bic,best_independent_bic,independent_bic_improvement,inadequacy_delta,inadequate_pooling,inheritance_allowed
A2780Naive+A2780cis,lv_asymmetric_competition_death,partial_5pct,-628.6081386168919,-623.2518061517798,-5.356332465112132,10.0,false,true
