time,observed,predicted,fixed_day0_anchor,model,route,density,mix,component
7.0,430.875,409.9200784311181,false,stage2_plus_asymmetric_competition,treatment_first,20k,75-25,resistant
8.0,525.69,448.2087930008173,false,stage2_plus_asymmetric_competition,treatment_first,20k,75-25,resistant
9.0,900.48,698.6047348677882,false,stage2_plus_asymmetric_competition,treatment_first,20k,75-25,resistant
10.0,1261.5033333333333,1084.276145384329,false,stage2_plus_asymmetric_competition,treatment_first,20k,75-25,resistant
11.0,1896.801666666667,1548.1545043555948,false,stage2_plus_asymmetric_competition,treatment_first,20k,75-25,resistant
12.0,1271.0700000000004,1995.3551079676945,false,stage2_plus_asymmetric_competition,treatment_first,20k,75-25,resistant
13.0,2274.6516666666666,2349.9633529056705,false,stage2_plus_asymmetric_competition,treatment_first,20k,75-25,resistant
14.0,1507.9783333333335,2597.0867379381643,false,stage2_plus_asymmetric_competition,treatment_first,20k,75-25,resistant
0.0,25.0,25.0,true,stage2_plus_asymmetric_competition,treatment_first,30k,25-75,sensitive
1.0,92.28666666666668,49.06857638254389,false,stage2_plus_asymmetric_competition,treatment_first,30k,25-75,sensitive
2.0,166.93666666666667,141.0336831957072,false,stage2_plus_asymmetric_competition,treatment_first,30k,25-75,sensitive
3.0,254.01833333333335,371.6857871656341,false,stage2_plus_asymmetric_competition,treatment_first,30k,25-75,sensitive
4.0,304.3333333333333,677.5370743876665,false,stage2_plus_asymmetric_competition,treatment_first,30k,25-75,sensitive
5.0,467.26833333333326,927.1717384628456,false,stage2_plus_asymmetric_competition,treatment_first,30k,25-75,sensitive
6.0,478.9883333333334,1048.382836484325,false,stage2_plus_asymmetric_competition,treatment_first,30k,25-75,sensitive
7.0,644.6283333333333,1044.1398222674034,false,stage2_plus_asymmetric_competition,treatment_first,30k,25-75,sensitive
8.0,433.00666666666666,1018.9105550417589,false,stage2_plus_asymmetric_competition,treatment_first,30k,25-75,sensitive
9.0,360.13166666666666,963.8699325379137,false,stage2_plus_asymmetric_competition,treatment_first,30k,25-75,sensitive
10.0,420.3900000000001,878.0910257830162,false,stage2_plus_asymmetric_competition,treatment_first,30k,25-75,sensitive
11.0,492.47499999999997,782.6346136858107,false,stage2_plus_asymmetric_competition,treatment_first,30k,25-75,sensitive
12.0,788.84,691.9445448338595,false,stage2_plus_asymmetric_competition,treatment_first,30k,25-75,sensitive
13.0,1077.7166666666667,611.9794264120482,false,stage2_plus_asymmetric_competition,treatment_first,30k,25-75,sensitive
14.0,921.545,543.6794613682603,false,stage2_plus_asymmetric_competition,treatment_first,30k,25-75,sensitive
0.0,75.0,75.0,true,stage2_plus_asymmetric_competition,treatment_first,30k,25-75,resistant
1.0,87.41333333333334,84.95399936347494,false,stage2_plus_asymmetric_competition,treatment_first,30k,25-75,resistant
2.0,146.07000000000002,118.912811508214,false,stage2_plus_asymmetric_competition,treatment_first,30k,25-75,resistant
3.0,261.51,193.43298730613452,false,stage2_plus_asymmetric_competition,treatment_first,30k,25-75,resistant
4.0,490.7949999999999,341.25364691452535,false,stage2_plus_asymmetric_competition,treatment_first,30k,25-75,resistant
5.0,872.2133333333333,612.1761237335388,false,stage2_plus_asymmetric_competition,treatment_first,30k,25-75,resistant
6.0,1398.1966666666667,1054.0166822995952,false,stage2_plus_asymmetric_competition,treatment_first,30k,25-75,resistant
7.0,2656.3349999999996,1494.9133066468266,false,stage2_plus_asymmetric_competition,treatment_first,30k,25-75,resistant
8.0,2187.6316666666667,1369.020371325008,false,stage2_plus_asymmetric_competition,treatment_first,30k,25-75,resistant
9.0,3209.313333333333,1748.3172645413679,false,stage2_plus_asymmetric_competition,treatment_first,30k,25-75,resistant
10.0,3193.9033333333336,2138.2479679225225,false,stage2_plus_asymmetric_competition,treatment_first,30k,25-75,resistant
11.0,3624.1133333333332,2436.1420601186423,false,stage2_plus_asymmetric_competition,treatment_first,30k,25-75,resistant
12.0,2743.473333333334,2639.4403981846235,false,stage2_plus_asymmetric_competition,treatment_first,30k,25-75,resistant
13.0,3918.6783333333333,2774.6585341681143,false,stage2_plus_asymmetric_competition,treatment_first,30k,25-75,resistant
14.0,3231.2383333333332,2867.152985911434,false,stage2_plus_asymmetric_competition,treatment_first,30k,25-75,resistant
0.0,50.0,50.0,true,stage2_plus_asymmetric_competition,treatment_first,30k,50-50,sensitive
1.0,165.45833333333334,95.79906158679745,false,stage2_plus_asymmetric_competition,treatment_first,30k,50-50,sensitive
2.0,282.01500000000004,256.7873823522613,false,stage2_plus_asymmetric_competition,treatment_first,30k,50-50,sensitive
3.0,432.8383333333333,607.4532158688122,false,stage2_plus_asymmetric_competition,treatment_first,30k,50-50,sensitive
4.0,607.8166666666667,991.2536150263226,false,stage2_plus_asymmetric_competition,treatment_first,30k,50-50,sensitive
5.0,879.0050000000001,1245.3244361002112,false,stage2_plus_asymmetric_competition,treatment_first,30k,50-50,sensitive
6.0,947.1116666666667,1337.913498973026,false,stage2_plus_asymmetric_competition,treatment_first,30k,50-50,sensitive
7.0,1412.7849999999999,1304.947748302583,false,stage2_plus_asymmetric_competition,treatment_first,30k,50-50,sensitive
8.0,1018.185,1248.123131967079,false,stage2_plus_asymmetric_competition,treatment_first,30k,50-50,sensitive
9.0,1172.4866666666667,1165.2816366418524,false,stage2_plus_asymmetric_competition,treatment_first,30k,50-50,sensitive
10.0,1294.5683333333334,1054.0928834463928,false,stage2_plus_asymmetric_competition,treatment_first,30k,50-50,sensitive
11.0,1082.5033333333333,932.8279661383496,false,stage2_plus_asymmetric_competition,treatment_first,30k,50-50,sensitive
12.0,1456.9150000000002,817.1111145647212,false,stage2_plus_asymmetric_competition,treatment_first,30k,50-50,sensitive
13.0,1700.3266666666666,714.9684444941439,false,stage2_plus_asymmetric_competition,treatment_first,30k,50-50,sensitive
14.0,1370.07,628.275210144736,false,stage2_plus_asymmetric_competition,treatment_first,30k,50-50,sensitive
0.0,50.0,50.0,true,stage2_plus_asymmetric_competition,treatment_first,30k,50-50,resistant
1.0,53.36166666666666,56.64227131872105,false,stage2_plus_asymmetric_competition,treatment_first,30k,50-50,resistant
2.0,85.83833333333332,79.15187473653367,false,stage2_plus_asymmetric_competition,treatment_first,30k,50-50,resistant
3.0,136.93666666666667,127.6004295170921,false,stage2_plus_asymmetric_competition,treatment_first,30k,50-50,resistant
4.0,278.0416666666667,221.4357034071882,false,stage2_plus_asymmetric_competition,treatment_first,30k,50-50,resistant
5.0,439.5783333333333,393.90195051674584,false,stage2_plus_asymmetric_competition,treatment_first,30k,50-50,resistant
6.0,738.2216666666667,693.1097727513059,false,stage2_plus_asymmetric_competition,treatment_first,30k,50-50,resistant
7.0,1333.6733333333334,1048.2172359615597,false,stage2_plus_asymmetric_competition,treatment_first,30k,50-50,resistant
8.0,1333.7316666666666,1016.8713433362757,false,stage2_plus_asymmetric_competition,treatment_first,30k,50-50,resistant
9.0,2235.375,1382.8235405539206,false,stage2_plus_asymmetric_competition,treatment_first,30k,50-50,resistant
10.0,2239.6666666666665,1808.8665184377148,false,stage2_plus_asymmetric_competition,treatment_first,30k,50-50,resistant
11.0,2711.556666666667,2180.6422683107535,false,stage2_plus_asymmetric_competition,treatment_first,30k,50-50,resistant
12.0,2136.7833333333333,2457.6070626370424,false,stage2_plus_asymmetric_competition,treatment_first,30k,50-50,resistant
13.0,3352.3216666666667,2648.024802442861,false,stage2_plus_asymmetric_competition,treatment_first,30k,50-50,resistant
14.0,2315.278333333333,2777.0884836266437,false,stage2_plus_asymmetric_competition,treatment_first,30k,50-50,resistant
0.0,75.0,75.0,true,stage2_plus_asymmetric_competition,treatment_first,30k,75-25,sensitive
1.0,218.08333333333334,140.87552823273856,false,stage2_plus_asymmetric_competition,treatment_first,30k,75-25,sensitive
2.0,356.52833333333336,358.89271751257706,false,stage2_plus_asymmetric_competition,treatment_first,30k,75-25,sensitive
3.0,545.945,791.4508466174306,false,stage2_plus_asymmetric_competition,treatment_first,30k,75-25,sensitive
4.0,755.7766666666666,1209.8881864734574,false,stage2_plus_asymmetric_competition,treatment_first,30k,75-25,sensitive
5.0,1013.1566666666666,1452.537435794601,false,stage2_plus_asymmetric_competition,treatment_first,30k,75-25,sensitive
6.0,1191.6316666666664,1527.537197791229,false,stage2_plus_asymmetric_competition,treatment_first,30k,75-25,sensitive
7.0,1758.6866666666667,1492.4027447273922,false,stage2_plus_asymmetric_competition,treatment_first,30k,75-25,sensitive
8.0,1400.4566666666667,1428.5505401999292,false,stage2_plus_asymmetric_competition,treatment_first,30k,75-25,sensitive
9.0,1660.7133333333334,1342.069695673472,false,stage2_plus_asymmetric_competition,treatment_first,30k,75-25,sensitive
10.0,2107.1266666666666,1228.3238501252422,false,stage2_plus_asymmetric_competition,treatment_first,30k,75-25,sensitive
11.0,1744.1750000000002,1096.916420942529,false,stage2_plus_asymmetric_competition,treatment_first,30k,75-25,sensitive
12.0,1827.7083333333333,962.5569474321562,false,stage2_plus_asymmetric_competition,treatment_first,30k,75-25,sensitive
13.0,1923.9083333333335,838.1100107883699,false,stage2_plus_asymmetric_competition,treatment_first,30k,75-25,sensitive
14.0,1647.07,730.0922029384808,false,stage2_plus_asymmetric_competition,treatment_first,30k,75-25,sensitive
0.0,25.0,25.0,true,stage2_plus_asymmetric_competition,treatment_first,30k,75-25,resistant
1.0,28.45,28.324785888600978,false,stage2_plus_asymmetric_competition,treatment_first,30k,75-25,resistant
2.0,45.685,39.531351105862335,false,stage2_plus_asymmetric_competition,treatment_first,30k,75-25,resistant
3.0,72.71833333333332,63.33718524678651,false,stage2_plus_asymmetric_competition,treatment_first,30k,75-25,resistant
4.0,127.53333333333332,108.99686555580757,false,stage2_plus_asymmetric_competition,treatment_first,30k,75-25,resistant
5.0,211.36,194.50420820025937,false,stage2_plus_asymmetric_competition,treatment_first,30k,75-25,resistant
6.0,311.8583333333333,353.6169423200224,false,stage2_plus_asymmetric_competition,treatment_first,30k,75-25,resistant
7.0,585.2883333333333,578.077645724903,false,stage2_plus_asymmetric_competition,treatment_first,30k,75-25,resistant
8.0,720.1316666666667,606.9841015298598,false,stage2_plus_asymmetric_competition,treatment_first,30k,75-25,resistant
9.0,1168.5216666666668,906.1364424832096,false,stage2_plus_asymmetric_competition,treatment_first,30k,75-25,resistant
10.0,1358.1716666666664,1322.8856015872834,false,stage2_plus_asymmetric_competition,treatment_first,30k,75-25,resistant
11.0,1719.3033333333333,1768.6356736444266,false,stage2_plus_asymmetric_competition,treatment_first,30k,75-25,resistant
12.0,1458.7166666666665,2156.403380967743,false,stage2_plus_asymmetric_competition,treatment_first,30k,75-25,resistant
13.0,2386.6633333333334,2444.688339689184,false,stage2_plus_asymmetric_competition,treatment_first,30k,75-25,resistant
14.0,1738.6666666666667,2641.576119654045,false,stage2_plus_asymmetric_competition,treatment_first,30k,75-25,resistant
0.0,16.75,16.75,true,stage2_plus_asymmetric_competition_death,treatment_first,20k,25-75,sensitive
1.0,99.62333333333333,32.396503957270276,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,25-75,sensitive
2.0,151.64666666666665,100.35962644399106,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,25-75,sensitive
3.0,256.715,278.16054105923814,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,25-75,sensitive
4.0,308.39166666666665,518.5056058539632,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,25-75,sensitive
5.0,458.41,725.6328923683891,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,25-75,sensitive
6.0,443.1983333333333,856.9979299137884,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,25-75,sensitive
7.0,684.745,922.4198830886879,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,25-75,sensitive
8.0,381.4466666666667,946.7817010186069,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,25-75,sensitive
9.0,434.4266666666667,950.1442512649996,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,25-75,sensitive
10.0,381.8066666666667,944.54151155643,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,25-75,sensitive
11.0,827.9266666666667,936.1745341084355,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,25-75,sensitive
12.0,564.2466666666667,927.8741189228551,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,25-75,sensitive
13.0,1105.2716666666665,920.7310629296394,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,25-75,sensitive
14.0,404.80333333333334,915.0093621717721,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,25-75,sensitive
0.0,50.25,50.25,true,stage2_plus_asymmetric_competition_death,treatment_first,20k,25-75,resistant
1.0,88.58666666666666,56.98926102073264,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,25-75,resistant
2.0,143.335,80.15540432939288,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,25-75,resistant
3.0,247.62666666666667,132.04450102656665,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,25-75,resistant
4.0,494.3083333333334,239.47540102694592,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,25-75,resistant
5.0,903.3716666666666,451.159160297547,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,25-75,resistant
6.0,1360.0966666666666,833.3964661493789,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,25-75,resistant
7.0,2438.3766666666666,1284.3111914231708,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,25-75,resistant
8.0,1945.3233333333335,1247.7922306132898,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,25-75,resistant
9.0,3250.286666666667,1648.7683357145952,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,25-75,resistant
10.0,3135.64,2057.0452744273307,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,25-75,resistant
11.0,3987.5866666666666,2349.957721610808,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,25-75,resistant
12.0,2308.2483333333334,2524.5304258813408,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,25-75,resistant
13.0,3826.773333333333,2619.306936322257,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,25-75,resistant
14.0,2159.3716666666664,2669.5496721652744,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,25-75,resistant
0.0,33.5,33.5,true,stage2_plus_asymmetric_competition_death,treatment_first,20k,50-50,sensitive
1.0,154.28,61.648294750502714,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,50-50,sensitive
2.0,285.20666666666665,173.0886390255244,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,50-50,sensitive
3.0,425.075,424.5063007876866,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,50-50,sensitive
4.0,562.615,703.7478490814775,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,50-50,sensitive
5.0,850.4516666666667,896.2054181901402,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,50-50,sensitive
6.0,932.2550000000001,988.2499696465743,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,50-50,sensitive
7.0,1392.045,1014.5215914364856,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,50-50,sensitive
8.0,999.73,1008.6968461905683,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,50-50,sensitive
9.0,1287.6316666666664,991.0604540740622,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,50-50,sensitive
10.0,1285.185,971.4589244363791,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,50-50,sensitive
11.0,1589.9216666666669,953.9019002149357,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,50-50,sensitive
12.0,1183.66,939.5860870693663,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,50-50,sensitive
13.0,1283.0133333333333,928.4964946141222,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,50-50,sensitive
14.0,1010.3066666666667,920.1748982670568,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,50-50,sensitive
0.0,33.5,33.5,true,stage2_plus_asymmetric_competition_death,treatment_first,20k,50-50,resistant
1.0,51.281666666666666,37.99604521838992,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,50-50,resistant
2.0,89.81333333333333,53.385673782472075,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,50-50,resistant
3.0,141.95833333333334,87.44011177142352,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,50-50,resistant
4.0,269.67333333333335,157.05407203281985,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,50-50,resistant
5.0,503.14333333333326,295.55628051969086,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,50-50,resistant
6.0,640.2366666666667,560.3811538535177,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,50-50,resistant
7.0,1228.7583333333334,923.1571128607909,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,50-50,resistant
8.0,1159.7433333333333,960.315525480422,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,50-50,resistant
9.0,2141.5383333333334,1363.58654208397,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,50-50,resistant
10.0,2331.901666666666,1824.6941373506816,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,50-50,resistant
11.0,3319.126666666667,2198.0134680054703,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,50-50,resistant
12.0,1939.1216666666667,2439.35709650607,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,50-50,resistant
13.0,3037.8416666666667,2575.3563007903113,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,50-50,resistant
14.0,1923.26,2647.5265386442943,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,50-50,resistant
0.0,50.25,50.25,true,stage2_plus_asymmetric_competition_death,treatment_first,20k,75-25,sensitive
1.0,216.94833333333335,89.38284276426376,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,75-25,sensitive
2.0,395.03833333333336,235.24169364790987,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,75-25,sensitive
3.0,575.9033333333333,534.6734487125339,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,75-25,sensitive
4.0,750.965,827.4964129206907,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,75-25,sensitive
5.0,1098.7666666666667,999.8522481468074,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,75-25,sensitive
6.0,1222.9466666666665,1062.741951888641,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,75-25,sensitive
7.0,1636.885,1064.4052619203994,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,75-25,sensitive
8.0,1417.09,1041.1969757900526,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,75-25,sensitive
9.0,1830.3733333333337,1012.0960050298405,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,75-25,sensitive
10.0,2137.61,985.1081799529927,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,75-25,sensitive
11.0,2132.978333333333,962.809304288548,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,75-25,sensitive
12.0,1500.195,945.4353126709739,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,75-25,sensitive
13.0,1762.6516666666669,932.3590596181883,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,75-25,sensitive
14.0,1454.5266666666666,922.7373242573323,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,75-25,sensitive
0.0,16.75,16.75,true,stage2_plus_asymmetric_competition_death,treatment_first,20k,75-25,resistant
1.0,26.93166666666667,18.999971678559483,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,75-25,resistant
2.0,42.105,26.677119732379165,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,75-25,resistant
3.0,64.44166666666668,43.538879569787156,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,75-25,resistant
4.0,128.0016666666667,77.90393225885191,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,75-25,resistant
5.0,186.15166666666664,147.6527648407741,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,75-25,resistant
6.0,262.3983333333333,289.7549837486604,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,75-25,resistant
7.0,430.875,517.1324675692874,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,75-25,resistant
8.0,525.69,589.7180005345617,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,75-25,resistant
9.0,900.48,933.8658376862259,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,75-25,resistant
10.0,1261.5033333333333,1412.3355470276756,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,75-25,resistant
11.0,1896.801666666667,1892.731051101818,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,75-25,resistant
12.0,1271.0700000000004,2257.957007746704,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,75-25,resistant
13.0,2274.6516666666666,2482.2260219313907,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,75-25,resistant
14.0,1507.9783333333335,2603.4456552223,false,stage2_plus_asymmetric_competition_death,treatment_first,20k,75-25,resistant
0.0,25.0,25.0,true,stage2_plus_asymmetric_competition_death,treatment_first,30k,25-75,sensitive
1.0,92.28666666666668,42.82864603465078,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,25-75,sensitive
2.0,166.93666666666667,111.74412801139691,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,25-75,sensitive
3.0,254.01833333333335,274.52707417377013,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,25-75,sensitive
4.0,304.3333333333333,483.11557978722794,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,25-75,sensitive
5.0,467.26833333333326,663.7112920669113,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,25-75,sensitive
6.0,478.9883333333334,784.4191027216567,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,25-75,sensitive
7.0,644.6283333333333,851.0657635344033,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,25-75,sensitive
8.0,433.00666666666666,881.7114185589506,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,25-75,sensitive
9.0,360.13166666666666,892.1291430913018,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,25-75,sensitive
10.0,420.3900000000001,892.5672016350828,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,25-75,sensitive
11.0,492.47499999999997,888.7980101445808,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,25-75,sensitive
12.0,788.84,883.7752097150193,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,25-75,sensitive
13.0,1077.7166666666667,878.8697271343923,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,25-75,sensitive
14.0,921.545,874.6250770738524,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,25-75,sensitive
0.0,75.0,75.0,true,stage2_plus_asymmetric_competition_death,treatment_first,30k,25-75,resistant
1.0,87.41333333333334,84.95802987834797,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,25-75,resistant
2.0,146.07000000000002,119.01540155913148,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,25-75,resistant
3.0,261.51,194.53400443068602,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,25-75,resistant
4.0,490.7949999999999,348.2586368821278,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,25-75,resistant
5.0,872.2133333333333,640.5303672817486,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,25-75,resistant
6.0,1398.1966666666667,1129.6656068095895,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,25-75,resistant
7.0,2656.3349999999996,1611.4391612167396,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,25-75,resistant
8.0,2187.6316666666667,1467.5614160798957,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,25-75,resistant
9.0,3209.313333333333,1844.859546352571,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,25-75,resistant
10.0,3193.9033333333336,2199.5137078774947,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,25-75,resistant
11.0,3624.1133333333332,2435.647384761622,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,25-75,resistant
12.0,2743.473333333334,2570.6175774420717,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,25-75,resistant
13.0,3918.6783333333333,2643.112797077845,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,25-75,resistant
14.0,3231.2383333333332,2682.111034245459,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,25-75,resistant
0.0,50.0,50.0,true,stage2_plus_asymmetric_competition_death,treatment_first,30k,50-50,sensitive
1.0,165.45833333333334,81.55396755694403,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,50-50,sensitive
2.0,282.01500000000004,193.71734726133766,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,50-50,sensitive
3.0,432.8383333333333,423.9754444641916,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,50-50,sensitive
4.0,607.8166666666667,667.5409683955872,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,50-50,sensitive
5.0,879.0050000000001,836.7589443893834,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,50-50,sensitive
6.0,947.1116666666667,922.9288216034051,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,50-50,sensitive
7.0,1412.7849999999999,952.8711612199705,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,50-50,sensitive
8.0,1018.185,953.4324040440727,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,50-50,sensitive
9.0,1172.4866666666667,941.7044693888321,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,50-50,sensitive
10.0,1294.5683333333334,926.5986397181796,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,50-50,sensitive
11.0,1082.5033333333333,912.134341636796,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,50-50,sensitive
12.0,1456.9150000000002,899.801317162554,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,50-50,sensitive
13.0,1700.3266666666666,889.901456752717,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,50-50,sensitive
14.0,1370.07,882.2372655023431,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,50-50,sensitive
0.0,50.0,50.0,true,stage2_plus_asymmetric_competition_death,treatment_first,30k,50-50,resistant
1.0,53.36166666666666,56.64905569585553,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,50-50,resistant
2.0,85.83833333333332,79.31089092181271,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,50-50,resistant
3.0,136.93666666666667,129.12565467485683,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,50-50,resistant
4.0,278.0416666666667,230.09706167130497,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,50-50,resistant
5.0,439.5783333333333,426.9189383351934,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,50-50,resistant
6.0,738.2216666666667,784.4314565372003,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,50-50,resistant
7.0,1333.6733333333334,1212.884490923559,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,50-50,resistant
8.0,1333.7316666666666,1184.0726169113495,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,50-50,resistant
9.0,2235.375,1588.8529776114235,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,50-50,resistant
10.0,2239.6666666666665,2007.0325741905651,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,50-50,resistant
11.0,2711.556666666667,2314.9689142189036,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,50-50,resistant
12.0,2136.7833333333333,2502.9005685083903,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,50-50,resistant
13.0,3352.3216666666667,2606.8053770369506,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,50-50,resistant
14.0,2315.278333333333,2662.630571406817,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,50-50,resistant
0.0,75.0,75.0,true,stage2_plus_asymmetric_competition_death,treatment_first,30k,75-25,sensitive
