workbook,sheet,series,day,value
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,SD Cells,3.0,38.789503557623824
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,SEM Cells,3.0,22.39513032072606
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,N Samples,4.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,Mean Cells,4.0,96.98656684027776
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,SD Cells,4.0,44.103290910458675
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,SEM Cells,4.0,25.463046879301693
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,N Samples,5.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,Mean Cells,5.0,102.9873480902778
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,SD Cells,5.0,41.37838343397159
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,SEM Cells,5.0,23.88982081423505
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,N Samples,6.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,Mean Cells,6.0,71.44401041666667
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,SD Cells,6.0,22.267204611765447
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,SEM Cells,6.0,12.855976576703258
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,N Samples,7.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,Mean Cells,7.0,107.61582031250002
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,SD Cells,7.0,23.782157026970665
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,SEM Cells,7.0,13.730634761431464
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,N Samples,8.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,Mean Cells,8.0,11.298784722222221
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,SD Cells,8.0,3.1447254406570986
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,SEM Cells,8.0,1.8156080796908405
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,N Samples,9.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,Mean Cells,9.0,17.301236979166667
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,SD Cells,9.0,5.506598797288318
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,SEM Cells,9.0,3.1792362979336803
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,N Samples,10.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,Mean Cells,10.0,15.080555555555557
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,SD Cells,10.0,4.768376692938808
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,SEM Cells,10.0,2.753023567265758
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,N Samples,11.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,Mean Cells,11.0,11.542951388888888
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,SD Cells,11.0,3.4523554670931476
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,SEM Cells,11.0,1.993218358264505
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,N Samples,13.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,Mean Cells,13.0,12.920117187499997
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,SD Cells,13.0,4.0538091012449335
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,SEM Cells,13.0,2.3404677758471175
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,N Samples,14.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,Mean Cells,14.0,10.79890625
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,SD Cells,14.0,1.9427688951040556
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 1-1,SEM Cells,14.0,1.1216581445615583
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,N Samples,0.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,Mean Cells,0.0,66.5
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,SD Cells,0.0,0.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,SEM Cells,0.0,0.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,N Samples,1.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,Mean Cells,1.0,40.53331163194445
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,SD Cells,1.0,20.719810441091187
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,SEM Cells,1.0,11.962588135722017
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,N Samples,2.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,Mean Cells,2.0,61.15253906250001
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,SD Cells,2.0,28.61873240878902
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,SEM Cells,2.0,16.523032860080207
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,N Samples,3.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,Mean Cells,3.0,67.94348958333333
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,SD Cells,3.0,27.715517320809806
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,SEM Cells,3.0,16.00156138589928
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,N Samples,4.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,Mean Cells,4.0,67.70230034722222
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,SD Cells,4.0,10.833083839543177
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,SEM Cells,4.0,6.254483870914038
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,N Samples,5.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,Mean Cells,5.0,54.00629340277778
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,SD Cells,5.0,6.487434982510835
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,SEM Cells,5.0,3.745522333502826
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,N Samples,6.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,Mean Cells,6.0,46.13140190972223
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,SD Cells,6.0,6.4074392082161395
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,SEM Cells,6.0,3.699336751679751
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,N Samples,7.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,Mean Cells,7.0,47.78532986111111
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,SD Cells,7.0,12.203852917711927
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,SEM Cells,7.0,7.0458977671915815
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,N Samples,8.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,Mean Cells,8.0,39.71807725694444
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,SD Cells,8.0,9.621990573459655
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,SEM Cells,8.0,5.555258847726974
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,N Samples,9.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,Mean Cells,9.0,39.57654079861111
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,SD Cells,9.0,13.17024397807468
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,SEM Cells,9.0,7.603843906034465
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,N Samples,10.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,Mean Cells,10.0,35.50470920138889
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,SD Cells,10.0,14.434628934662891
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,SEM Cells,10.0,8.333836901079982
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,N Samples,11.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,Mean Cells,11.0,27.703624131944448
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,SD Cells,11.0,7.707380162964788
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,SEM Cells,11.0,4.449858011834502
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,N Samples,12.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,Mean Cells,12.0,35.05766059027778
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,SD Cells,12.0,13.511964159225258
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,SEM Cells,12.0,7.801136144609278
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,N Samples,13.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,Mean Cells,13.0,25.720377604166668
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,SD Cells,13.0,7.5246335624394085
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,SEM Cells,13.0,4.3443492128276855
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,N Samples,14.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,Mean Cells,14.0,28.30431857638889
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,SD Cells,14.0,7.1683443661676485
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 40k 1-1,SEM Cells,14.0,4.138645549450829
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,N Samples,0.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,Mean Cells,0.0,75.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,SD Cells,0.0,0.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,SEM Cells,0.0,0.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,N Samples,1.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,Mean Cells,1.0,87.6945529513889
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,SD Cells,1.0,33.49431495180283
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,SEM Cells,1.0,19.33795175374547
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,N Samples,2.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,Mean Cells,2.0,85.21959635416665
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,SD Cells,2.0,33.554617876806915
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,SEM Cells,2.0,19.3727676637295
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,N Samples,3.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,Mean Cells,3.0,149.34016927083334
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,SD Cells,3.0,24.22308651085997
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,SEM Cells,3.0,13.985205517648598
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,N Samples,4.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,Mean Cells,4.0,115.46171875
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,SD Cells,4.0,25.924933617152377
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,SEM Cells,4.0,14.967767402586103
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,N Samples,5.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,N Samples,6.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,Mean Cells,6.0,115.26286892361111
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,SD Cells,6.0,34.35621196088359
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,SEM Cells,6.0,19.835568223951984
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,N Samples,7.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,Mean Cells,7.0,246.58604600694443
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,SD Cells,7.0,47.65182352090804
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,SEM Cells,7.0,27.5117931371728
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,N Samples,8.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,Mean Cells,8.0,20.250195312499997
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,SD Cells,8.0,1.4247642232802198
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,SEM Cells,8.0,0.822588007842583
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,N Samples,9.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,Mean Cells,9.0,19.386430121527777
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,SD Cells,9.0,8.270066045820867
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,SEM Cells,9.0,4.774724857770662
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,N Samples,10.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,Mean Cells,10.0,23.746983506944446
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,SD Cells,10.0,4.937355510387715
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,SEM Cells,10.0,2.8505835330072298
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,N Samples,11.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,Mean Cells,11.0,13.864887152777776
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,SD Cells,11.0,4.153037654835384
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,SEM Cells,11.0,2.397757407973861
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,N Samples,13.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,Mean Cells,13.0,14.879722222222222
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,SD Cells,13.0,7.155210979040662
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,SEM Cells,13.0,4.131062984857692
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,N Samples,14.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,Mean Cells,14.0,14.801345486111112
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,SD Cells,14.0,5.185368989764698
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 30k 3-1,SEM Cells,14.0,2.9937741820881865
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,N Samples,0.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,Mean Cells,0.0,25.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,SD Cells,0.0,0.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,SEM Cells,0.0,0.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,N Samples,1.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,Mean Cells,1.0,16.028819444444448
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,SD Cells,1.0,7.594868009851488
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,SEM Cells,1.0,4.384899089947434
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,N Samples,2.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,Mean Cells,2.0,22.801236979166664
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,SD Cells,2.0,12.40491071969687
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,SEM Cells,2.0,7.161978543290263
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,N Samples,3.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,Mean Cells,3.0,35.36543185763889
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,SD Cells,3.0,21.408036229492843
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,SEM Cells,3.0,12.359935479918954
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,N Samples,4.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,Mean Cells,4.0,37.583658854166664
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,SD Cells,4.0,15.65109972802013
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,SEM Cells,4.0,9.036166641086101
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,N Samples,5.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,N Samples,6.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,Mean Cells,6.0,27.016601562500004
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,SD Cells,6.0,5.97637833889284
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,SEM Cells,6.0,3.45046364273883
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,N Samples,7.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,Mean Cells,7.0,23.316753472222228
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,SD Cells,7.0,4.639080841042274
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,SEM Cells,7.0,2.6783745723681927
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,N Samples,8.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,Mean Cells,8.0,20.24526909722222
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,SD Cells,8.0,6.2604299116990765
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,SEM Cells,8.0,3.614460894762247
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,N Samples,9.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,Mean Cells,9.0,17.817161458333334
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,SD Cells,9.0,4.912440487463129
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,SEM Cells,9.0,2.836198837814854
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,N Samples,10.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,Mean Cells,10.0,19.28793402777778
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,SD Cells,10.0,1.8559617050453876
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,SEM Cells,10.0,1.0715399900135913
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,N Samples,11.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,Mean Cells,11.0,13.809275173611113
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,SD Cells,11.0,1.959310618807809
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,SEM Cells,11.0,1.1312085131947809
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,N Samples,13.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,Mean Cells,13.0,12.99048828125
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,SD Cells,13.0,6.467892751942979
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,SEM Cells,13.0,3.7342396214239084
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,N Samples,14.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,Mean Cells,14.0,11.990405815972224
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,SD Cells,14.0,3.7012579745757885
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu-cpr 30k 3-1,SEM Cells,14.0,2.1369222879615806
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,N Samples,0.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,Mean Cells,0.0,99.75
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,SD Cells,0.0,0.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,SEM Cells,0.0,0.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,N Samples,1.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,Mean Cells,1.0,95.94930555555555
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,SD Cells,1.0,20.043986843505436
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,SEM Cells,1.0,11.572401199731182
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,N Samples,2.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,Mean Cells,2.0,99.36983506944443
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,SD Cells,2.0,27.35042736102627
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,SEM Cells,2.0,15.790776599339823
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,N Samples,3.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,Mean Cells,3.0,176.24453125
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,SD Cells,3.0,37.19935994486363
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,SEM Cells,3.0,21.477060477848802
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,N Samples,4.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,Mean Cells,4.0,162.68517795138885
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,SD Cells,4.0,25.304968459931594
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,SEM Cells,4.0,14.609830352176497
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,N Samples,5.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,N Samples,6.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,Mean Cells,6.0,166.53756510416667
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,SD Cells,6.0,11.600607984511733
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,SEM Cells,6.0,6.6976141426211715
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,N Samples,7.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,Mean Cells,7.0,285.3233506944444
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,SD Cells,7.0,34.76268814978712
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,SEM Cells,7.0,20.070247361034607
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,N Samples,8.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,Mean Cells,8.0,23.97845052083333
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,SD Cells,8.0,4.372542005545238
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,SEM Cells,8.0,2.5244883039444894
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,N Samples,9.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,Mean Cells,9.0,31.54411892361111
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,SD Cells,9.0,5.253162455391119
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,SEM Cells,9.0,3.0329147577168984
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,N Samples,10.0,3.0
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,Mean Cells,10.0,29.206749131944445
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,SD Cells,10.0,6.295890506687049
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,SEM Cells,10.0,3.6349340788241773
ALL Tyknu-cpr LR data.xlsx,1 - Tyknu 40k 3-1,N Samples,11.0,3.0
