workbook,sheet,series,day,value
ALL A2780-cis LR data.xlsx,1 - mono A2780 20k,Mean Cells,9.0,982.5601386481802
ALL A2780-cis LR data.xlsx,1 - mono A2780 20k,SD Cells,9.0,201.1332524027991
ALL A2780-cis LR data.xlsx,1 - mono A2780 20k,SEM Cells,9.0,116.124337417741
ALL A2780-cis LR data.xlsx,1 - mono A2780 20k,N Samples,10.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780 20k,Mean Cells,10.0,1367.513728
ALL A2780-cis LR data.xlsx,1 - mono A2780 20k,SD Cells,10.0,340.08735903036836
ALL A2780-cis LR data.xlsx,1 - mono A2780 20k,SEM Cells,10.0,196.3495282841721
ALL A2780-cis LR data.xlsx,1 - mono A2780 20k,N Samples,11.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780 20k,Mean Cells,11.0,1579.1276718659735
ALL A2780-cis LR data.xlsx,1 - mono A2780 20k,SD Cells,11.0,392.4490078527225
ALL A2780-cis LR data.xlsx,1 - mono A2780 20k,SEM Cells,11.0,226.58054032697092
ALL A2780-cis LR data.xlsx,1 - mono A2780 20k,N Samples,12.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780 20k,Mean Cells,12.0,2476.1967263624106
ALL A2780-cis LR data.xlsx,1 - mono A2780 20k,SD Cells,12.0,481.531043071258
ALL A2780-cis LR data.xlsx,1 - mono A2780 20k,SEM Cells,12.0,278.0120773403521
ALL A2780-cis LR data.xlsx,1 - mono A2780 20k,N Samples,13.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780 20k,Mean Cells,13.0,2752.389647602542
ALL A2780-cis LR data.xlsx,1 - mono A2780 20k,SD Cells,13.0,313.47172655298215
ALL A2780-cis LR data.xlsx,1 - mono A2780 20k,SEM Cells,13.0,180.98298570870102
ALL A2780-cis LR data.xlsx,1 - mono A2780 20k,N Samples,14.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780 20k,Mean Cells,14.0,2747.744409782399
ALL A2780-cis LR data.xlsx,1 - mono A2780 20k,SD Cells,14.0,432.89726260181214
ALL A2780-cis LR data.xlsx,1 - mono A2780 20k,SEM Cells,14.0,249.93335109460838
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,N Samples,0.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,Mean Cells,0.0,66.58
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,SD Cells,0.0,0.0
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,SEM Cells,0.0,0.0
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,N Samples,1.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,Mean Cells,1.0,238.81093009820907
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,SD Cells,1.0,92.79883026799625
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,SEM Cells,1.0,53.57742963571003
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,N Samples,2.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,Mean Cells,2.0,162.15476988253417
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,SD Cells,2.0,51.8849750534148
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,SEM Cells,2.0,29.955804313986054
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,N Samples,3.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,Mean Cells,3.0,233.8010783747352
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,SD Cells,3.0,105.59979884395884
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,SEM Cells,3.0,60.96807228892997
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,N Samples,4.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,Mean Cells,4.0,250.53853264009243
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,SD Cells,4.0,129.88671525478395
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,SEM Cells,4.0,74.99013001650579
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,N Samples,5.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,Mean Cells,5.0,183.1105719237435
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,SD Cells,5.0,76.96036811782008
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,SEM Cells,5.0,44.43308924975612
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,N Samples,6.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,Mean Cells,6.0,129.18710571923742
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,SD Cells,6.0,23.58257941191215
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,SEM Cells,6.0,13.615408571653207
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,N Samples,7.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,Mean Cells,7.0,89.23256306566532
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,SD Cells,7.0,20.09294324995812
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,SEM Cells,7.0,11.600666194175195
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,N Samples,8.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,Mean Cells,8.0,45.77883304448296
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,SD Cells,8.0,5.564516929943599
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,SEM Cells,8.0,3.212675347413167
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,N Samples,9.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,Mean Cells,9.0,19.873995763527827
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,SD Cells,9.0,4.690354770909406
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,SEM Cells,9.0,2.707977589579391
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,N Samples,10.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,Mean Cells,10.0,8.366175967648758
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,SD Cells,10.0,2.0251170897061836
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,SEM Cells,10.0,1.1692018968823767
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,N Samples,11.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,Mean Cells,11.0,6.406006162141344
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,SD Cells,11.0,2.5179093820359535
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 20k,SEM Cells,11.0,1.453715659513542
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,N Samples,0.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,Mean Cells,0.0,99.8
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,SD Cells,0.0,0.0
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,SEM Cells,0.0,0.0
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,N Samples,1.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,Mean Cells,1.0,725.6057384941267
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,SD Cells,1.0,193.45887135389975
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,SEM Cells,1.0,111.69353145329521
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,N Samples,2.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,Mean Cells,2.0,731.2704024648565
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,SD Cells,2.0,368.79308795367524
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,SEM Cells,2.0,212.92278860532775
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,N Samples,3.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,Mean Cells,3.0,1024.6360870402464
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,SD Cells,3.0,503.0762110235703
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,SEM Cells,3.0,290.4511858573553
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,N Samples,4.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,Mean Cells,4.0,1486.1234618029764
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,SD Cells,4.0,693.0358973004348
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,SEM Cells,4.0,400.12446186447994
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,N Samples,5.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,Mean Cells,5.0,2130.3312150972465
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,SD Cells,5.0,506.52498299498956
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,SEM Cells,5.0,292.44233528342784
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,N Samples,6.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,Mean Cells,6.0,2794.9158097438863
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,SD Cells,6.0,519.4135364445481
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,SEM Cells,6.0,299.88354508699535
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,N Samples,7.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,Mean Cells,7.0,2814.22491815906
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,SD Cells,7.0,458.05588786536356
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,SEM Cells,7.0,264.4586901629607
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,N Samples,8.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,Mean Cells,8.0,868.2260350471788
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,SD Cells,8.0,301.017794680681
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,SEM Cells,8.0,173.7927047897587
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,N Samples,9.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,Mean Cells,9.0,1286.093895628731
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,SD Cells,9.0,273.4864575292511
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,SEM Cells,9.0,157.89747987423027
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,N Samples,10.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,Mean Cells,10.0,2192.8662430194495
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,SD Cells,10.0,770.7031068230706
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,SEM Cells,10.0,444.96564618958075
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,N Samples,11.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,Mean Cells,11.0,2247.1252840362026
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,SD Cells,11.0,460.1603892644517
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,SEM Cells,11.0,265.6737246122342
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,N Samples,12.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,Mean Cells,12.0,2921.288072405161
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,SD Cells,12.0,348.1956816960525
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,SEM Cells,12.0,201.03087055788114
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,N Samples,13.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,Mean Cells,13.0,3215.3749470440976
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,SD Cells,13.0,326.9451237355749
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,SEM Cells,13.0,188.76185519896967
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,N Samples,14.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,Mean Cells,14.0,3017.9614481032154
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,SD Cells,14.0,282.4632942860799
ALL A2780-cis LR data.xlsx,1 - mono A2780 30k,SEM Cells,14.0,163.08025899225672
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,N Samples,0.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,Mean Cells,0.0,99.8
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,SD Cells,0.0,0.0
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,SEM Cells,0.0,0.0
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,N Samples,1.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,Mean Cells,1.0,512.7865742345465
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,SD Cells,1.0,226.84811170085467
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,SEM Cells,1.0,130.97081835564674
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,N Samples,2.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,Mean Cells,2.0,470.36187175043324
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,SD Cells,2.0,96.13682496186543
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,SEM Cells,2.0,55.50462177076894
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,N Samples,3.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,Mean Cells,3.0,539.6246485653766
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,SD Cells,3.0,162.46037891667726
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,SEM Cells,3.0,93.79654350019223
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,N Samples,4.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,Mean Cells,4.0,450.96896591565564
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,SD Cells,4.0,135.4051617241282
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,SEM Cells,4.0,78.17620657109023
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,N Samples,5.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,Mean Cells,5.0,432.48033891777396
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,SD Cells,5.0,110.311969131467
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,SEM Cells,5.0,63.68864507289016
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,N Samples,6.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,Mean Cells,6.0,284.0470633545157
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,SD Cells,6.0,54.87733627812098
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,SEM Cells,6.0,31.683444872582765
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,N Samples,7.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,Mean Cells,7.0,142.0210745233969
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,SD Cells,7.0,63.579474959289975
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,SEM Cells,7.0,36.70762698268114
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,N Samples,8.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,Mean Cells,8.0,60.80460234931638
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,SD Cells,8.0,20.321977964018927
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,SEM Cells,8.0,11.732899447991972
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,N Samples,9.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,Mean Cells,9.0,47.64366537371736
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,SD Cells,9.0,18.4740565493286
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,SEM Cells,9.0,10.666001521779238
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,N Samples,10.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,Mean Cells,10.0,21.49229732331985
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,SD Cells,10.0,2.8235361272330475
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,SEM Cells,10.0,1.6301693431246336
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,N Samples,11.0,3.0
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,Mean Cells,11.0,11.651857115347582
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,SD Cells,11.0,2.8248302500803804
ALL A2780-cis LR data.xlsx,1 - mono A2780cis 30k,SEM Cells,11.0,1.6309165052989056
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,N Samples,0.0,3.0
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,Mean Cells,0.0,25.0
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,SD Cells,0.0,0.0
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,SEM Cells,0.0,0.0
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,N Samples,1.0,3.0
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,Mean Cells,1.0,159.32399999999998
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,SD Cells,1.0,40.28060256153083
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,SEM Cells,1.0,23.256016732020154
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,N Samples,2.0,3.0
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,Mean Cells,2.0,302.7059
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,SD Cells,2.0,129.49407216174018
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,SEM Cells,2.0,74.76343742104152
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,N Samples,3.0,3.0
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,Mean Cells,3.0,478.82043333333337
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,SD Cells,3.0,199.07399546084187
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,SEM Cells,3.0,114.93542486797139
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,N Samples,4.0,3.0
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,Mean Cells,4.0,1020.9616333333333
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,SD Cells,4.0,441.7978834914254
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,SEM Cells,4.0,255.0721269611814
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,N Samples,5.0,3.0
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,Mean Cells,5.0,1080.4394333333332
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,SD Cells,5.0,441.43739069571745
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,SEM Cells,5.0,254.86399634853848
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,N Samples,6.0,3.0
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,Mean Cells,6.0,2362.1806666666666
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,SD Cells,6.0,768.5699532445523
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,SEM Cells,6.0,443.73406939680035
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,N Samples,7.0,3.0
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,Mean Cells,7.0,2465.702333333333
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,SD Cells,7.0,335.09152993522855
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,SEM Cells,7.0,193.46518501126775
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,N Samples,8.0,3.0
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,Mean Cells,8.0,1564.7923333333335
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,SD Cells,8.0,634.3148306514148
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,SEM Cells,8.0,366.22183822756625
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,N Samples,9.0,3.0
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,Mean Cells,9.0,1836.1366666666665
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,SD Cells,9.0,313.7205150963706
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,SEM Cells,9.0,181.12662384119764
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,N Samples,10.0,3.0
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,Mean Cells,10.0,2668.372
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,SD Cells,10.0,710.7162615509807
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,SEM Cells,10.0,410.3322249239032
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,N Samples,11.0,3.0
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,Mean Cells,11.0,1444.3149999999998
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,SD Cells,11.0,301.69085844122134
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,SEM Cells,11.0,174.18129833308842
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,N Samples,12.0,3.0
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,Mean Cells,12.0,336.02641
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,SD Cells,12.0,340.55563538000126
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-3,SEM Cells,12.0,196.6198877606878
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,N Samples,0.0,3.0
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,Mean Cells,0.0,75.0
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,SD Cells,0.0,0.0
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,SEM Cells,0.0,0.0
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,N Samples,1.0,3.0
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,Mean Cells,1.0,339.50326666666666
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,SD Cells,1.0,71.86369035342769
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,SEM Cells,1.0,41.49052097051139
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,N Samples,2.0,3.0
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,Mean Cells,2.0,453.1713333333333
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,SD Cells,2.0,317.44338035223444
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,SEM Cells,2.0,183.27602109882733
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,N Samples,3.0,3.0
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,Mean Cells,3.0,873.4261
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,SD Cells,3.0,377.2819421252894
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,SEM Cells,3.0,217.82383084642066
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,N Samples,4.0,3.0
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,Mean Cells,4.0,669.6772666666667
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,SD Cells,4.0,407.5424913650271
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,SEM Cells,4.0,235.29476709580914
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,N Samples,5.0,3.0
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,Mean Cells,5.0,539.02
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,SD Cells,5.0,194.17127520467596
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,SEM Cells,5.0,112.10483800831258
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,N Samples,6.0,3.0
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,Mean Cells,6.0,216.1353
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,SD Cells,6.0,51.104360994048335
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,SEM Cells,6.0,29.50511657667762
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,N Samples,7.0,3.0
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,Mean Cells,7.0,190.2848333333333
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,SD Cells,7.0,105.65893663090382
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,SEM Cells,7.0,61.00221550614194
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,N Samples,8.0,3.0
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,Mean Cells,8.0,75.98884
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,SD Cells,8.0,39.85016474750888
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,SEM Cells,8.0,23.007503344225185
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,N Samples,9.0,3.0
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,Mean Cells,9.0,61.67606333333333
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,SD Cells,9.0,33.399658290021996
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,SEM Cells,9.0,19.283301704585718
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,N Samples,10.0,3.0
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,Mean Cells,10.0,31.275949999999998
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,SD Cells,10.0,11.678573996152114
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,SEM Cells,10.0,6.742627840429387
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,N Samples,11.0,3.0
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,Mean Cells,11.0,15.114258
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,SD Cells,11.0,7.934601926582839
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,SEM Cells,11.0,4.581044558225125
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,N Samples,12.0,3.0
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,Mean Cells,12.0,99.01080999999999
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,SD Cells,12.0,66.18762750916747
ALL A2780-cis LR data.xlsx,2 - A2780cis 30k 1-3,SEM Cells,12.0,38.21344455944052
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-1,N Samples,0.0,3.0
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-1,Mean Cells,0.0,50.0
ALL A2780-cis LR data.xlsx,2 - A2780 30k 1-1,SD Cells,0.0,0.0
