Image,Area µm^2
50-50_A2780_20and30_Day10_TX RED_Tile-0_A2.tif,398878.4
50-50_A2780_20and30_Day10_TX RED_Tile-0_A5.tif,310344
50-50_A2780_20and30_Day10_TX RED_Tile-0_B2.tif,370729.4
50-50_A2780_20and30_Day10_TX RED_Tile-0_B5.tif,340149.4
50-50_A2780_20and30_Day10_TX RED_Tile-0_C2.tif,235042.8
50-50_A2780_20and30_Day10_TX RED_Tile-0_C5.tif,298784.5
50-50_A2780_20and30_Day10_TX RED_Tile-1_A2.tif,290230.3
50-50_A2780_20and30_Day10_TX RED_Tile-1_A5.tif,327803.7
50-50_A2780_20and30_Day10_TX RED_Tile-1_B2.tif,317721
50-50_A2780_20and30_Day10_TX RED_Tile-1_B5.tif,372013
50-50_A2780_20and30_Day10_TX RED_Tile-1_C2.tif,262499.7
50-50_A2780_20and30_Day10_TX RED_Tile-1_C5.tif,369602.7
50-50_A2780_20and30_Day10_TX RED_Tile-2_A2.tif,417147
50-50_A2780_20and30_Day10_TX RED_Tile-2_A5.tif,395309.6
50-50_A2780_20and30_Day10_TX RED_Tile-2_B2.tif,393569.7
50-50_A2780_20and30_Day10_TX RED_Tile-2_B5.tif,422285.3
50-50_A2780_20and30_Day10_TX RED_Tile-2_C2.tif,347159.1
50-50_A2780_20and30_Day10_TX RED_Tile-2_C5.tif,363208.2
50-50_A2780_20and30_Day10_TX RED_Tile-3_A2.tif,407391.2
50-50_A2780_20and30_Day10_TX RED_Tile-3_A5.tif,338588.1
50-50_A2780_20and30_Day10_TX RED_Tile-3_B2.tif,341372.3
50-50_A2780_20and30_Day10_TX RED_Tile-3_B5.tif,348450.7
50-50_A2780_20and30_Day10_TX RED_Tile-3_C2.tif,252019.8
50-50_A2780_20and30_Day10_TX RED_Tile-3_C5.tif,306828.8
50-50_A2780_20and30_Day10_TX RED_Tile-4_A2.tif,390872
50-50_A2780_20and30_Day10_TX RED_Tile-4_A5.tif,379225
50-50_A2780_20and30_Day10_TX RED_Tile-4_B2.tif,374811.3
50-50_A2780_20and30_Day10_TX RED_Tile-4_B5.tif,392676.7
50-50_A2780_20and30_Day10_TX RED_Tile-4_C2.tif,394046.2
50-50_A2780_20and30_Day10_TX RED_Tile-4_C5.tif,347856.3
50-50_A2780_20and30_Day10_TX RED_Tile-5_A2.tif,367035.1
50-50_A2780_20and30_Day10_TX RED_Tile-5_A5.tif,325984.9
50-50_A2780_20and30_Day10_TX RED_Tile-5_B2.tif,333351.2
50-50_A2780_20and30_Day10_TX RED_Tile-5_B5.tif,351583
50-50_A2780_20and30_Day10_TX RED_Tile-5_C2.tif,317288.9
50-50_A2780_20and30_Day10_TX RED_Tile-5_C5.tif,234154.9
50-50_A2780_20and30_Day11_TX RED_Tile-0_A2.tif,259120.6
50-50_A2780_20and30_Day11_TX RED_Tile-0_A5.tif,381127.8
50-50_A2780_20and30_Day11_TX RED_Tile-0_B2.tif,445318.3
50-50_A2780_20and30_Day11_TX RED_Tile-0_B5.tif,380487.3
50-50_A2780_20and30_Day11_TX RED_Tile-0_C2.tif,399321.6
50-50_A2780_20and30_Day11_TX RED_Tile-0_C5.tif,395895.9
50-50_A2780_20and30_Day11_TX RED_Tile-1_A2.tif,289619.1
50-50_A2780_20and30_Day11_TX RED_Tile-1_A5.tif,459273.9
50-50_A2780_20and30_Day11_TX RED_Tile-1_B2.tif,321128
50-50_A2780_20and30_Day11_TX RED_Tile-1_B5.tif,453859.4
50-50_A2780_20and30_Day11_TX RED_Tile-1_C2.tif,373193.8
50-50_A2780_20and30_Day11_TX RED_Tile-1_C5.tif,425795.4
50-50_A2780_20and30_Day11_TX RED_Tile-2_A2.tif,513941.7
50-50_A2780_20and30_Day11_TX RED_Tile-2_A5.tif,501268.2
50-50_A2780_20and30_Day11_TX RED_Tile-2_B2.tif,400699.2
50-50_A2780_20and30_Day11_TX RED_Tile-2_B5.tif,464593.7
