Image,Area µm^2,Confluency %,Perimeter µm,
25-75_co-cultureA2780_15and20_Day16_FITC_Tile-0_C6.tif,141700.5,22.35212148,38903.1,10.02641595
25-75_co-cultureA2780_15and20_Day16_FITC_Tile-1_A3.tif,49356.5,7.785593443,18319,17.60978676
25-75_co-cultureA2780_15and20_Day16_FITC_Tile-1_A6.tif,61284.3,9.667108572,20904.1,
25-75_co-cultureA2780_15and20_Day16_FITC_Tile-1_B3.tif,55918.3,8.820664954,22785,
25-75_co-cultureA2780_15and20_Day16_FITC_Tile-1_B6.tif,83216.1,13.12667475,31667.1,
25-75_co-cultureA2780_15and20_Day16_FITC_Tile-1_C3.tif,44879.1,7.079319374,20514.3,
25-75_co-cultureA2780_15and20_Day16_FITC_Tile-1_C6.tif,70729,11.15693452,25657.5,
25-75_co-cultureA2780_15and20_Day16_FITC_Tile-2_A3.tif,21884.2,3.452057663,9523.7,
25-75_co-cultureA2780_15and20_Day16_FITC_Tile-2_A6.tif,115001.4,18.14055182,34122.7,
25-75_co-cultureA2780_15and20_Day16_FITC_Tile-2_B3.tif,51553.7,8.132184184,17950.6,
25-75_co-cultureA2780_15and20_Day16_FITC_Tile-2_B6.tif,55931,8.822668278,20262.5,
25-75_co-cultureA2780_15and20_Day16_FITC_Tile-2_C3.tif,20205.6,3.187271927,9351.6,
25-75_co-cultureA2780_15and20_Day16_FITC_Tile-2_C6.tif,103329.6,16.29941864,30893.1,
25-75_co-cultureA2780_15and20_Day16_FITC_Tile-3_A3.tif,29815.3,4.703125306,15201.8,
25-75_co-cultureA2780_15and20_Day16_FITC_Tile-3_A6.tif,60499.5,9.543312644,21954.1,
25-75_co-cultureA2780_15and20_Day16_FITC_Tile-3_B3.tif,66594.7,10.50478173,25535.1,
25-75_co-cultureA2780_15and20_Day16_FITC_Tile-3_B6.tif,50904,8.029699201,23825,
25-75_co-cultureA2780_15and20_Day16_FITC_Tile-3_C3.tif,50596.3,7.981161985,22371,
25-75_co-cultureA2780_15and20_Day16_FITC_Tile-3_C6.tif,132667.2,20.92719059,31887.6,
25-75_co-cultureA2780_15and20_Day16_FITC_Tile-4_A3.tif,42059.4,6.634534233,18421.5,
