Image,Area µm^2,Confluency %,Perimeter µm,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-0_C4.tif,625535.3,98.67319461,8049.8,94.60337718
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-1_A1.tif,387020,61.04931213,60084.7,97.50802275
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-1_A4.tif,544914.7,85.95593924,45025.1,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-1_B1.tif,524499.1,82.73554149,46124.8,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-1_B4.tif,565081.9,89.13715388,34720.3,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-1_C1.tif,555292.6,87.59297003,38767.9,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-1_C4.tif,621849.8,98.09183644,9091.2,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-2_A1.tif,608226.2,95.94282241,17631.9,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-2_A4.tif,599291.1,94.53338179,20427.5,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-2_B1.tif,484225,76.38262407,45769.2,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-2_B4.tif,629117,99.23817917,6230.1,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-2_C1.tif,565569.2,89.21402156,34717.4,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-2_C4.tif,617835.9,97.45867579,9715.8,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-3_A1.tif,594652.8,93.80172704,24212,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-3_A4.tif,559592.9,88.27130799,34316.2,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-3_B1.tif,473716.6,74.72500795,49748.5,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-3_B4.tif,596061.6,94.02395398,22794.9,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-3_C1.tif,529959.8,83.59692328,44855.8,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-3_C4.tif,607860.4,95.88512039,14392.3,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-4_A1.tif,588309.1,92.80105906,22997,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-4_A4.tif,617087,97.3405428,13063.5,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-4_B1.tif,560125.2,88.35527406,37649.7,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-4_B4.tif,607893.3,95.8903101,19852.7,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-4_C1.tif,569602.8,89.85028972,33183.7,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-4_C4.tif,625345,98.64317631,7368.3,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-5_A1.tif,572682.6,90.33610356,30997,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-5_A4.tif,572943.7,90.37729,31896.1,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-5_B1.tif,575697.1,90.81161684,33234.9,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-5_B4.tif,589433,92.9783453,25954.8,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-5_C1.tif,576999.6,91.01707581,29931.4,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-5_C4.tif,610466,96.29613296,13598.4,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-0_A1.tif,456826.5,72.06072965,52823,73.10676686
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-0_A4.tif,523566.5,82.5884313,47170.5,80.60117644
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-0_B1.tif,522719.9,82.45488691,41217.9,83.50794364
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-0_B4.tif,564025.8,88.97056254,37148.9,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-0_C1.tif,560386.4,88.39647628,38499,87.03911944
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-0_C4.tif,599316.4,94.53737267,23785.2,90.84573644
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-1_A1.tif,433489,68.37942553,57306.1,92.98775987
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-1_A4.tif,536175.4,84.57738451,47246,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-1_B1.tif,562744.5,88.76844771,34731.6,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-1_B4.tif,539206.6,85.05553208,47570.3,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-1_C1.tif,588656.2,92.85581131,23012.6,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-1_C4.tif,596482.6,94.09036336,20801.7,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-2_A1.tif,250680.5,39.54284556,54608.6,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-2_A4.tif,596457.8,94.08645136,20734.8,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-2_B1.tif,527695.7,83.2397796,38332.6,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-2_B4.tif,621820.5,98.0872146,9286.1,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-2_C1.tif,386104.1,60.90483623,54924.4,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-2_C4.tif,626999.8,98.90420778,7399.6,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-3_A1.tif,538081.7,84.8780881,33651.8,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-3_A4.tif,545963.7,86.12141061,43606.6,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-3_B1.tif,445733.1,70.31083445,58916.6,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-3_B4.tif,558396.6,88.08260123,38107.8,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-3_C1.tif,573132.5,90.40707169,23164.9,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-3_C4.tif,573054.5,90.39476781,28726.3,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-4_A1.tif,567252.8,89.479596,31144.9,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-4_A4.tif,570111.4,89.93051731,30166.1,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-4_B1.tif,546159.6,86.15231227,37406.4,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-4_B4.tif,592529.4,93.46677765,25210.7,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-4_C1.tif,545722.9,86.08342633,40119.5,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-4_C4.tif,602195.8,94.99157501,20761.9,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-5_A1.tif,534416.4,84.29991631,40954.7,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-5_A4.tif,538414.1,84.93052154,40112.4,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-5_B1.tif,460757.4,72.68079771,51571,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-5_B4.tif,579501.5,91.41173054,28242.6,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-5_C1.tif,522372.2,82.40004002,45208.6,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-5_C4.tif,538907,85.00827258,40482.3,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-0_A1.tif,16892.6,2.664672653,6398,5.819978162
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-0_A4.tif,25039.3,3.949749474,8704.3,7.33063657
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-0_B1.tif,38071.3,6.005443328,13827.5,6.052968367
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-0_B4.tif,31769.1,5.011321642,11262.3,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-0_C1.tif,40346.5,6.364337946,14291.3,4.623060721
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-0_C4.tif,21521.3,3.394813088,7634.4,4.762578269
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-1_A1.tif,15209.5,2.399177078,5173,3.558136535
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-1_A4.tif,22631.1,3.569875169,8819.5,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-1_B1.tif,38429.6,6.06196229,13264.1,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-1_B4.tif,36187.8,5.708336255,12804.6,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-1_C1.tif,27141.9,4.281417821,10048.7,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-1_C4.tif,27821,4.388540419,9836.7,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-2_A1.tif,42027,6.629423391,13676.7,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-2_A4.tif,22720.1,3.583914207,8056.9,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-2_B1.tif,72761.8,11.47759247,23561.8,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-2_B4.tif,35405.5,5.584934682,12029.2,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-2_C1.tif,44951.4,7.090724121,15694.1,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-2_C4.tif,13457.1,2.122749983,5064.9,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-3_A1.tif,19923.8,3.142820229,6346.8,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-3_A4.tif,34292.7,5.409399375,12475.9,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-3_B1.tif,43418.1,6.848858299,15706.9,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-3_B4.tif,32067.2,5.058344535,11122.9,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-3_C1.tif,27209.7,4.292112729,9879.4,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-3_C4.tif,19817,3.125973383,7243.1,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-4_A1.tif,84154.3,13.27466831,24382.7,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-4_A4.tif,27603.4,4.354215758,9862.4,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-4_B1.tif,39403.2,6.21553991,14284.2,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-4_B4.tif,21530.4,3.39624854,7712.6,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-4_C1.tif,53265.1,8.402143857,18387.3,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-4_C4.tif,22601.7,3.565237554,8216.3,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-5_A1.tif,43166.1,6.809107313,14557.4,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-5_A4.tif,43559.8,6.871210342,15280.1,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-5_B1.tif,46749.9,7.374423123,15083.8,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-5_B4.tif,24193.2,3.81628396,8377,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-5_C1.tif,37320.9,5.887073725,12619.6,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-5_C4.tif,30122,4.75150478,11502.8,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-0_A1.tif,72646.4,11.45938905,23369.7,15.87744037
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-0_A4.tif,60744.9,9.582022532,16263.2,17.47158636
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-0_B1.tif,99145.7,15.63944185,29288.3,12.4426055
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-0_B4.tif,64622.7,10.19371449,18425.8,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-0_C1.tif,83344.1,13.14686573,25192.2,11.50713755
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-0_C4.tif,35709.6,5.632904027,12454.6,9.491420781
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-1_A1.tif,8075.9,1.273908686,3212.5,7.476713557
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-1_A4.tif,50408,7.951459165,14435,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-1_B1.tif,98839,15.59106238,30678.3,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-1_B4.tif,51706,8.156208292,16076.8,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-1_C1.tif,48204.2,7.603827326,15877.6,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-1_C4.tif,56399,8.896491538,18674.7,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-2_A1.tif,151146.7,23.84218404,34920.9,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-2_A4.tif,58721.2,9.26280003,17516.6,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-2_B1.tif,159248.9,25.12024134,39559,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-2_B4.tif,63957.7,10.08881606,17502.4,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-2_C1.tif,108389,17.09749856,32483.7,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-2_C4.tif,50450,7.958084329,15719.7,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-3_A1.tif,89747.5,14.15695091,21929.9,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-3_A4.tif,70061.6,11.0516575,18509.7,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-3_B1.tif,117887.3,18.59577948,34620.7,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-3_B4.tif,86621.7,13.66388094,25630.4,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-3_C1.tif,41777,6.589987889,13305.4,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-3_C4.tif,34440.5,5.432713644,11364.8,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-4_A1.tif,165920,26.17255405,42156.9,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-4_A4.tif,78553.9,12.39124996,21379.3,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-4_B1.tif,80394.4,12.68157413,23913.2,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-4_B4.tif,36149.4,5.702278962,11070.2,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-4_C1.tif,107084.9,16.89178721,29793.3,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-4_C4.tif,63919.3,10.08275876,19667.8,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-5_A1.tif,116390.4,18.35965547,30775,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-5_A4.tif,119205,18.80363612,30201.7,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-5_B1.tif,109047.8,17.201419,29480.3,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-5_B4.tif,57965.7,9.143625942,17603.4,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-5_C1.tif,84477.6,13.3256663,23446.6,
