Image,Area µm^2,Confluency %,Perimeter µm,
75-25_co-cultureA2780_15and20_Day10_FITC_Tile-0_A1.tif,41911.7,6.611235738,15610.2,3.989768621
75-25_co-cultureA2780_15and20_Day10_FITC_Tile-0_A4.tif,18019.5,2.842432122,9355.9,2.734568137
75-25_co-cultureA2780_15and20_Day10_FITC_Tile-0_B1.tif,10836.3,1.709339727,6521.8,3.593736277
75-25_co-cultureA2780_15and20_Day10_FITC_Tile-0_B4.tif,22819.3,3.599562215,12670.8,
75-25_co-cultureA2780_15and20_Day10_FITC_Tile-0_C1.tif,17532.2,2.765564442,11875.5,2.735885283
75-25_co-cultureA2780_15and20_Day10_FITC_Tile-0_C4.tif,25575.7,4.034362287,12531.4,3.160616157
75-25_co-cultureA2780_15and20_Day10_FITC_Tile-1_A1.tif,10810.5,1.705269983,6639.9,2.50318953
75-25_co-cultureA2780_15and20_Day10_FITC_Tile-1_A4.tif,17744.8,2.799100393,9680.2,
75-25_co-cultureA2780_15and20_Day10_FITC_Tile-1_B1.tif,22912.4,3.614247996,9203.6,
75-25_co-cultureA2780_15and20_Day10_FITC_Tile-1_B4.tif,12525,1.975718657,8002.8,
75-25_co-cultureA2780_15and20_Day10_FITC_Tile-1_C1.tif,19394.4,3.05931161,11256.6,
75-25_co-cultureA2780_15and20_Day10_FITC_Tile-1_C4.tif,10037.3,1.583303862,6456.3,
75-25_co-cultureA2780_15and20_Day10_FITC_Tile-2_A1.tif,35923.2,5.66659772,15607.3,
75-25_co-cultureA2780_15and20_Day10_FITC_Tile-2_A4.tif,15619.9,2.463914399,8836.6,
75-25_co-cultureA2780_15and20_Day10_FITC_Tile-2_B1.tif,14388.2,2.269623567,8709.9,
75-25_co-cultureA2780_15and20_Day10_FITC_Tile-2_B4.tif,16184.1,2.55291244,10230.8,
75-25_co-cultureA2780_15and20_Day10_FITC_Tile-2_C1.tif,27142.9,4.281575563,14181.8,
75-25_co-cultureA2780_15and20_Day10_FITC_Tile-2_C4.tif,19612.5,3.093715142,11946.6,
75-25_co-cultureA2780_15and20_Day10_FITC_Tile-3_A1.tif,24277.2,3.829534289,10239.4,
75-25_co-cultureA2780_15and20_Day10_FITC_Tile-3_A4.tif,13209.6,2.083708836,8311.6,
75-25_co-cultureA2780_15and20_Day10_FITC_Tile-3_B1.tif,12602.4,1.987927888,7605.9,
75-25_co-cultureA2780_15and20_Day10_FITC_Tile-3_B4.tif,15063.8,2.376194068,8601.8,
75-25_co-cultureA2780_15and20_Day10_FITC_Tile-3_C1.tif,9823.2,1.549531298,6951.4,
75-25_co-cultureA2780_15and20_Day10_FITC_Tile-3_C4.tif,12432.4,1.961111747,7862,
75-25_co-cultureA2780_15and20_Day10_FITC_Tile-4_A1.tif,21771.3,3.43424859,11309.3,
75-25_co-cultureA2780_15and20_Day10_FITC_Tile-4_A4.tif,14252.6,2.24823375,7494.9,
75-25_co-cultureA2780_15and20_Day10_FITC_Tile-4_B1.tif,28402.4,4.480251622,12706.4,
75-25_co-cultureA2780_15and20_Day10_FITC_Tile-4_B4.tif,25019.6,3.946641956,11407.4,
75-25_co-cultureA2780_15and20_Day10_FITC_Tile-4_C1.tif,39215.5,6.185931735,19653.6,
75-25_co-cultureA2780_15and20_Day10_FITC_Tile-4_C4.tif,10874.8,1.715412794,7667.1,
75-25_co-cultureA2780_15and20_Day10_FITC_Tile-5_A1.tif,17064.1,2.691725407,10121.3,
75-25_co-cultureA2780_15and20_Day10_FITC_Tile-5_A4.tif,25217.9,3.977922196,13834.6,
75-25_co-cultureA2780_15and20_Day10_FITC_Tile-5_B1.tif,14872.5,2.346018021,7129.3,
75-25_co-cultureA2780_15and20_Day10_FITC_Tile-5_B4.tif,28607.9,4.512667605,13365.1,
75-25_co-cultureA2780_15and20_Day10_FITC_Tile-5_C1.tif,23586,3.720503013,12722,
75-25_co-cultureA2780_15and20_Day10_FITC_Tile-5_C4.tif,16680.6,2.631231347,9843.9,
75-25_co-cultureA2780_15and20_Day12_FITC_Tile-0_A1.tif,12497.6,1.971396525,6281.3,2.386231718
75-25_co-cultureA2780_15and20_Day12_FITC_Tile-0_A4.tif,9844.5,1.552891203,6442.1,2.347051232
75-25_co-cultureA2780_15and20_Day12_FITC_Tile-0_B1.tif,10306.5,1.625768011,6436.4,2.145217703
75-25_co-cultureA2780_15and20_Day12_FITC_Tile-0_B4.tif,18042.8,2.846107511,9367.2,
75-25_co-cultureA2780_15and20_Day12_FITC_Tile-0_C1.tif,9125.9,1.439537795,4831.6,1.712255325
75-25_co-cultureA2780_15and20_Day12_FITC_Tile-0_C4.tif,11796.8,1.860850926,6248.6,2.278028587
75-25_co-cultureA2780_15and20_Day12_FITC_Tile-1_A1.tif,9625.4,1.518329929,5720.8,2.132845471
75-25_co-cultureA2780_15and20_Day12_FITC_Tile-1_A4.tif,12723.8,2.007077768,7412.4,
75-25_co-cultureA2780_15and20_Day12_FITC_Tile-1_B1.tif,36740.4,5.795504489,11815.8,
75-25_co-cultureA2780_15and20_Day12_FITC_Tile-1_B4.tif,14643.2,2.309847779,7921.7,
75-25_co-cultureA2780_15and20_Day12_FITC_Tile-1_C1.tif,6340.2,1.000115882,4238.3,
75-25_co-cultureA2780_15and20_Day12_FITC_Tile-1_C4.tif,8257,1.302475764,4558.4,
75-25_co-cultureA2780_15and20_Day12_FITC_Tile-2_A1.tif,11010.9,1.736881481,4683.6,
75-25_co-cultureA2780_15and20_Day12_FITC_Tile-2_A4.tif,11993.6,1.891894553,5773.4,
75-25_co-cultureA2780_15and20_Day12_FITC_Tile-2_B1.tif,10486.1,1.654098475,7238.8,
75-25_co-cultureA2780_15and20_Day12_FITC_Tile-2_B4.tif,10416.3,1.643088083,5198.6,
75-25_co-cultureA2780_15and20_Day12_FITC_Tile-2_C1.tif,12506.7,1.972831978,7560.4,
75-25_co-cultureA2780_15and20_Day12_FITC_Tile-2_C4.tif,18085.3,2.852811546,8212,
75-25_co-cultureA2780_15and20_Day12_FITC_Tile-3_A1.tif,27267.4,4.301214443,10286.3,
75-25_co-cultureA2780_15and20_Day12_FITC_Tile-3_A4.tif,15328.4,2.417932603,8742.7,
75-25_co-cultureA2780_15and20_Day12_FITC_Tile-3_B1.tif,9536.3,1.504275116,5727.9,
75-25_co-cultureA2780_15and20_Day12_FITC_Tile-3_B4.tif,12414.1,1.958225068,6918.7,
75-25_co-cultureA2780_15and20_Day12_FITC_Tile-3_C1.tif,9898.6,1.561425045,6420.8,
75-25_co-cultureA2780_15and20_Day12_FITC_Tile-3_C4.tif,13359.4,2.107338588,8509.3,
75-25_co-cultureA2780_15and20_Day12_FITC_Tile-4_A1.tif,19326.6,3.048616702,9980.4,
75-25_co-cultureA2780_15and20_Day12_FITC_Tile-4_A4.tif,6616.5,1.043699999,4717.8,
75-25_co-cultureA2780_15and20_Day12_FITC_Tile-4_B1.tif,15528.3,2.449465231,9538,
75-25_co-cultureA2780_15and20_Day12_FITC_Tile-4_B4.tif,13451,2.121787756,8506.5,
75-25_co-cultureA2780_15and20_Day12_FITC_Tile-4_C1.tif,31121.4,4.909152144,15901.8,
75-25_co-cultureA2780_15and20_Day12_FITC_Tile-4_C4.tif,18565.6,2.928575033,9900.8,
75-25_co-cultureA2780_15and20_Day12_FITC_Tile-5_A1.tif,11036.7,1.740951225,6585.8,
75-25_co-cultureA2780_15and20_Day12_FITC_Tile-5_A4.tif,8621.9,1.360035823,5443.4,
75-25_co-cultureA2780_15and20_Day12_FITC_Tile-5_B1.tif,6676.7,1.053196068,3317.8,
75-25_co-cultureA2780_15and20_Day12_FITC_Tile-5_B4.tif,17681.5,2.789115323,9853.8,
75-25_co-cultureA2780_15and20_Day12_FITC_Tile-5_C1.tif,12604.4,1.988243372,6611.4,
75-25_co-cultureA2780_15and20_Day12_FITC_Tile-5_C4.tif,11062.5,1.745020969,7107.9,
75-25_co-cultureA2780_15and20_Day14_FITC_Tile-0_A1.tif,19371.7,3.055730866,8611.8,1.950913726
75-25_co-cultureA2780_15and20_Day14_FITC_Tile-0_A4.tif,9862.7,1.555762107,5821.8,2.179368848
75-25_co-cultureA2780_15and20_Day14_FITC_Tile-0_B1.tif,10532.2,1.661370382,6130.5,2.158588967
75-25_co-cultureA2780_15and20_Day14_FITC_Tile-0_B4.tif,9626.9,1.518566542,5012.3,
75-25_co-cultureA2780_15and20_Day14_FITC_Tile-0_C1.tif,13350.8,2.105982007,7022.6,1.365062535
75-25_co-cultureA2780_15and20_Day14_FITC_Tile-0_C4.tif,9778.7,1.542511779,5255.6,1.560034287
75-25_co-cultureA2780_15and20_Day14_FITC_Tile-1_A1.tif,15596.6,2.46023901,8352.8,1.116613614
75-25_co-cultureA2780_15and20_Day14_FITC_Tile-1_A4.tif,12273.5,1.936046541,6718.1,
75-25_co-cultureA2780_15and20_Day14_FITC_Tile-1_B1.tif,34062,5.373008294,12006.4,
75-25_co-cultureA2780_15and20_Day14_FITC_Tile-1_B4.tif,6935.3,1.093988152,4359.2,
75-25_co-cultureA2780_15and20_Day14_FITC_Tile-1_C1.tif,12884.3,2.03239536,8288.8,
75-25_co-cultureA2780_15and20_Day14_FITC_Tile-1_C4.tif,9901.7,1.561914046,5663.9,
75-25_co-cultureA2780_15and20_Day14_FITC_Tile-2_A1.tif,7417.5,1.170051348,5002.3,
75-25_co-cultureA2780_15and20_Day14_FITC_Tile-2_A4.tif,4207.2,0.663652178,2603.6,
75-25_co-cultureA2780_15and20_Day14_FITC_Tile-2_B1.tif,11273,1.778225662,6877.5,
75-25_co-cultureA2780_15and20_Day14_FITC_Tile-2_B4.tif,5539.1,0.873748759,3246.7,
75-25_co-cultureA2780_15and20_Day14_FITC_Tile-2_C1.tif,11177.9,1.763224397,7573.2,
75-25_co-cultureA2780_15and20_Day14_FITC_Tile-2_C4.tif,2538.3,0.40039654,1737.2,
75-25_co-cultureA2780_15and20_Day14_FITC_Tile-3_A1.tif,12039.7,1.89916646,5535.8,
75-25_co-cultureA2780_15and20_Day14_FITC_Tile-3_A4.tif,10183.5,1.606365744,5506,
75-25_co-cultureA2780_15and20_Day14_FITC_Tile-3_B1.tif,8299,1.309100929,4810.2,
75-25_co-cultureA2780_15and20_Day14_FITC_Tile-3_B4.tif,23863.3,3.764244872,11057.4,
75-25_co-cultureA2780_15and20_Day14_FITC_Tile-3_C1.tif,10958.3,1.728584252,5883,
75-25_co-cultureA2780_15and20_Day14_FITC_Tile-3_C4.tif,4991.1,0.787306139,3131.4,
75-25_co-cultureA2780_15and20_Day14_FITC_Tile-4_A1.tif,10787.2,1.701594594,6315.5,
75-25_co-cultureA2780_15and20_Day14_FITC_Tile-4_A4.tif,6367.5,1.004422239,4310.9,
75-25_co-cultureA2780_15and20_Day14_FITC_Tile-4_B1.tif,14456,2.280318475,8428.2,
75-25_co-cultureA2780_15and20_Day14_FITC_Tile-4_B4.tif,5201.6,0.820510831,3263.7,
75-25_co-cultureA2780_15and20_Day14_FITC_Tile-4_C1.tif,18396,2.901821988,10220.9,
75-25_co-cultureA2780_15and20_Day14_FITC_Tile-4_C4.tif,8747.9,1.379911316,5285.4,
75-25_co-cultureA2780_15and20_Day14_FITC_Tile-5_A1.tif,8993.8,1.418700076,4922.6,
75-25_co-cultureA2780_15and20_Day14_FITC_Tile-5_A4.tif,9028.2,1.424126401,5296.8,
75-25_co-cultureA2780_15and20_Day14_FITC_Tile-5_B1.tif,4274,0.674189344,2723.1,
75-25_co-cultureA2780_15and20_Day14_FITC_Tile-5_B4.tif,8172.5,1.289146565,5329.5,
75-25_co-cultureA2780_15and20_Day14_FITC_Tile-5_C1.tif,15338.5,2.419525797,6888.8,
75-25_co-cultureA2780_15and20_Day14_FITC_Tile-5_C4.tif,6514.7,1.027641863,4498.7,
75-25_co-cultureA2780_15and20_Day16_FITC_Tile-0_A1.tif,13347.3,2.10542991,5567.1,1.481460363
75-25_co-cultureA2780_15and20_Day16_FITC_Tile-0_A4.tif,9584.4,1.511862506,4854.3,1.05803349
75-25_co-cultureA2780_15and20_Day16_FITC_Tile-0_B1.tif,3186.5,0.50264491,2107.1,1.198313458
75-25_co-cultureA2780_15and20_Day16_FITC_Tile-0_B4.tif,8432.6,1.330175261,5013.7,
75-25_co-cultureA2780_15and20_Day16_FITC_Tile-0_C1.tif,3693.6,0.582635883,2230.8,0.881917166
75-25_co-cultureA2780_15and20_Day16_FITC_Tile-0_C4.tif,2811,0.443412786,1358.7,1.096509395
75-25_co-cultureA2780_15and20_Day16_FITC_Tile-1_A1.tif,13759.2,2.170403843,7395.3,0.433548652
75-25_co-cultureA2780_15and20_Day16_FITC_Tile-1_A4.tif,4337.3,0.684174413,2831.2,
75-25_co-cultureA2780_15and20_Day16_FITC_Tile-1_B1.tif,5526.4,0.871745436,3788.7,
75-25_co-cultureA2780_15and20_Day16_FITC_Tile-1_B4.tif,6244,0.984941101,3531.2,
75-25_co-cultureA2780_15and20_Day16_FITC_Tile-1_C1.tif,3735.6,0.589261047,2290.6,
75-25_co-cultureA2780_15and20_Day16_FITC_Tile-1_C4.tif,5437.4,0.857706397,2400.1,
75-25_co-cultureA2780_15and20_Day16_FITC_Tile-2_A1.tif,3257.4,0.513828819,2710.3,
75-25_co-cultureA2780_15and20_Day16_FITC_Tile-2_A4.tif,2604.1,0.410775964,1888,
75-25_co-cultureA2780_15and20_Day16_FITC_Tile-2_B1.tif,4272,0.67387386,3481.4,
75-25_co-cultureA2780_15and20_Day16_FITC_Tile-2_B4.tif,6464.6,1.019738988,3369,
75-25_co-cultureA2780_15and20_Day16_FITC_Tile-2_C1.tif,12224.9,1.92838028,7408.1,
75-25_co-cultureA2780_15and20_Day16_FITC_Tile-2_C4.tif,1145.7,0.180725019,736.97,
75-25_co-cultureA2780_15and20_Day16_FITC_Tile-3_A1.tif,12204.6,1.925178117,5773.4,
75-25_co-cultureA2780_15and20_Day16_FITC_Tile-3_A4.tif,6590.1,1.03953561,4151.5,
75-25_co-cultureA2780_15and20_Day16_FITC_Tile-3_B1.tif,7003.1,1.10468306,3603.8,
75-25_co-cultureA2780_15and20_Day16_FITC_Tile-3_B4.tif,7337.1,1.157368891,4446,
75-25_co-cultureA2780_15and20_Day16_FITC_Tile-3_C1.tif,5715.7,0.901605998,3646.5,
75-25_co-cultureA2780_15and20_Day16_FITC_Tile-3_C4.tif,3021.6,0.476633253,1337.4,
75-25_co-cultureA2780_15and20_Day16_FITC_Tile-4_A1.tif,7692.3,1.213398852,4377.7,
75-25_co-cultureA2780_15and20_Day16_FITC_Tile-4_A4.tif,3370.7,0.531700988,1925,
75-25_co-cultureA2780_15and20_Day16_FITC_Tile-4_B1.tif,15292,2.412190794,8069.7,
75-25_co-cultureA2780_15and20_Day16_FITC_Tile-4_B4.tif,9215,1.453592608,5602.7,
75-25_co-cultureA2780_15and20_Day16_FITC_Tile-4_C1.tif,7351.2,1.159593053,5261.2,
75-25_co-cultureA2780_15and20_Day16_FITC_Tile-4_C4.tif,2255.9,0.355850197,1119.7,
75-25_co-cultureA2780_15and20_Day16_FITC_Tile-5_A1.tif,6089.2,0.960522638,3526.9,
75-25_co-cultureA2780_15and20_Day16_FITC_Tile-5_A4.tif,7058.7,1.113453515,3674.9,
75-25_co-cultureA2780_15and20_Day16_FITC_Tile-5_B1.tif,4964.2,0.783062879,2906.6,
