start_id,objective,converged,retcode,aic,bic,params
1,1.0e12,true,Success,14201.152585072428,14219.193618434521,"[2.5000005, 5.0000000005e6, 10.0, 15.0005]"
2,1.0e12,true,Success,14201.152585072428,14219.193618434521,"[3.5541196258933647, 644852.5119187818, 9.5568528213383, 5.332101458080395]"
3,1.0e12,true,Success,14201.152585072428,14219.193618434521,"[0.26760038389497853, 3.0309302636348503e6, 8.9515483811575, 4.3085821529732025]"
4,1.0e12,true,Success,14201.152585072428,14219.193618434521,"[1.043639487863189, 4.6263792622873355e6, 3.884723178987879, 24.199646656075412]"
5,1.0e12,true,Success,14201.152585072428,14219.193618434521,"[1.8802957049125983, 8.02455486795375e6, 2.149952329326794, 9.768133472218153]"
