cell_line,model,pooling_mode,density,parameter,center_value,effective_value,deviation_pct,lower_bound,upper_bound,bound_position,parameter_scope
A2780cis,joint_anchored_hill_kill,shared,20k,ec50_uM,3.597811100296149,3.597811100296149,0.0,0.001,10.0,0.35971708173778866,shared
A2780cis,joint_anchored_hill_kill,shared,20k,hill_n,3.43077858215088,3.43077858215088,0.0,0.1,6.0,0.5645387427374372,shared
A2780cis,joint_anchored_hill_kill,shared,30k,emax,2.9510731665322822,2.9510731665322822,0.0,0.0,3.0,0.9836910555107607,shared
A2780cis,joint_anchored_hill_kill,shared,30k,ec50_uM,3.597811100296149,3.597811100296149,0.0,0.001,10.0,0.35971708173778866,shared
A2780cis,joint_anchored_hill_kill,shared,30k,hill_n,3.43077858215088,3.43077858215088,0.0,0.1,6.0,0.5645387427374372,shared
A2780cis,joint_anchored_linear_kill,shared,20k,k_kill,0.0727936433373103,0.0727936433373103,0.0,0.0,8.0,0.009099205417163787,shared
A2780cis,joint_anchored_linear_kill,shared,30k,k_kill,0.0727936433373103,0.0727936433373103,0.0,0.0,8.0,0.009099205417163787,shared
A2780cis,joint_ic_effect_hill_ramp,shared,20k,emax,1.148864525766572,1.148864525766572,0.0,0.0,5.0,0.2297729051533144,shared
A2780cis,joint_ic_effect_hill_ramp,shared,20k,ec50_effect,0.5639183278579192,0.5639183278579192,0.0,0.05,1.0,0.5409666609030728,shared
A2780cis,joint_ic_effect_hill_ramp,shared,20k,hill_n,7.371682585873414,7.371682585873414,0.0,0.2,12.0,0.6077697106672384,shared
A2780cis,joint_ic_effect_hill_ramp,shared,20k,lambda,0.02526451916655138,0.02526451916655138,0.0,0.01,5.0,0.0030590218770644045,shared
A2780cis,joint_ic_effect_hill_ramp,shared,30k,emax,1.148864525766572,1.148864525766572,0.0,0.0,5.0,0.2297729051533144,shared
A2780cis,joint_ic_effect_hill_ramp,shared,30k,ec50_effect,0.5639183278579192,0.5639183278579192,0.0,0.05,1.0,0.5409666609030728,shared
A2780cis,joint_ic_effect_hill_ramp,shared,30k,hill_n,7.371682585873414,7.371682585873414,0.0,0.2,12.0,0.6077697106672384,shared
A2780cis,joint_ic_effect_hill_ramp,shared,30k,lambda,0.02526451916655138,0.02526451916655138,0.0,0.01,5.0,0.0030590218770644045,shared
A2780cis,joint_ic_effect_hill_ramp_onset,shared,20k,emax,0.45610976353235666,0.45610976353235666,0.0,0.0,5.0,0.09122195270647133,shared
A2780cis,joint_ic_effect_hill_ramp_onset,shared,20k,ec50_effect,0.608740508267527,0.608740508267527,0.0,0.05,1.0,0.5881479034395021,shared
A2780cis,joint_ic_effect_hill_ramp_onset,shared,20k,hill_n,2.240729731784151,2.240729731784151,0.0,0.2,12.0,0.17294319760882634,shared
A2780cis,joint_ic_effect_hill_ramp_onset,shared,20k,lambda,4.763729185083579,4.763729185083579,0.0,0.01,5.0,0.9526511392953064,shared
A2780cis,joint_ic_effect_hill_ramp_onset,shared,20k,t_onset,5.82432970718944,5.82432970718944,0.0,0.0,7.0,0.8320471010270628,shared
A2780cis,joint_ic_effect_hill_ramp_onset,shared,30k,emax,0.45610976353235666,0.45610976353235666,0.0,0.0,5.0,0.09122195270647133,shared
A2780cis,joint_ic_effect_hill_ramp_onset,shared,30k,ec50_effect,0.608740508267527,0.608740508267527,0.0,0.05,1.0,0.5881479034395021,shared
A2780cis,joint_ic_effect_hill_ramp_onset,shared,30k,hill_n,2.240729731784151,2.240729731784151,0.0,0.2,12.0,0.17294319760882634,shared
A2780cis,joint_ic_effect_hill_ramp_onset,shared,30k,lambda,4.763729185083579,4.763729185083579,0.0,0.01,5.0,0.9526511392953064,shared
A2780cis,joint_ic_effect_hill_ramp_onset,shared,30k,t_onset,5.82432970718944,5.82432970718944,0.0,0.0,7.0,0.8320471010270628,shared
A2780cis,joint_ic_effect_logistic_hill,shared,20k,emax,0.14142555179909633,0.14142555179909633,0.0,0.0,4.0,0.03535638794977408,shared
A2780cis,joint_ic_effect_logistic_hill,shared,20k,ec50_effect,0.5773150908412424,0.5773150908412424,0.0,0.05,1.0,0.555068516674992,shared
A2780cis,joint_ic_effect_logistic_hill,shared,20k,hill_n,9.829187207573062,9.829187207573062,0.0,0.2,10.0,0.982570123221741,shared
A2780cis,joint_ic_effect_logistic_hill,shared,30k,emax,0.14142555179909633,0.14142555179909633,0.0,0.0,4.0,0.03535638794977408,shared
A2780cis,joint_ic_effect_logistic_hill,shared,30k,ec50_effect,0.5773150908412424,0.5773150908412424,0.0,0.05,1.0,0.555068516674992,shared
A2780cis,joint_ic_effect_logistic_hill,shared,30k,hill_n,9.829187207573062,9.829187207573062,0.0,0.2,10.0,0.982570123221741,shared
A2780cis,joint_ic_effect_transit_death,shared,20k,emax,0.35704995467596723,0.35704995467596723,0.0,0.0,5.0,0.07140999093519344,shared
A2780cis,joint_ic_effect_transit_death,shared,20k,lambda,4.99991237058455,4.99991237058455,0.0,0.01,5.0,0.9999824389948998,shared
A2780cis,joint_ic_effect_transit_death,shared,20k,t_onset,5.600867783718511,5.600867783718511,0.0,0.0,7.0,0.8001239691026444,shared
A2780cis,joint_ic_effect_transit_death,shared,20k,k_clear,2.2909599194710193,2.2909599194710193,0.0,0.01,5.0,0.45710619628677746,shared
A2780cis,joint_ic_effect_transit_death,shared,30k,emax,0.35704995467596723,0.35704995467596723,0.0,0.0,5.0,0.07140999093519344,shared
A2780cis,joint_ic_effect_transit_death,shared,30k,lambda,4.99991237058455,4.99991237058455,0.0,0.01,5.0,0.9999824389948998,shared
A2780cis,joint_ic_effect_transit_death,shared,30k,t_onset,5.600867783718511,5.600867783718511,0.0,0.0,7.0,0.8001239691026444,shared
A2780cis,joint_ic_effect_transit_death,shared,30k,k_clear,2.2909599194710193,2.2909599194710193,0.0,0.01,5.0,0.45710619628677746,shared
A2780cis,joint_ic_effect_two_population,shared,20k,emax_sensitive,0.8479898568793349,0.8479898568793349,0.0,0.0,5.0,0.169597971375867,shared
A2780cis,joint_ic_effect_two_population,shared,20k,emax_tolerant,0.2053389106029836,0.2053389106029836,0.0,0.0,3.0,0.06844630353432786,shared
A2780cis,joint_ic_effect_two_population,shared,20k,lambda,4.999999999999534,4.999999999999534,0.0,0.01,5.0,0.9999999999999065,shared
A2780cis,joint_ic_effect_two_population,shared,20k,t_onset,6.481852075730467,6.481852075730467,0.0,0.0,7.0,0.9259788679614953,shared
A2780cis,joint_ic_effect_two_population,shared,20k,f_tolerant0,0.434350058550341,0.434350058550341,0.0,0.0,0.95,0.45721058794772734,shared
A2780cis,joint_ic_effect_two_population,shared,30k,emax_sensitive,0.8479898568793349,0.8479898568793349,0.0,0.0,5.0,0.169597971375867,shared
A2780cis,joint_ic_effect_two_population,shared,30k,emax_tolerant,0.2053389106029836,0.2053389106029836,0.0,0.0,3.0,0.06844630353432786,shared
A2780cis,joint_ic_effect_two_population,shared,30k,lambda,4.999999999999534,4.999999999999534,0.0,0.01,5.0,0.9999999999999065,shared
A2780cis,joint_ic_effect_two_population,shared,30k,t_onset,6.481852075730467,6.481852075730467,0.0,0.0,7.0,0.9259788679614953,shared
A2780cis,joint_ic_effect_two_population,shared,30k,f_tolerant0,0.434350058550341,0.434350058550341,0.0,0.0,0.95,0.45721058794772734,shared
A2780cis,joint_time_decay_dose_scaled,shared,20k,k_kill,0.07279372403301179,0.07279372403301179,0.0,0.0,4.0,0.018198431008252948,shared
A2780cis,joint_time_decay_dose_scaled,shared,20k,lambda,8.687926560927221e-10,8.687926560927221e-10,0.0,0.0,5.0,1.7375853121854441e-10,shared
A2780cis,joint_time_decay_dose_scaled,shared,30k,k_kill,0.07279372403301179,0.07279372403301179,0.0,0.0,4.0,0.018198431008252948,shared
A2780cis,joint_time_decay_dose_scaled,shared,30k,lambda,8.687926560927221e-10,8.687926560927221e-10,0.0,0.0,5.0,1.7375853121854441e-10,shared
A2780cis,joint_anchored_hill_kill,partial_5pct,20k,emax,2.99999999999972,2.857143551120658,-4.761881629302501,0.0,3.0,0.9523811837068861,density_partial_5pct
A2780cis,joint_anchored_hill_kill,partial_5pct,20k,ec50_uM,3.6167994749325905,3.6167994749325905,0.0,0.001,10.0,0.36161610910416947,partial_5pct
A2780cis,joint_anchored_hill_kill,partial_5pct,20k,hill_n,3.4104490104909693,3.4104490104909693,0.0,0.1,6.0,0.561093052625588,partial_5pct
A2780cis,joint_anchored_hill_kill,partial_5pct,30k,emax,2.99999999999972,3.1499992348890715,4.999974496312198,0.0,3.0,1.0499997449630238,density_partial_5pct
A2780cis,joint_anchored_hill_kill,partial_5pct,30k,ec50_uM,3.6167994749325905,3.6167994749325905,0.0,0.001,10.0,0.36161610910416947,partial_5pct
A2780cis,joint_anchored_hill_kill,partial_5pct,30k,hill_n,3.4104490104909693,3.4104490104909693,0.0,0.1,6.0,0.561093052625588,partial_5pct
A2780cis,joint_anchored_linear_kill,partial_5pct,20k,k_kill,0.07394833919475623,0.07042699039540251,-4.761903834080183,0.0,8.0,0.008803373799425314,density_partial_5pct
A2780cis,joint_anchored_linear_kill,partial_5pct,30k,k_kill,0.07394833919475623,0.07764575539805682,4.999998977073417,0.0,8.0,0.009705719424757103,density_partial_5pct
A2780cis,joint_ic_effect_hill_ramp,partial_5pct,20k,emax,7.474681677842504,7.118744455088164,-4.761904761903901,0.0,5.0,1.4237488910176328,density_partial_5pct
A2780cis,joint_ic_effect_hill_ramp,partial_5pct,20k,ec50_effect,0.9846475793777596,0.9846475793777596,0.0,0.05,1.0,0.9838395572397469,partial_5pct
A2780cis,joint_ic_effect_hill_ramp,partial_5pct,20k,hill_n,2.658946815231021,2.658946815231021,0.0,0.2,12.0,0.20838532332466278,partial_5pct
A2780cis,joint_ic_effect_hill_ramp,partial_5pct,20k,lambda,0.010000003628897441,0.010000003628897441,0.0,0.01,5.0,7.272339561571296e-10,partial_5pct
A2780cis,joint_ic_effect_hill_ramp,partial_5pct,30k,emax,7.474681677842504,7.848415761734558,4.99999999999905,0.0,5.0,1.5696831523469117,density_partial_5pct
A2780cis,joint_ic_effect_hill_ramp,partial_5pct,30k,ec50_effect,0.9846475793777596,0.9846475793777596,0.0,0.05,1.0,0.9838395572397469,partial_5pct
A2780cis,joint_ic_effect_hill_ramp,partial_5pct,30k,hill_n,2.658946815231021,2.658946815231021,0.0,0.2,12.0,0.20838532332466278,partial_5pct
A2780cis,joint_ic_effect_hill_ramp,partial_5pct,30k,lambda,0.010000003628897441,0.010000003628897441,0.0,0.01,5.0,7.272339561571296e-10,partial_5pct
A2780cis,joint_ic_effect_hill_ramp_onset,partial_5pct,20k,emax,0.3313687046232238,0.33031807946043906,-0.31705624222400086,0.0,5.0,0.06606361589208781,density_partial_5pct
A2780cis,joint_ic_effect_hill_ramp_onset,partial_5pct,20k,ec50_effect,0.5553563961160066,0.5553563961160066,0.0,0.05,1.0,0.5319541011747438,partial_5pct
A2780cis,joint_ic_effect_hill_ramp_onset,partial_5pct,20k,hill_n,5.051550396356756,5.051550396356756,0.0,0.2,12.0,0.41114833867430134,partial_5pct
A2780cis,joint_ic_effect_hill_ramp_onset,partial_5pct,20k,lambda,4.893361323856429,4.893361323856429,0.0,0.01,5.0,0.9786295238189238,partial_5pct
A2780cis,joint_ic_effect_hill_ramp_onset,partial_5pct,20k,t_onset,5.553737182232014,5.553737182232014,0.0,0.0,7.0,0.7933910260331449,partial_5pct
A2780cis,joint_ic_effect_hill_ramp_onset,partial_5pct,30k,emax,0.3313687046232238,0.3324226714536354,0.31806468616581984,0.0,5.0,0.06648453429072708,density_partial_5pct
A2780cis,joint_ic_effect_hill_ramp_onset,partial_5pct,30k,ec50_effect,0.5553563961160066,0.5553563961160066,0.0,0.05,1.0,0.5319541011747438,partial_5pct
A2780cis,joint_ic_effect_hill_ramp_onset,partial_5pct,30k,hill_n,5.051550396356756,5.051550396356756,0.0,0.2,12.0,0.41114833867430134,partial_5pct
A2780cis,joint_ic_effect_hill_ramp_onset,partial_5pct,30k,lambda,4.893361323856429,4.893361323856429,0.0,0.01,5.0,0.9786295238189238,partial_5pct
A2780cis,joint_ic_effect_hill_ramp_onset,partial_5pct,30k,t_onset,5.553737182232014,5.553737182232014,0.0,0.0,7.0,0.7933910260331449,partial_5pct
A2780cis,joint_ic_effect_logistic_hill,partial_5pct,20k,emax,0.14285218453367246,0.13604970674996025,-4.761899725872764,0.0,4.0,0.03401242668749006,density_partial_5pct
A2780cis,joint_ic_effect_logistic_hill,partial_5pct,20k,ec50_effect,0.5744070114639541,0.5744070114639541,0.0,0.05,1.0,0.5520073804883727,partial_5pct
A2780cis,joint_ic_effect_logistic_hill,partial_5pct,20k,hill_n,9.999999999999083,9.999999999999083,0.0,0.2,10.0,0.9999999999999065,partial_5pct
A2780cis,joint_ic_effect_logistic_hill,partial_5pct,30k,emax,0.14285218453367246,0.1499947858288814,4.999994447775014,0.0,4.0,0.03749869645722035,density_partial_5pct
A2780cis,joint_ic_effect_logistic_hill,partial_5pct,30k,ec50_effect,0.5744070114639541,0.5744070114639541,0.0,0.05,1.0,0.5520073804883727,partial_5pct
A2780cis,joint_ic_effect_logistic_hill,partial_5pct,30k,hill_n,9.999999999999083,9.999999999999083,0.0,0.2,10.0,0.9999999999999065,partial_5pct
A2780cis,joint_ic_effect_transit_death,partial_5pct,20k,emax,0.35719006830040745,0.35650862213414075,-0.19077970714840298,0.0,5.0,0.07130172442682815,density_partial_5pct
A2780cis,joint_ic_effect_transit_death,partial_5pct,20k,lambda,4.999849397074434,4.999849397074434,0.0,0.01,5.0,0.9999698190529928,partial_5pct
A2780cis,joint_ic_effect_transit_death,partial_5pct,20k,t_onset,5.596129262778307,5.596129262778307,0.0,0.0,7.0,0.7994470375397581,partial_5pct
A2780cis,joint_ic_effect_transit_death,partial_5pct,20k,k_clear,2.2913529376308155,2.2913529376308155,0.0,0.01,5.0,0.4571849574410452,partial_5pct
A2780cis,joint_ic_effect_transit_death,partial_5pct,30k,emax,0.35719006830040745,0.35787281701266793,0.1911443718211947,0.0,5.0,0.07157456340253358,density_partial_5pct
A2780cis,joint_ic_effect_transit_death,partial_5pct,30k,lambda,4.999849397074434,4.999849397074434,0.0,0.01,5.0,0.9999698190529928,partial_5pct
A2780cis,joint_ic_effect_transit_death,partial_5pct,30k,t_onset,5.596129262778307,5.596129262778307,0.0,0.0,7.0,0.7994470375397581,partial_5pct
A2780cis,joint_ic_effect_transit_death,partial_5pct,30k,k_clear,2.2913529376308155,2.2913529376308155,0.0,0.01,5.0,0.4571849574410452,partial_5pct
A2780cis,joint_ic_effect_two_population,partial_5pct,20k,emax_sensitive,4.99999999992966,4.767363255293844,-4.652734892781762,0.0,5.0,0.9534726510587689,density_partial_5pct
A2780cis,joint_ic_effect_two_population,partial_5pct,20k,emax_tolerant,0.2943759667041902,0.2806794333853807,-4.652734892781762,0.0,3.0,0.09355981112846024,density_partial_5pct
A2780cis,joint_ic_effect_two_population,partial_5pct,20k,lambda,4.999999999999534,4.999999999999534,0.0,0.01,5.0,0.9999999999999065,partial_5pct
A2780cis,joint_ic_effect_two_population,partial_5pct,20k,t_onset,6.7675969359762975,6.7675969359762975,0.0,0.0,7.0,0.9667995622823282,partial_5pct
A2780cis,joint_ic_effect_two_population,partial_5pct,20k,f_tolerant0,0.6682206332619991,0.6682206332619991,0.0,0.0,0.95,0.7033901402757886,partial_5pct
A2780cis,joint_ic_effect_two_population,partial_5pct,30k,emax_sensitive,4.99999999992966,5.243988901314733,4.87977802777011,0.0,5.0,1.0487977802629467,density_partial_5pct
A2780cis,joint_ic_effect_two_population,partial_5pct,30k,emax_tolerant,0.2943759667041902,0.3087408604464571,4.87977802777011,0.0,3.0,0.10291362014881904,density_partial_5pct
A2780cis,joint_ic_effect_two_population,partial_5pct,30k,lambda,4.999999999999534,4.999999999999534,0.0,0.01,5.0,0.9999999999999065,partial_5pct
A2780cis,joint_ic_effect_two_population,partial_5pct,30k,t_onset,6.7675969359762975,6.7675969359762975,0.0,0.0,7.0,0.9667995622823282,partial_5pct
A2780cis,joint_ic_effect_two_population,partial_5pct,30k,f_tolerant0,0.6682206332619991,0.6682206332619991,0.0,0.0,0.95,0.7033901402757886,partial_5pct
A2780cis,joint_time_decay_dose_scaled,partial_5pct,20k,k_kill,0.07395501352946746,0.07043334655590563,-4.761904305728526,0.0,4.0,0.01760833663897641,density_partial_5pct
A2780cis,joint_time_decay_dose_scaled,partial_5pct,20k,lambda,1.7341832342332343e-10,1.7341832342332343e-10,0.0,0.0,5.0,3.468366468466469e-11,partial_5pct
A2780cis,joint_time_decay_dose_scaled,partial_5pct,30k,k_kill,0.07395501352946746,0.07765276383399569,4.999999497065688,0.0,4.0,0.019413190958498923,density_partial_5pct
A2780cis,joint_time_decay_dose_scaled,partial_5pct,30k,lambda,1.7341832342332343e-10,1.7341832342332343e-10,0.0,0.0,5.0,3.468366468466469e-11,partial_5pct
A2780cis,joint_anchored_hill_kill,independent_diagnostic,20k,emax,0.37814448384872795,0.4472867745232264,18.284622314405617,0.0,3.0,0.14909559150774213,independent_diagnostic
A2780cis,joint_anchored_hill_kill,independent_diagnostic,20k,ec50_uM,1.6451129934745046,1.821982844699393,10.751228148246316,0.001,10.0,0.18211649611955127,independent_diagnostic
A2780cis,joint_anchored_hill_kill,independent_diagnostic,20k,hill_n,4.557538692064361,5.093574183874347,11.761512694194742,0.1,6.0,0.8463685057414148,independent_diagnostic
A2780cis,joint_anchored_hill_kill,independent_diagnostic,30k,emax,0.37814448384872795,0.31969031683899163,-15.458156738079031,0.0,3.0,0.10656343894633054,independent_diagnostic
A2780cis,joint_anchored_hill_kill,independent_diagnostic,30k,ec50_uM,1.6451129934745046,1.4854128671805198,-9.707547562231312,0.001,10.0,0.1484561323312851,independent_diagnostic
A2780cis,joint_anchored_hill_kill,independent_diagnostic,30k,hill_n,4.557538692064361,4.077914285694071,-10.52375939683008,0.1,6.0,0.6742227602871306,independent_diagnostic
A2780cis,joint_anchored_linear_kill,independent_diagnostic,20k,k_kill,0.07323698946276885,0.059878614543826196,-18.23992905351959,0.0,8.0,0.0074848268179782745,independent_diagnostic
A2780cis,joint_anchored_linear_kill,independent_diagnostic,30k,k_kill,0.07323698946276885,0.089575496467841,22.309091519085555,0.0,8.0,0.011196937058480126,independent_diagnostic
A2780cis,joint_ic_effect_hill_ramp,independent_diagnostic,20k,emax,1.5152594209238104,0.9600158406959065,-36.64346662760808,0.0,5.0,0.1920031681391813,independent_diagnostic
A2780cis,joint_ic_effect_hill_ramp,independent_diagnostic,20k,ec50_effect,0.5143700880860037,0.5479517746277077,6.528701283284777,0.05,1.0,0.5241597627660082,independent_diagnostic
A2780cis,joint_ic_effect_hill_ramp,independent_diagnostic,20k,hill_n,5.687021964227535,9.971187824814747,75.33232485359547,0.2,12.0,0.828066764814809,independent_diagnostic
A2780cis,joint_ic_effect_hill_ramp,independent_diagnostic,20k,lambda,0.018494089419222832,0.024353390507842163,31.682019891875022,0.01,5.0,0.0028764309634954233,independent_diagnostic
A2780cis,joint_ic_effect_hill_ramp,independent_diagnostic,30k,emax,1.5152594209238104,2.3916387786205737,57.83691858932378,0.0,5.0,0.47832775572411473,independent_diagnostic
A2780cis,joint_ic_effect_hill_ramp,independent_diagnostic,30k,ec50_effect,0.5143700880860037,0.4828464835201296,-6.128584320129304,0.05,1.0,0.45562787738961014,independent_diagnostic
A2780cis,joint_ic_effect_hill_ramp,independent_diagnostic,30k,hill_n,5.687021964227535,3.243567305102619,-42.965451417186664,0.2,12.0,0.25792943263581514,independent_diagnostic
A2780cis,joint_ic_effect_hill_ramp,independent_diagnostic,30k,lambda,0.018494089419222832,0.01404450617814676,-24.059488089482027,0.01,5.0,0.0008105222801897313,independent_diagnostic
A2780cis,joint_ic_effect_hill_ramp_onset,independent_diagnostic,20k,emax,0.7681076460896739,0.9629258569741791,25.36339950217874,0.0,5.0,0.19258517139483583,independent_diagnostic
A2780cis,joint_ic_effect_hill_ramp_onset,independent_diagnostic,20k,ec50_effect,0.5325585515985329,0.539702306954272,1.3414028061884187,0.05,1.0,0.5154761125834443,independent_diagnostic
A2780cis,joint_ic_effect_hill_ramp_onset,independent_diagnostic,20k,hill_n,7.543992128986114,7.578881687038855,0.4624813686998186,0.2,12.0,0.6253289565287165,independent_diagnostic
A2780cis,joint_ic_effect_hill_ramp_onset,independent_diagnostic,20k,lambda,0.04976116769840135,0.03815795602412609,-23.317804245674957,0.01,5.0,0.005642876958742703,independent_diagnostic
A2780cis,joint_ic_effect_hill_ramp_onset,independent_diagnostic,20k,t_onset,0.9144743696720928,2.1544583098585397,135.5952644830356,0.0,7.0,0.30777975855122,independent_diagnostic
A2780cis,joint_ic_effect_hill_ramp_onset,independent_diagnostic,30k,emax,0.7681076460896739,0.6127048637320374,-20.231901498282156,0.0,5.0,0.12254097274640748,independent_diagnostic
A2780cis,joint_ic_effect_hill_ramp_onset,independent_diagnostic,30k,ec50_effect,0.5325585515985329,0.5255093543722017,-1.3236473633128742,0.05,1.0,0.5005361624970545,independent_diagnostic
A2780cis,joint_ic_effect_hill_ramp_onset,independent_diagnostic,30k,hill_n,7.543992128986114,7.509263185825038,-0.46035232496648426,0.2,12.0,0.6194290835444947,independent_diagnostic
A2780cis,joint_ic_effect_hill_ramp_onset,independent_diagnostic,30k,lambda,0.04976116769840135,0.06489272667390293,30.40836796116362,0.01,5.0,0.011000546427635857,independent_diagnostic
A2780cis,joint_ic_effect_hill_ramp_onset,independent_diagnostic,30k,t_onset,0.9144743696720928,0.38815481783078926,-57.55432511793943,0.0,7.0,0.05545068826154132,independent_diagnostic
A2780cis,joint_ic_effect_logistic_hill,independent_diagnostic,20k,emax,0.16214423399884884,0.1347381795955759,-16.902268879612148,0.0,4.0,0.03368454489889398,independent_diagnostic
A2780cis,joint_ic_effect_logistic_hill,independent_diagnostic,20k,ec50_effect,0.6167091275996781,0.632147296814989,2.503314532638523,0.05,1.0,0.6127866282263043,independent_diagnostic
A2780cis,joint_ic_effect_logistic_hill,independent_diagnostic,20k,hill_n,7.6518631806535895,9.32627503270181,21.88240710160214,0.2,10.0,0.9312525543573276,independent_diagnostic
A2780cis,joint_ic_effect_logistic_hill,independent_diagnostic,30k,emax,0.16214423399884884,0.1951247426526512,20.340229091363504,0.0,4.0,0.0487811856631628,independent_diagnostic
A2780cis,joint_ic_effect_logistic_hill,independent_diagnostic,30k,ec50_effect,0.6167091275996781,0.6016479861276185,-2.442179108112086,0.05,1.0,0.580682090660651,independent_diagnostic
A2780cis,joint_ic_effect_logistic_hill,independent_diagnostic,30k,hill_n,7.6518631806535895,6.27807028316641,-17.953704412287152,0.2,10.0,0.6202112533843275,independent_diagnostic
A2780cis,joint_ic_effect_transit_death,independent_diagnostic,20k,emax,2.2418721523012537,1.5750355884923122,-29.7446294216395,0.0,5.0,0.31500711769846246,independent_diagnostic
A2780cis,joint_ic_effect_transit_death,independent_diagnostic,20k,lambda,0.058405131059705934,0.0480400354726214,-17.746892094957524,0.01,5.0,0.007623253601727735,independent_diagnostic
A2780cis,joint_ic_effect_transit_death,independent_diagnostic,20k,t_onset,3.7997081211816437,3.3617246082652423,-11.526767292330764,0.0,7.0,0.48024637260932035,independent_diagnostic
A2780cis,joint_ic_effect_transit_death,independent_diagnostic,20k,k_clear,0.07695942531628192,0.43929705512308287,470.81644427267184,0.01,5.0,0.0860314739725617,independent_diagnostic
A2780cis,joint_ic_effect_transit_death,independent_diagnostic,30k,emax,2.2418721523012537,3.191033132194135,42.33787278719616,0.0,5.0,0.6382066264388271,independent_diagnostic
A2780cis,joint_ic_effect_transit_death,independent_diagnostic,30k,lambda,0.058405131059705934,0.07100659482330082,21.57595323382249,0.01,5.0,0.012225770505671507,independent_diagnostic
A2780cis,joint_ic_effect_transit_death,independent_diagnostic,30k,t_onset,3.7997081211816437,4.29475447532988,13.0285363601635,0.0,7.0,0.6135363536185542,independent_diagnostic
A2780cis,joint_ic_effect_transit_death,independent_diagnostic,30k,k_clear,0.07695942531628192,0.013482342018780276,-82.48123350275604,0.01,5.0,0.0006978641320200952,independent_diagnostic
A2780cis,joint_ic_effect_two_population,independent_diagnostic,20k,emax_sensitive,1.6867841538792803,1.5895149691734975,-5.766546032702657,0.0,5.0,0.3179029938346995,independent_diagnostic
A2780cis,joint_ic_effect_two_population,independent_diagnostic,20k,emax_tolerant,0.5204802864352719,0.9184031623728903,76.45301586020877,0.0,3.0,0.3061343874576301,independent_diagnostic
A2780cis,joint_ic_effect_two_population,independent_diagnostic,20k,lambda,0.08944954130536165,0.03544885638049934,-60.36999646595782,0.01,5.0,0.005099971218536941,independent_diagnostic
A2780cis,joint_ic_effect_two_population,independent_diagnostic,20k,t_onset,3.324526852221206,2.2245490058432456,-33.08674873969015,0.0,7.0,0.31779271512046364,independent_diagnostic
A2780cis,joint_ic_effect_two_population,independent_diagnostic,20k,f_tolerant0,0.46275892515496947,0.6282765275627707,35.76756566118577,0.0,0.95,0.6613437132239692,independent_diagnostic
A2780cis,joint_ic_effect_two_population,independent_diagnostic,30k,emax_sensitive,1.6867841538792803,1.7900056538993676,6.119425522388133,0.0,5.0,0.3580011307798735,independent_diagnostic
A2780cis,joint_ic_effect_two_population,independent_diagnostic,30k,emax_tolerant,0.5204802864352719,0.29496820096722604,-43.32769008650841,0.0,3.0,0.09832273365574201,independent_diagnostic
A2780cis,joint_ic_effect_two_population,independent_diagnostic,30k,lambda,0.08944954130536165,0.22571166623420685,152.33406783347877,0.01,5.0,0.04322879082849836,independent_diagnostic
A2780cis,joint_ic_effect_two_population,independent_diagnostic,30k,t_onset,3.324526852221206,4.968413265838685,49.44722923561753,0.0,7.0,0.7097733236912408,independent_diagnostic
A2780cis,joint_ic_effect_two_population,independent_diagnostic,30k,f_tolerant0,0.46275892515496947,0.34084644804621866,-26.344705738074005,0.0,0.95,0.35878573478549336,independent_diagnostic
A2780cis,joint_time_decay_dose_scaled,independent_diagnostic,20k,k_kill,0.07323659204256915,0.05987873842674823,-18.23931622604257,0.0,4.0,0.014969684606687057,independent_diagnostic
A2780cis,joint_time_decay_dose_scaled,independent_diagnostic,20k,lambda,1.480179608284665e-10,1.7208986890849985e-12,-98.8373717085055,0.0,5.0,3.441797378169997e-13,independent_diagnostic
A2780cis,joint_time_decay_dose_scaled,independent_diagnostic,30k,k_kill,0.07323659204256915,0.08957433898797287,22.308174765842903,0.0,4.0,0.02239358474699322,independent_diagnostic
A2780cis,joint_time_decay_dose_scaled,independent_diagnostic,30k,lambda,1.480179608284665e-10,1.2731322806380089e-8,8501.20132389476,0.0,5.0,2.546264561276018e-9,independent_diagnostic
