cell_line,model,pooling_mode,parameter,estimate,lower_bound,upper_bound,bound_position,identifiability
A2780cis,logistic_simple_death,independent_diagnostic,death_rate_30k,0.011025324231949442,0.0,2.0,0.005512662115974721,poorly_identified_at_bound
A2780cis,allee_growth,shared,r,0.0002374114761459196,0.0001,2.0,6.870917353163639e-5,poorly_identified_at_bound
A2780cis,allee_growth,shared,K,3551.0520765063047,3133.8628472499995,12535.451388999998,0.044374333912155034,interior
A2780cis,allee_growth,shared,allee_threshold,0.11606826230180112,1.0e-6,4178.483796333333,2.777736327024382e-5,poorly_identified_at_bound
A2780cis,allee_growth,partial_5pct,r,0.3059711072635275,0.0001,2.0,0.15294320079180335,interior
A2780cis,allee_growth,partial_5pct,K,3133.8628472508794,3133.8628472499995,12535.451388999998,9.359440907860853e-14,poorly_identified_at_bound
A2780cis,allee_growth,partial_5pct,allee_threshold,59.41741393792933,1.0e-6,4178.483796333333,0.014219850033710468,poorly_identified_at_bound
A2780cis,allee_growth,partial_5pct,log_contrast_r,-0.00696516164397247,-0.04879016416943205,0.04879016416943205,0.42862125222837155,interior
A2780cis,allee_growth,partial_5pct,log_contrast_K,0.0009112411809830967,-0.04879016416943205,0.04879016416943205,0.5093383696949518,interior
A2780cis,allee_growth,independent_diagnostic,r_20k,0.5386410102196192,0.0001,2.0,0.26928396930827503,interior
A2780cis,allee_growth,independent_diagnostic,K_20k,3689.497339074589,3133.8628472499995,12535.451388999998,0.05910006477704931,interior
A2780cis,allee_growth,independent_diagnostic,allee_threshold_20k,65.27436514568917,1.0e-6,4178.483796333333,0.015621542966994325,poorly_identified_at_bound
A2780cis,allee_growth,independent_diagnostic,r_30k,0.6160673867041476,0.0001,2.0,0.30799909330673914,interior
A2780cis,allee_growth,independent_diagnostic,K_30k,3159.0577098970875,3133.8628472499995,12535.451388999998,0.0026798516586004828,poorly_identified_at_bound
A2780cis,allee_growth,independent_diagnostic,allee_threshold_30k,97.07217116369904,1.0e-6,4178.483796333333,0.02323143391679834,interior
