cell_line,model,pooling_mode,start_index,status,bic,scaled_sse,raw_sse,params,message
A2780Naive,adaptation_theta_logistic_growth,independent_diagnostic,1,completed,-166.9678417651791,0.027792443071397253,487565.8745771176,"[1.1047508216828215, 4029.984094884834, 0.750928604767622, 3.20732475837488, 1.4069334245453626, 4021.138507792012, 0.42750408425855857, 2.255938629062442]",
A2780Naive,adaptation_theta_logistic_growth,independent_diagnostic,2,completed,-158.5610862098167,0.03752492660471054,656947.600024636,"[1.3937519335876303, 4013.4831362508685, 0.5870974894022206, 1.4196465058574246, 0.9944812367965821, 3951.938080047009, 0.8722706887287072, 1.498527123385402]",
A2780Naive,adaptation_theta_logistic_growth,independent_diagnostic,3,completed,-152.77027396466963,0.04614645506418509,812369.9403228553,"[0.8839300282292453, 3982.3833184281198, 1.4403160763054508, 2.897954660966828, 1.4694195541575057, 4002.130672750166, 0.4607568098831675, 1.1199947274701412]",
A2780Naive,logistic_simple_death,shared,1,completed,-162.18704299820718,0.059772368237334804,1.0482828581669057e6,"[0.8808923852115551, 3977.5598394951908, 0.0014168593577407048]",
A2780Naive,logistic_simple_death,partial_5pct,1,completed,-167.56566631148368,0.03887825850030378,681385.3039331328,"[0.877188119542429, 3981.176290120571, 0.0010046757938201993, -0.031708539492085394, -0.025100662236201665]",
A2780Naive,logistic_simple_death,independent_diagnostic,1,completed,-168.5701708076796,0.03329984433720135,583495.5490740575,"[0.936706511442599, 4040.412259676364, 0.005669316559432762, 0.8239630895016893, 3978.198010341381, 0.005764783693218887]",
A2780Naive,allee_growth,shared,1,completed,-50.426318901592566,3.235691424586465,5.685134431311698e7,"[1.9999863764095, 3160.249653000887, 0.009001807229963514]",
A2780Naive,allee_growth,partial_5pct,1,completed,-75.9758913308745,1.0240274164262733,1.7908705906401932e7,"[0.3728176430833097, 3505.188229055003, 55.63430539123533, 0.0008496478107053174, 9.10475634052707e-5]",
A2780Naive,allee_growth,independent_diagnostic,1,completed,-56.92284646246511,1.7953534027839095,3.1276638614333615e7,"[0.7404975055781418, 3762.3684994176792, 63.260972093744336, 1.162338471084117, 3167.761959208718, 0.9738463379897623]",
A2780cis,logistic_growth,shared,1,completed,-167.206820488923,0.1386107364857848,2.4156212751273937e6,"[0.6024146478938854, 3955.541892813129]",
A2780cis,logistic_growth,partial_5pct,1,completed,-160.39239934196416,0.1381046477066921,2.4067933824423472e6,"[0.6020841906944804, 3954.560619531352, -0.008351418078910523, 0.006728998897357771]",
