cell_line,model,pooling_mode,density,parameter,center_value,effective_value,deviation_percent,parameter_scope
A2780cis,baranyi_theta_logistic_growth,shared,20k,theta,1.2620476371285276,1.2620476371285276,0.0,shared_across_densities
A2780cis,baranyi_theta_logistic_growth,shared,30k,theta,1.2620476371285276,1.2620476371285276,0.0,shared_across_densities
A2780cis,baranyi_theta_logistic_growth,shared,20k,q0,0.1742509249371738,0.1742509249371738,0.0,shared_across_densities
A2780cis,baranyi_theta_logistic_growth,shared,30k,q0,0.1742509249371738,0.1742509249371738,0.0,shared_across_densities
A2780cis,baranyi_theta_logistic_growth,partial_5pct,20k,r,0.7311166104756035,0.7401987357832789,1.2422266403942395,partial_5pct
A2780cis,baranyi_theta_logistic_growth,partial_5pct,30k,r,0.7311166104756035,0.7221459214567474,-1.2269847094597552,partial_5pct
A2780cis,baranyi_theta_logistic_growth,partial_5pct,20k,K,3815.554421850511,3821.9404098367486,0.16736723632264638,partial_5pct
A2780cis,baranyi_theta_logistic_growth,partial_5pct,30k,K,3815.554421850511,3809.1791040574703,-0.16708758644696786,partial_5pct
A2780cis,baranyi_theta_logistic_growth,partial_5pct,20k,theta,1.6009004379595477,1.6009004379595477,0.0,partial_5pct
A2780cis,baranyi_theta_logistic_growth,partial_5pct,30k,theta,1.6009004379595477,1.6009004379595477,0.0,partial_5pct
A2780cis,baranyi_theta_logistic_growth,partial_5pct,20k,q0,0.3291894386401773,0.3291894386401773,0.0,partial_5pct
A2780cis,baranyi_theta_logistic_growth,partial_5pct,30k,q0,0.3291894386401773,0.3291894386401773,0.0,partial_5pct
A2780cis,baranyi_theta_logistic_growth,independent_diagnostic,20k,r,0.7272751917879647,0.7651016817909807,5.201124750319286,independent_diagnostic
A2780cis,baranyi_theta_logistic_growth,independent_diagnostic,30k,r,0.7272751917879647,0.6913188366702869,-4.943982074966858,independent_diagnostic
A2780cis,baranyi_theta_logistic_growth,independent_diagnostic,20k,K,3816.2182496275245,3826.710033735048,0.27492620760218855,independent_diagnostic
A2780cis,baranyi_theta_logistic_growth,independent_diagnostic,30k,K,3816.2182496275245,3805.7552311000395,-0.27417243572236405,independent_diagnostic
A2780cis,baranyi_theta_logistic_growth,independent_diagnostic,20k,theta,1.6093210173873895,1.4822291507464105,-7.897235248148505,independent_diagnostic
A2780cis,baranyi_theta_logistic_growth,independent_diagnostic,30k,theta,1.6093210173873895,1.7473102156306748,8.57437371117542,independent_diagnostic
A2780cis,baranyi_theta_logistic_growth,independent_diagnostic,20k,q0,0.33827892474652704,0.28455828946031414,-15.880574093247423,independent_diagnostic
A2780cis,baranyi_theta_logistic_growth,independent_diagnostic,30k,q0,0.33827892474652704,0.4021412665387344,18.878604938235366,independent_diagnostic
A2780cis,adaptation_theta_logistic_growth,shared,20k,r,1.3033401811989338,1.3033401811989338,0.0,shared_across_densities
A2780cis,adaptation_theta_logistic_growth,shared,30k,r,1.3033401811989338,1.3033401811989338,0.0,shared_across_densities
A2780cis,adaptation_theta_logistic_growth,shared,20k,K,3819.019651355322,3819.019651355322,0.0,shared_across_densities
A2780cis,adaptation_theta_logistic_growth,shared,30k,K,3819.019651355322,3819.019651355322,0.0,shared_across_densities
A2780cis,adaptation_theta_logistic_growth,shared,20k,theta,0.9738231812965199,0.9738231812965199,0.0,shared_across_densities
A2780cis,adaptation_theta_logistic_growth,shared,30k,theta,0.9738231812965199,0.9738231812965199,0.0,shared_across_densities
A2780cis,adaptation_theta_logistic_growth,shared,20k,adaptation_rate,0.21127164965197726,0.21127164965197726,0.0,shared_across_densities
A2780cis,adaptation_theta_logistic_growth,shared,30k,adaptation_rate,0.21127164965197726,0.21127164965197726,0.0,shared_across_densities
A2780cis,adaptation_theta_logistic_growth,partial_5pct,20k,r,1.017911032406407,1.022420197228088,0.44298221338863186,partial_5pct
A2780cis,adaptation_theta_logistic_growth,partial_5pct,30k,r,1.017911032406407,1.0134217542882986,-0.44102853542076215,partial_5pct
A2780cis,adaptation_theta_logistic_growth,partial_5pct,20k,K,3818.380023962281,3825.8480485568866,0.19558096752392284,partial_5pct
A2780cis,adaptation_theta_logistic_growth,partial_5pct,30k,K,3818.380023962281,3810.9265768915707,-0.19519919504963346,partial_5pct
A2780cis,adaptation_theta_logistic_growth,partial_5pct,20k,theta,1.1655567238937645,1.1655567238937645,0.0,partial_5pct
A2780cis,adaptation_theta_logistic_growth,partial_5pct,30k,theta,1.1655567238937645,1.1655567238937645,0.0,partial_5pct
A2780cis,adaptation_theta_logistic_growth,partial_5pct,20k,adaptation_rate,0.29173176979715765,0.29173176979715765,0.0,partial_5pct
A2780cis,adaptation_theta_logistic_growth,partial_5pct,30k,adaptation_rate,0.29173176979715765,0.29173176979715765,0.0,partial_5pct
A2780cis,adaptation_theta_logistic_growth,independent_diagnostic,20k,r,0.7276967592741306,0.7036668497687825,-3.302187236523857,independent_diagnostic
A2780cis,adaptation_theta_logistic_growth,independent_diagnostic,30k,r,0.7276967592741306,0.7525472794861291,3.414955459852065,independent_diagnostic
A2780cis,adaptation_theta_logistic_growth,independent_diagnostic,20k,K,3813.768194653561,3819.835189850699,0.1590813832273108,independent_diagnostic
A2780cis,adaptation_theta_logistic_growth,independent_diagnostic,30k,K,3813.768194653561,3807.7108355870128,-0.15882871630844564,independent_diagnostic
A2780cis,adaptation_theta_logistic_growth,independent_diagnostic,20k,theta,1.6384121398332894,1.7288929309359036,5.5224683034770905,independent_diagnostic
A2780cis,adaptation_theta_logistic_growth,independent_diagnostic,30k,theta,1.6384121398332894,1.5526666179958013,-5.233452545475692,independent_diagnostic
A2780cis,adaptation_theta_logistic_growth,independent_diagnostic,20k,adaptation_rate,0.523276484846201,0.5885355633165208,12.471242327944543,independent_diagnostic
A2780cis,adaptation_theta_logistic_growth,independent_diagnostic,30k,adaptation_rate,0.523276484846201,0.4652535830629729,-11.08838319006098,independent_diagnostic
A2780cis,logistic_simple_death,shared,20k,r,0.6161166083304274,0.6161166083304274,0.0,shared_across_densities
A2780cis,logistic_simple_death,shared,30k,r,0.6161166083304274,0.6161166083304274,0.0,shared_across_densities
A2780cis,logistic_simple_death,shared,20k,K,4045.584353890138,4045.584353890138,0.0,shared_across_densities
A2780cis,logistic_simple_death,shared,30k,K,4045.584353890138,4045.584353890138,0.0,shared_across_densities
A2780cis,logistic_simple_death,shared,20k,death_rate,0.01370558400024064,0.01370558400024064,0.0,shared_across_densities
A2780cis,logistic_simple_death,shared,30k,death_rate,0.01370558400024064,0.01370558400024064,0.0,shared_across_densities
A2780cis,logistic_simple_death,partial_5pct,20k,r,0.6012933033695642,0.611574866770053,1.7099081833894303,partial_5pct
A2780cis,logistic_simple_death,partial_5pct,30k,r,0.6012933033695642,0.5911845896914921,-1.6811618591832445,partial_5pct
A2780cis,logistic_simple_death,partial_5pct,20k,K,3958.448369601156,3971.81958722456,0.3377893653000008,partial_5pct
A2780cis,logistic_simple_death,partial_5pct,30k,K,3958.448369601156,3945.122166474712,-0.3366521900041164,partial_5pct
A2780cis,logistic_simple_death,partial_5pct,20k,death_rate,1.473911787877418e-9,1.473911787877418e-9,0.0,partial_5pct
A2780cis,logistic_simple_death,partial_5pct,30k,death_rate,1.473911787877418e-9,1.473911787877418e-9,0.0,partial_5pct
A2780cis,logistic_simple_death,independent_diagnostic,20k,r,0.6164768394149468,0.6310723472123275,2.367567905913903,independent_diagnostic
A2780cis,logistic_simple_death,independent_diagnostic,30k,r,0.6164768394149468,0.6022188980611036,-2.312810545709121,independent_diagnostic
A2780cis,logistic_simple_death,independent_diagnostic,20k,K,4058.364033806275,4098.498246748447,0.9889258974269621,independent_diagnostic
A2780cis,logistic_simple_death,independent_diagnostic,30k,K,4058.364033806275,4018.6228319016864,-0.9792419204769032,independent_diagnostic
A2780cis,logistic_simple_death,independent_diagnostic,20k,death_rate,0.014661938071898509,0.01949805951295608,32.9841895208016,independent_diagnostic
A2780cis,logistic_simple_death,independent_diagnostic,30k,death_rate,0.014661938071898509,0.011025324231949442,-24.80309098371589,independent_diagnostic
A2780cis,allee_growth,shared,20k,r,0.0002374114761459196,0.0002374114761459196,0.0,shared_across_densities
A2780cis,allee_growth,shared,30k,r,0.0002374114761459196,0.0002374114761459196,0.0,shared_across_densities
A2780cis,allee_growth,shared,20k,K,3551.0520765063047,3551.0520765063047,0.0,shared_across_densities
A2780cis,allee_growth,shared,30k,K,3551.0520765063047,3551.0520765063047,0.0,shared_across_densities
A2780cis,allee_growth,shared,20k,allee_threshold,0.11606826230180112,0.11606826230180112,0.0,shared_across_densities
A2780cis,allee_growth,shared,30k,allee_threshold,0.11606826230180112,0.11606826230180112,0.0,shared_across_densities
A2780cis,allee_growth,partial_5pct,20k,r,0.3059711072635275,0.3081096846066331,0.6989474797905348,partial_5pct
A2780cis,allee_growth,partial_5pct,30k,r,0.3059711072635275,0.30384737370262327,-0.6940961125048606,partial_5pct
A2780cis,allee_growth,partial_5pct,20k,K,3133.8628472508794,3131.0084430917354,-0.0910826126819142,partial_5pct
A2780cis,allee_growth,partial_5pct,30k,K,3133.8628472508794,3136.719853646093,0.09116564873665745,partial_5pct
A2780cis,allee_growth,partial_5pct,20k,allee_threshold,59.41741393792933,59.41741393792933,0.0,partial_5pct
A2780cis,allee_growth,partial_5pct,30k,allee_threshold,59.41741393792933,59.41741393792933,0.0,partial_5pct
A2780cis,allee_growth,independent_diagnostic,20k,r,0.5760548233785417,0.5386410102196192,-6.494835498380491,independent_diagnostic
A2780cis,allee_growth,independent_diagnostic,30k,r,0.5760548233785417,0.6160673867041476,6.945964464099719,independent_diagnostic
A2780cis,allee_growth,independent_diagnostic,20k,K,3413.991068331663,3689.497339074589,8.069917736415144,independent_diagnostic
A2780cis,allee_growth,independent_diagnostic,30k,K,3413.991068331663,3159.0577098970875,-7.46731181576159,independent_diagnostic
A2780cis,allee_growth,independent_diagnostic,20k,allee_threshold,79.6010323175782,65.27436514568917,-17.998092178919258,independent_diagnostic
A2780cis,allee_growth,independent_diagnostic,30k,allee_threshold,79.6010323175782,97.07217116369904,21.948382247629095,independent_diagnostic
