time,observed,predicted,fixed_day0_anchor,model,pooling_mode,cell_line,density,dose,ic_label,effect_level,growth_family,joint_group
0.0,67.0,67.0,true,joint_anchored_hill_kill,shared,A2780Naive,20k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
1.0,305.18962200000004,121.61315283096721,false,joint_anchored_hill_kill,shared,A2780Naive,20k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
2.0,465.63738433333333,315.5462177249273,false,joint_anchored_hill_kill,shared,A2780Naive,20k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
3.0,790.214892,719.9817684650761,false,joint_anchored_hill_kill,shared,A2780Naive,20k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
4.0,880.948534,1290.5899108428894,false,joint_anchored_hill_kill,shared,A2780Naive,20k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
5.0,1277.0010803333332,1881.6662159332423,false,joint_anchored_hill_kill,shared,A2780Naive,20k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
6.0,1612.01223,2368.082982747715,false,joint_anchored_hill_kill,shared,A2780Naive,20k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
7.0,2016.4244216666668,2710.333259319721,false,joint_anchored_hill_kill,shared,A2780Naive,20k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
8.0,2081.411111,2928.4576881504026,false,joint_anchored_hill_kill,shared,A2780Naive,20k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
9.0,2395.0547066666663,3059.462136832171,false,joint_anchored_hill_kill,shared,A2780Naive,20k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
10.0,2537.1984183333334,3135.4771073075162,false,joint_anchored_hill_kill,shared,A2780Naive,20k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
11.0,3073.8874999999994,3178.7273930878778,false,joint_anchored_hill_kill,shared,A2780Naive,20k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
12.0,3042.368325666667,3203.065097984553,false,joint_anchored_hill_kill,shared,A2780Naive,20k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
13.0,3537.7463733333334,3216.675947247772,false,joint_anchored_hill_kill,shared,A2780Naive,20k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
14.0,3458.3808643333336,3224.2616210589104,false,joint_anchored_hill_kill,shared,A2780Naive,20k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
0.0,67.0,67.0,true,joint_anchored_hill_kill,shared,A2780Naive,20k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
1.0,164.83707566666666,95.3264105213428,false,joint_anchored_hill_kill,shared,A2780Naive,20k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
2.0,310.328588,205.58917155412277,false,joint_anchored_hill_kill,shared,A2780Naive,20k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
3.0,498.45925933333325,420.13406264834646,false,joint_anchored_hill_kill,shared,A2780Naive,20k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
4.0,690.7097223333334,719.2114612873465,false,joint_anchored_hill_kill,shared,A2780Naive,20k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
5.0,804.9089893333334,1044.894084676779,false,joint_anchored_hill_kill,shared,A2780Naive,20k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
6.0,1188.2886573333333,1337.870738153192,false,joint_anchored_hill_kill,shared,A2780Naive,20k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
7.0,1563.5381556666664,1567.031863616215,false,joint_anchored_hill_kill,shared,A2780Naive,20k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
8.0,1634.130247,1729.821212514293,false,joint_anchored_hill_kill,shared,A2780Naive,20k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
9.0,1556.192554,1838.3733486182339,false,joint_anchored_hill_kill,shared,A2780Naive,20k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
10.0,1522.992284,1907.905396262893,false,joint_anchored_hill_kill,shared,A2780Naive,20k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
11.0,1608.247685333333,1951.3427704158937,false,joint_anchored_hill_kill,shared,A2780Naive,20k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
12.0,1500.9281636666667,1978.0648589941927,false,joint_anchored_hill_kill,shared,A2780Naive,20k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
13.0,2011.2254243333334,1994.3509133372233,false,joint_anchored_hill_kill,shared,A2780Naive,20k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
14.0,2445.406712666667,2004.2205652571402,false,joint_anchored_hill_kill,shared,A2780Naive,20k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
0.0,67.0,67.0,true,joint_anchored_hill_kill,shared,A2780Naive,20k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
1.0,470.381366,57.46679944074634,false,joint_anchored_hill_kill,shared,A2780Naive,20k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
2.0,658.348264,82.75080901184451,false,joint_anchored_hill_kill,shared,A2780Naive,20k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
3.0,910.885918,127.67169178942964,false,joint_anchored_hill_kill,shared,A2780Naive,20k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
4.0,928.761304,184.35756239570713,false,joint_anchored_hill_kill,shared,A2780Naive,20k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
5.0,914.7665896666667,246.46926612594973,false,joint_anchored_hill_kill,shared,A2780Naive,20k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
6.0,867.7298226666667,307.99479624904035,false,joint_anchored_hill_kill,shared,A2780Naive,20k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
7.0,681.9129633333333,364.2088265402349,false,joint_anchored_hill_kill,shared,A2780Naive,20k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
8.0,481.738503,412.3693126708077,false,joint_anchored_hill_kill,shared,A2780Naive,20k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
9.0,333.6756173333333,451.6180430938617,false,joint_anchored_hill_kill,shared,A2780Naive,20k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
10.0,232.34174399999998,482.4126437544189,false,joint_anchored_hill_kill,shared,A2780Naive,20k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
11.0,155.3204476666667,505.8999722386531,false,joint_anchored_hill_kill,shared,A2780Naive,20k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
12.0,103.907562,523.4451543459397,false,joint_anchored_hill_kill,shared,A2780Naive,20k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
13.0,71.52523133333334,536.3546373858866,false,joint_anchored_hill_kill,shared,A2780Naive,20k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
14.0,36.60995366666666,545.7500016398012,false,joint_anchored_hill_kill,shared,A2780Naive,20k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
0.0,100.0,100.0,true,joint_anchored_hill_kill,shared,A2780Naive,30k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
1.0,507.5015816666667,161.01876717890514,false,joint_anchored_hill_kill,shared,A2780Naive,30k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
2.0,801.887693,355.4548396967632,false,joint_anchored_hill_kill,shared,A2780Naive,30k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
3.0,1336.278318,727.1673420314315,false,joint_anchored_hill_kill,shared,A2780Naive,30k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
4.0,1623.1049383333336,1229.5694086466306,false,joint_anchored_hill_kill,shared,A2780Naive,30k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
5.0,2076.8491126666668,1751.3780068659605,false,joint_anchored_hill_kill,shared,A2780Naive,30k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
6.0,2482.367592666667,2196.2398493166875,false,joint_anchored_hill_kill,shared,A2780Naive,30k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
7.0,2895.899845666667,2526.292959077087,false,joint_anchored_hill_kill,shared,A2780Naive,30k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
8.0,2949.133024666667,2749.637259637713,false,joint_anchored_hill_kill,shared,A2780Naive,30k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
9.0,3220.295872,2892.2241332802428,false,joint_anchored_hill_kill,shared,A2780Naive,30k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
10.0,2758.7708333333335,2980.059117796021,false,joint_anchored_hill_kill,shared,A2780Naive,30k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
11.0,3434.9652003333335,3033.01535484418,false,joint_anchored_hill_kill,shared,A2780Naive,30k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
12.0,3115.501775,3064.537277804851,false,joint_anchored_hill_kill,shared,A2780Naive,30k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
13.0,3633.6489583333337,3083.1593721777926,false,joint_anchored_hill_kill,shared,A2780Naive,30k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
14.0,3423.783179,3094.111937741977,false,joint_anchored_hill_kill,shared,A2780Naive,30k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
0.0,100.0,100.0,true,joint_anchored_hill_kill,shared,A2780Naive,30k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
1.0,277.1990353333333,126.17273324610102,false,joint_anchored_hill_kill,shared,A2780Naive,30k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
2.0,512.5472606666666,230.74930369534968,false,joint_anchored_hill_kill,shared,A2780Naive,30k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
3.0,810.4685956666666,419.3333345743666,false,joint_anchored_hill_kill,shared,A2780Naive,30k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
4.0,1072.5972223333333,668.7476535491342,false,joint_anchored_hill_kill,shared,A2780Naive,30k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
5.0,1220.3375386666667,936.816156562257,false,joint_anchored_hill_kill,shared,A2780Naive,30k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
6.0,1524.2378856666667,1182.9371713650694,false,joint_anchored_hill_kill,shared,A2780Naive,30k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
7.0,1784.3173613333336,1383.7711891001024,false,joint_anchored_hill_kill,shared,A2780Naive,30k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
8.0,1754.768094,1534.3566814503722,false,joint_anchored_hill_kill,shared,A2780Naive,30k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
9.0,1630.9435183333335,1640.8599153143496,false,joint_anchored_hill_kill,shared,A2780Naive,30k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
10.0,1765.6959490000002,1713.291395921873,false,joint_anchored_hill_kill,shared,A2780Naive,30k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
11.0,1797.057716,1761.2985163537646,false,joint_anchored_hill_kill,shared,A2780Naive,30k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
12.0,1664.883989,1792.5901412970327,false,joint_anchored_hill_kill,shared,A2780Naive,30k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
13.0,1869.5183256666667,1812.7684870285614,false,joint_anchored_hill_kill,shared,A2780Naive,30k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
14.0,2521.7536263333336,1825.6914141146244,false,joint_anchored_hill_kill,shared,A2780Naive,30k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
0.0,100.0,100.0,true,joint_anchored_hill_kill,shared,A2780Naive,30k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
1.0,683.0949846666667,76.0147625283585,false,joint_anchored_hill_kill,shared,A2780Naive,30k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
2.0,962.59946,92.2605320467708,false,joint_anchored_hill_kill,shared,A2780Naive,30k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
3.0,1293.4153163333333,124.65565125209744,false,joint_anchored_hill_kill,shared,A2780Naive,30k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
4.0,1242.3761956666667,163.4291416765557,false,joint_anchored_hill_kill,shared,A2780Naive,30k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
5.0,1196.6721066666667,203.991517378337,false,joint_anchored_hill_kill,shared,A2780Naive,30k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
6.0,1151.6981093333334,243.33557603571327,false,joint_anchored_hill_kill,shared,A2780Naive,30k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
7.0,908.6366510000001,279.3875606336555,false,joint_anchored_hill_kill,shared,A2780Naive,30k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
8.0,684.2957563333333,310.94961901582275,false,joint_anchored_hill_kill,shared,A2780Naive,30k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
9.0,451.471335,337.5887788865307,false,joint_anchored_hill_kill,shared,A2780Naive,30k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
10.0,351.6421293333333,359.4315771530689,false,joint_anchored_hill_kill,shared,A2780Naive,30k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
11.0,239.04888100000002,376.9412548568178,false,joint_anchored_hill_kill,shared,A2780Naive,30k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
12.0,153.48256166666667,390.7343030578911,false,joint_anchored_hill_kill,shared,A2780Naive,30k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
13.0,115.12735333333332,401.4551163163996,false,joint_anchored_hill_kill,shared,A2780Naive,30k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
14.0,60.396604999999994,409.703494821871,false,joint_anchored_hill_kill,shared,A2780Naive,30k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
0.0,67.0,67.0,true,joint_anchored_linear_kill,shared,A2780Naive,20k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
1.0,305.18962200000004,98.53210839171831,false,joint_anchored_linear_kill,shared,A2780Naive,20k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
2.0,465.63738433333333,217.99070454215425,false,joint_anchored_linear_kill,shared,A2780Naive,20k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
3.0,790.214892,452.6499889018871,false,joint_anchored_linear_kill,shared,A2780Naive,20k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
4.0,880.948534,780.7894303867664,false,joint_anchored_linear_kill,shared,A2780Naive,20k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
5.0,1277.0010803333332,1136.2985911706942,false,joint_anchored_linear_kill,shared,A2780Naive,20k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
6.0,1612.01223,1452.6823369854633,false,joint_anchored_linear_kill,shared,A2780Naive,20k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
7.0,2016.4244216666668,1696.8098598318672,false,joint_anchored_linear_kill,shared,A2780Naive,20k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
8.0,2081.411111,1867.7440590377942,false,joint_anchored_linear_kill,shared,A2780Naive,20k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
9.0,2395.0547066666663,1980.116761579922,false,joint_anchored_linear_kill,shared,A2780Naive,20k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
10.0,2537.1984183333334,2051.1232433030946,false,joint_anchored_linear_kill,shared,A2780Naive,20k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
11.0,3073.8874999999994,2094.912153735732,false,joint_anchored_linear_kill,shared,A2780Naive,20k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
12.0,3042.368325666667,2121.520462351287,false,joint_anchored_linear_kill,shared,A2780Naive,20k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
13.0,3537.7463733333334,2137.5459515543453,false,joint_anchored_linear_kill,shared,A2780Naive,20k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
14.0,3458.3808643333336,2147.1464630788646,false,joint_anchored_linear_kill,shared,A2780Naive,20k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
0.0,67.0,67.0,true,joint_anchored_linear_kill,shared,A2780Naive,20k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
1.0,164.83707566666666,82.99247971078809,false,joint_anchored_linear_kill,shared,A2780Naive,20k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
2.0,310.328588,160.65401635941177,false,joint_anchored_linear_kill,shared,A2780Naive,20k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
3.0,498.45925933333325,306.0414034019516,false,joint_anchored_linear_kill,shared,A2780Naive,20k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
4.0,690.7097223333334,505.09918498278535,false,joint_anchored_linear_kill,shared,A2780Naive,20k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
5.0,804.9089893333334,725.2110424867625,false,joint_anchored_linear_kill,shared,A2780Naive,20k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
6.0,1188.2886573333333,931.2567507919834,false,joint_anchored_linear_kill,shared,A2780Naive,20k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
7.0,1563.5381556666664,1101.2538686756268,false,joint_anchored_linear_kill,shared,A2780Naive,20k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
8.0,1634.130247,1229.3084408084808,false,joint_anchored_linear_kill,shared,A2780Naive,20k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
9.0,1556.192554,1319.894642453912,false,joint_anchored_linear_kill,shared,A2780Naive,20k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
10.0,1522.992284,1381.3381010141998,false,joint_anchored_linear_kill,shared,A2780Naive,20k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
11.0,1608.247685333333,1421.88346851088,false,joint_anchored_linear_kill,shared,A2780Naive,20k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
12.0,1500.9281636666667,1448.16789830238,false,joint_anchored_linear_kill,shared,A2780Naive,20k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
13.0,2011.2254243333334,1465.015168440107,false,joint_anchored_linear_kill,shared,A2780Naive,20k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
14.0,2445.406712666667,1475.736064611089,false,joint_anchored_linear_kill,shared,A2780Naive,20k,1.0,IC50,0.5,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
0.0,67.0,67.0,true,joint_anchored_linear_kill,shared,A2780Naive,20k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
1.0,470.381366,64.95410060990287,false,joint_anchored_linear_kill,shared,A2780Naive,20k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
2.0,658.348264,103.36972326002804,false,joint_anchored_linear_kill,shared,A2780Naive,20k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
3.0,910.885918,171.74166517471008,false,joint_anchored_linear_kill,shared,A2780Naive,20k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
4.0,928.761304,260.81105854201496,false,joint_anchored_linear_kill,shared,A2780Naive,20k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
5.0,914.7665896666667,359.50529750226934,false,joint_anchored_linear_kill,shared,A2780Naive,20k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
6.0,867.7298226666667,456.2790868875054,false,joint_anchored_linear_kill,shared,A2780Naive,20k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
7.0,681.9129633333333,542.4003857848169,false,joint_anchored_linear_kill,shared,A2780Naive,20k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
8.0,481.738503,613.5032612491922,false,joint_anchored_linear_kill,shared,A2780Naive,20k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
9.0,333.6756173333333,668.9989455612016,false,joint_anchored_linear_kill,shared,A2780Naive,20k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
10.0,232.34174399999998,710.5738248352899,false,joint_anchored_linear_kill,shared,A2780Naive,20k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
11.0,155.3204476666667,740.8206565914381,false,joint_anchored_linear_kill,shared,A2780Naive,20k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
12.0,103.907562,762.3766520182226,false,joint_anchored_linear_kill,shared,A2780Naive,20k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
13.0,71.52523133333334,777.5196237310744,false,joint_anchored_linear_kill,shared,A2780Naive,20k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
14.0,36.60995366666666,788.052171822002,false,joint_anchored_linear_kill,shared,A2780Naive,20k,1.47,IC75,0.75,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
0.0,100.0,100.0,true,joint_anchored_linear_kill,shared,A2780Naive,30k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
1.0,507.5015816666667,130.42145449843397,false,joint_anchored_linear_kill,shared,A2780Naive,30k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
2.0,801.887693,244.78540882807803,false,joint_anchored_linear_kill,shared,A2780Naive,30k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
3.0,1336.278318,452.4941785184237,false,joint_anchored_linear_kill,shared,A2780Naive,30k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
4.0,1623.1049383333336,728.3862592722185,false,joint_anchored_linear_kill,shared,A2780Naive,30k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
5.0,2076.8491126666668,1024.057613664457,false,joint_anchored_linear_kill,shared,A2780Naive,30k,0.67,IC25,0.25,baranyi_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
