time,observed,predicted,cell_line,density,dose,ic_label,timing_hypothesis
9.0,1630.9435183333335,1578.3573822571568,A2780Naive,30k,1.0,IC50,independent_onset_gradual
10.0,1765.6959490000002,1537.6250754764162,A2780Naive,30k,1.0,IC50,independent_onset_gradual
11.0,1797.057716,1505.0856346911248,A2780Naive,30k,1.0,IC50,independent_onset_gradual
12.0,1664.883989,1480.3621898487738,A2780Naive,30k,1.0,IC50,independent_onset_gradual
13.0,1869.5183256666667,1462.1453464443016,A2780Naive,30k,1.0,IC50,independent_onset_gradual
14.0,2521.7536263333336,1448.9980852477452,A2780Naive,30k,1.0,IC50,independent_onset_gradual
0.0,100.0,100.0,A2780Naive,30k,1.47,IC75,independent_onset_gradual
1.0,683.0949846666667,184.66384214047653,A2780Naive,30k,1.47,IC75,independent_onset_gradual
2.0,962.59946,451.8060882775562,A2780Naive,30k,1.47,IC75,independent_onset_gradual
3.0,1293.4153163333333,906.1987014555189,A2780Naive,30k,1.47,IC75,independent_onset_gradual
4.0,1242.3761956666667,1077.4613602218035,A2780Naive,30k,1.47,IC75,independent_onset_gradual
5.0,1196.6721066666667,973.5814581083928,A2780Naive,30k,1.47,IC75,independent_onset_gradual
6.0,1151.6981093333334,795.2113525573353,A2780Naive,30k,1.47,IC75,independent_onset_gradual
7.0,908.6366510000001,636.6493684900959,A2780Naive,30k,1.47,IC75,independent_onset_gradual
8.0,684.2957563333333,516.925943265182,A2780Naive,30k,1.47,IC75,independent_onset_gradual
9.0,451.471335,430.88474786404083,A2780Naive,30k,1.47,IC75,independent_onset_gradual
10.0,351.6421293333333,369.59312611715313,A2780Naive,30k,1.47,IC75,independent_onset_gradual
11.0,239.04888100000002,325.6346247886173,A2780Naive,30k,1.47,IC75,independent_onset_gradual
12.0,153.48256166666667,293.7182002409517,A2780Naive,30k,1.47,IC75,independent_onset_gradual
13.0,115.12735333333332,270.23231027184863,A2780Naive,30k,1.47,IC75,independent_onset_gradual
14.0,60.396604999999994,252.72940774667296,A2780Naive,30k,1.47,IC75,independent_onset_gradual
0.0,67.0,67.0,A2780cis,20k,0.67,IC25,independent_onset_gradual
1.0,79.832716,75.98204696713938,A2780cis,20k,0.67,IC25,independent_onset_gradual
2.0,136.68186733333332,107.07176486755114,A2780cis,20k,0.67,IC25,independent_onset_gradual
3.0,256.032137,178.67201006193045,A2780cis,20k,0.67,IC25,independent_onset_gradual
4.0,551.4876543333334,336.2312079187866,A2780cis,20k,0.67,IC25,independent_onset_gradual
5.0,932.248611,671.1380893361965,A2780cis,20k,0.67,IC25,independent_onset_gradual
6.0,1630.1435956666667,1299.8243600713956,A2780cis,20k,0.67,IC25,independent_onset_gradual
7.0,2349.2489583333336,2161.6499093435946,A2780cis,20k,0.67,IC25,independent_onset_gradual
8.0,2344.200308666667,2745.029581257133,A2780cis,20k,0.67,IC25,independent_onset_gradual
9.0,3261.814429,3129.983407811911,A2780cis,20k,0.67,IC25,independent_onset_gradual
10.0,2744.403163333333,3355.2319899171416,A2780cis,20k,0.67,IC25,independent_onset_gradual
11.0,3624.0109566666665,3483.027342105533,A2780cis,20k,0.67,IC25,independent_onset_gradual
12.0,2656.8393906666665,3560.100995372472,A2780cis,20k,0.67,IC25,independent_onset_gradual
13.0,3902.5750386666664,3611.114343339221,A2780cis,20k,0.67,IC25,independent_onset_gradual
14.0,2987.771682,3647.533662545185,A2780cis,20k,0.67,IC25,independent_onset_gradual
0.0,67.0,67.0,A2780cis,20k,1.0,IC50,independent_onset_gradual
1.0,82.57476866666666,75.98204696713938,A2780cis,20k,1.0,IC50,independent_onset_gradual
2.0,153.74926733333334,107.07176486755114,A2780cis,20k,1.0,IC50,independent_onset_gradual
3.0,298.6227236666667,178.67201006193045,A2780cis,20k,1.0,IC50,independent_onset_gradual
4.0,584.2937496666667,336.2312079187866,A2780cis,20k,1.0,IC50,independent_onset_gradual
5.0,1028.8575233333333,671.1380893361965,A2780cis,20k,1.0,IC50,independent_onset_gradual
6.0,1728.4681713333332,1299.8243600713956,A2780cis,20k,1.0,IC50,independent_onset_gradual
7.0,2346.5103780000004,1981.9087376061416,A2780cis,20k,1.0,IC50,independent_onset_gradual
8.0,2305.3690973333332,1920.4201252475789,A2780cis,20k,1.0,IC50,independent_onset_gradual
9.0,3049.6326773333335,2444.8300227779923,A2780cis,20k,1.0,IC50,independent_onset_gradual
10.0,3134.858873333333,2881.5554762687384,A2780cis,20k,1.0,IC50,independent_onset_gradual
11.0,3720.5385029999998,3120.3799584570033,A2780cis,20k,1.0,IC50,independent_onset_gradual
12.0,2824.6677086666664,3230.600129969584,A2780cis,20k,1.0,IC50,independent_onset_gradual
13.0,3906.9917053333334,3279.4249408492515,A2780cis,20k,1.0,IC50,independent_onset_gradual
14.0,4011.9759260000005,3302.148913388587,A2780cis,20k,1.0,IC50,independent_onset_gradual
0.0,67.0,67.0,A2780cis,20k,1.47,IC75,independent_onset_gradual
1.0,66.07534733333334,75.98204696713938,A2780cis,20k,1.47,IC75,independent_onset_gradual
2.0,136.019406,107.07176486755114,A2780cis,20k,1.47,IC75,independent_onset_gradual
3.0,262.4119983333333,178.67201006193045,A2780cis,20k,1.47,IC75,independent_onset_gradual
4.0,627.1851849999999,336.2312079187866,A2780cis,20k,1.47,IC75,independent_onset_gradual
5.0,1055.7064813333334,671.1380893361965,A2780cis,20k,1.47,IC75,independent_onset_gradual
6.0,1644.4327546666666,1299.8243600713956,A2780cis,20k,1.47,IC75,independent_onset_gradual
7.0,1888.7926696666666,1866.029199951358,A2780cis,20k,1.47,IC75,independent_onset_gradual
8.0,1640.846373333333,1731.26324160919,A2780cis,20k,1.47,IC75,independent_onset_gradual
9.0,2390.4506556666665,2198.923156870306,A2780cis,20k,1.47,IC75,independent_onset_gradual
10.0,1885.2126543333334,2551.5861342300423,A2780cis,20k,1.47,IC75,independent_onset_gradual
11.0,2693.7878856666666,2759.4741841702025,A2780cis,20k,1.47,IC75,independent_onset_gradual
12.0,2554.914467666667,2869.5818900680356,A2780cis,20k,1.47,IC75,independent_onset_gradual
13.0,3229.3090276666667,2926.6456748947467,A2780cis,20k,1.47,IC75,independent_onset_gradual
14.0,3171.784760666667,2957.5297805519785,A2780cis,20k,1.47,IC75,independent_onset_gradual
0.0,100.0,100.0,A2780cis,30k,0.67,IC25,independent_onset_gradual
1.0,119.12291633333332,113.26222800807456,A2780cis,30k,0.67,IC25,independent_onset_gradual
2.0,208.10995366666666,158.91279029213763,A2780cis,30k,0.67,IC25,independent_onset_gradual
3.0,381.1926696666667,262.58301544063073,A2780cis,30k,0.67,IC25,independent_onset_gradual
4.0,731.6507716666666,483.86501662033066,A2780cis,30k,0.67,IC25,independent_onset_gradual
5.0,1291.6760416666666,925.597650189635,A2780cis,30k,0.67,IC25,independent_onset_gradual
6.0,1980.2315586666666,1664.5781490877937,A2780cis,30k,0.67,IC25,independent_onset_gradual
7.0,2670.8478393333335,2517.422729134145,A2780cis,30k,0.67,IC25,independent_onset_gradual
8.0,2545.009915,2960.118711127916,A2780cis,30k,0.67,IC25,independent_onset_gradual
9.0,3548.7987266666664,3232.1322612147924,A2780cis,30k,0.67,IC25,independent_onset_gradual
10.0,2897.7104553333334,3396.557023991976,A2780cis,30k,0.67,IC25,independent_onset_gradual
11.0,3797.833449333333,3498.040447564047,A2780cis,30k,0.67,IC25,independent_onset_gradual
12.0,2884.930285666667,3565.1532158372834,A2780cis,30k,0.67,IC25,independent_onset_gradual
13.0,4146.366087666666,3612.7303534147113,A2780cis,30k,0.67,IC25,independent_onset_gradual
14.0,3326.884761,3648.054138790624,A2780cis,30k,0.67,IC25,independent_onset_gradual
0.0,100.0,100.0,A2780cis,30k,1.0,IC50,independent_onset_gradual
1.0,117.62118066666666,113.26222800807456,A2780cis,30k,1.0,IC50,independent_onset_gradual
2.0,206.52970666666667,158.91279029213763,A2780cis,30k,1.0,IC50,independent_onset_gradual
3.0,392.79753066666666,262.58301544063073,A2780cis,30k,1.0,IC50,independent_onset_gradual
4.0,793.1631946666666,483.86501662033066,A2780cis,30k,1.0,IC50,independent_onset_gradual
5.0,1328.3501159999998,925.597650189635,A2780cis,30k,1.0,IC50,independent_onset_gradual
6.0,1947.6582176666668,1664.5781490877937,A2780cis,30k,1.0,IC50,independent_onset_gradual
7.0,2594.510609333334,2308.586378849196,A2780cis,30k,1.0,IC50,independent_onset_gradual
8.0,2352.0106483333334,2099.160026989048,A2780cis,30k,1.0,IC50,independent_onset_gradual
9.0,3220.0850306666666,2562.817515056675,A2780cis,30k,1.0,IC50,independent_onset_gradual
10.0,2953.806751666667,2942.3267909431256,A2780cis,30k,1.0,IC50,independent_onset_gradual
11.0,3595.1114196666663,3145.109173419207,A2780cis,30k,1.0,IC50,independent_onset_gradual
12.0,2534.660455333333,3238.4868427070487,A2780cis,30k,1.0,IC50,independent_onset_gradual
13.0,3853.449228666667,3280.5549540709785,A2780cis,30k,1.0,IC50,independent_onset_gradual
14.0,4116.669907333334,3300.775679801291,A2780cis,30k,1.0,IC50,independent_onset_gradual
0.0,100.0,100.0,A2780cis,30k,1.47,IC75,independent_onset_gradual
1.0,73.88472200000001,113.26222800807456,A2780cis,30k,1.47,IC75,independent_onset_gradual
2.0,143.64463766666665,158.91279029213763,A2780cis,30k,1.47,IC75,independent_onset_gradual
3.0,301.875849,262.58301544063073,A2780cis,30k,1.47,IC75,independent_onset_gradual
4.0,670.1066746666667,483.86501662033066,A2780cis,30k,1.47,IC75,independent_onset_gradual
5.0,1170.9108796666667,925.597650189635,A2780cis,30k,1.47,IC75,independent_onset_gradual
6.0,1348.3380016666667,1664.5781490877937,A2780cis,30k,1.47,IC75,independent_onset_gradual
7.0,1881.759761,2173.988295981225,A2780cis,30k,1.47,IC75,independent_onset_gradual
8.0,1606.1887733333333,1902.6229247715971,A2780cis,30k,1.47,IC75,independent_onset_gradual
9.0,2421.258526333333,2316.7905919390737,A2780cis,30k,1.47,IC75,independent_onset_gradual
10.0,1957.2380400000002,2615.38603532847,A2780cis,30k,1.47,IC75,independent_onset_gradual
11.0,2537.103395,2787.40751755738,A2780cis,30k,1.47,IC75,independent_onset_gradual
12.0,2244.322531,2879.0104050074415,A2780cis,30k,1.47,IC75,independent_onset_gradual
13.0,2827.4429400000004,2927.7597209984547,A2780cis,30k,1.47,IC75,independent_onset_gradual
14.0,3433.938387333333,2955.1947685876426,A2780cis,30k,1.47,IC75,independent_onset_gradual
0.0,67.0,67.0,A2780Naive,20k,0.67,IC25,shared_onset_gradual
1.0,305.18962200000004,139.44416129447518,A2780Naive,20k,0.67,IC25,shared_onset_gradual
2.0,465.63738433333333,400.2078638452611,A2780Naive,20k,0.67,IC25,shared_onset_gradual
3.0,790.214892,958.0104887816435,A2780Naive,20k,0.67,IC25,shared_onset_gradual
4.0,880.948534,1683.292728797081,A2780Naive,20k,0.67,IC25,shared_onset_gradual
5.0,1277.0010803333332,2338.8696787328768,A2780Naive,20k,0.67,IC25,shared_onset_gradual
6.0,1612.01223,2803.7342556733483,A2780Naive,20k,0.67,IC25,shared_onset_gradual
7.0,2016.4244216666668,3086.8907386492638,A2780Naive,20k,0.67,IC25,shared_onset_gradual
8.0,2081.411111,3244.289201360452,A2780Naive,20k,0.67,IC25,shared_onset_gradual
9.0,2395.0547066666663,3326.985301850947,A2780Naive,20k,0.67,IC25,shared_onset_gradual
10.0,2537.1984183333334,3368.7800059918077,A2780Naive,20k,0.67,IC25,shared_onset_gradual
11.0,3073.8874999999994,3389.226410029914,A2780Naive,20k,0.67,IC25,shared_onset_gradual
12.0,3042.368325666667,3398.8895015468074,A2780Naive,20k,0.67,IC25,shared_onset_gradual
13.0,3537.7463733333334,3403.256374957261,A2780Naive,20k,0.67,IC25,shared_onset_gradual
14.0,3458.3808643333336,3405.0993920528917,A2780Naive,20k,0.67,IC25,shared_onset_gradual
0.0,67.0,67.0,A2780Naive,20k,1.0,IC50,shared_onset_gradual
1.0,164.83707566666666,139.44416129447518,A2780Naive,20k,1.0,IC50,shared_onset_gradual
2.0,310.328588,400.2078638452611,A2780Naive,20k,1.0,IC50,shared_onset_gradual
3.0,498.45925933333325,934.7408697181319,A2780Naive,20k,1.0,IC50,shared_onset_gradual
4.0,690.7097223333334,1425.738234310385,A2780Naive,20k,1.0,IC50,shared_onset_gradual
5.0,804.9089893333334,1673.366170999195,A2780Naive,20k,1.0,IC50,shared_onset_gradual
6.0,1188.2886573333333,1734.9384407119635,A2780Naive,20k,1.0,IC50,shared_onset_gradual
7.0,1563.5381556666664,1709.7905855102695,A2780Naive,20k,1.0,IC50,shared_onset_gradual
8.0,1634.130247,1658.342702604866,A2780Naive,20k,1.0,IC50,shared_onset_gradual
9.0,1556.192554,1606.8715068173162,A2780Naive,20k,1.0,IC50,shared_onset_gradual
10.0,1522.992284,1564.078418419088,A2780Naive,20k,1.0,IC50,shared_onset_gradual
11.0,1608.247685333333,1531.3102550825552,A2780Naive,20k,1.0,IC50,shared_onset_gradual
12.0,1500.9281636666667,1507.3252844450737,A2780Naive,20k,1.0,IC50,shared_onset_gradual
13.0,2011.2254243333334,1490.2586453000208,A2780Naive,20k,1.0,IC50,shared_onset_gradual
14.0,2445.406712666667,1478.3499666756509,A2780Naive,20k,1.0,IC50,shared_onset_gradual
0.0,67.0,67.0,A2780Naive,20k,1.47,IC75,shared_onset_gradual
1.0,470.381366,139.44416129447518,A2780Naive,20k,1.47,IC75,shared_onset_gradual
2.0,658.348264,400.2078638452611,A2780Naive,20k,1.47,IC75,shared_onset_gradual
3.0,910.885918,898.8382981330735,A2780Naive,20k,1.47,IC75,shared_onset_gradual
4.0,928.761304,1091.813917790856,A2780Naive,20k,1.47,IC75,shared_onset_gradual
5.0,914.7665896666667,964.1357302116737,A2780Naive,20k,1.47,IC75,shared_onset_gradual
6.0,867.7298226666667,764.2150041056998,A2780Naive,20k,1.47,IC75,shared_onset_gradual
7.0,681.9129633333333,596.495357473068,A2780Naive,20k,1.47,IC75,shared_onset_gradual
8.0,481.738503,475.3999930850571,A2780Naive,20k,1.47,IC75,shared_onset_gradual
9.0,333.6756173333333,391.33711790242035,A2780Naive,20k,1.47,IC75,shared_onset_gradual
10.0,232.34174399999998,333.0540833388217,A2780Naive,20k,1.47,IC75,shared_onset_gradual
11.0,155.3204476666667,292.14635532042854,A2780Naive,20k,1.47,IC75,shared_onset_gradual
12.0,103.907562,262.96753314380703,A2780Naive,20k,1.47,IC75,shared_onset_gradual
13.0,71.52523133333334,241.81817412786424,A2780Naive,20k,1.47,IC75,shared_onset_gradual
14.0,36.60995366666666,226.26550645183488,A2780Naive,20k,1.47,IC75,shared_onset_gradual
0.0,100.0,100.0,A2780Naive,30k,0.67,IC25,shared_onset_gradual
1.0,507.5015816666667,184.6638417504501,A2780Naive,30k,0.67,IC25,shared_onset_gradual
2.0,801.887693,451.8060875252248,A2780Naive,30k,0.67,IC25,shared_onset_gradual
3.0,1336.278318,974.874338134951,A2780Naive,30k,0.67,IC25,shared_onset_gradual
4.0,1623.1049383333336,1631.1560944945552,A2780Naive,30k,0.67,IC25,shared_onset_gradual
5.0,2076.8491126666668,2232.627898077377,A2780Naive,30k,0.67,IC25,shared_onset_gradual
6.0,2482.367592666667,2679.2523517943014,A2780Naive,30k,0.67,IC25,shared_onset_gradual
7.0,2895.899845666667,2969.041563369702,A2780Naive,30k,0.67,IC25,shared_onset_gradual
8.0,2949.133024666667,3142.1525132949914,A2780Naive,30k,0.67,IC25,shared_onset_gradual
9.0,3220.295872,3240.5207000966343,A2780Naive,30k,0.67,IC25,shared_onset_gradual
10.0,2758.7708333333335,3294.706549070589,A2780Naive,30k,0.67,IC25,shared_onset_gradual
11.0,3434.9652003333335,3323.937116607714,A2780Naive,30k,0.67,IC25,shared_onset_gradual
12.0,3115.501775,3339.4543815825054,A2780Naive,30k,0.67,IC25,shared_onset_gradual
13.0,3633.6489583333337,3347.5732035435863,A2780Naive,30k,0.67,IC25,shared_onset_gradual
14.0,3423.783179,3351.7569151613448,A2780Naive,30k,0.67,IC25,shared_onset_gradual
0.0,100.0,100.0,A2780Naive,30k,1.0,IC50,shared_onset_gradual
1.0,277.1990353333333,184.6638417504501,A2780Naive,30k,1.0,IC50,shared_onset_gradual
2.0,512.5472606666666,451.8060875252248,A2780Naive,30k,1.0,IC50,shared_onset_gradual
3.0,810.4685956666666,953.274288056606,A2780Naive,30k,1.0,IC50,shared_onset_gradual
4.0,1072.5972223333333,1399.3643048999481,A2780Naive,30k,1.0,IC50,shared_onset_gradual
5.0,1220.3375386666667,1631.9206428941206,A2780Naive,30k,1.0,IC50,shared_onset_gradual
6.0,1524.2378856666667,1699.952279425936,A2780Naive,30k,1.0,IC50,shared_onset_gradual
7.0,1784.3173613333336,1686.549869919668,A2780Naive,30k,1.0,IC50,shared_onset_gradual
8.0,1754.768094,1644.8952216358564,A2780Naive,30k,1.0,IC50,shared_onset_gradual
9.0,1630.9435183333335,1599.8820975122403,A2780Naive,30k,1.0,IC50,shared_onset_gradual
10.0,1765.6959490000002,1560.795598058185,A2780Naive,30k,1.0,IC50,shared_onset_gradual
11.0,1797.057716,1529.874320573746,A2780Naive,30k,1.0,IC50,shared_onset_gradual
12.0,1664.883989,1506.6034551596597,A2780Naive,30k,1.0,IC50,shared_onset_gradual
13.0,1869.5183256666667,1489.6178435869813,A2780Naive,30k,1.0,IC50,shared_onset_gradual
14.0,2521.7536263333336,1477.4732559014308,A2780Naive,30k,1.0,IC50,shared_onset_gradual
0.0,100.0,100.0,A2780Naive,30k,1.47,IC75,shared_onset_gradual
1.0,683.0949846666667,184.6638417504501,A2780Naive,30k,1.47,IC75,shared_onset_gradual
2.0,962.59946,451.8060875252248,A2780Naive,30k,1.47,IC75,shared_onset_gradual
3.0,1293.4153163333333,919.8553794023869,A2780Naive,30k,1.47,IC75,shared_onset_gradual
4.0,1242.3761956666667,1094.243415061474,A2780Naive,30k,1.47,IC75,shared_onset_gradual
5.0,1196.6721066666667,976.3326520874272,A2780Naive,30k,1.47,IC75,shared_onset_gradual
6.0,1151.6981093333334,786.8428918517862,A2780Naive,30k,1.47,IC75,shared_onset_gradual
7.0,908.6366510000001,623.2420162701459,A2780Naive,30k,1.47,IC75,shared_onset_gradual
8.0,684.2957563333333,502.1632238746933,A2780Naive,30k,1.47,IC75,shared_onset_gradual
9.0,451.471335,416.391821829441,A2780Naive,30k,1.47,IC75,shared_onset_gradual
10.0,351.6421293333333,355.9251808293902,A2780Naive,30k,1.47,IC75,shared_onset_gradual
11.0,239.04888100000002,312.8821828142733,A2780Naive,30k,1.47,IC75,shared_onset_gradual
12.0,153.48256166666667,281.7963902490168,A2780Naive,30k,1.47,IC75,shared_onset_gradual
13.0,115.12735333333332,259.0056215774795,A2780Naive,30k,1.47,IC75,shared_onset_gradual
14.0,60.396604999999994,242.0614082775126,A2780Naive,30k,1.47,IC75,shared_onset_gradual
0.0,67.0,67.0,A2780cis,20k,0.67,IC25,shared_onset_gradual
1.0,79.832716,75.98204686924575,A2780cis,20k,0.67,IC25,shared_onset_gradual
2.0,136.68186733333332,107.07176473137876,A2780cis,20k,0.67,IC25,shared_onset_gradual
3.0,256.032137,178.5709524962731,A2780cis,20k,0.67,IC25,shared_onset_gradual
4.0,551.4876543333334,334.5271563716383,A2780cis,20k,0.67,IC25,shared_onset_gradual
5.0,932.248611,662.3353260255603,A2780cis,20k,0.67,IC25,shared_onset_gradual
6.0,1630.1435956666667,1271.0910383814112,A2780cis,20k,0.67,IC25,shared_onset_gradual
7.0,2349.2489583333336,2127.235351221419,A2780cis,20k,0.67,IC25,shared_onset_gradual
8.0,2344.200308666667,2919.4997250400784,A2780cis,20k,0.67,IC25,shared_onset_gradual
9.0,3261.814429,3396.0975116805025,A2780cis,20k,0.67,IC25,shared_onset_gradual
10.0,2744.403163333333,3604.456836229421,A2780cis,20k,0.67,IC25,shared_onset_gradual
11.0,3624.0109566666665,3678.4941920158367,A2780cis,20k,0.67,IC25,shared_onset_gradual
12.0,2656.8393906666665,3699.962411415918,A2780cis,20k,0.67,IC25,shared_onset_gradual
13.0,3902.5750386666664,3703.295565888475,A2780cis,20k,0.67,IC25,shared_onset_gradual
14.0,2987.771682,3700.970251453956,A2780cis,20k,0.67,IC25,shared_onset_gradual
0.0,67.0,67.0,A2780cis,20k,1.0,IC50,shared_onset_gradual
1.0,82.57476866666666,75.98204686924575,A2780cis,20k,1.0,IC50,shared_onset_gradual
2.0,153.74926733333334,107.07176473137876,A2780cis,20k,1.0,IC50,shared_onset_gradual
3.0,298.6227236666667,177.81556808379312,A2780cis,20k,1.0,IC50,shared_onset_gradual
4.0,584.2937496666667,322.123971027006,A2780cis,20k,1.0,IC50,shared_onset_gradual
5.0,1028.8575233333333,601.1778641417659,A2780cis,20k,1.0,IC50,shared_onset_gradual
6.0,1728.4681713333332,1081.2099724117325,A2780cis,20k,1.0,IC50,shared_onset_gradual
7.0,2346.5103780000004,1736.652588875919,A2780cis,20k,1.0,IC50,shared_onset_gradual
8.0,2305.3690973333332,2376.112809390988,A2780cis,20k,1.0,IC50,shared_onset_gradual
9.0,3049.6326773333335,2812.267554973254,A2780cis,20k,1.0,IC50,shared_onset_gradual
10.0,3134.858873333333,3035.4076070901324,A2780cis,20k,1.0,IC50,shared_onset_gradual
11.0,3720.5385029999998,3128.5535506066717,A2780cis,20k,1.0,IC50,shared_onset_gradual
12.0,2824.6677086666664,3159.6827521648834,A2780cis,20k,1.0,IC50,shared_onset_gradual
13.0,3906.9917053333334,3163.3439904182023,A2780cis,20k,1.0,IC50,shared_onset_gradual
14.0,4011.9759260000005,3154.076389612983,A2780cis,20k,1.0,IC50,shared_onset_gradual
0.0,67.0,67.0,A2780cis,20k,1.47,IC75,shared_onset_gradual
1.0,66.07534733333334,75.98204686924575,A2780cis,20k,1.47,IC75,shared_onset_gradual
2.0,136.019406,107.07176473137876,A2780cis,20k,1.47,IC75,shared_onset_gradual
3.0,262.4119983333333,177.24487860204576,A2780cis,20k,1.47,IC75,shared_onset_gradual
4.0,627.1851849999999,313.1313743390891,A2780cis,20k,1.47,IC75,shared_onset_gradual
5.0,1055.7064813333334,559.9038173289075,A2780cis,20k,1.47,IC75,shared_onset_gradual
6.0,1644.4327546666666,962.5066405104646,A2780cis,20k,1.47,IC75,shared_onset_gradual
7.0,1888.7926696666666,1503.6161830667284,A2780cis,20k,1.47,IC75,shared_onset_gradual
8.0,1640.846373333333,2054.8847637292283,A2780cis,20k,1.47,IC75,shared_onset_gradual
9.0,2390.4506556666665,2468.0276682394688,A2780cis,20k,1.47,IC75,shared_onset_gradual
10.0,1885.2126543333334,2702.736914636811,A2780cis,20k,1.47,IC75,shared_onset_gradual
11.0,2693.7878856666666,2805.0441167952727,A2780cis,20k,1.47,IC75,shared_onset_gradual
12.0,2554.914467666667,2830.6868942890096,A2780cis,20k,1.47,IC75,shared_onset_gradual
13.0,3229.3090276666667,2816.2457739538395,A2780cis,20k,1.47,IC75,shared_onset_gradual
14.0,3171.784760666667,2781.666158933172,A2780cis,20k,1.47,IC75,shared_onset_gradual
0.0,100.0,100.0,A2780cis,30k,0.67,IC25,shared_onset_gradual
1.0,119.12291633333332,113.26222786373037,A2780cis,30k,0.67,IC25,shared_onset_gradual
2.0,208.10995366666666,158.9127900929922,A2780cis,30k,0.67,IC25,shared_onset_gradual
3.0,381.1926696666667,262.43484925495096,A2780cis,30k,0.67,IC25,shared_onset_gradual
4.0,731.6507716666666,481.4404501663498,A2780cis,30k,0.67,IC25,shared_onset_gradual
5.0,1291.6760416666666,913.8367823040521,A2780cis,30k,0.67,IC25,shared_onset_gradual
6.0,1980.2315586666666,1630.1405333766188,A2780cis,30k,0.67,IC25,shared_onset_gradual
7.0,2670.8478393333335,2483.9389550848878,A2780cis,30k,0.67,IC25,shared_onset_gradual
8.0,2545.009915,3148.8636812061723,A2780cis,30k,0.67,IC25,shared_onset_gradual
9.0,3548.7987266666664,3501.1914752013518,A2780cis,30k,0.67,IC25,shared_onset_gradual
10.0,2897.7104553333334,3644.1797037386214,A2780cis,30k,0.67,IC25,shared_onset_gradual
11.0,3797.833449333333,3692.161570240395,A2780cis,30k,0.67,IC25,shared_onset_gradual
12.0,2884.930285666667,3704.4614026655468,A2780cis,30k,0.67,IC25,shared_onset_gradual
13.0,4146.366087666666,3704.7536226514853,A2780cis,30k,0.67,IC25,shared_onset_gradual
14.0,3326.884761,3701.451761767598,A2780cis,30k,0.67,IC25,shared_onset_gradual
0.0,100.0,100.0,A2780cis,30k,1.0,IC50,shared_onset_gradual
1.0,117.62118066666666,113.26222786373037,A2780cis,30k,1.0,IC50,shared_onset_gradual
2.0,206.52970666666667,158.9127900929922,A2780cis,30k,1.0,IC50,shared_onset_gradual
3.0,392.79753066666666,261.3273285081747,A2780cis,30k,1.0,IC50,shared_onset_gradual
4.0,793.1631946666666,463.78664862602415,A2780cis,30k,1.0,IC50,shared_onset_gradual
5.0,1328.3501159999998,831.9259034214623,A2780cis,30k,1.0,IC50,shared_onset_gradual
6.0,1947.6582176666668,1400.7621282915986,A2780cis,30k,1.0,IC50,shared_onset_gradual
7.0,2594.510609333334,2066.8668690844806,A2780cis,30k,1.0,IC50,shared_onset_gradual
8.0,2352.0106483333334,2616.232416101926,A2780cis,30k,1.0,IC50,shared_onset_gradual
9.0,3220.0850306666666,2942.325427929964,A2780cis,30k,1.0,IC50,shared_onset_gradual
10.0,2953.806751666667,3093.909419461106,A2780cis,30k,1.0,IC50,shared_onset_gradual
11.0,3595.1114196666663,3152.408361875606,A2780cis,30k,1.0,IC50,shared_onset_gradual
12.0,2534.660455333333,3168.979846177767,A2780cis,30k,1.0,IC50,shared_onset_gradual
13.0,3853.449228666667,3166.937247236161,A2780cis,30k,1.0,IC50,shared_onset_gradual
14.0,4116.669907333334,3155.5198803202047,A2780cis,30k,1.0,IC50,shared_onset_gradual
0.0,100.0,100.0,A2780cis,30k,1.47,IC75,shared_onset_gradual
1.0,73.88472200000001,113.26222786373037,A2780cis,30k,1.47,IC75,shared_onset_gradual
2.0,143.64463766666665,158.9127900929922,A2780cis,30k,1.47,IC75,shared_onset_gradual
3.0,301.875849,260.49059101362366,A2780cis,30k,1.47,IC75,shared_onset_gradual
4.0,670.1066746666667,450.9802908741625,A2780cis,30k,1.47,IC75,shared_onset_gradual
5.0,1170.9108796666667,776.4392203701716,A2780cis,30k,1.47,IC75,shared_onset_gradual
6.0,1348.3380016666667,1255.6479418488043,A2780cis,30k,1.47,IC75,shared_onset_gradual
7.0,1881.759761,1813.2863405629193,A2780cis,30k,1.47,IC75,shared_onset_gradual
8.0,1606.1887733333333,2297.613355061584,A2780cis,30k,1.47,IC75,shared_onset_gradual
9.0,2421.258526333333,2613.879898381511,A2780cis,30k,1.47,IC75,shared_onset_gradual
10.0,1957.2380400000002,2775.6735569738403,A2780cis,30k,1.47,IC75,shared_onset_gradual
11.0,2537.103395,2837.8747463460195,A2780cis,30k,1.47,IC75,shared_onset_gradual
12.0,2244.322531,2844.7502735561584,A2780cis,30k,1.47,IC75,shared_onset_gradual
13.0,2827.4429400000004,2822.221856488882,A2780cis,30k,1.47,IC75,shared_onset_gradual
14.0,3433.938387333333,2784.3009105141964,A2780cis,30k,1.47,IC75,shared_onset_gradual
0.0,67.0,67.0,A2780Naive,20k,0.67,IC25,partial_onset_0_5day
1.0,305.18962200000004,139.44416142062903,A2780Naive,20k,0.67,IC25,partial_onset_0_5day
2.0,465.63738433333333,400.2078641246929,A2780Naive,20k,0.67,IC25,partial_onset_0_5day
3.0,790.214892,959.7666286439098,A2780Naive,20k,0.67,IC25,partial_onset_0_5day
4.0,880.948534,1680.7601861324997,A2780Naive,20k,0.67,IC25,partial_onset_0_5day
