time,observed,predicted,cell_line,density,dose,ic_label,timing_hypothesis
5.0,1277.0010803333332,2321.5092952437963,A2780Naive,20k,0.67,IC25,partial_onset_0_5day
6.0,1612.01223,2770.545273368313,A2780Naive,20k,0.67,IC25,partial_onset_0_5day
7.0,2016.4244216666668,3042.90578077889,A2780Naive,20k,0.67,IC25,partial_onset_0_5day
8.0,2081.411111,3194.910472894998,A2780Naive,20k,0.67,IC25,partial_onset_0_5day
9.0,2395.0547066666663,3275.8269402490705,A2780Naive,20k,0.67,IC25,partial_onset_0_5day
10.0,2537.1984183333334,3317.7232922936937,A2780Naive,20k,0.67,IC25,partial_onset_0_5day
11.0,3073.8874999999994,3339.033463050839,A2780Naive,20k,0.67,IC25,partial_onset_0_5day
12.0,3042.368325666667,3349.7296806549894,A2780Naive,20k,0.67,IC25,partial_onset_0_5day
13.0,3537.7463733333334,3355.0352329735842,A2780Naive,20k,0.67,IC25,partial_onset_0_5day
14.0,3458.3808643333336,3357.6346902617906,A2780Naive,20k,0.67,IC25,partial_onset_0_5day
0.0,67.0,67.0,A2780Naive,20k,1.0,IC50,partial_onset_0_5day
1.0,164.83707566666666,139.44416142062903,A2780Naive,20k,1.0,IC50,partial_onset_0_5day
2.0,310.328588,400.2078641246929,A2780Naive,20k,1.0,IC50,partial_onset_0_5day
3.0,498.45925933333325,944.433310593564,A2780Naive,20k,1.0,IC50,partial_onset_0_5day
4.0,690.7097223333334,1433.9182849997123,A2780Naive,20k,1.0,IC50,partial_onset_0_5day
5.0,804.9089893333334,1657.8775532605994,A2780Naive,20k,1.0,IC50,partial_onset_0_5day
6.0,1188.2886573333333,1700.068556232362,A2780Naive,20k,1.0,IC50,partial_onset_0_5day
7.0,1563.5381556666664,1667.025742896511,A2780Naive,20k,1.0,IC50,partial_onset_0_5day
8.0,1634.130247,1615.8209931240451,A2780Naive,20k,1.0,IC50,partial_onset_0_5day
9.0,1556.192554,1568.5010260290858,A2780Naive,20k,1.0,IC50,partial_onset_0_5day
10.0,1522.992284,1531.0680356125308,A2780Naive,20k,1.0,IC50,partial_onset_0_5day
11.0,1608.247685333333,1503.5055444552615,A2780Naive,20k,1.0,IC50,partial_onset_0_5day
12.0,1500.9281636666667,1484.007026139837,A2780Naive,20k,1.0,IC50,partial_onset_0_5day
13.0,2011.2254243333334,1470.5577968465932,A2780Naive,20k,1.0,IC50,partial_onset_0_5day
14.0,2445.406712666667,1461.4420758593753,A2780Naive,20k,1.0,IC50,partial_onset_0_5day
0.0,67.0,67.0,A2780Naive,20k,1.47,IC75,partial_onset_0_5day
1.0,470.381366,139.44416142062903,A2780Naive,20k,1.47,IC75,partial_onset_0_5day
2.0,658.348264,400.2078641246929,A2780Naive,20k,1.47,IC75,partial_onset_0_5day
3.0,910.885918,921.356558911162,A2780Naive,20k,1.47,IC75,partial_onset_0_5day
4.0,928.761304,1121.3344748235334,A2780Naive,20k,1.47,IC75,partial_onset_0_5day
5.0,914.7665896666667,972.1152299082925,A2780Naive,20k,1.47,IC75,partial_onset_0_5day
6.0,867.7298226666667,761.400935572722,A2780Naive,20k,1.47,IC75,partial_onset_0_5day
7.0,681.9129633333333,593.3241946084503,A2780Naive,20k,1.47,IC75,partial_onset_0_5day
8.0,481.738503,475.81751339996356,A2780Naive,20k,1.47,IC75,partial_onset_0_5day
9.0,333.6756173333333,395.9547464291537,A2780Naive,20k,1.47,IC75,partial_onset_0_5day
10.0,232.34174399999998,341.37424843277734,A2780Naive,20k,1.47,IC75,partial_onset_0_5day
11.0,155.3204476666667,303.4597965453127,A2780Naive,20k,1.47,IC75,partial_onset_0_5day
12.0,103.907562,276.6339523360754,A2780Naive,20k,1.47,IC75,partial_onset_0_5day
13.0,71.52523133333334,257.32418635378235,A2780Naive,20k,1.47,IC75,partial_onset_0_5day
14.0,36.60995366666666,243.21497804698487,A2780Naive,20k,1.47,IC75,partial_onset_0_5day
0.0,100.0,100.0,A2780Naive,30k,0.67,IC25,partial_onset_0_5day
1.0,507.5015816666667,184.6638418835217,A2780Naive,30k,0.67,IC25,partial_onset_0_5day
2.0,801.887693,451.8060877812211,A2780Naive,30k,0.67,IC25,partial_onset_0_5day
3.0,1336.278318,976.5067811519482,A2780Naive,30k,0.67,IC25,partial_onset_0_5day
4.0,1623.1049383333336,1628.9636929096114,A2780Naive,30k,0.67,IC25,partial_onset_0_5day
5.0,2076.8491126666668,2217.266174634248,A2780Naive,30k,0.67,IC25,partial_onset_0_5day
6.0,2482.367592666667,2649.287247376249,A2780Naive,30k,0.67,IC25,partial_onset_0_5day
7.0,2895.899845666667,2928.453590045102,A2780Naive,30k,0.67,IC25,partial_onset_0_5day
8.0,2949.133024666667,3095.7244071139407,A2780Naive,30k,0.67,IC25,partial_onset_0_5day
9.0,3220.295872,3191.7315700300733,A2780Naive,30k,0.67,IC25,partial_onset_0_5day
10.0,2758.7708333333335,3245.5350847262057,A2780Naive,30k,0.67,IC25,partial_onset_0_5day
11.0,3434.9652003333335,3275.29661089443,A2780Naive,30k,0.67,IC25,partial_onset_0_5day
12.0,3115.501775,3291.644685445047,A2780Naive,30k,0.67,IC25,partial_onset_0_5day
13.0,3633.6489583333337,3300.5921077350868,A2780Naive,30k,0.67,IC25,partial_onset_0_5day
14.0,3423.783179,3305.4803155342643,A2780Naive,30k,0.67,IC25,partial_onset_0_5day
0.0,100.0,100.0,A2780Naive,30k,1.0,IC50,partial_onset_0_5day
1.0,277.1990353333333,184.6638418835217,A2780Naive,30k,1.0,IC50,partial_onset_0_5day
2.0,512.5472606666666,451.8060877812211,A2780Naive,30k,1.0,IC50,partial_onset_0_5day
3.0,810.4685956666666,962.2957975600945,A2780Naive,30k,1.0,IC50,partial_onset_0_5day
4.0,1072.5972223333333,1407.0556956537941,A2780Naive,30k,1.0,IC50,partial_onset_0_5day
5.0,1220.3375386666667,1618.3943175482332,A2780Naive,30k,1.0,IC50,partial_onset_0_5day
6.0,1524.2378856666667,1668.2633794098685,A2780Naive,30k,1.0,IC50,partial_onset_0_5day
7.0,1784.3173613333336,1646.6877409454503,A2780Naive,30k,1.0,IC50,partial_onset_0_5day
8.0,1754.768094,1604.4318634058202,A2780Naive,30k,1.0,IC50,partial_onset_0_5day
9.0,1630.9435183333335,1562.7374130438438,A2780Naive,30k,1.0,IC50,partial_onset_0_5day
10.0,1765.6959490000002,1528.380813487544,A2780Naive,30k,1.0,IC50,partial_onset_0_5day
11.0,1797.057716,1502.2503577586508,A2780Naive,30k,1.0,IC50,partial_onset_0_5day
12.0,1664.883989,1483.2239582194031,A2780Naive,30k,1.0,IC50,partial_onset_0_5day
13.0,1869.5183256666667,1469.7366815347727,A2780Naive,30k,1.0,IC50,partial_onset_0_5day
14.0,2521.7536263333336,1460.3463818654004,A2780Naive,30k,1.0,IC50,partial_onset_0_5day
0.0,100.0,100.0,A2780Naive,30k,1.47,IC75,partial_onset_0_5day
1.0,683.0949846666667,184.6638418835217,A2780Naive,30k,1.47,IC75,partial_onset_0_5day
2.0,962.59946,451.8060877812211,A2780Naive,30k,1.47,IC75,partial_onset_0_5day
3.0,1293.4153163333333,940.869602892873,A2780Naive,30k,1.47,IC75,partial_onset_0_5day
4.0,1242.3761956666667,1121.945785486495,A2780Naive,30k,1.47,IC75,partial_onset_0_5day
5.0,1196.6721066666667,984.5766662880866,A2780Naive,30k,1.47,IC75,partial_onset_0_5day
6.0,1151.6981093333334,784.7262993389631,A2780Naive,30k,1.47,IC75,partial_onset_0_5day
7.0,908.6366510000001,620.4491822957643,A2780Naive,30k,1.47,IC75,partial_onset_0_5day
8.0,684.2957563333333,502.65535878257947,A2780Naive,30k,1.47,IC75,partial_onset_0_5day
9.0,451.471335,420.93199978124574,A2780Naive,30k,1.47,IC75,partial_onset_0_5day
10.0,351.6421293333333,364.1208543973786,A2780Naive,30k,1.47,IC75,partial_onset_0_5day
11.0,239.04888100000002,324.0751033644294,A2780Naive,30k,1.47,IC75,partial_onset_0_5day
12.0,153.48256166666667,295.3654704153042,A2780Naive,30k,1.47,IC75,partial_onset_0_5day
13.0,115.12735333333332,274.44191622528143,A2780Naive,30k,1.47,IC75,partial_onset_0_5day
14.0,60.396604999999994,258.967664344987,A2780Naive,30k,1.47,IC75,partial_onset_0_5day
0.0,67.0,67.0,A2780cis,20k,0.67,IC25,partial_onset_0_5day
1.0,79.832716,75.98204690262533,A2780cis,20k,0.67,IC25,partial_onset_0_5day
2.0,136.68186733333332,107.07176477777558,A2780cis,20k,0.67,IC25,partial_onset_0_5day
3.0,256.032137,178.61264661487422,A2780cis,20k,0.67,IC25,partial_onset_0_5day
4.0,551.4876543333334,334.7255155505445,A2780cis,20k,0.67,IC25,partial_onset_0_5day
5.0,932.248611,662.7801742227321,A2780cis,20k,0.67,IC25,partial_onset_0_5day
6.0,1630.1435956666667,1271.6883669328872,A2780cis,20k,0.67,IC25,partial_onset_0_5day
7.0,2349.2489583333336,2127.40733680968,A2780cis,20k,0.67,IC25,partial_onset_0_5day
8.0,2344.200308666667,2918.6380355529527,A2780cis,20k,0.67,IC25,partial_onset_0_5day
9.0,3261.814429,3394.2540613003657,A2780cis,20k,0.67,IC25,partial_onset_0_5day
10.0,2744.403163333333,3601.9564089186565,A2780cis,20k,0.67,IC25,partial_onset_0_5day
11.0,3624.0109566666665,3675.5487990820175,A2780cis,20k,0.67,IC25,partial_onset_0_5day
12.0,2656.8393906666665,3696.6785471577673,A2780cis,20k,0.67,IC25,partial_onset_0_5day
13.0,3902.5750386666664,3699.739085440774,A2780cis,20k,0.67,IC25,partial_onset_0_5day
14.0,2987.771682,3697.1954703405754,A2780cis,20k,0.67,IC25,partial_onset_0_5day
0.0,67.0,67.0,A2780cis,20k,1.0,IC50,partial_onset_0_5day
1.0,82.57476866666666,75.98204690262533,A2780cis,20k,1.0,IC50,partial_onset_0_5day
2.0,153.74926733333334,107.07176477777558,A2780cis,20k,1.0,IC50,partial_onset_0_5day
3.0,298.6227236666667,178.168298534817,A2780cis,20k,1.0,IC50,partial_onset_0_5day
4.0,584.2937496666667,323.72724696814356,A2780cis,20k,1.0,IC50,partial_onset_0_5day
5.0,1028.8575233333333,604.4834842466828,A2780cis,20k,1.0,IC50,partial_onset_0_5day
6.0,1728.4681713333332,1085.2639632814826,A2780cis,20k,1.0,IC50,partial_onset_0_5day
7.0,2346.5103780000004,1737.880481890611,A2780cis,20k,1.0,IC50,partial_onset_0_5day
8.0,2305.3690973333332,2371.345025252606,A2780cis,20k,1.0,IC50,partial_onset_0_5day
9.0,3049.6326773333335,2802.743061636524,A2780cis,20k,1.0,IC50,partial_onset_0_5day
10.0,3134.858873333333,3024.5965606121904,A2780cis,20k,1.0,IC50,partial_onset_0_5day
11.0,3720.5385029999998,3119.0508471293056,A2780cis,20k,1.0,IC50,partial_onset_0_5day
12.0,2824.6677086666664,3152.7096120339497,A2780cis,20k,1.0,IC50,partial_onset_0_5day
13.0,3906.9917053333334,3159.181136748728,A2780cis,20k,1.0,IC50,partial_onset_0_5day
14.0,4011.9759260000005,3152.47000786633,A2780cis,20k,1.0,IC50,partial_onset_0_5day
0.0,67.0,67.0,A2780cis,20k,1.47,IC75,partial_onset_0_5day
1.0,66.07534733333334,75.98204690262533,A2780cis,20k,1.47,IC75,partial_onset_0_5day
2.0,136.019406,107.07176477777558,A2780cis,20k,1.47,IC75,partial_onset_0_5day
3.0,262.4119983333333,177.83186902377108,A2780cis,20k,1.47,IC75,partial_onset_0_5day
4.0,627.1851849999999,315.70968883321785,A2780cis,20k,1.47,IC75,partial_onset_0_5day
5.0,1055.7064813333334,564.9085205153388,A2780cis,20k,1.47,IC75,partial_onset_0_5day
6.0,1644.4327546666666,968.3409148644021,A2780cis,20k,1.47,IC75,partial_onset_0_5day
7.0,1888.7926696666666,1505.9334401011724,A2780cis,20k,1.47,IC75,partial_onset_0_5day
8.0,1640.846373333333,2050.7393264698835,A2780cis,20k,1.47,IC75,partial_onset_0_5day
9.0,2390.4506556666665,2460.068091386936,A2780cis,20k,1.47,IC75,partial_onset_0_5day
10.0,1885.2126543333334,2695.8387668430714,A2780cis,20k,1.47,IC75,partial_onset_0_5day
11.0,2693.7878856666666,2801.931540583766,A2780cis,20k,1.47,IC75,partial_onset_0_5day
12.0,2554.914467666667,2831.5930598411314,A2780cis,20k,1.47,IC75,partial_onset_0_5day
13.0,3229.3090276666667,2820.2238661437164,A2780cis,20k,1.47,IC75,partial_onset_0_5day
14.0,3171.784760666667,2787.587352654275,A2780cis,20k,1.47,IC75,partial_onset_0_5day
0.0,100.0,100.0,A2780cis,30k,0.67,IC25,partial_onset_0_5day
1.0,119.12291633333332,113.26222791294738,A2780cis,30k,0.67,IC25,partial_onset_0_5day
2.0,208.10995366666666,158.9127901608487,A2780cis,30k,0.67,IC25,partial_onset_0_5day
3.0,381.1926696666667,262.49603386704194,A2780cis,30k,0.67,IC25,partial_onset_0_5day
4.0,731.6507716666666,481.7235238882128,A2780cis,30k,0.67,IC25,partial_onset_0_5day
5.0,1291.6760416666666,914.4318046791736,A2780cis,30k,0.67,IC25,partial_onset_0_5day
6.0,1980.2315586666666,1630.8441911570844,A2780cis,30k,0.67,IC25,partial_onset_0_5day
7.0,2670.8478393333335,2484.073872219373,A2780cis,30k,0.67,IC25,partial_onset_0_5day
8.0,2545.009915,3147.9665763539992,A2780cis,30k,0.67,IC25,partial_onset_0_5day
9.0,3548.7987266666664,3499.4064673425155,A2780cis,30k,0.67,IC25,partial_onset_0_5day
10.0,2897.7104553333334,3641.7873567127954,A2780cis,30k,0.67,IC25,partial_onset_0_5day
11.0,3797.833449333333,3689.336011517924,A2780cis,30k,0.67,IC25,partial_onset_0_5day
12.0,2884.930285666667,3701.298541358047,A2780cis,30k,0.67,IC25,partial_onset_0_5day
13.0,4146.366087666666,3701.3186957817493,A2780cis,30k,0.67,IC25,partial_onset_0_5day
14.0,3326.884761,3697.7999032105718,A2780cis,30k,0.67,IC25,partial_onset_0_5day
0.0,100.0,100.0,A2780cis,30k,1.0,IC50,partial_onset_0_5day
