time,observed,predicted,model,cell_line,density,dose
4.0,584.2937496666667,440.3878185393068,simeoni_transit_compartment,A2780cis,20k,1.0
5.0,1028.8575233333333,727.641891047069,simeoni_transit_compartment,A2780cis,20k,1.0
6.0,1728.4681713333332,1138.5734440905771,simeoni_transit_compartment,A2780cis,20k,1.0
7.0,2346.5103780000004,1656.0710362862399,simeoni_transit_compartment,A2780cis,20k,1.0
8.0,2305.3690973333332,2212.497203531823,simeoni_transit_compartment,A2780cis,20k,1.0
9.0,3049.6326773333335,2717.759767141724,simeoni_transit_compartment,A2780cis,20k,1.0
10.0,3134.858873333333,3110.848717640105,simeoni_transit_compartment,A2780cis,20k,1.0
11.0,3720.5385029999998,3381.4706288174684,simeoni_transit_compartment,A2780cis,20k,1.0
12.0,2824.6677086666664,3552.469063573605,simeoni_transit_compartment,A2780cis,20k,1.0
13.0,3906.9917053333334,3654.7322834242173,simeoni_transit_compartment,A2780cis,20k,1.0
14.0,4011.9759260000005,3713.8878136109465,simeoni_transit_compartment,A2780cis,20k,1.0
1.0,82.57476866666666,82.57476866666666,time_decay_kill_fixed,A2780cis,20k,1.0
2.0,153.74926733333334,146.65519003395298,time_decay_kill_fixed,A2780cis,20k,1.0
3.0,298.6227236666667,257.0163659194037,time_decay_kill_fixed,A2780cis,20k,1.0
4.0,584.2937496666667,440.38781980945816,time_decay_kill_fixed,A2780cis,20k,1.0
5.0,1028.8575233333333,727.6418912045117,time_decay_kill_fixed,A2780cis,20k,1.0
6.0,1728.4681713333332,1138.5734488676978,time_decay_kill_fixed,A2780cis,20k,1.0
7.0,2346.5103780000004,1656.071030772,time_decay_kill_fixed,A2780cis,20k,1.0
8.0,2305.3690973333332,2212.49717761887,time_decay_kill_fixed,A2780cis,20k,1.0
9.0,3049.6326773333335,2717.759750795932,time_decay_kill_fixed,A2780cis,20k,1.0
10.0,3134.858873333333,3110.848749225849,time_decay_kill_fixed,A2780cis,20k,1.0
11.0,3720.5385029999998,3381.4707451704735,time_decay_kill_fixed,A2780cis,20k,1.0
12.0,2824.6677086666664,3552.469059619768,time_decay_kill_fixed,A2780cis,20k,1.0
13.0,3906.9917053333334,3654.7322716543526,time_decay_kill_fixed,A2780cis,20k,1.0
14.0,4011.9759260000005,3713.8878082271617,time_decay_kill_fixed,A2780cis,20k,1.0
1.0,82.57476866666666,82.57476866666666,time_decay_kill_dose_scaled,A2780cis,20k,1.0
2.0,153.74926733333334,146.65519003385324,time_decay_kill_dose_scaled,A2780cis,20k,1.0
3.0,298.6227236666667,257.0163659191939,time_decay_kill_dose_scaled,A2780cis,20k,1.0
4.0,584.2937496666667,440.38781980909937,time_decay_kill_dose_scaled,A2780cis,20k,1.0
5.0,1028.8575233333333,727.6418912039996,time_decay_kill_dose_scaled,A2780cis,20k,1.0
6.0,1728.4681713333332,1138.5734488671433,time_decay_kill_dose_scaled,A2780cis,20k,1.0
7.0,2346.5103780000004,1656.0710307718077,time_decay_kill_dose_scaled,A2780cis,20k,1.0
8.0,2305.3690973333332,2212.4971776191373,time_decay_kill_dose_scaled,A2780cis,20k,1.0
9.0,3049.6326773333335,2717.7597507965306,time_decay_kill_dose_scaled,A2780cis,20k,1.0
10.0,3134.858873333333,3110.848749225001,time_decay_kill_dose_scaled,A2780cis,20k,1.0
11.0,3720.5385029999998,3381.470745171805,time_decay_kill_dose_scaled,A2780cis,20k,1.0
12.0,2824.6677086666664,3552.46905961927,time_decay_kill_dose_scaled,A2780cis,20k,1.0
13.0,3906.9917053333334,3654.7322716539534,time_decay_kill_dose_scaled,A2780cis,20k,1.0
14.0,4011.9759260000005,3713.887808226884,time_decay_kill_dose_scaled,A2780cis,20k,1.0
1.0,79.832716,79.832716,simeoni_transit_compartment,A2780cis,20k,0.67
2.0,136.68186733333332,141.86665327100658,simeoni_transit_compartment,A2780cis,20k,0.67
3.0,256.032137,248.87050819721986,simeoni_transit_compartment,A2780cis,20k,0.67
4.0,551.4876543333334,427.13285782004635,simeoni_transit_compartment,A2780cis,20k,0.67
5.0,932.248611,707.5674593330738,simeoni_transit_compartment,A2780cis,20k,0.67
6.0,1630.1435956666667,1111.2762288594786,simeoni_transit_compartment,A2780cis,20k,0.67
7.0,2349.2489583333336,1623.9663103986693,simeoni_transit_compartment,A2780cis,20k,0.67
8.0,2344.200308666667,2180.629218128131,simeoni_transit_compartment,A2780cis,20k,0.67
9.0,3261.814429,2691.029854602824,simeoni_transit_compartment,A2780cis,20k,0.67
10.0,2744.403163333333,3091.4005191680217,simeoni_transit_compartment,A2780cis,20k,0.67
11.0,3624.0109566666665,3368.724040996984,simeoni_transit_compartment,A2780cis,20k,0.67
12.0,2656.8393906666665,3544.6724338172157,simeoni_transit_compartment,A2780cis,20k,0.67
13.0,3902.5750386666664,3650.161970789082,simeoni_transit_compartment,A2780cis,20k,0.67
14.0,2987.771682,3711.2750068019996,simeoni_transit_compartment,A2780cis,20k,0.67
1.0,79.832716,79.832716,time_decay_kill_fixed,A2780cis,20k,0.67
2.0,136.68186733333332,141.86665323254135,time_decay_kill_fixed,A2780cis,20k,0.67
3.0,256.032137,248.87050802082322,time_decay_kill_fixed,A2780cis,20k,0.67
4.0,551.4876543333334,427.1328590487982,time_decay_kill_fixed,A2780cis,20k,0.67
5.0,932.248611,707.5674595001487,time_decay_kill_fixed,A2780cis,20k,0.67
6.0,1630.1435956666667,1111.276233878501,time_decay_kill_fixed,A2780cis,20k,0.67
7.0,2349.2489583333336,1623.9663171328855,time_decay_kill_fixed,A2780cis,20k,0.67
8.0,2344.200308666667,2180.6291580698344,time_decay_kill_fixed,A2780cis,20k,0.67
9.0,3261.814429,2691.0298244386668,time_decay_kill_fixed,A2780cis,20k,0.67
10.0,2744.403163333333,3091.400526673224,time_decay_kill_fixed,A2780cis,20k,0.67
11.0,3624.0109566666665,3368.7241400549256,time_decay_kill_fixed,A2780cis,20k,0.67
12.0,2656.8393906666665,3544.672434364378,time_decay_kill_fixed,A2780cis,20k,0.67
13.0,3902.5750386666664,3650.161968673386,time_decay_kill_fixed,A2780cis,20k,0.67
14.0,2987.771682,3711.2750037370893,time_decay_kill_fixed,A2780cis,20k,0.67
1.0,79.832716,79.832716,time_decay_kill_dose_scaled,A2780cis,20k,0.67
2.0,136.68186733333332,141.86665323276316,time_decay_kill_dose_scaled,A2780cis,20k,0.67
3.0,256.032137,248.87050802128329,time_decay_kill_dose_scaled,A2780cis,20k,0.67
4.0,551.4876543333334,427.13285904957627,time_decay_kill_dose_scaled,A2780cis,20k,0.67
5.0,932.248611,707.5674595013413,time_decay_kill_dose_scaled,A2780cis,20k,0.67
6.0,1630.1435956666667,1111.276233880138,time_decay_kill_dose_scaled,A2780cis,20k,0.67
7.0,2349.2489583333336,1623.9663171348236,time_decay_kill_dose_scaled,A2780cis,20k,0.67
8.0,2344.200308666667,2180.62915807165,time_decay_kill_dose_scaled,A2780cis,20k,0.67
9.0,3261.814429,2691.0298244401883,time_decay_kill_dose_scaled,A2780cis,20k,0.67
10.0,2744.403163333333,3091.400526674257,time_decay_kill_dose_scaled,A2780cis,20k,0.67
11.0,3624.0109566666665,3368.724140053024,time_decay_kill_dose_scaled,A2780cis,20k,0.67
12.0,2656.8393906666665,3544.672434364618,time_decay_kill_dose_scaled,A2780cis,20k,0.67
13.0,3902.5750386666664,3650.161968673531,time_decay_kill_dose_scaled,A2780cis,20k,0.67
14.0,2987.771682,3711.2750037372116,time_decay_kill_dose_scaled,A2780cis,20k,0.67
1.0,73.88472200000001,73.88472200000001,simeoni_transit_compartment,A2780cis,30k,1.47
2.0,143.64463766666665,131.75989821330026,simeoni_transit_compartment,A2780cis,30k,1.47
3.0,301.875849,224.78110417591404,simeoni_transit_compartment,A2780cis,30k,1.47
4.0,670.1066746666667,375.0279771922886,simeoni_transit_compartment,A2780cis,30k,1.47
5.0,1170.9108796666667,604.3138789885749,simeoni_transit_compartment,A2780cis,30k,1.47
6.0,1348.3380016666667,925.5090867035949,simeoni_transit_compartment,A2780cis,30k,1.47
7.0,1881.759761,1325.3954657795057,simeoni_transit_compartment,A2780cis,30k,1.47
8.0,1606.1887733333333,1756.133768854327,simeoni_transit_compartment,A2780cis,30k,1.47
9.0,2421.258526333333,2153.431052471022,simeoni_transit_compartment,A2780cis,30k,1.47
10.0,1957.2380400000002,2470.764605746551,simeoni_transit_compartment,A2780cis,30k,1.47
11.0,2537.103395,2696.336085371006,simeoni_transit_compartment,A2780cis,30k,1.47
12.0,2244.322531,2843.72147612442,simeoni_transit_compartment,A2780cis,30k,1.47
13.0,2827.4429400000004,2934.787871575265,simeoni_transit_compartment,A2780cis,30k,1.47
14.0,3433.938387333333,2989.125965160863,simeoni_transit_compartment,A2780cis,30k,1.47
1.0,73.88472200000001,73.88472200000001,time_decay_kill_fixed,A2780cis,30k,1.47
2.0,143.64463766666665,129.2868751503629,time_decay_kill_fixed,A2780cis,30k,1.47
3.0,301.875849,223.090117831431,time_decay_kill_fixed,A2780cis,30k,1.47
4.0,670.1066746666667,376.10759292043804,time_decay_kill_fixed,A2780cis,30k,1.47
5.0,1170.9108796666667,611.1744560337492,time_decay_kill_fixed,A2780cis,30k,1.47
6.0,1348.3380016666667,940.9417410929966,time_decay_kill_fixed,A2780cis,30k,1.47
7.0,1881.759761,1349.1316136458631,time_decay_kill_fixed,A2780cis,30k,1.47
8.0,1606.1887733333333,1782.8130062432876,time_decay_kill_fixed,A2780cis,30k,1.47
9.0,2421.258526333333,2174.8326033220064,time_decay_kill_fixed,A2780cis,30k,1.47
10.0,1957.2380400000002,2480.7068909246414,time_decay_kill_fixed,A2780cis,30k,1.47
11.0,2537.103395,2693.097248808194,time_decay_kill_fixed,A2780cis,30k,1.47
12.0,2244.322531,2828.9110715965476,time_decay_kill_fixed,A2780cis,30k,1.47
13.0,2827.4429400000004,2911.2366955440857,time_decay_kill_fixed,A2780cis,30k,1.47
14.0,3433.938387333333,2959.5319294700794,time_decay_kill_fixed,A2780cis,30k,1.47
1.0,73.88472200000001,73.88472200000001,time_decay_kill_dose_scaled,A2780cis,30k,1.47
2.0,143.64463766666665,129.28688216097598,time_decay_kill_dose_scaled,A2780cis,30k,1.47
3.0,301.875849,223.09014154232216,time_decay_kill_dose_scaled,A2780cis,30k,1.47
4.0,670.1066746666667,376.10765070002594,time_decay_kill_dose_scaled,A2780cis,30k,1.47
5.0,1170.9108796666667,611.174573445531,time_decay_kill_dose_scaled,A2780cis,30k,1.47
6.0,1348.3380016666667,940.9419448384374,time_decay_kill_dose_scaled,A2780cis,30k,1.47
7.0,1881.759761,1349.1319145025818,time_decay_kill_dose_scaled,A2780cis,30k,1.47
8.0,1606.1887733333333,1782.8133846433298,time_decay_kill_dose_scaled,A2780cis,30k,1.47
9.0,2421.258526333333,2174.833017610456,time_decay_kill_dose_scaled,A2780cis,30k,1.47
10.0,1957.2380400000002,2480.7073022675077,time_decay_kill_dose_scaled,A2780cis,30k,1.47
11.0,2537.103395,2693.0976365935703,time_decay_kill_dose_scaled,A2780cis,30k,1.47
12.0,2244.322531,2828.911431597016,time_decay_kill_dose_scaled,A2780cis,30k,1.47
13.0,2827.4429400000004,2911.237031877241,time_decay_kill_dose_scaled,A2780cis,30k,1.47
14.0,3433.938387333333,2959.5322483249993,time_decay_kill_dose_scaled,A2780cis,30k,1.47
1.0,117.62118066666666,117.62118066666666,simeoni_transit_compartment,A2780cis,30k,1.0
2.0,206.52970666666667,224.92220165470007,simeoni_transit_compartment,A2780cis,30k,1.0
3.0,392.79753066666666,413.15477931555506,simeoni_transit_compartment,A2780cis,30k,1.0
4.0,793.1631946666666,724.4140131532191,simeoni_transit_compartment,A2780cis,30k,1.0
5.0,1328.3501159999998,1181.4424050573473,simeoni_transit_compartment,A2780cis,30k,1.0
6.0,1947.6582176666668,1747.582799140952,simeoni_transit_compartment,A2780cis,30k,1.0
7.0,2594.510609333334,2317.9580049723836,simeoni_transit_compartment,A2780cis,30k,1.0
8.0,2352.0106483333334,2784.674367571365,simeoni_transit_compartment,A2780cis,30k,1.0
9.0,3220.0850306666666,3105.8038608851216,simeoni_transit_compartment,A2780cis,30k,1.0
10.0,2953.806751666667,3301.301980364172,simeoni_transit_compartment,A2780cis,30k,1.0
11.0,3595.1114196666663,3411.5735755272076,simeoni_transit_compartment,A2780cis,30k,1.0
12.0,2534.660455333333,3471.1092480289562,simeoni_transit_compartment,A2780cis,30k,1.0
13.0,3853.449228666667,3502.4943691276308,simeoni_transit_compartment,A2780cis,30k,1.0
14.0,4116.669907333334,3518.831429276101,simeoni_transit_compartment,A2780cis,30k,1.0
1.0,117.62118066666666,117.62118066666666,time_decay_kill_fixed,A2780cis,30k,1.0
2.0,206.52970666666667,221.8504549305445,time_decay_kill_fixed,A2780cis,30k,1.0
3.0,392.79753066666666,407.79813906234784,time_decay_kill_fixed,A2780cis,30k,1.0
4.0,793.1631946666666,716.3721052406976,time_decay_kill_fixed,A2780cis,30k,1.0
5.0,1328.3501159999998,1171.367572523418,time_decay_kill_fixed,A2780cis,30k,1.0
6.0,1947.6582176666668,1737.2890823657315,time_decay_kill_fixed,A2780cis,30k,1.0
7.0,2594.510609333334,2309.2361798147936,time_decay_kill_fixed,A2780cis,30k,1.0
8.0,2352.0106483333334,2778.3309305954913,time_decay_kill_fixed,A2780cis,30k,1.0
9.0,3220.0850306666666,3102.1390208402704,time_decay_kill_fixed,A2780cis,30k,1.0
10.0,2953.806751666667,3300.77365181816,time_decay_kill_fixed,A2780cis,30k,1.0
11.0,3595.1114196666663,3414.829469810395,time_decay_kill_fixed,A2780cis,30k,1.0
12.0,2534.660455333333,3478.776406483357,time_decay_kill_fixed,A2780cis,30k,1.0
13.0,3853.449228666667,3515.0531508908903,time_decay_kill_fixed,A2780cis,30k,1.0
14.0,4116.669907333334,3536.595889112117,time_decay_kill_fixed,A2780cis,30k,1.0
1.0,117.62118066666666,117.62118066666666,time_decay_kill_dose_scaled,A2780cis,30k,1.0
2.0,206.52970666666667,221.8504457052492,time_decay_kill_dose_scaled,A2780cis,30k,1.0
3.0,392.79753066666666,407.7981123230592,time_decay_kill_dose_scaled,A2780cis,30k,1.0
4.0,793.1631946666666,716.3720544200897,time_decay_kill_dose_scaled,A2780cis,30k,1.0
5.0,1328.3501159999998,1171.3675045662578,time_decay_kill_dose_scaled,A2780cis,30k,1.0
6.0,1947.6582176666668,1737.2890286739296,time_decay_kill_dose_scaled,A2780cis,30k,1.0
7.0,2594.510609333334,2309.2361849426534,time_decay_kill_dose_scaled,A2780cis,30k,1.0
8.0,2352.0106483333334,2778.331023538427,time_decay_kill_dose_scaled,A2780cis,30k,1.0
9.0,3220.0850306666666,3102.13920486371,time_decay_kill_dose_scaled,A2780cis,30k,1.0
10.0,2953.806751666667,3300.773916817769,time_decay_kill_dose_scaled,A2780cis,30k,1.0
11.0,3595.1114196666663,3414.8298046717805,time_decay_kill_dose_scaled,A2780cis,30k,1.0
12.0,2534.660455333333,3478.7768032899917,time_decay_kill_dose_scaled,A2780cis,30k,1.0
13.0,3853.449228666667,3515.053604676069,time_decay_kill_dose_scaled,A2780cis,30k,1.0
14.0,4116.669907333334,3536.5963966830063,time_decay_kill_dose_scaled,A2780cis,30k,1.0
1.0,119.12291633333332,119.12291633333332,simeoni_transit_compartment,A2780cis,30k,0.67
2.0,208.10995366666666,229.97971496124117,simeoni_transit_compartment,A2780cis,30k,0.67
3.0,381.1926696666667,426.9111784306712,simeoni_transit_compartment,A2780cis,30k,0.67
4.0,731.6507716666666,754.6021782532943,simeoni_transit_compartment,A2780cis,30k,0.67
5.0,1291.6760416666666,1235.6407125465614,simeoni_transit_compartment,A2780cis,30k,0.67
6.0,1980.2315586666666,1826.0302819153824,simeoni_transit_compartment,A2780cis,30k,0.67
7.0,2670.8478393333335,2410.0963987903015,simeoni_transit_compartment,A2780cis,30k,0.67
8.0,2545.009915,2876.8182873352234,simeoni_transit_compartment,A2780cis,30k,0.67
9.0,3548.7987266666664,3190.169116356697,simeoni_transit_compartment,A2780cis,30k,0.67
10.0,2897.7104553333334,3376.7210756472173,simeoni_transit_compartment,A2780cis,30k,0.67
11.0,3797.833449333333,3479.933786231675,simeoni_transit_compartment,A2780cis,30k,0.67
12.0,2884.930285666667,3534.7314544277706,simeoni_transit_compartment,A2780cis,30k,0.67
13.0,4146.366087666666,3563.1886458188574,simeoni_transit_compartment,A2780cis,30k,0.67
14.0,3326.884761,3577.7972948700344,simeoni_transit_compartment,A2780cis,30k,0.67
1.0,119.12291633333332,119.12291633333332,time_decay_kill_fixed,A2780cis,30k,0.67
2.0,208.10995366666666,228.72163739711957,time_decay_kill_fixed,A2780cis,30k,0.67
3.0,381.1926696666667,426.716063887067,time_decay_kill_fixed,A2780cis,30k,0.67
4.0,731.6507716666666,757.3482718240805,time_decay_kill_fixed,A2780cis,30k,0.67
5.0,1291.6760416666666,1243.1030911515982,time_decay_kill_fixed,A2780cis,30k,0.67
6.0,1980.2315586666666,1837.4516420455777,time_decay_kill_fixed,A2780cis,30k,0.67
7.0,2670.8478393333335,2421.2758515128944,time_decay_kill_fixed,A2780cis,30k,0.67
8.0,2545.009915,2883.2938933869154,time_decay_kill_fixed,A2780cis,30k,0.67
9.0,3548.7987266666664,3190.3022426277353,time_decay_kill_fixed,A2780cis,30k,0.67
10.0,2897.7104553333334,3371.3394889009705,time_decay_kill_fixed,A2780cis,30k,0.67
11.0,3797.833449333333,3470.6629795687945,time_decay_kill_fixed,A2780cis,30k,0.67
12.0,2884.930285666667,3523.0069616845476,time_decay_kill_fixed,A2780cis,30k,0.67
13.0,4146.366087666666,3550.0084452198894,time_decay_kill_fixed,A2780cis,30k,0.67
14.0,3326.884761,3563.783361044843,time_decay_kill_fixed,A2780cis,30k,0.67
1.0,119.12291633333332,119.12291633333332,time_decay_kill_dose_scaled,A2780cis,30k,0.67
2.0,208.10995366666666,228.72168246533278,time_decay_kill_dose_scaled,A2780cis,30k,0.67
3.0,381.1926696666667,426.71622577306374,time_decay_kill_dose_scaled,A2780cis,30k,0.67
4.0,731.6507716666666,757.3486720357629,time_decay_kill_dose_scaled,A2780cis,30k,0.67
5.0,1291.6760416666666,1243.1038603636819,time_decay_kill_dose_scaled,A2780cis,30k,0.67
6.0,1980.2315586666666,1837.4528059328863,time_decay_kill_dose_scaled,A2780cis,30k,0.67
7.0,2670.8478393333335,2421.2772657234264,time_decay_kill_dose_scaled,A2780cis,30k,0.67
8.0,2545.009915,2883.295354499014,time_decay_kill_dose_scaled,A2780cis,30k,0.67
9.0,3548.7987266666664,3190.3036272208774,time_decay_kill_dose_scaled,A2780cis,30k,0.67
10.0,2897.7104553333334,3371.3407691247585,time_decay_kill_dose_scaled,A2780cis,30k,0.67
11.0,3797.833449333333,3470.664173640475,time_decay_kill_dose_scaled,A2780cis,30k,0.67
12.0,2884.930285666667,3523.0080968544657,time_decay_kill_dose_scaled,A2780cis,30k,0.67
13.0,4146.366087666666,3550.0095436358724,time_decay_kill_dose_scaled,A2780cis,30k,0.67
14.0,3326.884761,3563.78443767885,time_decay_kill_dose_scaled,A2780cis,30k,0.67
