time,observed,pred_one_stage_transit_linear_kill,pred_hill_death_instantaneous,pred_transit_hill_combined,pred_theta_logistic_hill_kill,pred_transit_chain_erlang
10.0,2744.403163,NaN,NaN,NaN,NaN,NaN
10.0,1957.23804,NaN,NaN,NaN,NaN,NaN
10.0,2953.806752,NaN,NaN,NaN,NaN,NaN
10.0,2897.710455,NaN,NaN,NaN,NaN,NaN
10.0,1762.939468,NaN,NaN,NaN,NaN,NaN
10.0,2005.652199,NaN,NaN,NaN,NaN,NaN
10.0,1887.046296,NaN,NaN,NaN,NaN,NaN
10.0,2867.669676,NaN,NaN,NaN,NaN,NaN
10.0,3153.338773,NaN,NaN,NaN,NaN,NaN
10.0,3383.568171,NaN,NaN,NaN,NaN,NaN
10.0,2375.641898,NaN,NaN,NaN,NaN,NaN
10.0,3001.510648,NaN,NaN,NaN,NaN,NaN
10.0,2856.056944,NaN,NaN,NaN,NaN,NaN
10.0,2121.842824,NaN,NaN,NaN,NaN,NaN
10.0,1840.48669,NaN,NaN,NaN,NaN,NaN
10.0,1909.384606,NaN,NaN,NaN,NaN,NaN
10.0,2794.635532,NaN,NaN,NaN,NaN,NaN
10.0,2856.253704,NaN,NaN,NaN,NaN,NaN
10.0,3210.531019,NaN,NaN,NaN,NaN,NaN
10.0,2798.190278,NaN,NaN,NaN,NaN,NaN
10.0,3093.407523,NaN,NaN,NaN,NaN,NaN
10.0,2801.533565,NaN,NaN,NaN,NaN,NaN
11.0,155.320448,NaN,NaN,NaN,NaN,NaN
11.0,1608.247685,NaN,NaN,NaN,NaN,NaN
11.0,3073.8875,NaN,NaN,NaN,NaN,NaN
11.0,239.048881,NaN,NaN,NaN,NaN,NaN
11.0,1797.057716,NaN,NaN,NaN,NaN,NaN
11.0,3434.9652,NaN,NaN,NaN,NaN,NaN
11.0,142.7375,NaN,NaN,NaN,NaN,NaN
11.0,154.387616,NaN,NaN,NaN,NaN,NaN
11.0,168.836227,NaN,NaN,NaN,NaN,NaN
11.0,1660.895023,NaN,NaN,NaN,NaN,NaN
11.0,1811.184028,NaN,NaN,NaN,NaN,NaN
11.0,1352.664005,NaN,NaN,NaN,NaN,NaN
11.0,3321.203241,NaN,NaN,NaN,NaN,NaN
11.0,3170.084606,NaN,NaN,NaN,NaN,NaN
11.0,2730.374653,NaN,NaN,NaN,NaN,NaN
11.0,253.31875,NaN,NaN,NaN,NaN,NaN
11.0,267.150347,NaN,NaN,NaN,NaN,NaN
11.0,196.677546,NaN,NaN,NaN,NaN,NaN
11.0,2000.482523,NaN,NaN,NaN,NaN,NaN
11.0,1688.086111,NaN,NaN,NaN,NaN,NaN
11.0,1702.604514,NaN,NaN,NaN,NaN,NaN
11.0,3078.653356,NaN,NaN,NaN,NaN,NaN
11.0,3746.795023,NaN,NaN,NaN,NaN,NaN
11.0,3479.447222,NaN,NaN,NaN,NaN,NaN
11.0,2693.787886,NaN,NaN,NaN,NaN,NaN
11.0,3720.538503,NaN,NaN,NaN,NaN,NaN
11.0,3624.010957,NaN,NaN,NaN,NaN,NaN
11.0,2537.103395,NaN,NaN,NaN,NaN,NaN
11.0,3595.11142,NaN,NaN,NaN,NaN,NaN
11.0,3797.833449,NaN,NaN,NaN,NaN,NaN
11.0,2519.041088,NaN,NaN,NaN,NaN,NaN
11.0,2869.570023,NaN,NaN,NaN,NaN,NaN
11.0,2692.752546,NaN,NaN,NaN,NaN,NaN
11.0,3563.988542,NaN,NaN,NaN,NaN,NaN
11.0,3773.710532,NaN,NaN,NaN,NaN,NaN
11.0,3823.916435,NaN,NaN,NaN,NaN,NaN
11.0,3269.23287,NaN,NaN,NaN,NaN,NaN
11.0,3754.017361,NaN,NaN,NaN,NaN,NaN
11.0,3848.782639,NaN,NaN,NaN,NaN,NaN
11.0,2700.534144,NaN,NaN,NaN,NaN,NaN
11.0,2339.27662,NaN,NaN,NaN,NaN,NaN
11.0,2571.499421,NaN,NaN,NaN,NaN,NaN
11.0,3415.588542,NaN,NaN,NaN,NaN,NaN
11.0,3725.274421,NaN,NaN,NaN,NaN,NaN
11.0,3644.471296,NaN,NaN,NaN,NaN,NaN
11.0,3571.231829,NaN,NaN,NaN,NaN,NaN
11.0,3836.341551,NaN,NaN,NaN,NaN,NaN
11.0,3985.926968,NaN,NaN,NaN,NaN,NaN
12.0,103.907562,NaN,NaN,NaN,NaN,NaN
12.0,1500.928164,NaN,NaN,NaN,NaN,NaN
12.0,3042.368326,NaN,NaN,NaN,NaN,NaN
12.0,153.482562,NaN,NaN,NaN,NaN,NaN
12.0,1664.883989,NaN,NaN,NaN,NaN,NaN
12.0,3115.501775,NaN,NaN,NaN,NaN,NaN
12.0,79.883218,NaN,NaN,NaN,NaN,NaN
12.0,111.71794,NaN,NaN,NaN,NaN,NaN
12.0,120.121528,NaN,NaN,NaN,NaN,NaN
12.0,1586.632292,NaN,NaN,NaN,NaN,NaN
12.0,1507.908333,NaN,NaN,NaN,NaN,NaN
12.0,1408.243866,NaN,NaN,NaN,NaN,NaN
12.0,3123.035417,NaN,NaN,NaN,NaN,NaN
12.0,3118.76169,NaN,NaN,NaN,NaN,NaN
12.0,2885.30787,NaN,NaN,NaN,NaN,NaN
12.0,164.456134,NaN,NaN,NaN,NaN,NaN
12.0,176.625463,NaN,NaN,NaN,NaN,NaN
12.0,119.366088,NaN,NaN,NaN,NaN,NaN
12.0,1676.259259,NaN,NaN,NaN,NaN,NaN
12.0,1636.224074,NaN,NaN,NaN,NaN,NaN
12.0,1682.168634,NaN,NaN,NaN,NaN,NaN
12.0,2784.171528,NaN,NaN,NaN,NaN,NaN
12.0,3368.380556,NaN,NaN,NaN,NaN,NaN
12.0,3193.953241,NaN,NaN,NaN,NaN,NaN
12.0,2554.914468,NaN,NaN,NaN,NaN,NaN
12.0,2824.667709,NaN,NaN,NaN,NaN,NaN
12.0,2656.839391,NaN,NaN,NaN,NaN,NaN
12.0,2244.322531,NaN,NaN,NaN,NaN,NaN
12.0,2534.660455,NaN,NaN,NaN,NaN,NaN
12.0,2884.930286,NaN,NaN,NaN,NaN,NaN
12.0,2421.52419,NaN,NaN,NaN,NaN,NaN
12.0,2780.724884,NaN,NaN,NaN,NaN,NaN
12.0,2462.494329,NaN,NaN,NaN,NaN,NaN
12.0,2833.870139,NaN,NaN,NaN,NaN,NaN
12.0,2987.524769,NaN,NaN,NaN,NaN,NaN
12.0,2652.608218,NaN,NaN,NaN,NaN,NaN
12.0,2421.899306,NaN,NaN,NaN,NaN,NaN
12.0,2732.355903,NaN,NaN,NaN,NaN,NaN
12.0,2816.262963,NaN,NaN,NaN,NaN,NaN
12.0,2497.069676,NaN,NaN,NaN,NaN,NaN
12.0,2132.741088,NaN,NaN,NaN,NaN,NaN
12.0,2103.156829,NaN,NaN,NaN,NaN,NaN
12.0,2586.729282,NaN,NaN,NaN,NaN,NaN
12.0,2345.377431,NaN,NaN,NaN,NaN,NaN
12.0,2671.874653,NaN,NaN,NaN,NaN,NaN
12.0,2888.58588,NaN,NaN,NaN,NaN,NaN
12.0,3045.598264,NaN,NaN,NaN,NaN,NaN
12.0,2720.606713,NaN,NaN,NaN,NaN,NaN
13.0,71.525231,NaN,NaN,NaN,NaN,NaN
13.0,2011.225424,NaN,NaN,NaN,NaN,NaN
13.0,3537.746373,NaN,NaN,NaN,NaN,NaN
13.0,115.127353,NaN,NaN,NaN,NaN,NaN
13.0,1869.518326,NaN,NaN,NaN,NaN,NaN
13.0,3633.648958,NaN,NaN,NaN,NaN,NaN
13.0,76.093866,NaN,NaN,NaN,NaN,NaN
13.0,59.314583,NaN,NaN,NaN,NaN,NaN
13.0,79.167245,NaN,NaN,NaN,NaN,NaN
13.0,1877.774421,NaN,NaN,NaN,NaN,NaN
13.0,2191.277894,NaN,NaN,NaN,NaN,NaN
13.0,1964.623958,NaN,NaN,NaN,NaN,NaN
13.0,3500.011806,NaN,NaN,NaN,NaN,NaN
13.0,3638.49537,NaN,NaN,NaN,NaN,NaN
13.0,3474.731944,NaN,NaN,NaN,NaN,NaN
13.0,130.490278,NaN,NaN,NaN,NaN,NaN
13.0,127.391088,NaN,NaN,NaN,NaN,NaN
13.0,87.500694,NaN,NaN,NaN,NaN,NaN
13.0,2048.668866,NaN,NaN,NaN,NaN,NaN
13.0,1750.994792,NaN,NaN,NaN,NaN,NaN
13.0,1808.891319,NaN,NaN,NaN,NaN,NaN
13.0,3456.64213,NaN,NaN,NaN,NaN,NaN
13.0,3871.640972,NaN,NaN,NaN,NaN,NaN
13.0,3572.663773,NaN,NaN,NaN,NaN,NaN
13.0,3229.309028,NaN,NaN,NaN,NaN,NaN
13.0,3906.991705,NaN,NaN,NaN,NaN,NaN
13.0,3902.575039,NaN,NaN,NaN,NaN,NaN
13.0,2827.44294,NaN,NaN,NaN,NaN,NaN
13.0,3853.449229,NaN,NaN,NaN,NaN,NaN
13.0,4146.366088,NaN,NaN,NaN,NaN,NaN
13.0,3104.487153,NaN,NaN,NaN,NaN,NaN
13.0,3378.862847,NaN,NaN,NaN,NaN,NaN
13.0,3204.577083,NaN,NaN,NaN,NaN,NaN
13.0,3819.365278,NaN,NaN,NaN,NaN,NaN
13.0,3950.427431,NaN,NaN,NaN,NaN,NaN
13.0,3951.182407,NaN,NaN,NaN,NaN,NaN
13.0,3527.602199,NaN,NaN,NaN,NaN,NaN
13.0,4079.821528,NaN,NaN,NaN,NaN,NaN
13.0,4100.301389,NaN,NaN,NaN,NaN,NaN
13.0,2972.137384,NaN,NaN,NaN,NaN,NaN
13.0,2753.533218,NaN,NaN,NaN,NaN,NaN
13.0,2756.658218,NaN,NaN,NaN,NaN,NaN
13.0,3571.239468,NaN,NaN,NaN,NaN,NaN
13.0,3889.531713,NaN,NaN,NaN,NaN,NaN
13.0,4099.576505,NaN,NaN,NaN,NaN,NaN
13.0,4064.227199,NaN,NaN,NaN,NaN,NaN
13.0,4196.991319,NaN,NaN,NaN,NaN,NaN
13.0,4177.879745,NaN,NaN,NaN,NaN,NaN
14.0,36.609954,NaN,NaN,NaN,NaN,NaN
14.0,2445.406713,NaN,NaN,NaN,NaN,NaN
14.0,3458.380864,NaN,NaN,NaN,NaN,NaN
14.0,60.396605,NaN,NaN,NaN,NaN,NaN
14.0,2521.753626,NaN,NaN,NaN,NaN,NaN
14.0,3423.783179,NaN,NaN,NaN,NaN,NaN
14.0,38.263657,NaN,NaN,NaN,NaN,NaN
14.0,30.733565,NaN,NaN,NaN,NaN,NaN
14.0,40.832639,NaN,NaN,NaN,NaN,NaN
14.0,2186.158796,NaN,NaN,NaN,NaN,NaN
14.0,2183.648495,NaN,NaN,NaN,NaN,NaN
14.0,2966.412847,NaN,NaN,NaN,NaN,NaN
14.0,3554.566319,NaN,NaN,NaN,NaN,NaN
14.0,3486.07963,NaN,NaN,NaN,NaN,NaN
14.0,3334.496644,NaN,NaN,NaN,NaN,NaN
14.0,67.37419,NaN,NaN,NaN,NaN,NaN
14.0,64.456597,NaN,NaN,NaN,NaN,NaN
14.0,49.359028,NaN,NaN,NaN,NaN,NaN
14.0,2624.928819,NaN,NaN,NaN,NaN,NaN
14.0,2176.738889,NaN,NaN,NaN,NaN,NaN
14.0,2763.593171,NaN,NaN,NaN,NaN,NaN
14.0,3188.413773,NaN,NaN,NaN,NaN,NaN
14.0,3582.51713,NaN,NaN,NaN,NaN,NaN
14.0,3500.418634,NaN,NaN,NaN,NaN,NaN
14.0,3171.784761,NaN,NaN,NaN,NaN,NaN
14.0,4011.975926,NaN,NaN,NaN,NaN,NaN
14.0,2987.771682,NaN,NaN,NaN,NaN,NaN
14.0,3433.938387,NaN,NaN,NaN,NaN,NaN
14.0,4116.669907,NaN,NaN,NaN,NaN,NaN
14.0,3326.884761,NaN,NaN,NaN,NaN,NaN
14.0,2944.679398,NaN,NaN,NaN,NaN,NaN
14.0,3197.698495,NaN,NaN,NaN,NaN,NaN
14.0,3372.976389,NaN,NaN,NaN,NaN,NaN
14.0,4076.656944,NaN,NaN,NaN,NaN,NaN
14.0,4256.412269,NaN,NaN,NaN,NaN,NaN
14.0,3702.858565,NaN,NaN,NaN,NaN,NaN
14.0,2836.626042,NaN,NaN,NaN,NaN,NaN
14.0,3193.987384,NaN,NaN,NaN,NaN,NaN
14.0,2932.70162,NaN,NaN,NaN,NaN,NaN
14.0,3251.699306,NaN,NaN,NaN,NaN,NaN
14.0,3319.551273,NaN,NaN,NaN,NaN,NaN
14.0,3730.564583,NaN,NaN,NaN,NaN,NaN
14.0,4061.074537,NaN,NaN,NaN,NaN,NaN
14.0,4174.659028,NaN,NaN,NaN,NaN,NaN
14.0,4114.276157,NaN,NaN,NaN,NaN,NaN
14.0,3221.911574,NaN,NaN,NaN,NaN,NaN
14.0,3215.121065,NaN,NaN,NaN,NaN,NaN
14.0,3543.621644,NaN,NaN,NaN,NaN,NaN
