time,observed,prediction,best_model,cell_line,density,dose
1.0,119.12291633333332,119.12291633333332,anchored_linear_kill,A2780cis,30k,1.47
2.0,208.10995366666666,227.922595046862,anchored_linear_kill,A2780cis,30k,1.47
3.0,381.1926696666667,423.958193353182,anchored_linear_kill,A2780cis,30k,1.47
4.0,731.6507716666666,750.9517697649798,anchored_linear_kill,A2780cis,30k,1.47
5.0,1291.6760416666666,1232.0325168632785,anchored_linear_kill,A2780cis,30k,1.47
6.0,1980.2315586666666,1823.4202382239653,anchored_linear_kill,A2780cis,30k,1.47
7.0,2670.8478393333335,2408.787177983467,anchored_linear_kill,A2780cis,30k,1.47
8.0,2545.009915,2876.250750987532,anchored_linear_kill,A2780cis,30k,1.47
9.0,3548.7987266666664,3189.6292289962907,anchored_linear_kill,A2780cis,30k,1.47
10.0,2897.7104553333334,3375.839582401497,anchored_linear_kill,A2780cis,30k,1.47
11.0,3797.833449333333,3478.6541131522404,anchored_linear_kill,A2780cis,30k,1.47
12.0,2884.930285666667,3533.1309698488353,anchored_linear_kill,A2780cis,30k,1.47
13.0,4146.366087666666,3561.3665732948757,anchored_linear_kill,A2780cis,30k,1.47
14.0,3326.884761,3575.8341003345276,anchored_linear_kill,A2780cis,30k,1.47
