time,observed,predicted,fixed_day0_anchor,model,pooling_mode,cell_line,density,dose,ic_label,effect_level,growth_family,joint_group
2.0,208.10995366666666,264.7578075185286,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,0.67,IC25,0.25,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
3.0,381.1926696666667,430.6839988385615,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,0.67,IC25,0.25,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
4.0,731.6507716666666,699.855036384259,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,0.67,IC25,0.25,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
5.0,1291.6760416666666,1131.9284931510892,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,0.67,IC25,0.25,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
6.0,1980.2315586666666,1794.8204136538952,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,0.67,IC25,0.25,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
7.0,2670.8478393333335,2625.956897312278,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,0.67,IC25,0.25,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
8.0,2545.009915,3131.8124855178144,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,0.67,IC25,0.25,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
9.0,3548.7987266666664,3415.1483229712685,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,0.67,IC25,0.25,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
10.0,2897.7104553333334,3549.8820202786915,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,0.67,IC25,0.25,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
11.0,3797.833449333333,3615.7494393267534,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,0.67,IC25,0.25,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
12.0,2884.930285666667,3653.818399815181,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,0.67,IC25,0.25,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
13.0,4146.366087666666,3679.501073976359,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,0.67,IC25,0.25,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
14.0,3326.884761,3698.295106542078,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,0.67,IC25,0.25,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
0.0,100.0,100.0,true,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,1.0,IC50,0.5,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
1.0,117.62118066666666,162.71810015648202,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,1.0,IC50,0.5,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
2.0,206.52970666666667,264.7578075185286,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,1.0,IC50,0.5,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
3.0,392.79753066666666,430.6839988385615,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,1.0,IC50,0.5,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
4.0,793.1631946666666,699.855036384259,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,1.0,IC50,0.5,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
5.0,1328.3501159999998,1131.9284931510892,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,1.0,IC50,0.5,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
6.0,1947.6582176666668,1794.8204136538952,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,1.0,IC50,0.5,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
7.0,2594.510609333334,2441.110874791777,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,1.0,IC50,0.5,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
8.0,2352.0106483333334,2314.714836105765,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,1.0,IC50,0.5,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
9.0,3220.0850306666666,2720.387858003288,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,1.0,IC50,0.5,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
10.0,2953.806751666667,3058.2155742650075,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,1.0,IC50,0.5,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
11.0,3595.1114196666663,3237.87538880802,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,1.0,IC50,0.5,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
12.0,2534.660455333333,3314.3397066747516,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,1.0,IC50,0.5,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
13.0,3853.449228666667,3343.6658750431006,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,1.0,IC50,0.5,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
14.0,4116.669907333334,3354.44874813818,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,1.0,IC50,0.5,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
0.0,100.0,100.0,true,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,1.47,IC75,0.75,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
1.0,73.88472200000001,162.71810015648202,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,1.47,IC75,0.75,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
2.0,143.64463766666665,264.7578075185286,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,1.47,IC75,0.75,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
3.0,301.875849,430.6839988385615,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,1.47,IC75,0.75,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
4.0,670.1066746666667,699.855036384259,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,1.47,IC75,0.75,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
5.0,1170.9108796666667,1131.9284931510892,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,1.47,IC75,0.75,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
6.0,1348.3380016666667,1794.8204136538952,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,1.47,IC75,0.75,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
7.0,1881.759761,2322.1613006427683,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,1.47,IC75,0.75,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
8.0,1606.1887733333333,2075.6275646936306,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,1.47,IC75,0.75,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
9.0,2421.258526333333,2362.4105177860356,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,1.47,IC75,0.75,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
10.0,1957.2380400000002,2602.839242496121,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,1.47,IC75,0.75,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
11.0,2537.103395,2767.2690020410637,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,1.47,IC75,0.75,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
12.0,2244.322531,2866.1397648881402,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,1.47,IC75,0.75,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
13.0,2827.4429400000004,2920.622943862157,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,1.47,IC75,0.75,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
14.0,3433.938387333333,2949.1227247389547,false,joint_ic_effect_two_population,partial_5pct,A2780cis,30k,1.47,IC75,0.75,theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
