Image,Area µm^2,Confluency %,Perimeter µm,Unnamed: 4
50-50_co-cultureA2780_15and20_Day1_FITC_Tile-0_A2.tif,19.967361111111114,0.453555597,1465.4,0.667871777
50-50_co-cultureA2780_15and20_Day1_FITC_Tile-0_A5.tif,16.688888888888886,0.379085595,1217.9,0.760621449
50-50_co-cultureA2780_15and20_Day1_FITC_Tile-0_B2.tif,34.34027777777778,0.780034232,2092.8,0.575329799
50-50_co-cultureA2780_15and20_Day1_FITC_Tile-0_B5.tif,42.16319444444444,0.957730605,2784.3,
50-50_co-cultureA2780_15and20_Day1_FITC_Tile-0_C2.tif,19.87986111111111,0.451568048,1361.6,0.473381139
50-50_co-cultureA2780_15and20_Day1_FITC_Tile-0_C5.tif,21.822916666666668,0.495704262,1486.8,0.742173521
50-50_co-cultureA2780_15and20_Day1_FITC_Tile-1_A2.tif,17.556944444444444,0.398803346,1095.5,0.443617851
50-50_co-cultureA2780_15and20_Day1_FITC_Tile-1_A5.tif,17.75,0.403188574,1109.7,
50-50_co-cultureA2780_15and20_Day1_FITC_Tile-1_B2.tif,24.859027777777776,0.564669068,1656.1,
50-50_co-cultureA2780_15and20_Day1_FITC_Tile-1_B5.tif,64.24583333333334,1.459334417,4394.8,
50-50_co-cultureA2780_15and20_Day1_FITC_Tile-1_C2.tif,17.226388888888888,0.391294826,1259.1,
50-50_co-cultureA2780_15and20_Day1_FITC_Tile-1_C5.tif,29.297222222222224,0.665481985,1984.7,
50-50_co-cultureA2780_15and20_Day1_FITC_Tile-2_A2.tif,36.09027777777778,0.819785218,2397.3,
50-50_co-cultureA2780_15and20_Day1_FITC_Tile-2_A5.tif,22.99652777777778,0.522362661,1459.7,
50-50_co-cultureA2780_15and20_Day1_FITC_Tile-2_B2.tif,31.563888888888886,0.716968977,2297.7,
50-50_co-cultureA2780_15and20_Day1_FITC_Tile-2_B5.tif,35.96736111111111,0.816993185,2486.9,
50-50_co-cultureA2780_15and20_Day1_FITC_Tile-2_C2.tif,33.166666666666664,0.753375833,2247.9,
50-50_co-cultureA2780_15and20_Day1_FITC_Tile-2_C5.tif,20.044444444444444,0.455306533,1472.5,
50-50_co-cultureA2780_15and20_Day1_FITC_Tile-3_A2.tif,25.994444444444444,0.590459886,1784.1,
50-50_co-cultureA2780_15and20_Day1_FITC_Tile-3_A5.tif,17.09652777777778,0.388345051,1179.4,
50-50_co-cultureA2780_15and20_Day1_FITC_Tile-3_B2.tif,24.968055555555555,0.567145617,1641.8,
50-50_co-cultureA2780_15and20_Day1_FITC_Tile-3_B5.tif,14.422222222222224,0.327598603,1045.7,
50-50_co-cultureA2780_15and20_Day1_FITC_Tile-3_C2.tif,26.907638888888886,0.61120296,1732.9,
50-50_co-cultureA2780_15and20_Day1_FITC_Tile-3_C5.tif,21.060416666666665,0.478384189,1535.1,
50-50_co-cultureA2780_15and20_Day1_FITC_Tile-4_A2.tif,45.49444444444444,1.033399446,4032.0,
50-50_co-cultureA2780_15and20_Day1_FITC_Tile-4_A5.tif,27.241666666666667,0.618790351,1892.2,
50-50_co-cultureA2780_15and20_Day1_FITC_Tile-4_B2.tif,46.9875,1.067313978,4049.1,
50-50_co-cultureA2780_15and20_Day1_FITC_Tile-4_B5.tif,25.4,0.57695717,1869.5,
50-50_co-cultureA2780_15and20_Day1_FITC_Tile-4_C2.tif,31.413194444444443,0.713545975,3009.1,
50-50_co-cultureA2780_15and20_Day1_FITC_Tile-4_C5.tif,13.922916666666667,0.316256953,846.52,
50-50_co-cultureA2780_15and20_Day1_FITC_Tile-5_A2.tif,31.311111111111114,0.711227168,2125.6,
50-50_co-cultureA2780_15and20_Day1_FITC_Tile-5_A5.tif,23.26736111111111,0.528514599,1557.9,
50-50_co-cultureA2780_15and20_Day1_FITC_Tile-5_B2.tif,38.19513888888889,0.867596821,2617.8,
50-50_co-cultureA2780_15and20_Day1_FITC_Tile-5_B5.tif,13.84236111111111,0.314427146,1003.0,
50-50_co-cultureA2780_15and20_Day1_FITC_Tile-5_C2.tif,23.376388888888886,0.530991149,1691.6,
50-50_co-cultureA2780_15and20_Day1_FITC_Tile-5_C5.tif,11.03125,0.250573181,813.8,
50-50_co-cultureA2780_15and20_Day10_FITC_Tile-0_A2.tif,412.4638888888889,9.369055047,26552.4,8.914963127
50-50_co-cultureA2780_15and20_Day10_FITC_Tile-0_A5.tif,556.7833333333333,12.64724947,32993.1,8.131881845
50-50_co-cultureA2780_15and20_Day10_FITC_Tile-0_B2.tif,502.5631944444445,11.41564719,24204.9,8.061833878
50-50_co-cultureA2780_15and20_Day10_FITC_Tile-0_B5.tif,447.9465277777778,10.17503784,27380.4,
50-50_co-cultureA2780_15and20_Day10_FITC_Tile-0_C2.tif,391.62847222222223,8.895781699,25557.9,9.243608086
50-50_co-cultureA2780_15and20_Day10_FITC_Tile-0_C5.tif,475.4166666666667,10.7990179,28505.8,8.560069898
50-50_co-cultureA2780_15and20_Day10_FITC_Tile-1_A2.tif,170.86180555555555,3.881100151,13494.6,13.29317933
50-50_co-cultureA2780_15and20_Day10_FITC_Tile-1_A5.tif,468.09652777777774,10.63274205,25812.6,
50-50_co-cultureA2780_15and20_Day10_FITC_Tile-1_B2.tif,248.65486111111113,5.648157679,16690.0,
