Image,Cells µm^2,Confluency %,Perimeter µm,Unnamed: 4
75-25_co-cultureA2780_15and20_Day12_TX RED_Tile-5_C1.tif,3864.9659722222223,87.79211932,37662.5,
75-25_co-cultureA2780_15and20_Day12_TX RED_Tile-5_C4.tif,3715.7833333333338,84.40345817,38622.8,
75-25_co-cultureA2780_15and20_Day14_TX RED_Tile-0_A1.tif,3900.7159722222223,88.60417518,31203.3,91.24725032
75-25_co-cultureA2780_15and20_Day14_TX RED_Tile-0_A4.tif,3903.3722222222223,88.6645115,38896.0,89.62805752
75-25_co-cultureA2780_15and20_Day14_TX RED_Tile-0_B1.tif,3917.654166666666,88.98892371,35078.8,83.1547698
75-25_co-cultureA2780_15and20_Day14_TX RED_Tile-0_B4.tif,4142.366666666667,94.09323427,21927.1,
75-25_co-cultureA2780_15and20_Day14_TX RED_Tile-0_C1.tif,3705.4583333333335,84.16892735,48226.2,91.23878746
75-25_co-cultureA2780_15and20_Day14_TX RED_Tile-0_C4.tif,4111.322916666667,93.38808017,22863.2,90.37027837
75-25_co-cultureA2780_15and20_Day14_TX RED_Tile-1_A1.tif,3144.3458333333333,71.42334151,51711.9,93.23630607
75-25_co-cultureA2780_15and20_Day14_TX RED_Tile-1_A4.tif,3906.5354166666666,88.73636298,39006.9,
75-25_co-cultureA2780_15and20_Day14_TX RED_Tile-1_B1.tif,3607.132638888889,81.93547403,46133.4,
75-25_co-cultureA2780_15and20_Day14_TX RED_Tile-1_B4.tif,3856.69375,87.60421704,39460.8,
75-25_co-cultureA2780_15and20_Day14_TX RED_Tile-1_C1.tif,3520.761111111111,79.9735578,47674.2,
75-25_co-cultureA2780_15and20_Day14_TX RED_Tile-1_C4.tif,3991.567361111111,90.66785078,33613.4,
75-25_co-cultureA2780_15and20_Day14_TX RED_Tile-2_A1.tif,4374.4,99.36383645,6166.1,
75-25_co-cultureA2780_15and20_Day14_TX RED_Tile-2_A4.tif,4298.353472222222,97.63645104,10980.6,
75-25_co-cultureA2780_15and20_Day14_TX RED_Tile-2_B1.tif,4118.498611111111,93.55107498,22755.1,
75-25_co-cultureA2780_15and20_Day14_TX RED_Tile-2_B4.tif,4268.507638888888,96.95850743,14740.9,
75-25_co-cultureA2780_15and20_Day14_TX RED_Tile-2_C1.tif,3760.409722222222,85.41713986,40678.6,
75-25_co-cultureA2780_15and20_Day14_TX RED_Tile-2_C4.tif,4241.392361111111,96.34258799,14262.8,
75-25_co-cultureA2780_15and20_Day14_TX RED_Tile-3_A1.tif,4316.163194444444,98.04099619,12147.3,
75-25_co-cultureA2780_15and20_Day14_TX RED_Tile-3_A4.tif,3932.522222222222,89.32664935,34828.4,
75-25_co-cultureA2780_15and20_Day14_TX RED_Tile-3_B1.tif,3927.093055555556,89.20332665,31833.5,
75-25_co-cultureA2780_15and20_Day14_TX RED_Tile-3_B4.tif,3706.438888888888,84.19120052,45362.3,
75-25_co-cultureA2780_15and20_Day14_TX RED_Tile-3_C1.tif,3341.405555555556,75.89952339,54898.8,
75-25_co-cultureA2780_15and20_Day14_TX RED_Tile-3_C4.tif,3922.9215277777776,89.10857102,34317.6,
75-25_co-cultureA2780_15and20_Day14_TX RED_Tile-4_A1.tif,4270.1875,96.99666522,14614.3,
75-25_co-cultureA2780_15and20_Day14_TX RED_Tile-4_A4.tif,4148.095138888889,94.22335565,23405.3,
75-25_co-cultureA2780_15and20_Day14_TX RED_Tile-4_B1.tif,3998.4729166666666,90.82470943,32264.6,
75-25_co-cultureA2780_15and20_Day14_TX RED_Tile-4_B4.tif,4039.9256944444446,91.76630303,31002.7,
75-25_co-cultureA2780_15and20_Day14_TX RED_Tile-4_C1.tif,3905.6423611111113,88.71607736,35482.8,
75-25_co-cultureA2780_15and20_Day14_TX RED_Tile-4_C4.tif,4275.300694444445,97.11281067,15251.6,
75-25_co-cultureA2780_15and20_Day14_TX RED_Tile-5_A1.tif,4096.636805555555,93.05448737,26868.2,
75-25_co-cultureA2780_15and20_Day14_TX RED_Tile-5_A4.tif,3911.335416666667,88.84539426,36988.1,
75-25_co-cultureA2780_15and20_Day14_TX RED_Tile-5_B1.tif,4105.897222222222,93.26483634,25657.5,
75-25_co-cultureA2780_15and20_Day14_TX RED_Tile-5_B4.tif,3856.869444444444,87.60820791,41786.9,
75-25_co-cultureA2780_15and20_Day14_TX RED_Tile-5_C1.tif,3731.188888888888,84.75339304,41297.5,
75-25_co-cultureA2780_15and20_Day14_TX RED_Tile-5_C4.tif,4085.342361111112,92.79793576,23950.2,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-0_A1.tif,3742.4416666666666,85.00899819,35300.7,86.49000373
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-0_A4.tif,3771.075,85.65940004,41290.4,83.83278439
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-0_B1.tif,3961.5777777777776,89.98664191,27484.3,88.28213435
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-0_B4.tif,4241.820833333333,96.35232067,19600.9,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-0_C1.tif,3892.675,88.42152571,34825.5,90.35631031
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-0_C4.tif,4343.995138888889,98.67319461,8049.8,94.60337718
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-1_A1.tif,2687.6388888888887,61.04931213,60084.7,97.50802275
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-1_A4.tif,3784.129861111111,85.95593924,45025.1,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-1_B1.tif,3642.354861111111,82.73554149,46124.8,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-1_B4.tif,3924.179861111111,89.13715388,34720.3,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-1_C1.tif,3856.198611111111,87.59297003,38767.9,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-1_C4.tif,4318.401388888889,98.09183644,9091.2,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-2_A1.tif,4223.793055555555,95.94282241,17631.9,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-2_A4.tif,4161.74375,94.53338179,20427.5,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-2_B1.tif,3362.6736111111118,76.38262407,45769.2,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-2_B4.tif,4368.868055555556,99.23817917,6230.1,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-2_C1.tif,3927.563888888888,89.21402156,34717.4,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-2_C4.tif,4290.527083333333,97.45867579,9715.8,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-3_A1.tif,4129.533333333334,93.80172704,24212.0,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-3_A4.tif,3886.061805555556,88.27130799,34316.2,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-3_B1.tif,3289.698611111111,74.72500795,49748.5,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-3_B4.tif,4139.316666666667,94.02395398,22794.9,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-3_C1.tif,3680.2763888888894,83.59692328,44855.8,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-3_C4.tif,4221.252777777778,95.88512039,14392.3,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-4_A1.tif,4085.479861111111,92.80105906,22997.0,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-4_A4.tif,4285.326388888889,97.3405428,13063.5,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-4_B1.tif,3889.758333333333,88.35527406,37649.7,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-4_B4.tif,4221.481250000001,95.8903101,19852.7,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-4_C1.tif,3955.575,89.85028972,33183.7,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-4_C4.tif,4342.673611111111,98.64317631,7368.3,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-5_A1.tif,3976.9625,90.33610356,30997.0,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-5_A4.tif,3978.775694444444,90.37729,31896.1,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-5_B1.tif,3997.8965277777775,90.81161684,33234.9,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-5_B4.tif,4093.284722222222,92.9783453,25954.8,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-5_C1.tif,4006.9416666666666,91.01707581,29931.4,
75-25_co-cultureA2780_15and20_Day16_TX RED_Tile-5_C4.tif,4239.347222222223,96.29613296,13598.4,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-0_A1.tif,3172.40625,72.06072965,52823.0,73.10676686
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-0_A4.tif,3635.878472222222,82.5884313,47170.5,80.60117644
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-0_B1.tif,3629.999305555556,82.45488691,41217.9,83.50794364
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-0_B4.tif,3916.8458333333338,88.97056254,37148.9,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-0_C1.tif,3891.572222222223,88.39647628,38499.0,87.03911944
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-0_C4.tif,4161.919444444445,94.53737267,23785.2,90.84573644
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-1_A1.tif,3010.340277777778,68.37942553,57306.1,92.98775987
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-1_A4.tif,3723.4402777777777,84.57738451,47246.0,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-1_B1.tif,3907.9479166666665,88.76844771,34731.6,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-1_B4.tif,3744.4902777777775,85.05553208,47570.3,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-1_C1.tif,4087.8902777777776,92.85581131,23012.6,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-1_C4.tif,4142.240277777778,94.09036336,20801.7,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-2_A1.tif,1740.8368055555557,39.54284556,54608.6,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-2_A4.tif,4142.068055555556,94.08645136,20734.8,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-2_B1.tif,3664.553472222222,83.2397796,38332.6,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-2_B4.tif,4318.197916666667,98.0872146,9286.1,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-2_C1.tif,2681.2784722222223,60.90483623,54924.4,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-2_C4.tif,4354.165277777778,98.90420778,7399.6,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-3_A1.tif,3736.678472222222,84.8780881,33651.8,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-3_A4.tif,3791.414583333333,86.12141061,43606.6,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-3_B1.tif,3095.36875,70.31083445,58916.6,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-3_B4.tif,3877.7541666666666,88.08260123,38107.8,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-3_C1.tif,3980.086805555556,90.40707169,23164.9,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-3_C4.tif,3979.5451388888887,90.39476781,28726.3,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-4_A1.tif,3939.255555555556,89.479596,31144.9,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-4_A4.tif,3959.1069444444447,89.93051731,30166.1,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-4_B1.tif,3792.775,86.15231227,37406.4,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-4_B4.tif,4114.7875,93.46677765,25210.7,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-4_C1.tif,3789.742361111111,86.08342633,40119.5,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-4_C4.tif,4181.915277777778,94.99157501,20761.9,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-5_A1.tif,3711.225,84.29991631,40954.7,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-5_A4.tif,3738.9868055555553,84.93052154,40112.4,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-5_B1.tif,3199.704166666667,72.68079771,51571.0,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-5_B4.tif,4024.315972222222,91.41173054,28242.6,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-5_C1.tif,3627.5847222222224,82.40004002,45208.6,
75-25_co-cultureA2780_15and20_Day18_TX RED_Tile-5_C4.tif,3742.409722222222,85.00827258,40482.3,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-0_A1.tif,117.3097222222222,2.664672653,6398.0,5.819978162
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-0_A4.tif,173.88402777777776,3.949749474,8704.3,7.33063657
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-0_B1.tif,264.3840277777778,6.005443328,13827.5,6.052968367
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-0_B4.tif,220.61875,5.011321642,11262.3,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-0_C1.tif,280.18402777777777,6.364337946,14291.3,4.623060721
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-0_C4.tif,149.45347222222222,3.394813088,7634.4,4.762578269
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-1_A1.tif,105.62152777777776,2.399177078,5173.0,3.558136535
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-1_A4.tif,157.16041666666666,3.569875169,8819.5,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-1_B1.tif,266.8722222222222,6.06196229,13264.1,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-1_B4.tif,251.30416666666667,5.708336255,12804.6,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-1_C1.tif,188.48541666666668,4.281417821,10048.7,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-1_C4.tif,193.20138888888889,4.388540419,9836.7,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-2_A1.tif,291.8541666666667,6.629423391,13676.7,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-2_A4.tif,157.7784722222222,3.583914207,8056.9,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-2_B1.tif,505.2902777777778,11.47759247,23561.8,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-2_B4.tif,245.87152777777777,5.584934682,12029.2,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-2_C1.tif,312.1625,7.090724121,15694.1,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-2_C4.tif,93.45208333333332,2.122749983,5064.9,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-3_A1.tif,138.35972222222222,3.142820229,6346.8,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-3_A4.tif,238.14375,5.409399375,12475.9,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-3_B1.tif,301.5145833333333,6.848858299,15706.9,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-3_B4.tif,222.6888888888889,5.058344535,11122.9,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-3_C1.tif,188.95625,4.292112729,9879.4,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-3_C4.tif,137.61805555555554,3.125973383,7243.1,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-4_A1.tif,584.4048611111111,13.27466831,24382.7,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-4_A4.tif,191.6902777777778,4.354215758,9862.4,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-4_B1.tif,273.6333333333333,6.21553991,14284.2,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-4_B4.tif,149.51666666666668,3.39624854,7712.6,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-4_C1.tif,369.89652777777775,8.402143857,18387.3,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-4_C4.tif,156.95625,3.565237554,8216.3,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-5_A1.tif,299.7645833333333,6.809107313,14557.4,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-5_A4.tif,302.4986111111112,6.871210342,15280.1,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-5_B1.tif,324.65208333333334,7.374423123,15083.8,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-5_B4.tif,168.00833333333333,3.81628396,8377.0,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-5_C1.tif,259.17291666666665,5.887073725,12619.6,
75-25_co-cultureA2780_15and20_Day2_TX RED_Tile-5_C4.tif,209.18055555555557,4.75150478,11502.8,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-0_A1.tif,504.4888888888888,11.45938905,23369.7,15.87744037
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-0_A4.tif,421.8395833333333,9.582022532,16263.2,17.47158636
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-0_B1.tif,688.5118055555555,15.63944185,29288.3,12.4426055
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-0_B4.tif,448.76875,10.19371449,18425.8,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-0_C1.tif,578.7784722222223,13.14686573,25192.2,11.50713755
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-0_C4.tif,247.9833333333333,5.632904027,12454.6,9.491420781
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-1_A1.tif,56.08263888888889,1.273908686,3212.5,7.476713557
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-1_A4.tif,350.05555555555554,7.951459165,14435.0,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-1_B1.tif,686.3819444444445,15.59106238,30678.3,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-1_B4.tif,359.06944444444446,8.156208292,16076.8,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-1_C1.tif,334.75138888888887,7.603827326,15877.6,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-1_C4.tif,391.65972222222223,8.896491538,18674.7,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-2_A1.tif,1049.6298611111113,23.84218404,34920.9,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-2_A4.tif,407.7861111111111,9.26280003,17516.6,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-2_B1.tif,1105.8951388888888,25.12024134,39559.0,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-2_B4.tif,444.1506944444444,10.08881606,17502.4,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-2_C1.tif,752.7013888888889,17.09749856,32483.7,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-2_C4.tif,350.34722222222223,7.958084329,15719.7,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-3_A1.tif,623.2465277777778,14.15695091,21929.9,
75-25_co-cultureA2780_15and20_Day3_TX RED_Tile-3_A4.tif,486.53888888888895,11.0516575,18509.7,
