Image,Cells µm^2,Confluency %,Perimeter µm,Unnamed: 4
75-25_co-cultureA2780_15and20_Day10_TX RED_Tile-0_A1.tif,4103.384027777778,93.2077495,20289.5,90.8332275
75-25_co-cultureA2780_15and20_Day10_TX RED_Tile-0_A4.tif,4203.175694444445,95.47450216,20103.1,90.70447585
75-25_co-cultureA2780_15and20_Day10_TX RED_Tile-0_B1.tif,3958.0354166666666,89.90617772,31082.3,86.9404597
75-25_co-cultureA2780_15and20_Day10_TX RED_Tile-0_B4.tif,4004.959722222222,90.97205624,28649.5,
75-25_co-cultureA2780_15and20_Day10_TX RED_Tile-0_C1.tif,3882.459722222222,88.18948721,36303.8,92.64270974
75-25_co-cultureA2780_15and20_Day10_TX RED_Tile-0_C4.tif,3903.460416666667,88.66651482,32099.6,86.98879185
75-25_co-cultureA2780_15and20_Day10_TX RED_Tile-1_A1.tif,2575.7055555555557,58.50676334,44914.1,86.47531795
75-25_co-cultureA2780_15and20_Day10_TX RED_Tile-1_A4.tif,3897.978472222223,88.54199328,38518.9,
75-25_co-cultureA2780_15and20_Day10_TX RED_Tile-1_B1.tif,3616.641666666667,82.15147016,41024.4,
75-25_co-cultureA2780_15and20_Day10_TX RED_Tile-1_B4.tif,3675.647916666667,83.49178823,43519.8,
75-25_co-cultureA2780_15and20_Day10_TX RED_Tile-1_C1.tif,3613.777777777778,82.08641735,45456.2,
75-25_co-cultureA2780_15and20_Day10_TX RED_Tile-1_C4.tif,3364.873611111111,76.43259674,48946.1,
75-25_co-cultureA2780_15and20_Day10_TX RED_Tile-2_A1.tif,4387.658333333334,99.66499749,4268.2,
75-25_co-cultureA2780_15and20_Day10_TX RED_Tile-2_A4.tif,4122.107638888889,93.63305351,26055.8,
75-25_co-cultureA2780_15and20_Day10_TX RED_Tile-2_B1.tif,4112.138194444445,93.40659908,24065.4,
75-25_co-cultureA2780_15and20_Day10_TX RED_Tile-2_B4.tif,3911.2055555555553,88.84244448,33617.6,
75-25_co-cultureA2780_15and20_Day10_TX RED_Tile-2_C1.tif,4051.2659722222224,92.02389573,26976.3,
75-25_co-cultureA2780_15and20_Day10_TX RED_Tile-2_C4.tif,3864.9659722222223,87.79211932,34633.5,
75-25_co-cultureA2780_15and20_Day10_TX RED_Tile-3_A1.tif,4394.009027777778,99.80925256,4336.5,
75-25_co-cultureA2780_15and20_Day10_TX RED_Tile-3_A4.tif,4004.3409722222223,90.95800143,35595.2,
75-25_co-cultureA2780_15and20_Day10_TX RED_Tile-3_B1.tif,4044.51875,91.87063359,27670.6,
75-25_co-cultureA2780_15and20_Day10_TX RED_Tile-3_B4.tif,3447.54375,78.31043648,58491.2,
75-25_co-cultureA2780_15and20_Day10_TX RED_Tile-3_C1.tif,3866.11875,87.81830449,35455.8,
75-25_co-cultureA2780_15and20_Day10_TX RED_Tile-3_C4.tif,3738.070138888889,84.9096996,41693.0,
75-25_co-cultureA2780_15and20_Day10_TX RED_Tile-4_A1.tif,4346.229861111111,98.72395599,8438.2,
75-25_co-cultureA2780_15and20_Day10_TX RED_Tile-4_A4.tif,4122.023611111112,93.63114483,24041.3,
75-25_co-cultureA2780_15and20_Day10_TX RED_Tile-4_B1.tif,4120.132638888888,93.58819168,22493.3,
75-25_co-cultureA2780_15and20_Day10_TX RED_Tile-4_B4.tif,3981.695833333333,90.44362051,32661.6,
75-25_co-cultureA2780_15and20_Day10_TX RED_Tile-4_C1.tif,3798.376388888888,86.27954697,37140.3,
75-25_co-cultureA2780_15and20_Day10_TX RED_Tile-4_C4.tif,4049.3930555555553,91.98135271,28254.0,
75-25_co-cultureA2780_15and20_Day10_TX RED_Tile-5_A1.tif,4186.100694444444,95.08664611,18956.4,
75-25_co-cultureA2780_15and20_Day10_TX RED_Tile-5_A4.tif,4121.425694444445,93.61756324,29303.9,
75-25_co-cultureA2780_15and20_Day10_TX RED_Tile-5_B1.tif,4107.611805555555,93.30378284,24165.0,
75-25_co-cultureA2780_15and20_Day10_TX RED_Tile-5_B4.tif,3956.5486111111113,89.87240515,31088.0,
75-25_co-cultureA2780_15and20_Day10_TX RED_Tile-5_C1.tif,3752.836111111111,85.24510643,40867.9,
75-25_co-cultureA2780_15and20_Day10_TX RED_Tile-5_C4.tif,3921.2069444444446,89.06962452,34401.6,
75-25_co-cultureA2780_15and20_Day12_TX RED_Tile-0_A1.tif,4105.489583333333,93.25557688,22260.0,92.73268578
75-25_co-cultureA2780_15and20_Day12_TX RED_Tile-0_A4.tif,3913.718055555556,88.89951554,35287.9,87.8064791
75-25_co-cultureA2780_15and20_Day12_TX RED_Tile-0_B1.tif,3819.292361111111,86.75465013,34098.5,87.21499652
75-25_co-cultureA2780_15and20_Day12_TX RED_Tile-0_B4.tif,4175.375,94.84301358,19498.5,
75-25_co-cultureA2780_15and20_Day12_TX RED_Tile-0_C1.tif,4053.4375,92.07322165,31408.1,93.01999445
75-25_co-cultureA2780_15and20_Day12_TX RED_Tile-0_C4.tif,3828.647222222222,86.96714439,35091.6,93.19760144
75-25_co-cultureA2780_15and20_Day12_TX RED_Tile-1_A1.tif,3312.4069444444444,75.24082431,41654.6,88.75029949
75-25_co-cultureA2780_15and20_Day12_TX RED_Tile-1_A4.tif,4039.777777777778,91.76294312,29830.3,
75-25_co-cultureA2780_15and20_Day12_TX RED_Tile-1_B1.tif,3418.1583333333333,77.64295117,52855.8,
75-25_co-cultureA2780_15and20_Day12_TX RED_Tile-1_B4.tif,3928.5756944444447,89.23700457,33910.7,
75-25_co-cultureA2780_15and20_Day12_TX RED_Tile-1_C1.tif,3767.3145833333338,85.57398274,39201.8,
75-25_co-cultureA2780_15and20_Day12_TX RED_Tile-1_C4.tif,3886.806944444444,88.28823371,35586.7,
75-25_co-cultureA2780_15and20_Day12_TX RED_Tile-2_A1.tif,4376.486805555555,99.41123792,5407.8,
75-25_co-cultureA2780_15and20_Day12_TX RED_Tile-2_A4.tif,4369.599305555556,99.2547894,6423.6,
75-25_co-cultureA2780_15and20_Day12_TX RED_Tile-2_B1.tif,4160.721527777778,94.51016217,19812.9,
75-25_co-cultureA2780_15and20_Day12_TX RED_Tile-2_B4.tif,4342.241666666667,98.63336476,8653.0,
75-25_co-cultureA2780_15and20_Day12_TX RED_Tile-2_C1.tif,3899.070833333333,88.5668061,33714.4,
75-25_co-cultureA2780_15and20_Day12_TX RED_Tile-2_C4.tif,4374.156944444444,99.35831548,5525.9,
75-25_co-cultureA2780_15and20_Day12_TX RED_Tile-3_A1.tif,4323.289583333333,98.20287104,10104.2,
75-25_co-cultureA2780_15and20_Day12_TX RED_Tile-3_A4.tif,4053.968055555556,92.08527314,26578.0,
75-25_co-cultureA2780_15and20_Day12_TX RED_Tile-3_B1.tif,4021.318055555556,91.34363332,28152.9,
75-25_co-cultureA2780_15and20_Day12_TX RED_Tile-3_B4.tif,4108.581944444445,93.3258194,27222.5,
75-25_co-cultureA2780_15and20_Day12_TX RED_Tile-3_C1.tif,3578.140277777778,81.27691691,50637.7,
75-25_co-cultureA2780_15and20_Day12_TX RED_Tile-3_C4.tif,3542.2326388888887,80.46128031,44124.5,
75-25_co-cultureA2780_15and20_Day12_TX RED_Tile-4_A1.tif,4193.610416666666,95.25722832,21000.9,
75-25_co-cultureA2780_15and20_Day12_TX RED_Tile-4_A4.tif,4147.606250000001,94.21225061,20914.1,
75-25_co-cultureA2780_15and20_Day12_TX RED_Tile-4_B1.tif,3840.251388888888,87.23073128,36742.0,
75-25_co-cultureA2780_15and20_Day12_TX RED_Tile-4_B4.tif,4137.183333333333,93.97549563,27312.1,
75-25_co-cultureA2780_15and20_Day12_TX RED_Tile-4_C1.tif,3874.422916666667,88.00693239,34361.7,
75-25_co-cultureA2780_15and20_Day12_TX RED_Tile-4_C4.tif,4095.266666666667,93.02336487,25788.4,
75-25_co-cultureA2780_15and20_Day12_TX RED_Tile-5_A1.tif,4183.535416666667,95.02837622,18822.7,
75-25_co-cultureA2780_15and20_Day12_TX RED_Tile-5_A4.tif,4046.040277777778,91.90519487,30042.3,
75-25_co-cultureA2780_15and20_Day12_TX RED_Tile-5_B1.tif,3933.847222222222,89.35674653,31815.0,
75-25_co-cultureA2780_15and20_Day12_TX RED_Tile-5_B4.tif,3925.665972222223,89.17091067,35185.5,
