Image,Cells
50-50_A2780_20and30_Day10_FITC_Tile-0_A2.tif,477.86249999999995
50-50_A2780_20and30_Day10_FITC_Tile-0_A5.tif,691.776388888889
50-50_A2780_20and30_Day10_FITC_Tile-0_B2.tif,521.0208333333334
50-50_A2780_20and30_Day10_FITC_Tile-0_B5.tif,725.1569444444444
50-50_A2780_20and30_Day10_FITC_Tile-0_C2.tif,643.5791666666667
50-50_A2780_20and30_Day10_FITC_Tile-0_C5.tif,631.7847222222222
50-50_A2780_20and30_Day10_FITC_Tile-1_A2.tif,985.9534722222221
50-50_A2780_20and30_Day10_FITC_Tile-1_A5.tif,1045.8083333333334
50-50_A2780_20and30_Day10_FITC_Tile-1_B2.tif,375.76250000000005
50-50_A2780_20and30_Day10_FITC_Tile-1_B5.tif,571.473611111111
50-50_A2780_20and30_Day10_FITC_Tile-1_C2.tif,434.2013888888889
50-50_A2780_20and30_Day10_FITC_Tile-1_C5.tif,463.4152777777778
50-50_A2780_20and30_Day10_FITC_Tile-2_A2.tif,906.7506944444444
50-50_A2780_20and30_Day10_FITC_Tile-2_A5.tif,664.4909722222222
50-50_A2780_20and30_Day10_FITC_Tile-2_B2.tif,744.3791666666667
50-50_A2780_20and30_Day10_FITC_Tile-2_B5.tif,530.4263888888888
50-50_A2780_20and30_Day10_FITC_Tile-2_C2.tif,637.4340277777778
50-50_A2780_20and30_Day10_FITC_Tile-2_C5.tif,548.45
50-50_A2780_20and30_Day10_FITC_Tile-3_A2.tif,687.1736111111111
50-50_A2780_20and30_Day10_FITC_Tile-3_A5.tif,576.4729166666667
50-50_A2780_20and30_Day10_FITC_Tile-3_B2.tif,669.536111111111
50-50_A2780_20and30_Day10_FITC_Tile-3_B5.tif,365.7138888888889
50-50_A2780_20and30_Day10_FITC_Tile-3_C2.tif,744.4312500000001
50-50_A2780_20and30_Day10_FITC_Tile-3_C5.tif,631.6125
50-50_A2780_20and30_Day10_FITC_Tile-4_A2.tif,955.7874999999999
50-50_A2780_20and30_Day10_FITC_Tile-4_A5.tif,775.0895833333333
50-50_A2780_20and30_Day10_FITC_Tile-4_B2.tif,590.0347222222222
50-50_A2780_20and30_Day10_FITC_Tile-4_B5.tif,657.7173611111111
50-50_A2780_20and30_Day10_FITC_Tile-4_C2.tif,699.4319444444444
50-50_A2780_20and30_Day10_FITC_Tile-4_C5.tif,976.0
50-50_A2780_20and30_Day10_FITC_Tile-5_A2.tif,910.2854166666667
