source_group,source_file,density,mix_label,cell_line,model,parameter_name,parameter_value,sse,aic,bic,loss
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,50-50,,fixed_mono_competitive_log,p2,0.016678,6.8270334,-40.409215,-37.60682,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,50-50,,fixed_mono_sharedK_competitive_log,p1,3887.1666,6.8467564,-38.322671,-34.119079,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,50-50,,fixed_mono_sharedK_competitive_log,p2,3.603219,6.8467564,-38.322671,-34.119079,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,50-50,,fixed_mono_sharedK_competitive_log,p3,0.019442,6.8467564,-38.322671,-34.119079,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,50-50,,fixed_mono_sharedK_death_log,p1,11283.558,5.6971991,-43.836681,-39.633089,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,50-50,,fixed_mono_sharedK_death_log,p2,0.358983,5.6971991,-43.836681,-39.633089,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,50-50,,fixed_mono_sharedK_death_log,p3,0,5.6971991,-43.836681,-39.633089,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,50-50,,fixed_mono_sharedK_log,p1,6084.2057,35.121124,6.7281616,8.129359,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,50-50,,fixed_mono_sharedK_symmetric_alpha_log,p1,1905.6135,6.6447411,-41.221149,-38.418755,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,50-50,,fixed_mono_sharedK_symmetric_alpha_log,p2,-0.165108,6.6447411,-41.221149,-38.418755,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,50-50,,fixed_mono_symmetric_alpha_log,p1,0.010455,9.841787,-31.436802,-30.035605,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,75-25,,fixed_mono_competitive_death_log,p1,3.99224,7.8322271,-32.288514,-26.683725,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,75-25,,fixed_mono_competitive_death_log,p2,0.000116,7.8322271,-32.288514,-26.683725,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,75-25,,fixed_mono_competitive_death_log,p3,0.02111,7.8322271,-32.288514,-26.683725,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,75-25,,fixed_mono_competitive_death_log,p4,0.202842,7.8322271,-32.288514,-26.683725,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,75-25,,fixed_mono_competitive_log,p1,3.875403,11.108792,-25.803817,-23.001422,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,75-25,,fixed_mono_competitive_log,p2,0.946425,11.108792,-25.803817,-23.001422,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,75-25,,fixed_mono_sharedK_competitive_log,p1,1979.9388,10.618353,-25.158405,-20.954813,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,75-25,,fixed_mono_sharedK_competitive_log,p2,-0.625801,10.618353,-25.158405,-20.954813,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,75-25,,fixed_mono_sharedK_competitive_log,p3,0.262557,10.618353,-25.158405,-20.954813,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,75-25,,fixed_mono_sharedK_death_log,p1,3270.9254,11.078983,-23.884424,-19.680832,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,75-25,,fixed_mono_sharedK_death_log,p2,0.072536,11.078983,-23.884424,-19.680832,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,75-25,,fixed_mono_sharedK_death_log,p3,0,11.078983,-23.884424,-19.680832,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,75-25,,fixed_mono_sharedK_log,p1,2975.0002,11.601862,-26.500953,-25.099755,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,75-25,,fixed_mono_sharedK_symmetric_alpha_log,p1,2349.6848,10.650837,-27.066768,-24.264373,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,75-25,,fixed_mono_sharedK_symmetric_alpha_log,p2,0.383154,10.650837,-27.066768,-24.264373,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,75-25,,fixed_mono_symmetric_alpha_log,p1,0.80843,12.406181,-24.490078,-23.08888,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,25-75,,fixed_mono_competitive_death_log,p1,0,26.874104,4.6989728,10.303762,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,25-75,,fixed_mono_competitive_death_log,p2,0,26.874104,4.6989728,10.303762,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,25-75,,fixed_mono_competitive_death_log,p3,0.431308,26.874104,4.6989728,10.303762,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,25-75,,fixed_mono_competitive_death_log,p4,0,26.874104,4.6989728,10.303762,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,25-75,,fixed_mono_competitive_log,p1,3.987861,39.305952,12.105357,14.907752,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,25-75,,fixed_mono_competitive_log,p2,0.000157,39.305952,12.105357,14.907752,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,25-75,,fixed_mono_sharedK_competitive_log,p1,500,14.678192,-15.445035,-11.241443,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,25-75,,fixed_mono_sharedK_competitive_log,p2,-0.840345,14.678192,-15.445035,-11.241443,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,25-75,,fixed_mono_sharedK_competitive_log,p3,-0.77362,14.678192,-15.445035,-11.241443,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,25-75,,fixed_mono_sharedK_death_log,p1,54676.527,18.379958,-8.6980958,-4.4945037,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,25-75,,fixed_mono_sharedK_death_log,p2,0.557629,18.379958,-8.6980958,-4.4945037,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,25-75,,fixed_mono_sharedK_death_log,p3,0,18.379958,-8.6980958,-4.4945037,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,25-75,,fixed_mono_sharedK_log,p1,9273.0912,136.2783,47.405053,48.80625,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,25-75,,fixed_mono_sharedK_symmetric_alpha_log,p1,500,14.69194,-17.41695,-14.614555,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,25-75,,fixed_mono_sharedK_symmetric_alpha_log,p2,-0.801982,14.69194,-17.41695,-14.614555,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,25-75,,fixed_mono_symmetric_alpha_log,p1,-0.291147,31.480816,3.4454293,4.8466267,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,50-50,,fixed_mono_competitive_death_log,p1,0,4.5533265,-48.56018,-42.95539,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,50-50,,fixed_mono_competitive_death_log,p2,0.167959,4.5533265,-48.56018,-42.95539,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,50-50,,fixed_mono_competitive_death_log,p3,0.269572,4.5533265,-48.56018,-42.95539,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,50-50,,fixed_mono_competitive_death_log,p4,0,4.5533265,-48.56018,-42.95539,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,50-50,,fixed_mono_competitive_log,p1,3.97365,6.9140642,-40.029192,-37.226798,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,50-50,,fixed_mono_competitive_log,p2,0.143552,6.9140642,-40.029192,-37.226798,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,50-50,,fixed_mono_sharedK_competitive_log,p1,3944.4237,6.9271498,-37.972468,-33.768876,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,50-50,,fixed_mono_sharedK_competitive_log,p2,3.862122,6.9271498,-37.972468,-33.768876,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,50-50,,fixed_mono_sharedK_competitive_log,p3,0.154884,6.9271498,-37.972468,-33.768876,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,50-50,,fixed_mono_sharedK_death_log,p1,8749.6492,4.9774618,-47.888319,-43.684727,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,50-50,,fixed_mono_sharedK_death_log,p2,0.359693,4.9774618,-47.888319,-43.684727,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,50-50,,fixed_mono_sharedK_death_log,p3,0,4.9774618,-47.888319,-43.684727,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,50-50,,fixed_mono_sharedK_log,p1,4921.4421,28.066553,0.0014362504,1.4026336,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,50-50,,fixed_mono_sharedK_symmetric_alpha_log,p1,1978.9026,7.1586249,-38.986384,-36.183989,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,50-50,,fixed_mono_sharedK_symmetric_alpha_log,p2,-0.076584,7.1586249,-38.986384,-36.183989,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,50-50,,fixed_mono_symmetric_alpha_log,p1,0.084868,10.378323,-29.844343,-28.443146,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,75-25,,fixed_mono_competitive_death_log,p1,2.249176,5.4892885,-42.951962,-37.347172,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,75-25,,fixed_mono_competitive_death_log,p2,0,5.4892885,-42.951962,-37.347172,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,75-25,,fixed_mono_competitive_death_log,p3,0.06794,5.4892885,-42.951962,-37.347172,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,75-25,,fixed_mono_competitive_death_log,p4,0.195174,5.4892885,-42.951962,-37.347172,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,75-25,,fixed_mono_competitive_log,p1,3.358287,7.5625836,-37.339535,-34.53714,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,75-25,,fixed_mono_competitive_log,p2,0.890249,7.5625836,-37.339535,-34.53714,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,75-25,,fixed_mono_sharedK_competitive_log,p1,3037.1525,7.5157073,-35.526067,-31.322475,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,75-25,,fixed_mono_sharedK_competitive_log,p2,1.587527,7.5157073,-35.526067,-31.322475,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,75-25,,fixed_mono_sharedK_competitive_log,p3,0.564461,7.5157073,-35.526067,-31.322475,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,75-25,,fixed_mono_sharedK_death_log,p1,3614.7904,7.6386505,-35.039293,-30.835701,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,75-25,,fixed_mono_sharedK_death_log,p2,0.097418,7.6386505,-35.039293,-30.835701,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,75-25,,fixed_mono_sharedK_death_log,p3,0,7.6386505,-35.039293,-30.835701,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,75-25,,fixed_mono_sharedK_log,p1,3161.808,8.4744035,-35.924413,-34.523216,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,75-25,,fixed_mono_sharedK_symmetric_alpha_log,p1,2486.0945,7.5582229,-37.356838,-34.554444,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,75-25,,fixed_mono_sharedK_symmetric_alpha_log,p2,0.36289,7.5582229,-37.356838,-34.554444,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,30k,75-25,,fixed_mono_symmetric_alpha_log,p1,0.757367,8.9998646,-34.119635,-32.718438,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_logistic_parameters.csv,20k,,A2780Naive,,k,4077.2401,165076.98,,139.16871,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_logistic_parameters.csv,20k,,A2780Naive,,r,1.1366591,165076.98,,139.16871,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_logistic_parameters.csv,20k,,A2780Naive,,v,0.62411485,165076.98,,139.16871,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_all_models_parameters.csv,20k,,A2780Naive,gompertz,k,4287.9431,449578.51,,150.55623,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_all_models_parameters.csv,20k,,A2780Naive,gompertz,r,0.40699632,449578.51,,150.55623,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_all_models_parameters.csv,20k,,A2780Naive,logistic,k,4014.8064,218173.65,,140.43396,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_all_models_parameters.csv,20k,,A2780Naive,logistic,r,0.92937395,218173.65,,140.43396,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_all_models_parameters.csv,20k,,A2780Naive,logistic_death,d,0.73802773,218173.65,,143.07302,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_all_models_parameters.csv,20k,,A2780Naive,logistic_death,k,7203.0152,218173.65,,143.07302,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_all_models_parameters.csv,20k,,A2780Naive,logistic_death,r,1.6674017,218173.65,,143.07302,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_all_models_parameters.csv,20k,,A2780Naive,theta_logistic,k,4077.2401,165076.98,,139.16871,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_all_models_parameters.csv,20k,,A2780Naive,theta_logistic,r,1.1366591,165076.98,,139.16871,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_all_models_parameters.csv,20k,,A2780Naive,theta_logistic,v,0.62411485,165076.98,,139.16871,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_logistic_parameters.csv,20k,,A2780cis,,k,3744.54,523607.76,,155.32934,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_logistic_parameters.csv,20k,,A2780cis,,r,0.49442942,523607.76,,155.32934,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_logistic_parameters.csv,20k,,A2780cis,,v,3.9510192,523607.76,,155.32934,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_all_models_parameters.csv,20k,,A2780cis,gompertz,k,4854.4768,2682817.3,,175.5646,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_all_models_parameters.csv,20k,,A2780cis,gompertz,r,0.2385438,2682817.3,,175.5646,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_all_models_parameters.csv,20k,,A2780cis,logistic,k,3994.2031,1091164.3,,162.96989,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_all_models_parameters.csv,20k,,A2780cis,logistic,r,0.60898942,1091164.3,,162.96989,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_all_models_parameters.csv,20k,,A2780cis,logistic_death,d,0.80444673,1091164.3,,165.60895,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_all_models_parameters.csv,20k,,A2780cis,logistic_death,k,9270.3566,1091164.3,,165.60895,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_all_models_parameters.csv,20k,,A2780cis,logistic_death,r,1.4134362,1091164.3,,165.60895,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_all_models_parameters.csv,20k,,A2780cis,theta_logistic,k,3744.54,523607.76,,155.32934,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_all_models_parameters.csv,20k,,A2780cis,theta_logistic,r,0.49442942,523607.76,,155.32934,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_all_models_parameters.csv,20k,,A2780cis,theta_logistic,v,3.9510192,523607.76,,155.32934,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_logistic_parameters.csv,30k,,A2780Naive,,k,4035.5697,304802.01,,147.75422,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_logistic_parameters.csv,30k,,A2780Naive,,r,1.0545191,304802.01,,147.75422,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_logistic_parameters.csv,30k,,A2780Naive,,v,0.574839,304802.01,,147.75422,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_all_models_parameters.csv,30k,,A2780Naive,gompertz,k,4264.4501,507908.54,,152.26411,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_all_models_parameters.csv,30k,,A2780Naive,gompertz,r,0.36892735,507908.54,,152.26411,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_all_models_parameters.csv,30k,,A2780Naive,logistic,k,3949.1286,365676.15,,147.66436,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_all_models_parameters.csv,30k,,A2780Naive,logistic,r,0.81688693,365676.15,,147.66436,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_all_models_parameters.csv,30k,,A2780Naive,logistic_death,d,0.56961153,365676.23,,150.30342,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_all_models_parameters.csv,30k,,A2780Naive,logistic_death,k,6702.8498,365676.23,,150.30342,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_all_models_parameters.csv,30k,,A2780Naive,logistic_death,r,1.3864971,365676.23,,150.30342,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_all_models_parameters.csv,30k,,A2780Naive,theta_logistic,k,4035.5697,304802.01,,147.75422,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_all_models_parameters.csv,30k,,A2780Naive,theta_logistic,r,1.0545191,304802.01,,147.75422,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_all_models_parameters.csv,30k,,A2780Naive,theta_logistic,v,0.574839,304802.01,,147.75422,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_logistic_parameters.csv,30k,,A2780cis,,k,3840.3063,506274.73,,154.85806,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_logistic_parameters.csv,30k,,A2780cis,,r,0.46525019,506274.73,,154.85806,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_logistic_parameters.csv,30k,,A2780cis,,v,3.2874949,506274.73,,154.85806,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_all_models_parameters.csv,30k,,A2780cis,gompertz,k,4889.6122,2407993.9,,174.05158,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_all_models_parameters.csv,30k,,A2780cis,gompertz,r,0.23809225,2407993.9,,174.05158,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_all_models_parameters.csv,30k,,A2780cis,logistic,k,4078.7614,1005515.7,,161.82547,
untreated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated MonoCulture/untreated_monoculture_all_models_parameters.csv,30k,,A2780cis,logistic,r,0.57955136,1005515.7,,161.82547,
