source_group,source_file,density,mix_label,cell_line,model,parameter_name,parameter_value,sse,aic,bic,loss
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780Naive,time_delay,n,0.5785,1288667.7,469.81056,477.03721,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_best_models.csv,20k,,A2780Naive,transit_erlang_m4,K50,2.0369,1187.445,155.28035,162.507,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780Naive,transit_erlang_m4,K50,2.0369,1187.445,155.28035,162.507,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_best_models.csv,20k,,A2780Naive,transit_erlang_m4,kmax,3.9788,1187.445,155.28035,162.507,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780Naive,transit_erlang_m4,kmax,3.9788,1187.445,155.28035,162.507,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_best_models.csv,20k,,A2780Naive,transit_erlang_m4,n,2.651,1187.445,155.28035,162.507,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780Naive,transit_erlang_m4,n,2.651,1187.445,155.28035,162.507,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_best_models.csv,20k,,A2780Naive,transit_erlang_m4,tau,5.5251,1187.445,155.28035,162.507,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780Naive,transit_erlang_m4,tau,5.5251,1187.445,155.28035,162.507,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,Model1_parpi,alpha,0,3589.794,203.06344,208.48343,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,Model1_parpi,beta,0.3698,3589.794,203.06344,208.48343,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,Model1_parpi,d,1.4004,3589.794,203.06344,208.48343,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,Model2_parpi,alpha,0.3929,3297.0676,199.23568,204.65567,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,Model2_parpi,beta,0,3297.0676,199.23568,204.65567,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,Model2_parpi,d,0.432,3297.0676,199.23568,204.65567,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,Model3_parpi,alpha,0.1184,3480.0229,203.66593,210.89258,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,Model3_parpi,beta,0,3480.0229,203.66593,210.89258,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,Model3_parpi,d,0.5227,3480.0229,203.66593,210.89258,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,Model3_parpi,gamma,0.0985,3480.0229,203.66593,210.89258,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,Model4_parpi,alpha,0,3589.7908,203.0634,208.48339,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,Model4_parpi,d,3.864,3589.7908,203.0634,208.48339,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,Model4_parpi,phi,1.9669,3589.7908,203.0634,208.48339,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,adaptive_ic50,Emax,0.7954,3589.7375,207.06273,216.09605,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,adaptive_ic50,IC50_0,40.3888,3589.7375,207.06273,216.09605,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,adaptive_ic50,a,0.4062,3589.7375,207.06273,216.09605,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,adaptive_ic50,b,1.606,3589.7375,207.06273,216.09605,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,adaptive_ic50,n,2.6283,3589.7375,207.06273,216.09605,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,biexponential,lambda1,0.0133,42130.365,313.88377,319.30376,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,biexponential,lambda2,0,42130.365,313.88377,319.30376,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,biexponential,w,0,42130.365,313.88377,319.30376,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,damage_repair_arrest,K50,2.4938,3031.2592,201.45319,212.29317,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,damage_repair_arrest,dA,0.3062,3031.2592,201.45319,212.29317,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,damage_repair_arrest,k_arr,0.3342,3031.2592,201.45319,212.29317,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,damage_repair_arrest,k_rep,0.0062,3031.2592,201.45319,212.29317,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,damage_repair_arrest,kmax,2.8927,3031.2592,201.45319,212.29317,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,damage_repair_arrest,n,5.9716,3031.2592,201.45319,212.29317,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,lag_hill_inhibition,Emax,0.9327,10617.675,255.86258,264.89589,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,lag_hill_inhibition,IC50,70.113,10617.675,255.86258,264.89589,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,lag_hill_inhibition,m,7.9354,10617.675,255.86258,264.89589,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,lag_hill_inhibition,n,4.2065,10617.675,255.86258,264.89589,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,lag_hill_inhibition,t_lag,1.5755,10617.675,255.86258,264.89589,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,pkpd_hill_inhibition,Emax,0.7124,3586.9638,205.02795,212.2546,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,pkpd_hill_inhibition,IC50,3.6439,3586.9638,205.02795,212.2546,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,pkpd_hill_inhibition,k_e,0.1123,3586.9638,205.02795,212.2546,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,pkpd_hill_inhibition,n,5.3295,3586.9638,205.02795,212.2546,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,sensitive_resistant,K50R,0.3135,2911.9826,203.64671,218.10001,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,sensitive_resistant,K50S,90.6797,2911.9826,203.64671,218.10001,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,sensitive_resistant,S0_frac,0.3164,2911.9826,203.64671,218.10001,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,sensitive_resistant,kR_max,0.2463,2911.9826,203.64671,218.10001,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,sensitive_resistant,kS_max,0.3608,2911.9826,203.64671,218.10001,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,sensitive_resistant,n,0.5033,2911.9826,203.64671,218.10001,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,sensitive_resistant,rR_scale,1.4291,2911.9826,203.64671,218.10001,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,sensitive_resistant,rS_scale,0.8845,2911.9826,203.64671,218.10001,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,theta_hill_inhibition,Emax,0.9989,3279.4986,198.99525,204.41524,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,theta_hill_inhibition,IC50,1.9505,3279.4986,198.99525,204.41524,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,theta_hill_inhibition,n,5.9995,3279.4986,198.99525,204.41524,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,theta_hill_inhibition_dde,Emax,0.9982,3279.538,200.99579,208.22244,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,theta_hill_inhibition_dde,IC50,1.9503,3279.538,200.99579,208.22244,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,theta_hill_inhibition_dde,n,5.9992,3279.538,200.99579,208.22244,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,theta_hill_inhibition_dde,tau,1.4434,3279.538,200.99579,208.22244,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,theta_hill_kill,K50,2.8239,3111.8922,196.63457,202.05456,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,theta_hill_kill,kmax,3.9982,3111.8922,196.63457,202.05456,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,theta_hill_kill,n,6,3111.8922,196.63457,202.05456,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,theta_hill_kill_dde,K50,2.6172,3058.9526,197.86244,205.08909,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,theta_hill_kill_dde,kmax,3.9538,3058.9526,197.86244,205.08909,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,theta_hill_kill_dde,n,5.9993,3058.9526,197.86244,205.08909,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,theta_hill_kill_dde,tau,1.208,3058.9526,197.86244,205.08909,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_best_models.csv,20k,,A2780cis,time_delay,alpha,0.873,2843.9131,194.58232,201.80897,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,time_delay,alpha,0.873,2843.9131,194.58232,201.80897,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_best_models.csv,20k,,A2780cis,time_delay,beta,0.4989,2843.9131,194.58232,201.80897,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,time_delay,beta,0.4989,2843.9131,194.58232,201.80897,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_best_models.csv,20k,,A2780cis,time_delay,kD,2.5183,2843.9131,194.58232,201.80897,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,time_delay,kD,2.5183,2843.9131,194.58232,201.80897,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_best_models.csv,20k,,A2780cis,time_delay,n,5.9986,2843.9131,194.58232,201.80897,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,time_delay,n,5.9986,2843.9131,194.58232,201.80897,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,transit_erlang_m4,K50,2.601,3011.5511,197.15966,204.38631,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,transit_erlang_m4,kmax,3.6459,3011.5511,197.15966,204.38631,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,transit_erlang_m4,n,5.9882,3011.5511,197.15966,204.38631,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,20k,,A2780cis,transit_erlang_m4,tau,4.8776,3011.5511,197.15966,204.38631,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,Model1_parpi,alpha,0.523,22499.129,285.65562,291.07561,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,Model1_parpi,beta,0,22499.129,285.65562,291.07561,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,Model1_parpi,d,0.0983,22499.129,285.65562,291.07561,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,Model2_parpi,alpha,0.8236,16420.443,271.48289,276.90288,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,Model2_parpi,beta,0,16420.443,271.48289,276.90288,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,Model2_parpi,d,0.7462,16420.443,271.48289,276.90288,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,Model3_parpi,alpha,0.6978,18584.548,279.05405,286.2807,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,Model3_parpi,beta,0.0004,18584.548,279.05405,286.2807,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,Model3_parpi,d,0.2174,18584.548,279.05405,286.2807,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,Model3_parpi,gamma,1.0111,18584.548,279.05405,286.2807,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,Model4_parpi,alpha,0.5969,19893.652,280.11721,285.53719,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,Model4_parpi,d,0.1199,19893.652,280.11721,285.53719,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,Model4_parpi,phi,1.9899,19893.652,280.11721,285.53719,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,adaptive_ic50,Emax,0.8022,742436.33,446.99635,456.02966,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,adaptive_ic50,IC50_0,3.385,742436.33,446.99635,456.02966,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,adaptive_ic50,a,1.8922,742436.33,446.99635,456.02966,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,adaptive_ic50,b,1.4244,742436.33,446.99635,456.02966,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,adaptive_ic50,n,3.1616,742436.33,446.99635,456.02966,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,biexponential,lambda1,0.2945,26261.038,292.61306,298.03305,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,biexponential,lambda2,0,26261.038,292.61306,298.03305,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,biexponential,w,0,26261.038,292.61306,298.03305,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,damage_repair_arrest,K50,90.8858,666253.91,444.12436,454.96434,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,damage_repair_arrest,dA,1.4012,666253.91,444.12436,454.96434,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,damage_repair_arrest,k_arr,1.3718,666253.91,444.12436,454.96434,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,damage_repair_arrest,k_rep,1.9004,666253.91,444.12436,454.96434,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,damage_repair_arrest,kmax,3.232,666253.91,444.12436,454.96434,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,damage_repair_arrest,n,0.9126,666253.91,444.12436,454.96434,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,lag_hill_inhibition,Emax,0.9984,6844.2404,236.10251,245.13582,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,lag_hill_inhibition,IC50,1,6844.2404,236.10251,245.13582,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,lag_hill_inhibition,m,0.5167,6844.2404,236.10251,245.13582,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,lag_hill_inhibition,n,5.9616,6844.2404,236.10251,245.13582,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,lag_hill_inhibition,t_lag,0.8542,6844.2404,236.10251,245.13582,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,pkpd_hill_inhibition,Emax,0.9997,14303.631,267.27228,274.49893,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,pkpd_hill_inhibition,IC50,1,14303.631,267.27228,274.49893,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,pkpd_hill_inhibition,k_e,0,14303.631,267.27228,274.49893,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,pkpd_hill_inhibition,n,5.9866,14303.631,267.27228,274.49893,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,sensitive_resistant,K50R,4.5321,20989.141,292.52941,306.98271,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,sensitive_resistant,K50S,97.7579,20989.141,292.52941,306.98271,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,sensitive_resistant,S0_frac,0.0101,20989.141,292.52941,306.98271,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,sensitive_resistant,kR_max,1.9066,20989.141,292.52941,306.98271,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,sensitive_resistant,kS_max,3.5339,20989.141,292.52941,306.98271,
