stage,condition,fit_scope,model,bic,sse,params,inherited
LR-1 monoculture/lineage,ALL A2780-cis LR data.xlsx — 2 - A2780cis 30k 3-1,Run 2,logistic_with_smooth_delayed_death,89.319554265741,4671.172161467211,2.7896;216.67;2.5703;4.7111;0.050003,none; direct low-resource fit
LR-1 monoculture/lineage,ALL A2780-cis LR data.xlsx — 2 - A2780cis 30k 3-1,Run 2,logistic,118.62732619409051,80460.4229398337,4.0;95.354,none; direct low-resource fit
LR-1 monoculture/lineage,ALL A2780-cis LR data.xlsx — 2 - A2780cis 30k 3-1,Run 2,logistic_with_lag,121.19227551506583,80460.42271401089,4.0;95.354;3.9211e-6,none; direct low-resource fit
LR-1 monoculture/lineage,ALL A2780-cis LR data.xlsx — 2 - A2780cis 30k 3-1,Run 2,logistic_plus_loss,121.19227555155273,80460.42293983785,4.0;95.354;2.8073e-13,none; direct low-resource fit
LR-1 monoculture/lineage,ALL A2780-cis LR data.xlsx — 2 - A2780cis 30k 3-1,Run 2,transit_compartment_delayed_kill,126.32217434175008,80460.42340573031,4.0;95.353;8.3467e-11;0.0001;4.8154,none; direct low-resource fit
LR-1 monoculture/lineage,A2780 30k 1-1,Run 1 + Run 2 (joint normalized shape),logistic,143.80932904469705,4350.178892525992,0.97657;57.985,shared r/K/loss across runs; run-specific observed N0
LR-1 monoculture/lineage,A2780 30k 1-1,Run 1 + Run 2 (joint normalized shape),logistic_plus_loss,147.10516591069972,4350.178892525727,0.97992;58.183;0.0033465,shared r/K/loss across runs; run-specific observed N0
LR-1 monoculture/lineage,A2780 30k 1-1,Run 1 + Run 2 (joint normalized shape),logistic_with_lag,147.10517821967443,4350.180875720325,0.97657;57.985;2.0956e-5,shared r/K/loss across runs; run-specific observed N0
LR-1 monoculture/lineage,A2780 30k 1-1,Run 1 + Run 2 (joint normalized shape),logistic_with_delayed_death,150.40100277053534,4350.178891531838,0.97657;57.985;4.1814e-8;5.2393,shared r/K/loss across runs; run-specific observed N0
LR-1 monoculture/lineage,A2780 30k 1-1,Run 1 + Run 2 (joint normalized shape),logistic_with_smooth_delayed_death,153.6968396429449,4350.178892563835,0.97657;57.985;3.8508e-11;7.737;4.9547,shared r/K/loss across runs; run-specific observed N0
LR-1 monoculture/lineage,A2780 30k 1-1,Run 1 + Run 2 (joint normalized shape),transit_compartment_delayed_kill,153.69683966317078,4350.1788958225825,1.0024;59.516;0.025785;0.45779;0.12124,shared r/K/loss across runs; run-specific observed N0
LR-1 monoculture/lineage,A2780cis 30k 1-1,Run 1 + Run 2 (joint normalized shape),logistic_with_delayed_death,33.879038634873666,58.11035913947024,2.7506;4.419;2.5172;6.6186,shared r/K/loss across runs; run-specific observed N0
LR-1 monoculture/lineage,A2780cis 30k 1-1,Run 1 + Run 2 (joint normalized shape),logistic_with_smooth_delayed_death,37.17482598745163,58.11025257501283,2.7505;4.419;2.5171;6.6056;0.056491,shared r/K/loss across runs; run-specific observed N0
LR-1 monoculture/lineage,A2780cis 30k 1-1,Run 1 + Run 2 (joint normalized shape),logistic,49.74350143519731,133.49348923332184,4.0;2.3861,shared r/K/loss across runs; run-specific observed N0
LR-1 monoculture/lineage,A2780cis 30k 1-1,Run 1 + Run 2 (joint normalized shape),logistic_with_lag,53.039338252542755,133.49348899274244,4.0;2.3861;3.5757e-6,shared r/K/loss across runs; run-specific observed N0
LR-1 monoculture/lineage,A2780cis 30k 1-1,Run 1 + Run 2 (joint normalized shape),logistic_plus_loss,53.03933830215738,133.49348923804723,4.0;2.3861;2.7122e-8,shared r/K/loss across runs; run-specific observed N0
LR-1 monoculture/lineage,A2780cis 30k 1-1,Run 1 + Run 2 (joint normalized shape),transit_compartment_delayed_kill,59.63101116276015,133.49348492963944,4.0;2.3861;1.1598e-9;5.0;2.6789e-5,shared r/K/loss across runs; run-specific observed N0
LR-1 monoculture/lineage,A2780 30k 3-1,Run 1 + Run 2 (joint normalized shape),logistic,131.41255968401003,2748.560618021477,1.5985;47.583,shared r/K/loss across runs; run-specific observed N0
LR-1 monoculture/lineage,A2780 30k 3-1,Run 1 + Run 2 (joint normalized shape),logistic_plus_loss,134.70839654997144,2748.560618017108,1.6007;47.648;0.0022001,shared r/K/loss across runs; run-specific observed N0
LR-1 monoculture/lineage,A2780 30k 3-1,Run 1 + Run 2 (joint normalized shape),logistic_with_lag,134.70840846064394,2748.5618305064622,1.5985;47.583;1.1712e-5,shared r/K/loss across runs; run-specific observed N0
LR-1 monoculture/lineage,A2780 30k 3-1,Run 1 + Run 2 (joint normalized shape),logistic_with_delayed_death,138.004233414702,2748.560617887439,1.5985;47.583;4.5594e-9;2.9436,shared r/K/loss across runs; run-specific observed N0
LR-1 monoculture/lineage,A2780 30k 3-1,Run 1 + Run 2 (joint normalized shape),logistic_with_smooth_delayed_death,141.30007028232745,2748.5606180524655,1.5985;47.583;1.2597e-10;6.9815;4.9832,shared r/K/loss across runs; run-specific observed N0
LR-1 monoculture/lineage,A2780 30k 3-1,Run 1 + Run 2 (joint normalized shape),transit_compartment_delayed_kill,141.3000702841374,2748.560618236718,1.607;47.835;0.0084602;0.44399;0.25074,shared r/K/loss across runs; run-specific observed N0
LR-1 monoculture/lineage,A2780cis 30k 1-3,Run 1 + Run 2 (joint normalized shape),logistic_with_delayed_death,26.04999040906489,43.483397444675006,2.3367;8.6404;2.3108;4.6731,shared r/K/loss across runs; run-specific observed N0
LR-1 monoculture/lineage,A2780cis 30k 1-3,Run 1 + Run 2 (joint normalized shape),logistic_with_smooth_delayed_death,31.28496446011093,46.72124998811539,3.0357;8.3152;3.0;4.767;0.05,shared r/K/loss across runs; run-specific observed N0
LR-1 monoculture/lineage,A2780cis 30k 1-3,Run 1 + Run 2 (joint normalized shape),logistic,71.39634887867427,297.6773017056131,4.0;3.4136,shared r/K/loss across runs; run-specific observed N0
LR-1 monoculture/lineage,A2780cis 30k 1-3,Run 1 + Run 2 (joint normalized shape),logistic_plus_loss,74.69218574548344,297.67730171448676,4.0;3.4136;2.4282e-9,shared r/K/loss across runs; run-specific observed N0
LR-1 monoculture/lineage,A2780cis 30k 1-3,Run 1 + Run 2 (joint normalized shape),logistic_with_lag,74.69218752655377,297.67732135093934,4.0;3.4136;1.8711e-8,shared r/K/loss across runs; run-specific observed N0
LR-1 monoculture/lineage,A2780cis 30k 1-3,Run 1 + Run 2 (joint normalized shape),transit_compartment_delayed_kill,81.28385962578719,297.67730334945276,4.0;3.4127;9.7836e-10;0.00010126;1.0927e-6,shared r/K/loss across runs; run-specific observed N0
LR-1 monoculture/lineage,A2780 30k 1-3,Run 1 + Run 2 (joint normalized shape),logistic,199.15414144062618,33785.267527087395,1.2937;78.322,shared r/K/loss across runs; run-specific observed N0
LR-1 monoculture/lineage,A2780 30k 1-3,Run 1 + Run 2 (joint normalized shape),logistic_with_lag,202.43477168180647,33766.24474049117,1.4274;78.176;0.36045,shared r/K/loss across runs; run-specific observed N0
LR-1 monoculture/lineage,A2780 30k 1-3,Run 1 + Run 2 (joint normalized shape),logistic_plus_loss,202.44997830663007,33785.267527086864,1.3063;79.088;0.012654,shared r/K/loss across runs; run-specific observed N0
LR-1 monoculture/lineage,A2780 30k 1-3,Run 1 + Run 2 (joint normalized shape),logistic_with_delayed_death,205.16357086130708,33064.50106083785,1.1065;126.21;0.44232;5.0,shared r/K/loss across runs; run-specific observed N0
LR-1 monoculture/lineage,A2780 30k 1-3,Run 1 + Run 2 (joint normalized shape),logistic_with_smooth_delayed_death,208.47019826870073,33077.717919022776,1.1127;123.93;0.43381;5.0528;0.05,shared r/K/loss across runs; run-specific observed N0
LR-1 monoculture/lineage,A2780 30k 1-3,Run 1 + Run 2 (joint normalized shape),transit_compartment_delayed_kill,209.0416519273532,33785.26738783461,1.3843;83.809;0.090629;0.20233;0.25751,shared r/K/loss across runs; run-specific observed N0
LR-1 monoculture/lineage,A2780cis 30k 3-1,Run 1 + Run 2 (joint normalized shape),logistic_with_delayed_death,43.63113291941058,82.63472912001397,4.0;8.2873;3.0;3.866,shared r/K/loss across runs; run-specific observed N0
LR-1 monoculture/lineage,A2780cis 30k 3-1,Run 1 + Run 2 (joint normalized shape),logistic_with_smooth_delayed_death,44.83646826454061,76.59029936017217,3.5877;8.7993;3.0;3.9625;0.37996,shared r/K/loss across runs; run-specific observed N0
LR-1 monoculture/lineage,A2780cis 30k 3-1,Run 1 + Run 2 (joint normalized shape),logistic,71.66691725461902,285.3517590216317,4.0;3.5951,shared r/K/loss across runs; run-specific observed N0
LR-1 monoculture/lineage,A2780cis 30k 3-1,Run 1 + Run 2 (joint normalized shape),logistic_plus_loss,74.99912176424519,285.35175901603634,4.0;3.5951;2.8073e-13,shared r/K/loss across runs; run-specific observed N0
LR-1 monoculture/lineage,A2780cis 30k 3-1,Run 1 + Run 2 (joint normalized shape),logistic_with_lag,74.99912634638828,285.35180571327567,4.0;3.595;1.0697e-6,shared r/K/loss across runs; run-specific observed N0
LR-1 monoculture/lineage,A2780cis 30k 3-1,Run 1 + Run 2 (joint normalized shape),transit_compartment_delayed_kill,81.66353093399391,285.3517605385746,4.0;3.5951;1.5832e-8;0.0001;4.6788e-13,shared r/K/loss across runs; run-specific observed N0
LR-2 untreated coculture,ce0_25S75R.xlsx,available ratio,independent_logistic,359.0831387328651,3.009072215634448e6,0.66269;2087.4;0.58292;2358.6,lineage starting counts observed
LR-2 untreated coculture,ce0_25S75R.xlsx,available ratio,competition_logistic,362.2922038411654,2.669401105166664e6,0.67648;4710.8;1.0092;0.54679;11948.0;5.0,lineage starting counts observed
LR-2 untreated coculture,ce0_50S50R.xlsx,available ratio,independent_logistic,319.77082529417316,811574.8572750916,0.63038;2767.1;0.55335;678.41,lineage starting counts observed
LR-2 untreated coculture,ce0_50S50R.xlsx,available ratio,competition_logistic,321.45602514886474,684304.8220632807,0.68267;3987.5;1.7;0.48063;12475.0;5.0,lineage starting counts observed
LR-2 untreated coculture,ce0_75S25R.xlsx,available ratio,independent_logistic,299.93104826871854,418907.7494966023,0.58215;3040.2;0.56443;271.65,lineage starting counts observed
LR-2 untreated coculture,ce0_75S25R.xlsx,available ratio,competition_logistic,302.6878553872628,366060.2018935662,0.6243;3818.0;2.6889;0.47401;5692.8;2.2147,lineage starting counts observed
LR-3 treated coculture,ce1_25S75R.xlsx,available ratio,inherited_independent_logistic_plus_constant_treatment_loss,399.2063415245706,1.4379712835895006e7,0.25684;2.8073e-13,"independent_logistic parameters from ce0_25S75R.xlsx; C=IC50=1 µM, Hill=1; fitted treatment terms"
LR-3 treated coculture,ce1_25S75R.xlsx,available ratio,inherited_independent_logistic_plus_delayed_Hill_kill_IC50_1uM,405.27207791116115,1.4030914913043668e7,0.72042;3.7905e-7;4.3396;8.2794,"independent_logistic parameters from ce0_25S75R.xlsx; C=IC50=1 µM, Hill=1; fitted treatment terms"
LR-3 treated coculture,ce1_50S50R.xlsx,available ratio,inherited_independent_logistic_plus_constant_treatment_loss,416.8817943775894,2.5919618270917892e7,0.17859;2.8073e-13,"independent_logistic parameters from ce0_50S50R.xlsx; C=IC50=1 µM, Hill=1; fitted treatment terms"
LR-3 treated coculture,ce1_50S50R.xlsx,available ratio,inherited_independent_logistic_plus_delayed_Hill_kill_IC50_1uM,422.0963820426582,2.458344480293457e7,0.57424;5.6146e-13;5.5258;9.2738,"independent_logistic parameters from ce0_50S50R.xlsx; C=IC50=1 µM, Hill=1; fitted treatment terms"
LR-3 treated coculture,ce1_75S25R.xlsx,available ratio,inherited_independent_logistic_plus_constant_treatment_loss,397.2404565028145,1.3467628024122518e7,0.06425;2.8073e-13,"independent_logistic parameters from ce0_75S25R.xlsx; C=IC50=1 µM, Hill=1; fitted treatment terms"
LR-3 treated coculture,ce1_75S25R.xlsx,available ratio,inherited_independent_logistic_plus_delayed_Hill_kill_IC50_1uM,399.688637183135,1.164816215052661e7,0.32989;6.9775e-13;7.0757;5.2884,"independent_logistic parameters from ce0_75S25R.xlsx; C=IC50=1 µM, Hill=1; fitted treatment terms"
LR-4 joint untreated + treated coculture,ce0_25S75R.xlsx + ce1_25S75R.xlsx,simultaneous untreated + treated,joint_competition_logistic_plus_constant_treatment_loss,730.2212076614173,6.707825681631376e6,0.6737;2415.4;0.13639;0.60698;4824.5;1.3868;0.20323;6.9732e-13,"shared growth and interaction parameters; treated-only loss or delayed-kill terms; C=IC50=1 µM, Hill=1"
LR-4 joint untreated + treated coculture,ce0_25S75R.xlsx + ce1_25S75R.xlsx,simultaneous untreated + treated,joint_competition_logistic_plus_delayed_Hill_kill_IC50_1uM,738.523820141485,6.720574080814648e6,0.66446;2071.4;9.7012e-12;0.60698;4811.8;1.3707;0.56402;7.9246e-11;1.615;5.2696,"shared growth and interaction parameters; treated-only loss or delayed-kill terms; C=IC50=1 µM, Hill=1"
LR-4 joint untreated + treated coculture,ce0_25S75R.xlsx + ce1_25S75R.xlsx,simultaneous untreated + treated,joint_independent_logistic_plus_constant_treatment_loss,757.4381809333408,1.21019818719175e7,0.67605;2048.5;0.61903;2963.0;0.26456;2.8073e-13,"shared growth and interaction parameters; treated-only loss or delayed-kill terms; C=IC50=1 µM, Hill=1"
LR-4 joint untreated + treated coculture,ce0_25S75R.xlsx + ce1_25S75R.xlsx,simultaneous untreated + treated,joint_independent_logistic_plus_delayed_Hill_kill_IC50_1uM,763.9037336718542,1.1759369069663823e7,0.66514;2087.1;0.61903;2963.0;0.72382;1.1912e-6;4.3159;6.3187,"shared growth and interaction parameters; treated-only loss or delayed-kill terms; C=IC50=1 µM, Hill=1"
LR-4 joint untreated + treated coculture,ce0_50S50R.xlsx + ce1_50S50R.xlsx,simultaneous untreated + treated,joint_competition_logistic_plus_constant_treatment_loss,699.5799704718531,4.0252522128798687e6,0.68073;2904.4;0.26653;0.58588;10579.0;4.6922;0.14934;2.8073e-13,"shared growth and interaction parameters; treated-only loss or delayed-kill terms; C=IC50=1 µM, Hill=1"
LR-4 joint untreated + treated coculture,ce0_50S50R.xlsx + ce1_50S50R.xlsx,simultaneous untreated + treated,joint_competition_logistic_plus_delayed_Hill_kill_IC50_1uM,706.7143413292566,3.9551384201270947e6,0.66815;2694.2;2.4681e-7;0.59647;10231.0;4.5255;0.51489;5.6146e-13;2.9999;6.4893,"shared growth and interaction parameters; treated-only loss or delayed-kill terms; C=IC50=1 µM, Hill=1"
LR-4 joint untreated + treated coculture,ce0_50S50R.xlsx + ce1_50S50R.xlsx,simultaneous untreated + treated,joint_independent_logistic_plus_constant_treatment_loss,772.116999380908,1.5456292537149977e7,0.69597;2552.9;0.52801;1723.4;0.19944;2.8073e-13,"shared growth and interaction parameters; treated-only loss or delayed-kill terms; C=IC50=1 µM, Hill=1"
LR-4 joint untreated + treated coculture,ce0_50S50R.xlsx + ce1_50S50R.xlsx,simultaneous untreated + treated,joint_independent_logistic_plus_delayed_Hill_kill_IC50_1uM,775.8737354314198,1.4355746569067346e7,0.63783;2750.6;0.52802;1723.4;0.57788;4.353e-6;5.4361;7.3041,"shared growth and interaction parameters; treated-only loss or delayed-kill terms; C=IC50=1 µM, Hill=1"
LR-4 joint untreated + treated coculture,ce0_75S25R.xlsx + ce1_75S25R.xlsx,simultaneous untreated + treated,joint_competition_logistic_plus_constant_treatment_loss,693.2830958500248,3.6242220563420043e6,0.68067;3558.0;0.99475;0.64428;13602.0;5.0;0.065911;2.8073e-13,"shared growth and interaction parameters; treated-only loss or delayed-kill terms; C=IC50=1 µM, Hill=1"
LR-4 joint untreated + treated coculture,ce0_75S25R.xlsx + ce1_75S25R.xlsx,simultaneous untreated + treated,joint_competition_logistic_plus_delayed_Hill_kill_IC50_1uM,701.4168796127918,3.6209070862735556e6,0.65473;2999.8;4.6788e-13;0.6426;13718.0;5.0;0.40493;5.6146e-13;4.9468;6.4145e-12,"shared growth and interaction parameters; treated-only loss or delayed-kill terms; C=IC50=1 µM, Hill=1"
LR-4 joint untreated + treated coculture,ce0_75S25R.xlsx + ce1_75S25R.xlsx,simultaneous untreated + treated,joint_independent_logistic_plus_delayed_Hill_kill_IC50_1uM,732.8671504287457,7.0102537810399365e6,0.61938;2957.3;0.4702;1075.1;0.34424;2.3543e-5;7.0;7.0067,"shared growth and interaction parameters; treated-only loss or delayed-kill terms; C=IC50=1 µM, Hill=1"
LR-4 joint untreated + treated coculture,ce0_75S25R.xlsx + ce1_75S25R.xlsx,simultaneous untreated + treated,joint_independent_logistic_plus_constant_treatment_loss,733.0012109613249,8.053335853966875e6,0.68047;2692.1;0.47036;1075.0;0.068902;2.8073e-13,"shared growth and interaction parameters; treated-only loss or delayed-kill terms; C=IC50=1 µM, Hill=1"
