source_file,Day,Well,mean_value,n_tiles,n_channels
measure_25-75A2780IC50tre1uM_2000Thres.csv,1,A3,98.9,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,1,A6,155.41,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,1,B3,49.23,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,1,B6,103.53,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,1,C3,47.83,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,1,C6,98.82,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,2,A3,257.16,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,2,A6,254.4,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,2,B3,73.11,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,2,B6,160.9,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,2,C3,77.14,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,2,C6,178.91,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,3,A3,304.01,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,3,A6,407.93,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,3,B3,104.55,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,3,B6,290.95,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,3,C3,143.48,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,3,C6,273.19,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,4,A3,350.41,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,4,A6,509.66,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,4,B3,175.15,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,4,B6,255.77,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,4,C3,196.78,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,4,C6,338.23,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,5,A3,579.55,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,5,A6,740.93,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,5,B3,306.35,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,5,B6,454.99,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,5,C3,249.79,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,5,C6,472.0,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,6,A3,694.76,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,6,A6,587.05,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,6,B3,335.97,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,6,B6,455.88,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,6,C3,354.51,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,6,C6,445.76,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,7,A3,953.49,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,7,A6,914.91,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,7,B3,377.09,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,7,B6,527.16,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,7,C3,437.56,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,7,C6,657.56,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,8,A3,766.78,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,8,A6,588.31,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,8,B3,299.65,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,8,B6,368.35,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,8,C3,255.8,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,8,C6,319.15,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,9,A3,598.89,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,9,A6,490.88,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,9,B3,284.12,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,9,B6,263.5,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,9,C3,241.87,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,9,C6,281.53,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,10,A3,526.07,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,10,A6,747.57,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,10,B3,326.62,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,10,B6,361.47,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,10,C3,266.75,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,10,C6,293.86,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,11,A3,867.05,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,11,A6,672.07,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,11,B3,339.18,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,11,B6,429.63,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,11,C3,303.6,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,11,C6,343.32,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,12,A3,812.28,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,12,A6,1186.32,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,12,B3,834.22,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,12,B6,651.02,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,12,C3,541.65,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,12,C6,707.55,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,13,A3,1509.84,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,13,A6,1101.54,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,13,B3,563.21,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,13,B6,666.5,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,13,C3,735.97,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,13,C6,1889.24,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,14,A3,903.52,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,14,A6,1309.58,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,14,B3,1276.13,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,14,B6,776.05,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,14,C3,723.96,3,1
measure_25-75A2780IC50tre1uM_2000Thres.csv,14,C6,540.03,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,1,A2,157.72,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,1,A5,263.04,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,1,B2,160.06,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,1,B5,101.37,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,1,C2,162.0,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,1,C5,148.56,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,2,A2,239.28,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,2,A5,448.49,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,2,B2,259.12,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,2,B5,213.81,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,2,C2,289.76,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,2,C5,241.63,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,3,A2,433.88,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,3,A5,616.73,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,3,B2,382.79,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,3,B5,314.28,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,3,C2,417.07,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,3,C5,432.28,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,4,A2,619.74,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,4,A5,795.28,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,4,B2,521.88,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,4,B5,475.61,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,4,C2,595.17,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,4,C5,639.22,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,5,A2,1014.99,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,5,A5,1258.85,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,5,B2,717.69,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,5,B5,685.04,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,5,C2,819.02,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,5,C5,778.44,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,6,A2,989.56,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,6,A5,1366.27,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,6,B2,825.52,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,6,B5,650.61,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,6,C2,973.31,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,6,C5,877.4,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,7,A2,1408.62,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,7,A5,1870.94,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,7,B2,1248.11,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,7,B5,1327.15,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,7,C2,1420.2,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,7,C5,1201.69,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,8,A2,1124.35,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,8,A5,1485.13,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,8,B2,665.33,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,8,B5,945.35,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,8,C2,1077.49,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,8,C5,811.46,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,9,A2,1236.87,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,9,A5,1576.86,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,9,B2,735.69,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,9,B5,1237.63,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,9,C2,1125.47,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,9,C5,1122.4,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,10,A2,1340.22,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,10,A5,1738.44,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,10,B2,1040.66,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,10,B5,1276.07,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,10,C2,1289.6,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,10,C5,1082.42,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,11,A2,1254.02,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,11,A5,1446.48,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,11,B2,804.05,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,11,B5,1017.35,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,11,C2,1046.08,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,11,C5,927.04,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,12,A2,1455.12,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,12,A5,1319.8,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,12,B2,1450.18,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,12,B5,1850.43,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,12,C2,1242.6,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,12,C5,1423.36,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,13,A2,1526.08,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,13,A5,1966.08,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,13,B2,1566.86,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,13,B5,2105.73,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,13,C2,1312.42,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,13,C5,1724.79,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,14,A2,1272.98,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,14,A5,1407.43,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,14,B2,1286.69,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,14,B5,1978.11,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,14,C2,1183.65,3,1
measure_50-50A2780IC50tre1uM_2000Thres.csv,14,C5,1091.56,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,1,A1,187.61,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,1,A4,328.17,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,1,B1,154.67,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,1,B4,200.81,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,1,C1,186.85,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,1,C4,250.39,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,2,A1,278.21,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,2,A4,576.76,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,2,B1,238.37,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,2,B4,312.22,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,2,C1,297.74,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,2,C4,435.87,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,3,A1,456.46,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,3,A4,844.47,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,3,B1,433.16,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,3,B4,456.48,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,3,C1,430.35,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,3,C4,654.75,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,4,A1,582.32,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,4,A4,1209.65,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,4,B1,563.18,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,4,B4,620.11,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,4,C1,660.96,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,4,C4,898.44,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,5,A1,675.64,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,5,A4,1525.37,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,5,B1,764.46,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,5,B4,939.97,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,5,C1,892.82,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,5,C4,1280.68,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,6,A1,814.7,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,6,A4,1783.84,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,6,B1,834.53,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,6,B4,1168.54,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,6,C1,1088.1,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,6,C4,1460.08,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,7,A1,1536.86,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,7,A4,2290.97,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,7,B1,1138.44,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,7,B4,2044.31,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,7,C1,1349.02,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,7,C4,2192.52,3,1
measure_75-25A2780IC50tre1uM_2000Thres.csv,8,A1,1063.92,3,1
